year,quintil_oecd,sex,plj0092,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,male,No,0.90116,174,174,0.85668,0.94563
2009,1st Quintile,female,No,0.87639,192,192,0.82971,0.92307
2009,2nd Quintile,male,No,0.94104,162,162,0.90466,0.97743
2009,2nd Quintile,female,No,0.93661,160,160,0.89874,0.97449
2009,3rd Quintile,male,No,0.87924,185,185,0.83215,0.92632
2009,3rd Quintile,female,No,0.94629,147,147,0.90973,0.98286
2009,4th Quintile,male,No,0.97476,229,229,0.95440,0.99512
2009,4th Quintile,female,No,0.92014,184,184,0.88086,0.95941
2009,5th Quintile,male,No,0.92422,348,348,0.89638,0.95207
2009,5th Quintile,female,No,0.89665,268,268,0.86014,0.93317
2014,1st Quintile,male,No,0.89184,334,334,0.85848,0.92520
2014,1st Quintile,female,Yes,0.08324,38,462,0.05802,0.10845
2014,1st Quintile,female,No,0.91676,424,462,0.89155,0.94198
2014,2nd Quintile,male,No,0.97212,274,274,0.95259,0.99165
2014,2nd Quintile,female,No,0.91528,272,272,0.88213,0.94844
2014,3rd Quintile,male,No,0.95338,281,281,0.92868,0.97807
2014,3rd Quintile,female,No,0.92853,277,277,0.89813,0.95892
2014,4th Quintile,male,No,0.95136,280,280,0.92612,0.97660
2014,4th Quintile,female,No,0.93126,278,278,0.90147,0.96106
2014,5th Quintile,male,No,0.93821,344,344,0.91273,0.96369
2014,5th Quintile,female,No,0.89948,287,287,0.86463,0.93433
2019,1st Quintile,male,No,0.93159,297,297,0.90283,0.96035
2019,1st Quintile,female,Yes,0.08561,32,353,0.05638,0.11484
2019,1st Quintile,female,No,0.91439,321,353,0.88516,0.94362
2019,2nd Quintile,male,No,0.96263,248,248,0.93897,0.98628
2019,2nd Quintile,female,No,0.93085,283,283,0.90124,0.96046
2019,3rd Quintile,male,No,0.95935,233,233,0.93394,0.98476
2019,3rd Quintile,female,No,0.88430,252,252,0.84473,0.92387
2019,4th Quintile,male,No,0.92823,235,235,0.89515,0.96130
2019,4th Quintile,female,No,0.93815,242,242,0.90773,0.96856
2019,5th Quintile,male,No,0.92741,316,316,0.89876,0.95606
2019,5th Quintile,female,No,0.93982,268,268,0.91129,0.96834
