year,age_gr,quintil_oecd,plj0092,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,1st Quintile,Yes,0.17850,31,185,0.12317,0.23383
2009,17-29 y.,1st Quintile,No,0.82150,154,185,0.76617,0.87683
2009,17-29 y.,2nd Quintile,No,0.91592,118,118,0.86563,0.96620
2009,17-29 y.,3rd Quintile,No,0.85958,125,125,0.79843,0.92073
2009,17-29 y.,4th Quintile,No,0.91256,131,131,0.86400,0.96112
2009,17-29 y.,5th Quintile,No,0.92366,152,152,0.88131,0.96602
2009,30-45 y.,1st Quintile,No,0.92522,111,111,0.87607,0.97438
2009,30-45 y.,2nd Quintile,No,0.96412,124,124,0.93126,0.99699
2009,30-45 y.,3rd Quintile,No,0.94296,113,113,0.90001,0.98591
2009,30-45 y.,4th Quintile,No,0.98160,154,154,0.96031,1.00290
2009,30-45 y.,5th Quintile,No,0.90495,188,188,0.86291,0.94698
2009,46-65 y.,1st Quintile,No,0.93270,74,74,0.87523,0.99017
2009,46-65 y.,2nd Quintile,No,0.94698,63,63,0.89120,1.00276
2009,46-65 y.,3rd Quintile,No,0.92223,82,82,0.86391,0.98055
2009,46-65 y.,4th Quintile,No,0.94830,112,112,0.90711,0.98949
2009,46-65 y.,5th Quintile,No,0.93235,247,247,0.90097,0.96374
2014,17-29 y.,1st Quintile,Yes,0.11182,39,361,0.07927,0.14437
2014,17-29 y.,1st Quintile,No,0.88818,322,361,0.85563,0.92073
2014,17-29 y.,2nd Quintile,No,0.87376,174,174,0.82427,0.92325
2014,17-29 y.,3rd Quintile,No,0.92533,165,165,0.88511,0.96556
2014,17-29 y.,4th Quintile,No,0.90878,163,163,0.86444,0.95312
2014,17-29 y.,5th Quintile,Yes,0.18849,33,159,0.12750,0.24947
2014,17-29 y.,5th Quintile,No,0.81151,126,159,0.75053,0.87250
2014,30-45 y.,1st Quintile,No,0.92099,253,253,0.88768,0.95429
2014,30-45 y.,2nd Quintile,No,0.98704,219,219,0.97203,1.00205
2014,30-45 y.,3rd Quintile,No,0.92750,225,225,0.89354,0.96146
2014,30-45 y.,4th Quintile,No,0.93533,183,183,0.89960,0.97106
2014,30-45 y.,5th Quintile,No,0.95487,227,227,0.92780,0.98193
2014,46-65 y.,1st Quintile,No,0.93381,159,159,0.89504,0.97257
2014,46-65 y.,2nd Quintile,No,0.99192,131,131,0.97654,1.00731
2014,46-65 y.,3rd Quintile,No,0.99001,145,145,0.97376,1.00625
2014,46-65 y.,4th Quintile,No,0.97616,183,183,0.95399,0.99832
2014,46-65 y.,5th Quintile,No,0.96487,238,238,0.94143,0.98831
2014,66 and older,5th Quintile,No,0.82336,40,40,0.70367,0.94305
2019,17-29 y.,1st Quintile,Yes,0.10820,34,302,0.07311,0.14329
2019,17-29 y.,1st Quintile,No,0.89180,268,302,0.85671,0.92689
2019,17-29 y.,2nd Quintile,No,0.97070,207,207,0.94767,0.99373
2019,17-29 y.,3rd Quintile,No,0.91396,160,160,0.87037,0.95755
2019,17-29 y.,4th Quintile,No,0.86436,151,151,0.80956,0.91916
2019,17-29 y.,5th Quintile,No,0.78712,117,117,0.71263,0.86161
2019,30-45 y.,1st Quintile,No,0.90879,180,180,0.86662,0.95097
2019,30-45 y.,2nd Quintile,No,0.93741,181,181,0.90202,0.97280
2019,30-45 y.,3rd Quintile,No,0.91108,160,160,0.86684,0.95532
2019,30-45 y.,4th Quintile,No,0.95769,145,145,0.92481,0.99057
2019,30-45 y.,5th Quintile,No,0.97065,166,166,0.94490,0.99641
2019,46-65 y.,1st Quintile,No,0.98654,141,141,0.96745,1.00563
2019,46-65 y.,2nd Quintile,No,0.92389,118,118,0.87584,0.97194
2019,46-65 y.,3rd Quintile,No,0.92724,135,135,0.88326,0.97122
2019,46-65 y.,4th Quintile,No,0.99606,157,157,0.98624,1.00589
2019,46-65 y.,5th Quintile,No,0.97318,259,259,0.95346,0.99289
2019,66 and older,5th Quintile,No,0.90048,42,42,0.80885,0.99212
