year,migback,quintil_oecd,plj0092,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,1st Quintile,No,0.91360,223,223,0.87664,0.95056
2009,No migration background,2nd Quintile,No,0.92569,220,220,0.89095,0.96043
2009,No migration background,3rd Quintile,No,0.90182,251,251,0.86494,0.93871
2009,No migration background,4th Quintile,No,0.94506,339,339,0.92077,0.96935
2009,No migration background,5th Quintile,Yes,0.08670,50,592,0.06401,0.10938
2009,No migration background,5th Quintile,No,0.91330,542,592,0.89062,0.93599
2009,Direct migration background,1st Quintile,No,0.85582,103,103,0.78765,0.92399
2009,Direct migration background,2nd Quintile,No,0.94011,60,60,0.87957,1.00066
2009,Direct migration background,3rd Quintile,No,0.96664,50,50,0.91636,1.01692
2009,Direct migration background,5th Quintile,No,0.87523,44,44,0.77645,0.97400
2009,Indirect migration background,1st Quintile,No,0.85964,40,40,0.75062,0.96866
2009,Indirect migration background,3rd Quintile,No,0.86853,31,31,0.74760,0.98945
2014,No migration background,1st Quintile,Yes,0.11209,40,415,0.08170,0.14247
2014,No migration background,1st Quintile,No,0.88791,375,415,0.85753,0.91830
2014,No migration background,2nd Quintile,No,0.92793,308,308,0.89900,0.95686
2014,No migration background,3rd Quintile,No,0.94437,364,364,0.92079,0.96795
2014,No migration background,4th Quintile,No,0.95463,407,407,0.93439,0.97487
2014,No migration background,5th Quintile,Yes,0.05937,40,529,0.03921,0.07952
2014,No migration background,5th Quintile,No,0.94063,489,529,0.92048,0.96079
2014,Direct migration background,1st Quintile,No,0.92916,276,276,0.89884,0.95948
2014,Direct migration background,2nd Quintile,No,0.96200,151,151,0.93141,0.99260
2014,Direct migration background,3rd Quintile,No,0.95016,137,137,0.91359,0.98674
2014,Direct migration background,4th Quintile,No,0.92186,92,92,0.86671,0.97700
2014,Direct migration background,5th Quintile,No,0.84302,93,93,0.76868,0.91735
2014,Indirect migration background,1st Quintile,No,0.90354,107,107,0.84734,0.95974
2014,Indirect migration background,3rd Quintile,No,0.88758,57,57,0.80484,0.97031
2014,Indirect migration background,4th Quintile,No,0.87933,59,59,0.79549,0.96316
2014,Indirect migration background,5th Quintile,No,0.85678,49,49,0.75768,0.95588
2019,No migration background,1st Quintile,No,0.92689,344,344,0.89934,0.95444
2019,No migration background,2nd Quintile,No,0.92283,315,315,0.89331,0.95234
2019,No migration background,3rd Quintile,No,0.93703,336,336,0.91102,0.96304
2019,No migration background,4th Quintile,Yes,0.08523,33,396,0.05770,0.11277
2019,No migration background,4th Quintile,No,0.91477,363,396,0.88723,0.94230
2019,No migration background,5th Quintile,No,0.93638,434,434,0.91339,0.95937
2019,Direct migration background,1st Quintile,No,0.95210,183,183,0.92107,0.98313
2019,Direct migration background,2nd Quintile,No,0.98460,135,135,0.96374,1.00545
2019,Direct migration background,3rd Quintile,No,0.86284,104,104,0.79640,0.92928
2019,Direct migration background,5th Quintile,No,0.91258,100,100,0.85694,0.96822
2019,Indirect migration background,1st Quintile,No,0.85549,91,91,0.78285,0.92813
2019,Indirect migration background,2nd Quintile,No,0.96057,81,81,0.91792,1.00322
2019,Indirect migration background,3rd Quintile,No,0.94313,45,45,0.87470,1.01156
2019,Indirect migration background,4th Quintile,No,0.95795,32,32,0.88730,1.02860
2019,Indirect migration background,5th Quintile,No,0.93279,50,50,0.86268,1.00290
