year,bula_h,sampreg,plj0092,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,West,No,0.79890,47,47,0.68307,0.91474
2009,Hamburg,West,No,0.98463,43,43,0.94742,1.02184
2009,Lower Saxony,West,No,0.95884,185,185,0.93013,0.98754
2009,North Rhine-Westphalia,West,No,0.95043,405,405,0.92927,0.97160
2009,Hesse,West,No,0.91109,179,179,0.86927,0.95290
2009,"Rhineland-Palatinate, Saarland",West,No,0.92979,112,112,0.88226,0.97732
2009,Baden-Wuerttemberg,West,No,0.90463,291,291,0.87082,0.93844
2009,Bavaria,West,No,0.91297,356,356,0.88365,0.94229
2009,Berlin,West,No,0.95343,78,78,0.90636,1.00049
2009,Berlin,East,No,0.79449,46,46,0.67643,0.91255
2009,Brandenburg,East,No,0.92323,54,54,0.85156,0.99491
2009,Saxony,East,No,0.90969,110,110,0.85589,0.96350
2009,Saxony-Anhalt,East,No,0.95688,52,52,0.90114,1.01263
2009,Thuringa,East,No,0.92004,50,50,0.84410,0.99599
2014,Schleswig-Holstein,West,No,0.92523,123,123,0.87856,0.97190
2014,Hamburg,West,No,0.93364,46,46,0.86092,1.00637
2014,Lower Saxony,West,No,0.96914,319,319,0.95013,0.98815
2014,Bremen,West,No,0.87567,33,33,0.76135,0.99000
2014,North Rhine-Westphalia,West,Yes,0.07691,42,664,0.05663,0.09720
2014,North Rhine-Westphalia,West,No,0.92309,622,664,0.90280,0.94337
2014,Hesse,West,No,0.90360,263,263,0.86787,0.93934
2014,"Rhineland-Palatinate, Saarland",West,No,0.92505,154,154,0.88333,0.96678
2014,Baden-Wuerttemberg,West,Yes,0.06846,35,467,0.04553,0.09139
2014,Baden-Wuerttemberg,West,No,0.93154,432,467,0.90861,0.95447
2014,Bavaria,West,Yes,0.07285,49,594,0.05193,0.09377
2014,Bavaria,West,No,0.92715,545,594,0.90623,0.94807
2014,Berlin,West,No,0.92054,104,104,0.86831,0.97277
2014,Berlin,East,No,0.96863,57,57,0.92298,1.01429
2014,Brandenburg,East,No,0.85225,68,68,0.76728,0.93722
2014,Mecklenburg-Western Pomerania,East,No,0.98786,34,34,0.95050,1.02522
2014,Saxony,East,No,0.94689,102,102,0.90315,0.99062
2014,Saxony-Anhalt,East,No,0.89714,71,71,0.82598,0.96831
2014,Thuringa,East,No,0.99095,79,79,0.96993,1.01197
2019,Schleswig-Holstein,West,No,0.93382,137,137,0.89204,0.97560
2019,Hamburg,West,No,0.92590,53,53,0.85471,0.99709
2019,Lower Saxony,West,No,0.92298,260,260,0.89050,0.95545
2019,Bremen,West,No,0.69587,34,34,0.53890,0.85283
2019,North Rhine-Westphalia,West,Yes,0.04917,53,792,0.03410,0.06423
2019,North Rhine-Westphalia,West,No,0.95083,739,792,0.93577,0.96590
2019,Hesse,West,No,0.93365,267,267,0.90374,0.96356
2019,"Rhineland-Palatinate, Saarland",West,No,0.94991,160,160,0.91601,0.98382
2019,Baden-Wuerttemberg,West,No,0.93884,407,407,0.91553,0.96215
2019,Bavaria,West,Yes,0.10646,56,569,0.08109,0.13182
2019,Bavaria,West,No,0.89354,513,569,0.86818,0.91891
2019,Berlin,West,No,0.92072,129,129,0.87391,0.96752
2019,Berlin,East,No,0.96948,56,56,0.92401,1.01494
2019,Brandenburg,East,No,0.83373,78,78,0.75057,0.91690
2019,Mecklenburg-Western Pomerania,East,No,0.99681,50,50,0.98101,1.01260
2019,Saxony,East,No,0.94958,143,143,0.91359,0.98557
2019,Saxony-Anhalt,East,No,0.97616,85,85,0.94354,1.00878
2019,Thuringa,East,No,0.99645,85,85,0.98373,1.00917
