year,age_gr,regtyp,plj0092,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,Yes,0.11324,58,546,0.08663,0.13984
2009,17-29 y.,Urban regions,No,0.88676,488,546,0.86016,0.91337
2009,17-29 y.,Rural regions,No,0.85807,193,193,0.80871,0.90743
2009,30-45 y.,Urban regions,No,0.95126,529,529,0.93290,0.96963
2009,30-45 y.,Rural regions,No,0.90951,161,161,0.86506,0.95396
2009,46-65 y.,Urban regions,No,0.93449,428,428,0.91103,0.95796
2009,46-65 y.,Rural regions,No,0.94110,150,150,0.90329,0.97890
2009,66 and older,Urban regions,No,0.91555,82,82,0.85499,0.97611
2014,17-29 y.,Urban regions,Yes,0.10474,101,786,0.08332,0.12616
2014,17-29 y.,Urban regions,No,0.89526,685,786,0.87384,0.91668
2014,17-29 y.,Rural regions,Yes,0.13879,38,303,0.09980,0.17778
2014,17-29 y.,Rural regions,No,0.86121,265,303,0.82222,0.90020
2014,30-45 y.,Urban regions,Yes,0.06516,46,846,0.04852,0.08180
2014,30-45 y.,Urban regions,No,0.93484,800,846,0.91820,0.95148
2014,30-45 y.,Rural regions,No,0.97762,307,307,0.96105,0.99420
2014,46-65 y.,Urban regions,No,0.96989,597,597,0.95617,0.98361
2014,46-65 y.,Rural regions,No,0.96769,260,260,0.94616,0.98923
2014,66 and older,Urban regions,No,0.88974,103,103,0.82895,0.95052
2014,66 and older,Rural regions,No,0.91885,35,35,0.82707,1.01064
2019,17-29 y.,No answer / don't know,No,0.92176,50,50,0.84657,0.99695
2019,17-29 y.,Urban regions,Yes,0.08976,84,779,0.06967,0.10984
2019,17-29 y.,Urban regions,No,0.91024,695,779,0.89016,0.93033
2019,17-29 y.,Rural regions,Yes,0.16115,38,270,0.11721,0.20509
2019,17-29 y.,Rural regions,No,0.83885,232,270,0.79491,0.88279
2019,30-45 y.,No answer / don't know,No,0.94700,43,43,0.87924,1.01475
2019,30-45 y.,Urban regions,Yes,0.04558,38,726,0.03040,0.06077
2019,30-45 y.,Urban regions,No,0.95442,688,726,0.93923,0.96960
2019,30-45 y.,Rural regions,No,0.87489,234,234,0.83241,0.91737
2019,46-65 y.,No answer / don't know,No,0.93853,36,36,0.85896,1.01811
2019,46-65 y.,Urban regions,No,0.96494,759,759,0.95184,0.97803
2019,46-65 y.,Rural regions,No,0.95685,294,294,0.93358,0.98012
2019,66 and older,Urban regions,No,0.93582,130,130,0.89353,0.97811
2019,66 and older,Rural regions,No,0.96350,49,49,0.91045,1.01655
