year,age_gr,migback,plj0092,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No migration background,Yes,0.12748,73,612,0.10103,0.15392
2009,17-29 y.,No migration background,No,0.87252,539,612,0.84608,0.89897
2009,17-29 y.,Direct migration background,No,0.86641,38,38,0.75679,0.97603
2009,17-29 y.,Indirect migration background,No,0.91128,104,104,0.85637,0.96619
2009,30-45 y.,No migration background,No,0.95169,527,527,0.93336,0.97001
2009,30-45 y.,Direct migration background,No,0.91449,104,104,0.86049,0.96850
2009,30-45 y.,Indirect migration background,No,0.92440,59,59,0.85636,0.99243
2009,46-65 y.,No migration background,No,0.93521,452,452,0.91249,0.95793
2009,46-65 y.,Direct migration background,No,0.93657,120,120,0.89277,0.98036
2009,66 and older,No migration background,No,0.96634,58,58,0.91952,1.01316
2009,66 and older,Direct migration background,No,0.86786,42,42,0.76420,0.97152
2014,17-29 y.,No migration background,Yes,0.11610,97,666,0.09175,0.14045
2014,17-29 y.,No migration background,No,0.88390,569,666,0.85955,0.90825
2014,17-29 y.,Direct migration background,No,0.90105,182,182,0.85755,0.94455
2014,17-29 y.,Indirect migration background,No,0.88458,199,199,0.84007,0.92908
2014,30-45 y.,No migration background,No,0.95937,640,640,0.94407,0.97468
2014,30-45 y.,Direct migration background,No,0.90822,333,333,0.87716,0.93928
2014,30-45 y.,Indirect migration background,No,0.93220,134,134,0.88947,0.97493
2014,46-65 y.,No migration background,No,0.96981,637,637,0.95651,0.98311
2014,46-65 y.,Direct migration background,No,0.96656,194,194,0.94119,0.99192
2014,66 and older,No migration background,No,0.88965,98,98,0.82729,0.95200
2014,66 and older,Direct migration background,No,0.90733,40,40,0.81632,0.99834
2019,17-29 y.,No migration background,Yes,0.10718,88,774,0.08537,0.12899
2019,17-29 y.,No migration background,No,0.89282,686,774,0.87101,0.91463
2019,17-29 y.,Direct migration background,No,0.94583,101,101,0.90146,0.99020
2019,17-29 y.,Indirect migration background,Yes,0.12014,32,222,0.07728,0.16301
2019,17-29 y.,Indirect migration background,No,0.87986,190,222,0.83699,0.92272
2019,30-45 y.,No migration background,No,0.95423,575,575,0.93714,0.97133
2019,30-45 y.,Direct migration background,No,0.89589,300,300,0.86127,0.93051
2019,30-45 y.,Indirect migration background,No,0.95245,90,90,0.90824,0.99666
2019,46-65 y.,No migration background,No,0.95119,812,812,0.93636,0.96602
2019,46-65 y.,Direct migration background,No,0.98342,222,222,0.96658,1.00025
2019,66 and older,No migration background,No,0.92653,146,146,0.88406,0.96900
2019,66 and older,Direct migration background,No,0.97975,34,34,0.93170,1.02781
