year,quintil_oecd,plj0092,proportion,n,lower_confidence,upper_confidence
2009,5. Quintil,Nein,0.315884476534296,21983,0.30973919964184127,0.3220297534267508
2009,4. Quintil,Nein,0.21886281588447654,21983,0.21339690887822857,0.2243287228907245
2009,3. Quintil,Nein,0.1624548736462094,21983,0.15757865611345748,0.1673310911789613
2009,2. Quintil,Nein,0.11462093862815885,21983,0.11040970636165051,0.11883217089466719
2009,1. Quintil,Nein,0.11326714801444043,21983,0.10907765979603648,0.11745663623284439
2009,5. Quintil,Ja,0.029783393501805054,21983,0.027536233308480252,0.03203055369512986
2009,1. Quintil,Ja,0.01444043321299639,21983,0.012863388010752333,0.016017478415240448
2009,3. Quintil,Ja,0.01128158844765343,21983,0.009885432185928179,0.012677744709378682
2009,2. Quintil,Ja,0.010830324909747292,21983,0.009462064594001845,0.012198585225492739
2009,4. Quintil,Ja,0.008574007220216607,21983,0.007355200993566695,0.009792813446866519
2014,5. Quintil,Nein,0.2801947064192273,38694,0.27571992589867256,0.284669486939782
2014,4. Quintil,Nein,0.2293885001521144,38694,0.22519923526706587,0.23357776503716293
2014,3. Quintil,Nein,0.15363553392150897,38694,0.15004252078120445,0.1572285470618135
2014,2. Quintil,Nein,0.1448128993002738,38694,0.14130644282262814,0.14831935577791946
2014,1. Quintil,Nein,0.12017036811682386,38694,0.11693046334314967,0.12341027289049804
2014,5. Quintil,Ja,0.02403407362336477,38694,0.022508035866139364,0.025560111380590174
2014,4. Quintil,Ja,0.015819896562214785,38694,0.014576603907332746,0.017063189217096823
2014,1. Quintil,Ja,0.011560693641618497,38694,0.010495567098280131,0.012625820184956862
2014,3. Quintil,Ja,0.010343778521448129,38694,0.009335649670314007,0.011351907372582251
2014,2. Quintil,Ja,0.010039549741405538,38694,0.00904620431196533,0.011032895170845745
2019,5. Quintil,Nein,0.44831591173054586,42417,0.4435830545159381,0.4530487689451536
2019,4. Quintil,Nein,0.20121951219512196,42417,0.1974041579564311,0.20503486643381283
2019,3. Quintil,Nein,0.12224157955865272,42417,0.11912424743086607,0.1253589116864394
2019,2. Quintil,Nein,0.08855981416957026,42417,0.08585605172421683,0.0912635766149237
2019,1. Quintil,Nein,0.07375145180023229,42417,0.0712641118012973,0.07623879179916729
2019,5. Quintil,Ja,0.030197444831591175,42417,0.028568850731913384,0.031826038931268966
2019,4. Quintil,Ja,0.01132404181184669,42417,0.010317078110353123,0.012331005513340258
2019,3. Quintil,Ja,0.01016260162601626,42417,0.00920811361715553,0.01111708963487699
2019,2. Quintil,Ja,0.007549361207897794,42417,0.006725610772495641,0.008373111643299947
2019,1. Quintil,Ja,0.006678281068524971,42417,0.0059031709451141555,0.007453391191935786
