year,bula_h,sampreg,petyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Bavaria,West,No,0.65901,1087,1730,0.63666,0.68135
2006,Berlin,West,Yes,0.26802,83,276,0.21567,0.32037
2006,Berlin,West,No,0.73198,193,276,0.67963,0.78433
2006,Berlin,East,Yes,0.27164,67,208,0.21105,0.33224
2006,Berlin,East,No,0.72836,141,208,0.66776,0.78895
2006,Brandenburg,East,Yes,0.49631,279,532,0.45378,0.53884
2006,Brandenburg,East,No,0.50369,253,532,0.46116,0.54622
2006,Mecklenburg-Western Pomerania,East,Yes,0.43088,136,304,0.37512,0.48663
2006,Mecklenburg-Western Pomerania,East,No,0.56912,168,304,0.51337,0.62488
2006,Saxony,East,Yes,0.39103,377,877,0.35872,0.42335
2006,Saxony,East,No,0.60897,500,877,0.57665,0.64128
2006,Saxony-Anhalt,East,Yes,0.47133,256,492,0.42718,0.51549
2006,Saxony-Anhalt,East,No,0.52867,236,492,0.48451,0.57282
2006,Thuringa,East,Yes,0.40290,254,515,0.36049,0.44530
2006,Thuringa,East,No,0.59710,261,515,0.55470,0.63951
2011,Schleswig-Holstein,West,Yes,0.28878,136,406,0.24464,0.33292
2011,Schleswig-Holstein,West,No,0.71122,270,406,0.66708,0.75536
2011,Hamburg,West,Yes,0.22697,46,196,0.16818,0.28576
2011,Hamburg,West,No,0.77303,150,196,0.71424,0.83182
2011,Lower Saxony,West,Yes,0.33676,408,1087,0.30865,0.36487
2011,Lower Saxony,West,No,0.66324,679,1087,0.63513,0.69135
2011,Bremen,West,No,0.72209,59,59,0.60680,0.83738
2011,North Rhine-Westphalia,West,Yes,0.30214,798,2353,0.28358,0.32069
2011,North Rhine-Westphalia,West,No,0.69786,1555,2353,0.67931,0.71642
2011,Hesse,West,Yes,0.35721,321,830,0.32459,0.38983
2011,Hesse,West,No,0.64279,509,830,0.61017,0.67541
2011,"Rhineland-Palatinate, Saarland",West,Yes,0.34361,288,710,0.30865,0.37857
2011,"Rhineland-Palatinate, Saarland",West,No,0.65639,422,710,0.62143,0.69135
2011,Baden-Wuerttemberg,West,Yes,0.30549,477,1401,0.28136,0.32962
2011,Baden-Wuerttemberg,West,No,0.69451,924,1401,0.67038,0.71864
2011,Bavaria,West,Yes,0.32917,691,1839,0.30769,0.35066
2011,Bavaria,West,No,0.67083,1148,1839,0.64934,0.69231
2011,Berlin,West,Yes,0.20179,68,290,0.15552,0.24806
2011,Berlin,West,No,0.79821,222,290,0.75194,0.84448
2011,Berlin,East,Yes,0.24197,74,223,0.18563,0.29830
2011,Berlin,East,No,0.75803,149,223,0.70170,0.81437
2011,Brandenburg,East,Yes,0.42684,238,518,0.38421,0.46948
2011,Brandenburg,East,No,0.57316,280,518,0.53052,0.61579
2011,Mecklenburg-Western Pomerania,East,Yes,0.35971,124,315,0.30662,0.41279
2011,Mecklenburg-Western Pomerania,East,No,0.64029,191,315,0.58721,0.69338
2011,Saxony,East,Yes,0.40762,340,808,0.37371,0.44152
2011,Saxony,East,No,0.59238,468,808,0.55848,0.62629
2011,Saxony-Anhalt,East,Yes,0.44014,238,509,0.39698,0.48331
2011,Saxony-Anhalt,East,No,0.55986,271,509,0.51669,0.60302
2011,Thuringa,East,Yes,0.37500,215,519,0.33331,0.41669
2011,Thuringa,East,No,0.62500,304,519,0.58331,0.66669
2016,Schleswig-Holstein,West,Yes,0.38781,207,503,0.34519,0.43043
2016,Schleswig-Holstein,West,No,0.61219,296,503,0.56957,0.65481
2016,Hamburg,West,Yes,0.24577,74,264,0.19374,0.29781
2016,Hamburg,West,No,0.75423,190,264,0.70219,0.80626
2016,Lower Saxony,West,Yes,0.34072,545,1348,0.31541,0.36603
2016,Lower Saxony,West,No,0.65928,803,1348,0.63397,0.68459
2016,Bremen,West,Yes,0.37072,32,105,0.27789,0.46355
2016,Bremen,West,No,0.62928,73,105,0.53645,0.72211
2016,North Rhine-Westphalia,West,Yes,0.28564,942,2907,0.26921,0.30206
2016,North Rhine-Westphalia,West,No,0.71436,1965,2907,0.69794,0.73079
2016,Hesse,West,Yes,0.31304,344,978,0.28396,0.34212
2016,Hesse,West,No,0.68696,634,978,0.65788,0.71604
2016,"Rhineland-Palatinate, Saarland",West,Yes,0.33549,325,848,0.30370,0.36729
2016,"Rhineland-Palatinate, Saarland",West,No,0.66451,523,848,0.63271,0.69630
2016,Baden-Wuerttemberg,West,Yes,0.27790,556,1627,0.25613,0.29968
2016,Baden-Wuerttemberg,West,No,0.72210,1071,1627,0.70032,0.74387
2016,Bavaria,West,Yes,0.30786,834,2300,0.28899,0.32673
2016,Bavaria,West,No,0.69214,1466,2300,0.67327,0.71101
2016,Berlin,West,Yes,0.22480,90,348,0.18087,0.26872
2016,Berlin,West,No,0.77520,258,348,0.73128,0.81913
2016,Berlin,East,Yes,0.20384,68,262,0.15496,0.25271
2016,Berlin,East,No,0.79616,194,262,0.74729,0.84504
2016,Brandenburg,East,Yes,0.43068,271,562,0.38970,0.47165
2016,Brandenburg,East,No,0.56932,291,562,0.52835,0.61030
2016,Mecklenburg-Western Pomerania,East,Yes,0.36695,133,328,0.31471,0.41919
2016,Mecklenburg-Western Pomerania,East,No,0.63305,195,328,0.58081,0.68529
2016,Saxony,East,Yes,0.40080,374,865,0.36813,0.43348
2016,Saxony,East,No,0.59920,491,865,0.56652,0.63187
2016,Saxony-Anhalt,East,Yes,0.42501,245,513,0.38219,0.46783
2016,Saxony-Anhalt,East,No,0.57499,268,513,0.53217,0.61781
2016,Thuringa,East,Yes,0.41290,245,544,0.37149,0.45431
2016,Thuringa,East,No,0.58710,299,544,0.54569,0.62851
2021,Schleswig-Holstein,West,Yes,0.35566,181,427,0.31020,0.40112
2021,Schleswig-Holstein,West,No,0.64434,246,427,0.59888,0.68980
2021,Hamburg,West,Yes,0.22848,68,268,0.17812,0.27884
2021,Hamburg,West,No,0.77152,200,268,0.72116,0.82188
2021,Lower Saxony,West,Yes,0.33555,438,1063,0.30715,0.36395
2021,Lower Saxony,West,No,0.66445,625,1063,0.63605,0.69285
2021,Bremen,West,No,0.78943,59,59,0.68450,0.89436
2021,North Rhine-Westphalia,West,Yes,0.31439,798,2286,0.29535,0.33343
2021,North Rhine-Westphalia,West,No,0.68561,1488,2286,0.66657,0.70465
2021,Hesse,West,Yes,0.33317,254,702,0.29828,0.36807
2021,Hesse,West,No,0.66683,448,702,0.63193,0.70172
2021,"Rhineland-Palatinate, Saarland",West,Yes,0.31467,201,537,0.27535,0.35398
2021,"Rhineland-Palatinate, Saarland",West,No,0.68533,336,537,0.64602,0.72465
2021,Baden-Wuerttemberg,West,Yes,0.29146,403,1219,0.26594,0.31698
2021,Baden-Wuerttemberg,West,No,0.70854,816,1219,0.68302,0.73406
2021,Bavaria,West,Yes,0.31391,644,1756,0.29220,0.33563
2021,Bavaria,West,No,0.68609,1112,1756,0.66437,0.70780
2021,Berlin,West,Yes,0.19610,81,358,0.15492,0.23729
2021,Berlin,West,No,0.80390,277,358,0.76271,0.84508
2021,Berlin,East,Yes,0.20942,57,201,0.15302,0.26581
2021,Berlin,East,No,0.79058,144,201,0.73419,0.84698
2021,Brandenburg,East,Yes,0.37077,201,447,0.32594,0.41559
2021,Brandenburg,East,No,0.62923,246,447,0.58441,0.67406
2021,Mecklenburg-Western Pomerania,East,Yes,0.34995,110,262,0.29209,0.40782
2021,Mecklenburg-Western Pomerania,East,No,0.65005,152,262,0.59218,0.70791
2021,Saxony,East,Yes,0.40922,308,733,0.37360,0.44484
2021,Saxony,East,No,0.59078,425,733,0.55516,0.62640
2021,Saxony-Anhalt,East,Yes,0.41549,178,370,0.36521,0.46578
2021,Saxony-Anhalt,East,No,0.58451,192,370,0.53422,0.63479
2021,Thuringa,East,Yes,0.33639,156,383,0.28901,0.38377
2021,Thuringa,East,No,0.66361,227,383,0.61623,0.71099
