year,pgisced97,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1990,First Stage of Tertiary Education,East,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,West,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,East,,,,,,,,,,,,
1991,Pre-primary Level,West,,,,,,,,,,,,
1991,Pre-primary Level,East,,,,,,,,,,,,
1991,Primary Level,West,,,,,,,,,,,,
1991,Primary Level,East,,,,,,,,,,,,
1991,Lower Secondary Level,West,,,,,,,,,,,,
1991,Lower Secondary Level,East,,,,,,,,,,,,
1991,Upper Secondary Level,West,,,,,,,,,,,,
1991,Upper Secondary Level,East,,,,,,,,,,,,
1991,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
1991,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
1991,First Stage of Tertiary Education,West,,,,,,,,,,,,
1991,First Stage of Tertiary Education,East,,,,,,,,,,,,
1991,Second Stage of Tertiary Education,West,,,,,,,,,,,,
1991,Second Stage of Tertiary Education,East,,,,,,,,,,,,
1992,Pre-primary Level,West,,,,,,,,,,,,
1992,Pre-primary Level,East,,,,,,,,,,,,
1992,Primary Level,West,,,,,,,,,,,,
1992,Primary Level,East,,,,,,,,,,,,
1992,Lower Secondary Level,West,,,,,,,,,,,,
1992,Lower Secondary Level,East,,,,,,,,,,,,
1992,Upper Secondary Level,West,,,,,,,,,,,,
1992,Upper Secondary Level,East,,,,,,,,,,,,
1992,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
1992,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
1992,First Stage of Tertiary Education,West,,,,,,,,,,,,
1992,First Stage of Tertiary Education,East,,,,,,,,,,,,
1992,Second Stage of Tertiary Education,West,,,,,,,,,,,,
1992,Second Stage of Tertiary Education,East,,,,,,,,,,,,
1993,Pre-primary Level,West,,,,,,,,,,,,
1993,Pre-primary Level,East,,,,,,,,,,,,
1993,Primary Level,West,,,,,,,,,,,,
1993,Primary Level,East,,,,,,,,,,,,
1993,Lower Secondary Level,West,,,,,,,,,,,,
1993,Lower Secondary Level,East,,,,,,,,,,,,
1993,Upper Secondary Level,West,,,,,,,,,,,,
1993,Upper Secondary Level,East,,,,,,,,,,,,
1993,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
1993,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
1993,First Stage of Tertiary Education,West,,,,,,,,,,,,
1993,First Stage of Tertiary Education,East,,,,,,,,,,,,
1993,Second Stage of Tertiary Education,West,,,,,,,,,,,,
1993,Second Stage of Tertiary Education,East,,,,,,,,,,,,
1994,Pre-primary Level,West,,,,,,,,,,,,
1994,Pre-primary Level,East,,,,,,,,,,,,
1994,Primary Level,West,,,,,,,,,,,,
1994,Primary Level,East,,,,,,,,,,,,
1994,Lower Secondary Level,West,,,,,,,,,,,,
1994,Lower Secondary Level,East,,,,,,,,,,,,
1994,Upper Secondary Level,West,,,,,,,,,,,,
1994,Upper Secondary Level,East,,,,,,,,,,,,
1994,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
1994,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
1994,First Stage of Tertiary Education,West,,,,,,,,,,,,
1994,First Stage of Tertiary Education,East,,,,,,,,,,,,
1994,Second Stage of Tertiary Education,West,,,,,,,,,,,,
1994,Second Stage of Tertiary Education,East,,,,,,,,,,,,
1995,Pre-primary Level,West,,,,,,,,,,,,
1995,Pre-primary Level,East,,,,,,,,,,,,
1995,Primary Level,West,,,,,,,,,,,,
1995,Primary Level,East,,,,,,,,,,,,
1995,Lower Secondary Level,West,,,,,,,,,,,,
1995,Lower Secondary Level,East,,,,,,,,,,,,
1995,Upper Secondary Level,West,,,,,,,,,,,,
1995,Upper Secondary Level,East,,,,,,,,,,,,
1995,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
1995,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
1995,First Stage of Tertiary Education,West,,,,,,,,,,,,
1995,First Stage of Tertiary Education,East,,,,,,,,,,,,
1995,Second Stage of Tertiary Education,West,,,,,,,,,,,,
1995,Second Stage of Tertiary Education,East,,,,,,,,,,,,
1996,Pre-primary Level,West,,,,,,,,,,,,
1996,Pre-primary Level,East,,,,,,,,,,,,
1996,Primary Level,West,,,,,,,,,,,,
1996,Primary Level,East,,,,,,,,,,,,
1996,Lower Secondary Level,West,,,,,,,,,,,,
1996,Lower Secondary Level,East,,,,,,,,,,,,
1996,Upper Secondary Level,West,,,,,,,,,,,,
1996,Upper Secondary Level,East,,,,,,,,,,,,
1996,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
1996,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
1996,First Stage of Tertiary Education,West,,,,,,,,,,,,
1996,First Stage of Tertiary Education,East,,,,,,,,,,,,
1996,Second Stage of Tertiary Education,West,,,,,,,,,,,,
1996,Second Stage of Tertiary Education,East,,,,,,,,,,,,
1997,Pre-primary Level,West,,,,,,,,,,,,
1997,Pre-primary Level,East,,,,,,,,,,,,
1997,Primary Level,West,,,,,,,,,,,,
1997,Primary Level,East,,,,,,,,,,,,
1997,Lower Secondary Level,West,,,,,,,,,,,,
1997,Lower Secondary Level,East,,,,,,,,,,,,
1997,Upper Secondary Level,West,,,,,,,,,,,,
1997,Upper Secondary Level,East,,,,,,,,,,,,
1997,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
1997,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
1997,First Stage of Tertiary Education,West,,,,,,,,,,,,
1997,First Stage of Tertiary Education,East,,,,,,,,,,,,
1997,Second Stage of Tertiary Education,West,,,,,,,,,,,,
1997,Second Stage of Tertiary Education,East,,,,,,,,,,,,
1998,Pre-primary Level,West,,,,,,,,,,,,
1998,Pre-primary Level,East,,,,,,,,,,,,
1998,Primary Level,West,,,,,,,,,,,,
1998,Primary Level,East,,,,,,,,,,,,
1998,Lower Secondary Level,West,,,,,,,,,,,,
1998,Lower Secondary Level,East,,,,,,,,,,,,
1998,Upper Secondary Level,West,,,,,,,,,,,,
1998,Upper Secondary Level,East,,,,,,,,,,,,
1998,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
1998,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
1998,First Stage of Tertiary Education,West,,,,,,,,,,,,
1998,First Stage of Tertiary Education,East,,,,,,,,,,,,
1998,Second Stage of Tertiary Education,West,,,,,,,,,,,,
1998,Second Stage of Tertiary Education,East,,,,,,,,,,,,
1999,Pre-primary Level,West,,,,,,,,,,,,
1999,Pre-primary Level,East,,,,,,,,,,,,
1999,Primary Level,West,,,,,,,,,,,,
1999,Primary Level,East,,,,,,,,,,,,
1999,Lower Secondary Level,West,,,,,,,,,,,,
1999,Lower Secondary Level,East,,,,,,,,,,,,
1999,Upper Secondary Level,West,,,,,,,,,,,,
1999,Upper Secondary Level,East,,,,,,,,,,,,
1999,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
1999,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
1999,First Stage of Tertiary Education,West,,,,,,,,,,,,
1999,First Stage of Tertiary Education,East,,,,,,,,,,,,
1999,Second Stage of Tertiary Education,West,,,,,,,,,,,,
1999,Second Stage of Tertiary Education,East,,,,,,,,,,,,
2000,Pre-primary Level,West,,,,,,,,,,,,
2000,Pre-primary Level,East,,,,,,,,,,,,
2000,Primary Level,West,,,,,,,,,,,,
2000,Primary Level,East,,,,,,,,,,,,
2000,Lower Secondary Level,West,,,,,,,,,,,,
2000,Lower Secondary Level,East,,,,,,,,,,,,
2000,Upper Secondary Level,West,,,,,,,,,,,,
2000,Upper Secondary Level,East,,,,,,,,,,,,
2000,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
2000,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
2000,First Stage of Tertiary Education,West,,,,,,,,,,,,
2000,First Stage of Tertiary Education,East,,,,,,,,,,,,
2000,Second Stage of Tertiary Education,West,,,,,,,,,,,,
2000,Second Stage of Tertiary Education,East,,,,,,,,,,,,
2001,Pre-primary Level,West,,,,,,,,,,,,
2001,Pre-primary Level,East,,,,,,,,,,,,
2001,Primary Level,West,,,,,,,,,,,,
2001,Primary Level,East,,,,,,,,,,,,
2001,Lower Secondary Level,West,,,,,,,,,,,,
2001,Lower Secondary Level,East,,,,,,,,,,,,
2001,Upper Secondary Level,West,,,,,,,,,,,,
2001,Upper Secondary Level,East,,,,,,,,,,,,
2001,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
2001,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
2001,First Stage of Tertiary Education,West,,,,,,,,,,,,
2001,First Stage of Tertiary Education,East,,,,,,,,,,,,
2001,Second Stage of Tertiary Education,West,,,,,,,,,,,,
2001,Second Stage of Tertiary Education,East,,,,,,,,,,,,
2002,Pre-primary Level,West,,,,,,,,,,,,
2002,Pre-primary Level,East,,,,,,,,,,,,
2002,Primary Level,West,,,,,,,,,,,,
2002,Primary Level,East,,,,,,,,,,,,
2002,Lower Secondary Level,West,,,,,,,,,,,,
2002,Lower Secondary Level,East,,,,,,,,,,,,
2002,Upper Secondary Level,West,,,,,,,,,,,,
2002,Upper Secondary Level,East,,,,,,,,,,,,
2002,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
2002,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
2002,First Stage of Tertiary Education,West,,,,,,,,,,,,
2002,First Stage of Tertiary Education,East,,,,,,,,,,,,
2002,Second Stage of Tertiary Education,West,,,,,,,,,,,,
2002,Second Stage of Tertiary Education,East,,,,,,,,,,,,
2003,Pre-primary Level,West,,,,,,,,,,,,
2003,Pre-primary Level,East,,,,,,,,,,,,
2003,Primary Level,West,,,,,,,,,,,,
2003,Primary Level,East,,,,,,,,,,,,
2003,Lower Secondary Level,West,,,,,,,,,,,,
2003,Lower Secondary Level,East,,,,,,,,,,,,
2003,Upper Secondary Level,West,,,,,,,,,,,,
2003,Upper Secondary Level,East,,,,,,,,,,,,
2003,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
2003,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
2003,First Stage of Tertiary Education,West,,,,,,,,,,,,
2003,First Stage of Tertiary Education,East,,,,,,,,,,,,
2003,Second Stage of Tertiary Education,West,,,,,,,,,,,,
2003,Second Stage of Tertiary Education,East,,,,,,,,,,,,
2004,Pre-primary Level,West,468,5.35842,5.14063,5.57620,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,6.00000
2004,Pre-primary Level,East,163,5.61057,5.31798,5.90316,4.00000,6.00000,7.00000,0.00000,10.00000,6.00000,5.00000,6.00000
2004,Primary Level,West,228,2.90677,2.56367,3.24987,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,2.00000,3.00000
2004,Primary Level,East,,,,,,,,,,,,
2004,Lower Secondary Level,West,2185,3.41937,3.30956,3.52919,1.00000,3.00000,5.00000,0.00000,10.00000,3.00000,3.00000,3.00000
2004,Lower Secondary Level,East,366,3.96755,3.69520,4.23991,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.97500,5.00000
2004,Upper Secondary Level,West,7993,4.14052,4.08764,4.19339,2.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2004,Upper Secondary Level,East,2733,4.41234,4.32732,4.49736,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2004,Post-secondary Non-tertiary Level,West,998,4.59103,4.44460,4.73746,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2004,Post-secondary Non-tertiary Level,East,150,4.92867,4.62674,5.23060,4.00000,5.00000,6.00000,1.00000,9.00000,5.00000,4.97500,5.00000
2004,First Stage of Tertiary Education,West,1202,4.65795,4.53053,4.78537,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2004,First Stage of Tertiary Education,East,433,4.53540,4.32831,4.74249,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2004,Second Stage of Tertiary Education,West,3007,4.77226,4.69359,4.85093,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2004,Second Stage of Tertiary Education,East,1273,4.83796,4.72276,4.95316,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2005,Pre-primary Level,West,,,,,,,,,,,,
2005,Pre-primary Level,East,,,,,,,,,,,,
2005,Primary Level,West,,,,,,,,,,,,
2005,Primary Level,East,,,,,,,,,,,,
2005,Lower Secondary Level,West,,,,,,,,,,,,
2005,Lower Secondary Level,East,,,,,,,,,,,,
2005,Upper Secondary Level,West,,,,,,,,,,,,
2005,Upper Secondary Level,East,,,,,,,,,,,,
2005,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
2005,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
2005,First Stage of Tertiary Education,West,,,,,,,,,,,,
2005,First Stage of Tertiary Education,East,,,,,,,,,,,,
2005,Second Stage of Tertiary Education,West,,,,,,,,,,,,
2005,Second Stage of Tertiary Education,East,,,,,,,,,,,,
2006,Pre-primary Level,West,320,5.70173,5.45396,5.94951,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,6.00000
2006,Pre-primary Level,East,73,5.93562,5.53289,6.33835,5.00000,6.00000,7.00000,2.00000,9.00000,6.00000,5.00000,7.00000
2006,Primary Level,West,210,3.93720,3.56313,4.31127,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,5.00000
2006,Primary Level,East,,,,,,,,,,,,
2006,Lower Secondary Level,West,2087,3.99885,3.88707,4.11064,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2006,Lower Secondary Level,East,365,4.61216,4.36734,4.85699,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2006,Upper Secondary Level,West,8222,4.57662,4.52583,4.62741,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2006,Upper Secondary Level,East,2792,4.75246,4.67093,4.83398,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2006,Post-secondary Non-tertiary Level,West,1036,5.04545,4.91177,5.17912,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2006,Post-secondary Non-tertiary Level,East,170,5.05365,4.72641,5.38090,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2006,First Stage of Tertiary Education,West,1217,4.91102,4.78931,5.03273,4.00000,5.00000,6.00000,1.00000,9.00000,5.00000,5.00000,5.00000
2006,First Stage of Tertiary Education,East,425,4.72655,4.50726,4.94583,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2006,Second Stage of Tertiary Education,West,3232,5.16243,5.08830,5.23655,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2006,Second Stage of Tertiary Education,East,1328,5.11465,5.00843,5.22086,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2007,Pre-primary Level,West,,,,,,,,,,,,
2007,Pre-primary Level,East,,,,,,,,,,,,
2007,Primary Level,West,,,,,,,,,,,,
2007,Primary Level,East,,,,,,,,,,,,
2007,Lower Secondary Level,West,,,,,,,,,,,,
2007,Lower Secondary Level,East,,,,,,,,,,,,
2007,Upper Secondary Level,West,,,,,,,,,,,,
2007,Upper Secondary Level,East,,,,,,,,,,,,
2007,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
2007,Post-secondary Non-tertiary Level,East,,,,,,,,,,,,
2007,First Stage of Tertiary Education,West,,,,,,,,,,,,
2007,First Stage of Tertiary Education,East,,,,,,,,,,,,
2007,Second Stage of Tertiary Education,West,,,,,,,,,,,,
2007,Second Stage of Tertiary Education,East,,,,,,,,,,,,
2008,Pre-primary Level,West,271,5.23012,4.97976,5.48049,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,6.00000
2008,Pre-primary Level,East,82,5.32256,4.84581,5.79932,3.00000,5.00000,7.00000,1.00000,10.00000,5.00000,4.00000,7.00000
2008,Primary Level,West,165,3.25716,2.88869,3.62563,1.00000,3.00000,5.00000,0.00000,10.00000,3.00000,2.00000,4.00000
2008,Primary Level,East,,,,,,,,,,,,
2008,Lower Secondary Level,West,1705,3.98700,3.86359,4.11042,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,4.00000
2008,Lower Secondary Level,East,303,4.40260,4.13515,4.67006,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2008,Upper Secondary Level,West,7216,4.33083,4.27684,4.38482,3.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2008,Upper Secondary Level,East,2500,4.43093,4.34219,4.51966,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2008,Post-secondary Non-tertiary Level,West,924,4.40870,4.26639,4.55100,3.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2008,Post-secondary Non-tertiary Level,East,165,4.52669,4.16582,4.88755,3.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2008,First Stage of Tertiary Education,West,1037,4.51357,4.37975,4.64738,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.97500,5.00000
2008,First Stage of Tertiary Education,East,374,4.49299,4.28208,4.70389,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2008,Second Stage of Tertiary Education,West,2944,4.80813,4.73124,4.88503,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2008,Second Stage of Tertiary Education,East,1236,4.64624,4.52612,4.76636,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2009,Pre-primary Level,West,258,4.70764,4.46073,4.95455,3.00000,5.00000,6.00000,0.00000,9.00000,5.00000,5.00000,5.00000
2009,Pre-primary Level,East,54,5.14187,4.59918,5.68455,3.33679,6.00000,7.00000,0.00000,8.00000,6.00000,4.00000,7.00000
2009,Primary Level,West,148,2.82880,2.46386,3.19374,0.00000,3.00000,5.00000,0.00000,9.00000,3.00000,2.00000,4.00000
2009,Primary Level,East,,,,,,,,,,,,
2009,Lower Secondary Level,West,1515,3.18647,3.06478,3.30816,1.00000,3.00000,5.00000,0.00000,10.00000,3.00000,3.00000,3.00000
2009,Lower Secondary Level,East,262,3.44469,3.14217,3.74721,2.00000,4.00000,5.00000,0.00000,9.50000,4.00000,3.00000,4.00000
2009,Upper Secondary Level,West,6642,3.62932,3.57549,3.68316,2.00000,4.00000,5.00000,0.00000,9.50000,4.00000,3.00000,4.00000
2009,Upper Secondary Level,East,2382,3.74448,3.65970,3.82926,2.00000,4.00000,5.00000,0.00000,9.50000,4.00000,4.00000,4.00000
2009,Post-secondary Non-tertiary Level,West,840,4.08665,3.94404,4.22927,3.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2009,Post-secondary Non-tertiary Level,East,151,4.16063,3.83107,4.49020,3.00000,4.00000,5.03123,0.00000,8.00000,4.00000,3.00000,5.00000
2009,First Stage of Tertiary Education,West,954,3.92330,3.78615,4.06044,2.00000,4.00000,5.00000,0.00000,9.50000,4.00000,4.00000,4.00000
2009,First Stage of Tertiary Education,East,372,4.05968,3.82250,4.29685,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,5.00000
2009,Second Stage of Tertiary Education,West,2819,4.03302,3.95649,4.10955,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,4.00000
2009,Second Stage of Tertiary Education,East,1204,3.97810,3.86049,4.09572,2.00000,4.00000,5.00000,0.00000,9.50000,4.00000,4.00000,4.00000
2010,Pre-primary Level,West,368,5.59415,5.37217,5.81614,4.00000,6.00000,7.00000,0.00000,10.00000,6.00000,5.00000,6.00000
2010,Pre-primary Level,East,47,5.39068,4.82884,5.95252,4.00000,5.00000,7.00000,0.00000,9.00000,5.00000,5.00000,6.00000
2010,Primary Level,West,309,3.76143,3.47171,4.05115,2.00000,3.00000,6.00000,0.00000,10.00000,3.00000,3.00000,5.00000
2010,Primary Level,East,,,,,,,,,,,,
2010,Lower Secondary Level,West,2100,3.88027,3.76898,3.99156,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,4.00000
2010,Lower Secondary Level,East,330,4.74493,4.48426,5.00560,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2010,Upper Secondary Level,West,8788,4.11364,4.06401,4.16328,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,4.00000
2010,Upper Secondary Level,East,2919,4.41810,4.33755,4.49865,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2010,Post-secondary Non-tertiary Level,West,1450,4.58271,4.46740,4.69802,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2010,Post-secondary Non-tertiary Level,East,256,4.24275,3.97001,4.51548,3.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,5.00000
2010,First Stage of Tertiary Education,West,1197,4.32685,4.19967,4.45403,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2010,First Stage of Tertiary Education,East,413,4.10672,3.90204,4.31141,3.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2010,Second Stage of Tertiary Education,West,3975,4.51988,4.45148,4.58827,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2010,Second Stage of Tertiary Education,East,1393,4.48869,4.37192,4.60547,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2011,Pre-primary Level,West,278,5.71990,5.47154,5.96827,4.00000,6.00000,7.00000,0.00000,10.00000,6.00000,5.00000,6.00000
2011,Pre-primary Level,East,35,6.41500,5.80883,7.02116,6.00000,6.00000,8.00000,3.00000,10.00000,6.00000,6.00000,8.00000
2011,Primary Level,West,201,3.67680,3.32291,4.03069,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,5.00000
2011,Primary Level,East,,,,,,,,,,,,
2011,Lower Secondary Level,West,1863,3.89960,3.78472,4.01447,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,4.00000
2011,Lower Secondary Level,East,295,4.59296,4.31891,4.86701,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2011,Upper Secondary Level,West,7843,4.43221,4.38057,4.48386,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2011,Upper Secondary Level,East,2620,4.64712,4.56424,4.73001,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2011,Post-secondary Non-tertiary Level,West,1019,4.62111,4.48544,4.75678,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2011,Post-secondary Non-tertiary Level,East,177,4.78385,4.48137,5.08634,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2011,First Stage of Tertiary Education,West,1039,4.70079,4.57023,4.83135,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2011,First Stage of Tertiary Education,East,401,4.47202,4.26339,4.68065,3.00000,5.00000,6.00000,0.00000,9.00000,5.00000,4.00000,5.00000
2011,Second Stage of Tertiary Education,West,3297,4.88428,4.81197,4.95659,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2011,Second Stage of Tertiary Education,East,1281,4.75237,4.64081,4.86392,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2012,Pre-primary Level,West,418,6.01261,5.81286,6.21236,5.00000,7.00000,8.00000,1.00000,10.00000,7.00000,6.00000,7.00000
2012,Pre-primary Level,East,52,5.86076,5.23086,6.49067,4.06114,6.00000,7.00000,1.00000,10.00000,6.00000,5.00000,7.00000
2012,Primary Level,West,336,4.07741,3.78333,4.37149,2.00000,5.00000,6.00000,0.00000,10.00000,5.00000,3.00000,5.00000
2012,Primary Level,East,49,6.09464,5.38094,6.80834,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,5.00000,8.00000
2012,Lower Secondary Level,West,2520,4.47868,4.37735,4.58000,2.00000,5.00000,6.24241,0.00000,10.00000,5.00000,5.00000,5.00000
