"germborn","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"in Deutschland geboren oder immigr.<1950","1985","(Fach-)Abitur","Laendlicher Raum","90","0.918845272717829","0.868045156526951","0.969645388908708"
"in Deutschland geboren oder immigr.<1950","1985","(Fach-)Abitur","Staedtischer Raum","467","0.871280192321028","0.846035135379683","0.896525249262373"
"in Deutschland geboren oder immigr.<1950","1985","(noch) kein Abschluss","Laendlicher Raum","62","0.804407649669382","0.739845479736877","0.868969819601887"
"in Deutschland geboren oder immigr.<1950","1985","(noch) kein Abschluss","Staedtischer Raum","181","0.560132448914929","0.528434660034005","0.591830237795853"
"in Deutschland geboren oder immigr.<1950","1985","AkademikerIn","Laendlicher Raum","115","0.970774034690781","0.940885014130957","1.0006630552506"
"in Deutschland geboren oder immigr.<1950","1985","AkademikerIn","Staedtischer Raum","530","0.900424300639973","0.877097964896252","0.923750636383694"
"in Deutschland geboren oder immigr.<1950","1985","Hauptschule","Laendlicher Raum","1359","0.950948466116371","0.940251589175213","0.961645343057529"
"in Deutschland geboren oder immigr.<1950","1985","Hauptschule","Staedtischer Raum","3578","0.903593441147445","0.895308286739835","0.911878595555055"
"in Deutschland geboren oder immigr.<1950","1985","Realschule","Laendlicher Raum","382","0.951465030603967","0.930613314415783","0.972316746792151"
"in Deutschland geboren oder immigr.<1950","1985","Realschule","Staedtischer Raum","1295","0.945912185678833","0.934093309889084","0.957731061468582"
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Laendlicher Raum","21","","",""
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Staedtischer Raum","209","0.128719807678972","0.103474750737627","0.153964864620317"
"nicht in Deutschland geboren","1985","(noch) kein Abschluss","Laendlicher Raum","83","0.195592350330618","0.131030180398113","0.260154520263123"
"nicht in Deutschland geboren","1985","(noch) kein Abschluss","Staedtischer Raum","761","0.439867551085071","0.408169762204147","0.471565339965994"
"nicht in Deutschland geboren","1985","AkademikerIn","Laendlicher Raum","7","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Staedtischer Raum","103","0.0995756993600267","0.0762493636163056","0.122902035103748"
"nicht in Deutschland geboren","1985","Hauptschule","Laendlicher Raum","207","0.0490515338836289","0.0383546569424709","0.0597484108247868"
"nicht in Deutschland geboren","1985","Hauptschule","Staedtischer Raum","1297","0.0964065588525549","0.088121404444945","0.104691713260165"
"nicht in Deutschland geboren","1985","Realschule","Laendlicher Raum","26","","",""
"nicht in Deutschland geboren","1985","Realschule","Staedtischer Raum","112","0.0540878143211668","0.0422689385314176","0.0659066901109161"
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Laendlicher Raum","100","0.921207493063034","0.873400727053541","0.969014259072528"
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Staedtischer Raum","479","0.877003339164049","0.852426087461752","0.901580590866347"
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Laendlicher Raum","44","0.722078919966926","0.64447276191633","0.799685078017522"
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Staedtischer Raum","195","0.554731380930826","0.522261608272141","0.587201153589512"
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Laendlicher Raum","116","0.962424004940868","0.929086618225949","0.995761391655788"
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Staedtischer Raum","523","0.897820469650101","0.874055760761923","0.921585178538278"
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Laendlicher Raum","1259","0.942623283213326","0.930746915225065","0.954499651201587"
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Staedtischer Raum","3351","0.896655167830124","0.887874546186645","0.905435789473604"
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Laendlicher Raum","365","0.947823484589552","0.925809111325632","0.969837857853471"
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Staedtischer Raum","1262","0.94376167864839","0.931606652659048","0.955916704637731"
"nicht in Deutschland geboren","1986","(Fach-)Abitur","Laendlicher Raum","22","","",""
"nicht in Deutschland geboren","1986","(Fach-)Abitur","Staedtischer Raum","207","0.122996660835951","0.0984194091336531","0.147573912538248"
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Laendlicher Raum","84","0.277921080033074","0.200314921982478","0.35552723808367"
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Staedtischer Raum","705","0.445268619069174","0.412798846410488","0.477738391727859"
"nicht in Deutschland geboren","1986","AkademikerIn","Laendlicher Raum","9","","",""
"nicht in Deutschland geboren","1986","AkademikerIn","Staedtischer Raum","101","0.102179530349899","0.0784148214617218","0.125944239238077"
"nicht in Deutschland geboren","1986","Hauptschule","Laendlicher Raum","214","0.0573767167866738","0.045500348798413","0.0692530847749345"
"nicht in Deutschland geboren","1986","Hauptschule","Staedtischer Raum","1266","0.103344832169875","0.0945642105263964","0.112125453813355"
"nicht in Deutschland geboren","1986","Realschule","Laendlicher Raum","27","","",""
"nicht in Deutschland geboren","1986","Realschule","Staedtischer Raum","118","0.0562383213516105","0.0440832953622692","0.0683933473409518"
"in Deutschland geboren oder immigr.<1950","1987","(Fach-)Abitur","Laendlicher Raum","91","0.933544565918905","0.886785307022459","0.98030382481535"
"in Deutschland geboren oder immigr.<1950","1987","(Fach-)Abitur","Staedtischer Raum","461","0.866027765998559","0.840255052927819","0.891800479069299"
"in Deutschland geboren oder immigr.<1950","1987","(noch) kein Abschluss","Laendlicher Raum","38","0.646308021821374","0.562155017228637","0.730461026414111"
"in Deutschland geboren oder immigr.<1950","1987","(noch) kein Abschluss","Staedtischer Raum","193","0.528307948498227","0.495306993729379","0.561308903267075"
"in Deutschland geboren oder immigr.<1950","1987","AkademikerIn","Laendlicher Raum","115","0.958381392114699","0.923229378360085","0.993533405869314"
"in Deutschland geboren oder immigr.<1950","1987","AkademikerIn","Staedtischer Raum","527","0.902616350270967","0.879241519516634","0.9259911810253"
"in Deutschland geboren oder immigr.<1950","1987","Hauptschule","Laendlicher Raum","1225","0.941580653058892","0.92950054213508","0.953660763982704"
"in Deutschland geboren oder immigr.<1950","1987","Hauptschule","Staedtischer Raum","3298","0.891168940081933","0.882137822563265","0.9002000576006"
"in Deutschland geboren oder immigr.<1950","1987","Realschule","Laendlicher Raum","373","0.947624022224202","0.925791586113258","0.969456458335146"
"in Deutschland geboren oder immigr.<1950","1987","Realschule","Staedtischer Raum","1239","0.940313144951319","0.92771768694252","0.952908602960117"
"nicht in Deutschland geboren","1987","(Fach-)Abitur","Laendlicher Raum","18","","",""
"nicht in Deutschland geboren","1987","(Fach-)Abitur","Staedtischer Raum","210","0.133972234001441","0.108199520930701","0.159744947072181"
"nicht in Deutschland geboren","1987","(noch) kein Abschluss","Laendlicher Raum","86","0.353691978178626","0.269538973585889","0.437844982771363"
"nicht in Deutschland geboren","1987","(noch) kein Abschluss","Staedtischer Raum","686","0.471692051501773","0.438691096732925","0.504693006270621"
"nicht in Deutschland geboren","1987","AkademikerIn","Laendlicher Raum","9","","",""
"nicht in Deutschland geboren","1987","AkademikerIn","Staedtischer Raum","91","0.097383649729033","0.0740088189747","0.120758480483366"
"nicht in Deutschland geboren","1987","Hauptschule","Laendlicher Raum","223","0.058419346941108","0.0463392360172963","0.0704994578649197"
"nicht in Deutschland geboren","1987","Hauptschule","Staedtischer Raum","1270","0.108831059918067","0.0997999423993999","0.117862177436735"
"nicht in Deutschland geboren","1987","Realschule","Laendlicher Raum","27","","",""
"nicht in Deutschland geboren","1987","Realschule","Staedtischer Raum","120","0.0596868550486812","0.0470913970398826","0.0722823130574798"
"in Deutschland geboren oder immigr.<1950","1988","(Fach-)Abitur","Laendlicher Raum","82","0.931428355544328","0.881135159662946","0.98172155142571"
"in Deutschland geboren oder immigr.<1950","1988","(Fach-)Abitur","Staedtischer Raum","445","0.871281641219854","0.845336404802335","0.897226877637373"
"in Deutschland geboren oder immigr.<1950","1988","(noch) kein Abschluss","Laendlicher Raum","44","0.720770666590486","0.641488664831496","0.800052668349476"
"in Deutschland geboren oder immigr.<1950","1988","(noch) kein Abschluss","Staedtischer Raum","166","0.535010441630491","0.500119234738597","0.569901648522386"
"in Deutschland geboren oder immigr.<1950","1988","AkademikerIn","Laendlicher Raum","108","0.970860106851632","0.940118860139284","1.00160135356398"
