year,pgisced97,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Pre-primary Level,Born in Germany or immigrated <1950,0.93926,166,166,0.90282,0.97571
1984,Primary Level,Born in Germany or immigrated <1950,0.33848,81,999,0.30912,0.36784
1984,Primary Level,Not born in Germany,0.66111,918,999,0.63174,0.69047
1984,Lower Secondary Level,Born in Germany or immigrated <1950,0.90169,2391,3448,0.89175,0.91163
1984,Lower Secondary Level,Not born in Germany,0.09718,1057,3448,0.08729,0.10707
1984,Upper Secondary Level,Born in Germany or immigrated <1950,0.93078,4681,5706,0.92420,0.93737
1984,Upper Secondary Level,Not born in Germany,0.06922,1025,5706,0.06263,0.07580
1984,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.84677,186,309,0.80654,0.88700
1984,Post-secondary Non-tertiary Level,Not born in Germany,0.15323,123,309,0.11300,0.19346
1984,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93771,608,659,0.91925,0.95618
1984,First Stage of Tertiary Education,Not born in Germany,0.06229,51,659,0.04382,0.08075
1984,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91172,669,790,0.89192,0.93152
1984,Second Stage of Tertiary Education,Not born in Germany,0.08828,121,790,0.06848,0.10808
1985,Pre-primary Level,Born in Germany or immigrated <1950,0.95438,165,165,0.92245,0.98632
1985,Primary Level,Born in Germany or immigrated <1950,0.40012,89,834,0.36685,0.43339
1985,Primary Level,Not born in Germany,0.59988,745,834,0.56661,0.63315
1985,Lower Secondary Level,Born in Germany or immigrated <1950,0.90012,2150,3061,0.88950,0.91075
1985,Lower Secondary Level,Not born in Germany,0.09982,911,3061,0.08920,0.11044
1985,Upper Secondary Level,Born in Germany or immigrated <1950,0.92899,4276,5181,0.92199,0.93598
1985,Upper Secondary Level,Not born in Germany,0.07100,905,5181,0.06400,0.07799
1985,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.86369,174,275,0.82306,0.90431
1985,Post-secondary Non-tertiary Level,Not born in Germany,0.13631,101,275,0.09569,0.17694
1985,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93895,572,619,0.92007,0.95783
1985,First Stage of Tertiary Education,Not born in Germany,0.06105,47,619,0.04217,0.07993
1985,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91292,645,755,0.89279,0.93304
1985,Second Stage of Tertiary Education,Not born in Germany,0.08708,110,755,0.06696,0.10721
1986,Pre-primary Level,Born in Germany or immigrated <1950,0.93574,157,188,0.90060,0.97089
1986,Pre-primary Level,Not born in Germany,0.06426,31,188,0.02911,0.09940
1986,Primary Level,Born in Germany or immigrated <1950,0.41495,92,778,0.38030,0.44959
1986,Primary Level,Not born in Germany,0.58505,686,778,0.55041,0.61970
1986,Lower Secondary Level,Born in Germany or immigrated <1950,0.88740,1991,2907,0.87591,0.89890
1986,Lower Secondary Level,Not born in Germany,0.11210,916,2907,0.10063,0.12357
1986,Upper Secondary Level,Born in Germany or immigrated <1950,0.92631,4121,4993,0.91907,0.93356
1986,Upper Secondary Level,Not born in Germany,0.07369,872,4993,0.06644,0.08093
1986,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.87298,172,274,0.83348,0.91248
1986,Post-secondary Non-tertiary Level,Not born in Germany,0.12702,102,274,0.08752,0.16652
1986,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93218,532,581,0.91172,0.95264
1986,First Stage of Tertiary Education,Not born in Germany,0.06782,49,581,0.04736,0.08828
1986,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90945,639,749,0.88889,0.93002
1986,Second Stage of Tertiary Education,Not born in Germany,0.09055,110,749,0.06998,0.11111
1987,Pre-primary Level,Born in Germany or immigrated <1950,0.93850,159,191,0.90434,0.97266
1987,Pre-primary Level,Not born in Germany,0.06043,32,191,0.02655,0.09431
1987,Primary Level,Born in Germany or immigrated <1950,0.36684,83,751,0.33235,0.40134
1987,Primary Level,Not born in Germany,0.63316,668,751,0.59866,0.66765
1987,Lower Secondary Level,Born in Germany or immigrated <1950,0.87532,1899,2836,0.86316,0.88748
1987,Lower Secondary Level,Not born in Germany,0.12464,937,2836,0.11248,0.13679
1987,Upper Secondary Level,Born in Germany or immigrated <1950,0.92544,4108,4970,0.91814,0.93275
1987,Upper Secondary Level,Not born in Germany,0.07456,862,4970,0.06725,0.08186
1987,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.86225,174,274,0.82137,0.90314
1987,Post-secondary Non-tertiary Level,Not born in Germany,0.13775,100,274,0.09686,0.17863
1987,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92983,511,565,0.90875,0.95091
1987,First Stage of Tertiary Education,Not born in Germany,0.07017,54,565,0.04909,0.09125
1987,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91259,642,742,0.89225,0.93293
1987,Second Stage of Tertiary Education,Not born in Germany,0.08741,100,742,0.06707,0.10775
1988,Pre-primary Level,Born in Germany or immigrated <1950,0.92354,143,143,0.87983,0.96725
1988,Primary Level,Born in Germany or immigrated <1950,0.38037,78,691,0.34415,0.41660
1988,Primary Level,Not born in Germany,0.61963,613,691,0.58340,0.65585
1988,Lower Secondary Level,Born in Germany or immigrated <1950,0.87875,1809,2719,0.86647,0.89102
1988,Lower Secondary Level,Not born in Germany,0.12125,910,2719,0.10898,0.13353
1988,Upper Secondary Level,Born in Germany or immigrated <1950,0.92432,3912,4743,0.91679,0.93184
1988,Upper Secondary Level,Not born in Germany,0.07568,831,4743,0.06816,0.08321
1988,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.88176,174,268,0.84303,0.92049
1988,Post-secondary Non-tertiary Level,Not born in Germany,0.11824,94,268,0.07951,0.15697
1988,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92362,486,539,0.90118,0.94607
1988,First Stage of Tertiary Education,Not born in Germany,0.07638,53,539,0.05393,0.09882
1988,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92300,617,702,0.90327,0.94274
1988,Second Stage of Tertiary Education,Not born in Germany,0.07700,85,702,0.05726,0.09673
1989,Pre-primary Level,Born in Germany or immigrated <1950,0.92798,150,150,0.88646,0.96949
1989,Primary Level,Born in Germany or immigrated <1950,0.37123,78,652,0.33411,0.40834
1989,Primary Level,Not born in Germany,0.62877,574,652,0.59166,0.66589
1989,Lower Secondary Level,Born in Germany or immigrated <1950,0.86627,1696,2570,0.85311,0.87943
1989,Lower Secondary Level,Not born in Germany,0.13364,874,2570,0.12048,0.14679
1989,Upper Secondary Level,Born in Germany or immigrated <1950,0.91989,3793,4622,0.91206,0.92771
1989,Upper Secondary Level,Not born in Germany,0.08011,829,4622,0.07229,0.08794
1989,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.88242,196,288,0.84516,0.91969
1989,Post-secondary Non-tertiary Level,Not born in Germany,0.11758,92,288,0.08031,0.15484
1989,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92126,465,515,0.89797,0.94454
1989,First Stage of Tertiary Education,Not born in Germany,0.07874,50,515,0.05546,0.10203
1989,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91263,610,698,0.89167,0.93359
1989,Second Stage of Tertiary Education,Not born in Germany,0.08737,88,698,0.06641,0.10833
1990,Pre-primary Level,Born in Germany or immigrated <1950,0.93438,166,166,0.89660,0.97216
1990,Primary Level,Born in Germany or immigrated <1950,0.39264,93,643,0.35487,0.43042
1990,Primary Level,Not born in Germany,0.60410,550,643,0.56627,0.64193
1990,Lower Secondary Level,Born in Germany or immigrated <1950,0.86715,2112,2985,0.85497,0.87933
1990,Lower Secondary Level,Not born in Germany,0.13254,873,2985,0.12037,0.14471
1990,Upper Secondary Level,Born in Germany or immigrated <1950,0.92782,6197,7068,0.92179,0.93386
1990,Upper Secondary Level,Not born in Germany,0.07218,871,7068,0.06614,0.07821
1990,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.87395,275,372,0.84017,0.90772
1990,Post-secondary Non-tertiary Level,Not born in Germany,0.12605,97,372,0.09228,0.15983
1990,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92533,710,769,0.90673,0.94392
1990,First Stage of Tertiary Education,Not born in Germany,0.07467,59,769,0.05608,0.09327
1990,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92609,1564,1691,0.91362,0.93857
1990,Second Stage of Tertiary Education,Not born in Germany,0.07391,127,1691,0.06143,0.08638
1991,Pre-primary Level,Born in Germany or immigrated <1950,0.92024,142,142,0.87552,0.96496
1991,Primary Level,Born in Germany or immigrated <1950,0.40744,123,659,0.36989,0.44498
1991,Primary Level,Not born in Germany,0.59256,536,659,0.55502,0.63011
1991,Lower Secondary Level,Born in Germany or immigrated <1950,0.85622,2011,2858,0.84336,0.86909
1991,Lower Secondary Level,Not born in Germany,0.14345,847,2858,0.13060,0.15630
1991,Upper Secondary Level,Born in Germany or immigrated <1950,0.92433,6041,6911,0.91809,0.93056
1991,Upper Secondary Level,Not born in Germany,0.07567,870,6911,0.06944,0.08191
1991,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.86317,278,378,0.82848,0.89786
1991,Post-secondary Non-tertiary Level,Not born in Germany,0.13683,100,378,0.10214,0.17152
1991,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91996,698,755,0.90059,0.93933
1991,First Stage of Tertiary Education,Not born in Germany,0.08004,57,755,0.06067,0.09941
1991,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92341,1552,1678,0.91069,0.93614
1991,Second Stage of Tertiary Education,Not born in Germany,0.07659,126,1678,0.06386,0.08931
1992,Pre-primary Level,Born in Germany or immigrated <1950,0.92492,173,173,0.88554,0.96430
1992,Primary Level,Born in Germany or immigrated <1950,0.37441,115,628,0.33653,0.41229
1992,Primary Level,Not born in Germany,0.62559,513,628,0.58771,0.66347
1992,Lower Secondary Level,Born in Germany or immigrated <1950,0.84545,1963,2784,0.83202,0.85888
1992,Lower Secondary Level,Not born in Germany,0.15399,821,2784,0.14058,0.16740
1992,Upper Secondary Level,Born in Germany or immigrated <1950,0.92133,5873,6721,0.91489,0.92776
1992,Upper Secondary Level,Not born in Germany,0.07867,848,6721,0.07224,0.08511
1992,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.85569,287,383,0.82045,0.89093
1992,Post-secondary Non-tertiary Level,Not born in Germany,0.14431,96,383,0.10907,0.17955
1992,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91754,703,764,0.89803,0.93706
1992,First Stage of Tertiary Education,Not born in Germany,0.08246,61,764,0.06294,0.10197
1992,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91932,1524,1655,0.90619,0.93244
1992,Second Stage of Tertiary Education,Not born in Germany,0.08068,131,1655,0.06756,0.09381
1993,Pre-primary Level,Born in Germany or immigrated <1950,0.94012,175,175,0.90487,0.97537
1993,Primary Level,Born in Germany or immigrated <1950,0.36478,108,611,0.32658,0.40298
1993,Primary Level,Not born in Germany,0.63522,503,611,0.59702,0.67342
1993,Lower Secondary Level,Born in Germany or immigrated <1950,0.84212,1895,2678,0.82831,0.85593
1993,Lower Secondary Level,Not born in Germany,0.15788,783,2678,0.14407,0.17169
1993,Upper Secondary Level,Born in Germany or immigrated <1950,0.91599,5825,6664,0.90932,0.92265
1993,Upper Secondary Level,Not born in Germany,0.08401,839,6664,0.07735,0.09068
1993,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.84782,290,384,0.81185,0.88380
1993,Post-secondary Non-tertiary Level,Not born in Germany,0.15218,94,384,0.11620,0.18815
1993,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91302,686,742,0.89273,0.93331
1993,First Stage of Tertiary Education,Not born in Germany,0.08698,56,742,0.06669,0.10727
1993,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91056,1505,1636,0.89672,0.92439
1993,Second Stage of Tertiary Education,Not born in Germany,0.08944,131,1636,0.07561,0.10328
1994,Pre-primary Level,Born in Germany or immigrated <1950,0.94387,226,226,0.91379,0.97394
1994,Primary Level,Born in Germany or immigrated <1950,0.33990,89,556,0.30049,0.37930
1994,Primary Level,Not born in Germany,0.66010,467,556,0.62070,0.69951
1994,Lower Secondary Level,Born in Germany or immigrated <1950,0.83958,1784,2492,0.82517,0.85400
1994,Lower Secondary Level,Not born in Germany,0.16042,708,2492,0.14600,0.17483
1994,Upper Secondary Level,Born in Germany or immigrated <1950,0.91189,5750,6568,0.90503,0.91874
1994,Upper Secondary Level,Not born in Germany,0.08811,818,6568,0.08126,0.09497
1994,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.86064,305,390,0.82622,0.89505
1994,Post-secondary Non-tertiary Level,Not born in Germany,0.13936,85,390,0.10495,0.17378
1994,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90706,692,750,0.88627,0.92785
1994,First Stage of Tertiary Education,Not born in Germany,0.09294,58,750,0.07215,0.11373
1994,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90774,1529,1653,0.89379,0.92170
1994,Second Stage of Tertiary Education,Not born in Germany,0.09226,124,1653,0.07830,0.10621
