"germborn","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"in Deutschland geboren","1984","17-29","(noch) kein Abschluss","210","0.849020228334732","0.813977790978057","0.884062665691408"
"in Deutschland geboren","1984","17-29","Hauptschule","1010","0.880862129250027","0.864908871247319","0.896815387252735"
"in Deutschland geboren","1984","17-29","Realschule","749","0.962124505738709","0.949034740566898","0.975214270910519"
"in Deutschland geboren","1984","17-29","(Fach-)Abitur","365","0.894202280665689","0.866800331918191","0.921604229413187"
"in Deutschland geboren","1984","17-29","AkademikerIn","100","0.893023913092633","0.839479026351226","0.94656879983404"
"in Deutschland geboren","1984","30-45","(noch) kein Abschluss","12","","",""
"in Deutschland geboren","1984","30-45","Hauptschule","1593","0.889191722063318","0.876391252262188","0.901992191864448"
"in Deutschland geboren","1984","30-45","Realschule","487","0.943945557780434","0.924193710428806","0.963697405132061"
"in Deutschland geboren","1984","30-45","(Fach-)Abitur","96","0.699939812944839","0.638103811342537","0.76177581454714"
"in Deutschland geboren","1984","30-45","AkademikerIn","320","0.907557049890385","0.878357506731898","0.936756593048871"
"in Deutschland geboren","1984","46-65","(noch) kein Abschluss","10","","",""
"in Deutschland geboren","1984","46-65","Hauptschule","1980","0.924482128026179","0.913902294946328","0.935061961106031"
"in Deutschland geboren","1984","46-65","Realschule","336","0.911365374979275","0.882405599057228","0.940325150901322"
"in Deutschland geboren","1984","46-65","(Fach-)Abitur","88","0.901212654682489","0.848905947314846","0.953519362050132"
"in Deutschland geboren","1984","46-65","AkademikerIn","188","0.900954544681575","0.861570467781866","0.940338621581284"
"in Deutschland geboren","1984","66","(noch) kein Abschluss","","","",""
"in Deutschland geboren","1984","66","Hauptschule","","","",""
"in Deutschland geboren","1984","66","Realschule","","","",""
"in Deutschland geboren","1984","66","(Fach-)Abitur","","","",""
"in Deutschland geboren","1984","66","AkademikerIn","","","",""
"nicht in Deutschland geboren","1984","17-29","(noch) kein Abschluss","191","0.150979771665268","0.115937334308592","0.186022209021943"
"nicht in Deutschland geboren","1984","17-29","Hauptschule","574","0.119137870749973","0.103184612747265","0.135091128752681"
"nicht in Deutschland geboren","1984","17-29","Realschule","68","0.0378754942612915","0.0247857290894806","0.0509652594331024"
"nicht in Deutschland geboren","1984","17-29","(Fach-)Abitur","119","0.105797719334311","0.078395770586813","0.133199668081809"
"nicht in Deutschland geboren","1984","17-29","AkademikerIn","28","","",""
"nicht in Deutschland geboren","1984","30-45","(noch) kein Abschluss","433","0.892609513967351","0.863843363668568","0.921375664266134"
"nicht in Deutschland geboren","1984","30-45","Hauptschule","717","0.110808277936682","0.0980078081355523","0.123608747737812"
"nicht in Deutschland geboren","1984","30-45","Realschule","34","0.0560544422195662","0.0363025948679386","0.0758062895711938"
"nicht in Deutschland geboren","1984","30-45","(Fach-)Abitur","115","0.300060187055161","0.23822418545286","0.361896188657463"
"nicht in Deutschland geboren","1984","30-45","AkademikerIn","58","0.0924429501096154","0.0632434069511291","0.121642493268102"
"nicht in Deutschland geboren","1984","46-65","(noch) kein Abschluss","407","0.839964056494685","0.804774063371525","0.875154049617844"
"nicht in Deutschland geboren","1984","46-65","Hauptschule","416","0.0755178719738206","0.0649380388939691","0.0860977050536721"
"nicht in Deutschland geboren","1984","46-65","Realschule","34","0.0886346250207251","0.0596748490986781","0.117594400942772"
"nicht in Deutschland geboren","1984","46-65","(Fach-)Abitur","37","0.098787345317511","0.0464806379498679","0.151094052685154"
"nicht in Deutschland geboren","1984","46-65","AkademikerIn","33","0.0990454553184253","0.0596613784187163","0.138429532218134"
"nicht in Deutschland geboren","1984","66","(noch) kein Abschluss","","","",""
"nicht in Deutschland geboren","1984","66","Hauptschule","","","",""
"nicht in Deutschland geboren","1984","66","Realschule","","","",""
"nicht in Deutschland geboren","1984","66","(Fach-)Abitur","","","",""
"nicht in Deutschland geboren","1984","66","AkademikerIn","","","",""
"in Deutschland geboren","1985","17-29","(noch) kein Abschluss","211","0.871406262505066","0.836386372258666","0.906426152751466"
"in Deutschland geboren","1985","17-29","Hauptschule","905","0.890288139120215","0.873732785890413","0.906843492350016"
