year,age_gr,pgisced97,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Pre-primary Level,No,0.63005,313,313,0.57647,0.68362
2009,17-29 y.,Lower Secondary Level,No,0.91680,476,476,0.89196,0.94163
2009,17-29 y.,Upper Secondary Level,No,0.99714,1259,1259,0.99419,1.00009
2009,30-45 y.,Lower Secondary Level,No,0.99623,270,270,0.98892,1.00355
2009,30-45 y.,Upper Secondary Level,No,0.99891,2326,2326,0.99756,1.00025
2009,30-45 y.,Post-secondary Non-tertiary Level,No,0.99820,436,436,0.99421,1.00218
2009,30-45 y.,First Stage of Tertiary Education,No,0.98573,432,432,0.97453,0.99693
2009,46-65 y.,Primary Level,No,0.94567,51,51,0.88284,1.00850
2009,46-65 y.,Lower Secondary Level,No,0.97624,379,379,0.96089,0.99159
2009,46-65 y.,Upper Secondary Level,Yes,0.01915,55,3294,0.01446,0.02383
2009,46-65 y.,Upper Secondary Level,No,0.98085,3239,3294,0.97617,0.98554
2009,46-65 y.,Post-secondary Non-tertiary Level,No,0.98943,274,274,0.97730,1.00156
2009,46-65 y.,First Stage of Tertiary Education,No,0.98623,539,539,0.97638,0.99608
2009,46-65 y.,Second Stage of Tertiary Education,No,0.98760,1745,1745,0.98241,0.99279
2009,66 and older,Primary Level,No,0.87146,38,38,0.76362,0.97931
2009,66 and older,Lower Secondary Level,No,0.94900,622,622,0.93170,0.96630
2009,66 and older,Upper Secondary Level,Yes,0.04528,104,2173,0.03653,0.05402
2009,66 and older,Upper Secondary Level,No,0.95472,2069,2173,0.94598,0.96347
2009,66 and older,Post-secondary Non-tertiary Level,No,0.96847,92,92,0.93257,1.00437
2009,66 and older,First Stage of Tertiary Education,No,0.92810,298,298,0.89873,0.95748
2009,66 and older,Second Stage of Tertiary Education,No,0.96347,854,854,0.95088,0.97606
2011,17-29 y.,Pre-primary Level,No,0.47233,313,313,0.41693,0.52773
2011,17-29 y.,Primary Level,No,0.73069,37,37,0.58578,0.87560
2011,17-29 y.,Lower Secondary Level,No,0.77406,476,476,0.73645,0.81167
2011,17-29 y.,Upper Secondary Level,No,0.92245,1351,1351,0.90818,0.93672
2011,17-29 y.,Post-secondary Non-tertiary Level,No,0.95254,215,215,0.92405,0.98103
2011,17-29 y.,First Stage of Tertiary Education,No,0.94121,50,50,0.87534,1.00707
2011,17-29 y.,Second Stage of Tertiary Education,No,0.95168,287,287,0.92683,0.97653
2011,30-45 y.,Primary Level,No,0.66029,61,61,0.54044,0.78013
2011,30-45 y.,Lower Secondary Level,No,0.74034,333,333,0.69318,0.78751
2011,30-45 y.,Upper Secondary Level,No,0.78866,2370,2370,0.77222,0.80510
2011,30-45 y.,Post-secondary Non-tertiary Level,No,0.77122,471,471,0.73324,0.80919
2011,30-45 y.,First Stage of Tertiary Education,No,0.85497,367,367,0.81889,0.89104
2011,30-45 y.,Second Stage of Tertiary Education,No,0.80398,1226,1226,0.78175,0.82621
2011,46-65 y.,Primary Level,No,0.87615,68,68,0.79727,0.95503
2011,46-65 y.,Lower Secondary Level,No,0.91472,516,516,0.89059,0.93884
2011,46-65 y.,Upper Secondary Level,Yes,0.02255,92,4121,0.01802,0.02708
2011,46-65 y.,Upper Secondary Level,No,0.94258,4029,4121,0.93548,0.94968
2011,46-65 y.,Post-secondary Non-tertiary Level,No,0.92078,389,389,0.89390,0.94765
2011,46-65 y.,First Stage of Tertiary Education,No,0.95079,642,642,0.93405,0.96754
2011,46-65 y.,Second Stage of Tertiary Education,No,0.94454,1969,1969,0.93443,0.95465
2011,66 and older,Primary Level,No,0.94354,54,54,0.88140,1.00568
2011,66 and older,Lower Secondary Level,Yes,0.07173,52,818,0.05403,0.08942
2011,66 and older,Lower Secondary Level,No,0.92662,766,818,0.90874,0.94450
2011,66 and older,Upper Secondary Level,Yes,0.05449,138,2639,0.04583,0.06315
2011,66 and older,Upper Secondary Level,No,0.94499,2501,2639,0.93628,0.95369
2011,66 and older,Post-secondary Non-tertiary Level,No,0.98525,120,120,0.96359,1.00691
2011,66 and older,First Stage of Tertiary Education,No,0.92871,355,355,0.90190,0.95551
2011,66 and older,Second Stage of Tertiary Education,Yes,0.06156,46,1087,0.04727,0.07586
2011,66 and older,Second Stage of Tertiary Education,No,0.93761,1041,1087,0.92323,0.95200
2013,17-29 y.,Pre-primary Level,No,0.37964,260,260,0.32054,0.43875
2013,17-29 y.,Primary Level,No,0.52241,33,33,0.34934,0.69548
2013,17-29 y.,Lower Secondary Level,No,0.57034,381,381,0.52057,0.62012
