year,pgisced97,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Pre-primary Level,No,0.63005,313,313,0.57647,0.68362
2009,Primary Level,No,0.95134,160,160,0.91789,0.98478
2009,Lower Secondary Level,Yes,0.02417,41,1788,0.01705,0.03129
2009,Lower Secondary Level,No,0.95314,1747,1788,0.94334,0.96294
2009,Upper Secondary Level,Yes,0.01834,167,9060,0.01557,0.02110
2009,Upper Secondary Level,No,0.98157,8893,9060,0.97880,0.98434
2009,Post-secondary Non-tertiary Level,No,0.99272,990,990,0.98743,0.99802
2009,First Stage of Tertiary Education,No,0.97194,1306,1306,0.96298,0.98090
2009,Second Stage of Tertiary Education,Yes,0.01230,41,4035,0.00890,0.01570
2009,Second Stage of Tertiary Education,No,0.98770,3994,4035,0.98430,0.99110
2011,Pre-primary Level,No,0.47082,313,313,0.41543,0.52620
2011,Primary Level,No,0.80513,220,220,0.75267,0.85759
2011,Lower Secondary Level,Yes,0.03583,73,2164,0.02799,0.04366
2011,Lower Secondary Level,No,0.85794,2091,2164,0.84323,0.87266
2011,Upper Secondary Level,Yes,0.02244,238,10489,0.01960,0.02527
2011,Upper Secondary Level,No,0.90411,10251,10489,0.89847,0.90974
2011,Post-secondary Non-tertiary Level,No,0.87105,1195,1195,0.85204,0.89006
2011,First Stage of Tertiary Education,Yes,0.02280,33,1447,0.01510,0.03049
2011,First Stage of Tertiary Education,No,0.91788,1414,1447,0.90373,0.93203
2011,Second Stage of Tertiary Education,Yes,0.01636,65,4588,0.01269,0.02003
2011,Second Stage of Tertiary Education,No,0.89525,4523,4588,0.88638,0.90411
2013,Pre-primary Level,No,0.37902,260,260,0.31993,0.43810
2013,Primary Level,No,0.58229,186,186,0.51122,0.65336
2013,Lower Secondary Level,Yes,0.02661,57,1849,0.01927,0.03395
2013,Lower Secondary Level,No,0.73592,1792,1849,0.71582,0.75602
2013,Upper Secondary Level,Yes,0.02240,237,9406,0.01941,0.02539
2013,Upper Secondary Level,No,0.85233,9169,9406,0.84516,0.85950
2013,Post-secondary Non-tertiary Level,No,0.75657,1089,1089,0.73107,0.78207
2013,First Stage of Tertiary Education,Yes,0.02360,31,1325,0.01542,0.03177
2013,First Stage of Tertiary Education,No,0.90579,1294,1325,0.89005,0.92152
2013,Second Stage of Tertiary Education,Yes,0.01628,68,4466,0.01257,0.01999
2013,Second Stage of Tertiary Education,No,0.83960,4398,4466,0.82884,0.85036
2015,Pre-primary Level,No,0.51908,350,350,0.46666,0.57150
2015,Primary Level,No,0.87805,394,394,0.84570,0.91040
2015,Lower Secondary Level,Yes,0.02604,55,2669,0.02000,0.03209
2015,Lower Secondary Level,No,0.92157,2614,2669,0.91137,0.93178
2015,Upper Secondary Level,Yes,0.02652,271,11647,0.02360,0.02944
2015,Upper Secondary Level,No,0.95884,11376,11647,0.95523,0.96245
2015,Post-secondary Non-tertiary Level,No,0.96028,1929,1929,0.95156,0.96900
2015,First Stage of Tertiary Education,Yes,0.02983,43,1525,0.02129,0.03837
2015,First Stage of Tertiary Education,No,0.96642,1482,1525,0.95738,0.97547
2015,Second Stage of Tertiary Education,Yes,0.01583,80,5873,0.01263,0.01902
2015,Second Stage of Tertiary Education,No,0.94803,5793,5873,0.94235,0.95371
2017,Pre-primary Level,No,0.54523,411,411,0.49703,0.59343
2017,Primary Level,No,0.86678,438,438,0.83492,0.89864
2017,Lower Secondary Level,Yes,0.02960,57,2739,0.02325,0.03595
2017,Lower Secondary Level,No,0.93745,2682,2739,0.92838,0.94652
2017,Upper Secondary Level,Yes,0.02575,267,12068,0.02293,0.02858
2017,Upper Secondary Level,No,0.97123,11801,12068,0.96824,0.97421
2017,Post-secondary Non-tertiary Level,No,0.98564,2191,2191,0.98066,0.99062
2017,First Stage of Tertiary Education,Yes,0.03162,52,1536,0.02286,0.04037
2017,First Stage of Tertiary Education,No,0.96838,1484,1536,0.95963,0.97714
2017,Second Stage of Tertiary Education,Yes,0.01528,92,6515,0.01230,0.01826
2017,Second Stage of Tertiary Education,No,0.97875,6423,6515,0.97524,0.98225
2019,Pre-primary Level,No,0.59583,330,330,0.54281,0.64886
2019,Primary Level,No,0.80975,373,373,0.76987,0.84964
2019,Lower Secondary Level,Yes,0.03207,53,2418,0.02505,0.03910
2019,Lower Secondary Level,No,0.92294,2365,2418,0.91231,0.93357
2019,Upper Secondary Level,Yes,0.02859,274,11140,0.02549,0.03168
2019,Upper Secondary Level,No,0.96804,10866,11140,0.96478,0.97131
2019,Post-secondary Non-tertiary Level,No,0.99114,2154,2154,0.98718,0.99510
2019,First Stage of Tertiary Education,Yes,0.02248,47,1667,0.01536,0.02960
2019,First Stage of Tertiary Education,No,0.97752,1620,1667,0.97040,0.98464
2019,Second Stage of Tertiary Education,Yes,0.01441,112,7025,0.01163,0.01720
2019,Second Stage of Tertiary Education,No,0.97953,6913,7025,0.97621,0.98284
2021,Pre-primary Level,No,0.50868,191,191,0.43759,0.57976
2021,Primary Level,No,0.86864,918,918,0.84677,0.89050
2021,Lower Secondary Level,Yes,0.03773,37,1743,0.02878,0.04667
2021,Lower Secondary Level,No,0.92798,1706,1743,0.91584,0.94012
2021,Upper Secondary Level,Yes,0.02857,176,7296,0.02474,0.03239
2021,Upper Secondary Level,No,0.95799,7120,7296,0.95339,0.96259
2021,Post-secondary Non-tertiary Level,No,0.98332,1566,1566,0.97697,0.98966
2021,First Stage of Tertiary Education,Yes,0.03399,33,994,0.02272,0.04527
2021,First Stage of Tertiary Education,No,0.95862,961,994,0.94623,0.97101
2021,Second Stage of Tertiary Education,Yes,0.01533,84,5636,0.01213,0.01854
2021,Second Stage of Tertiary Education,No,0.97403,5552,5636,0.96988,0.97818
