year,age_gr,quintil_oecd,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,Daily,0.15937,93,566,0.12919,0.18955
1990,17-29 y.,1st Quintile,At least once per week,0.54199,329,566,0.50091,0.58307
1990,17-29 y.,1st Quintile,At least once per month,0.18667,91,566,0.15454,0.21880
1990,17-29 y.,1st Quintile,Seldom,0.09402,53,566,0.06995,0.11808
1990,17-29 y.,2nd Quintile,Daily,0.10317,69,551,0.07774,0.12859
1990,17-29 y.,2nd Quintile,At least once per week,0.56939,324,551,0.52800,0.61077
1990,17-29 y.,2nd Quintile,At least once per month,0.17249,92,551,0.14091,0.20406
1990,17-29 y.,2nd Quintile,Seldom,0.13224,66,551,0.10393,0.16055
1990,17-29 y.,3rd Quintile,Daily,0.11261,71,547,0.08610,0.13913
1990,17-29 y.,3rd Quintile,At least once per week,0.54213,305,547,0.50034,0.58392
1990,17-29 y.,3rd Quintile,At least once per month,0.22145,113,547,0.18662,0.25628
1990,17-29 y.,3rd Quintile,Seldom,0.10661,58,547,0.08073,0.13250
1990,17-29 y.,4th Quintile,Daily,0.08448,67,604,0.06228,0.10667
1990,17-29 y.,4th Quintile,At least once per week,0.58050,348,604,0.54111,0.61989
1990,17-29 y.,4th Quintile,At least once per month,0.21981,122,604,0.18676,0.25287
1990,17-29 y.,4th Quintile,Seldom,0.11218,67,604,0.08699,0.13737
1990,17-29 y.,5th Quintile,Daily,0.07382,37,402,0.04823,0.09942
1990,17-29 y.,5th Quintile,At least once per week,0.62468,248,402,0.57728,0.67207
1990,17-29 y.,5th Quintile,At least once per month,0.18546,77,402,0.14742,0.22350
1990,17-29 y.,5th Quintile,Seldom,0.10523,40,402,0.07520,0.13527
1990,30-45 y.,1st Quintile,Daily,0.06433,40,501,0.04282,0.08583
1990,30-45 y.,1st Quintile,At least once per week,0.39246,222,501,0.34966,0.43526
1990,30-45 y.,1st Quintile,At least once per month,0.28109,134,501,0.24169,0.32049
1990,30-45 y.,1st Quintile,Seldom,0.23949,105,501,0.20208,0.27690
1990,30-45 y.,2nd Quintile,At least once per week,0.37396,259,578,0.33448,0.41344
1990,30-45 y.,2nd Quintile,At least once per month,0.36297,213,578,0.32373,0.40220
1990,30-45 y.,2nd Quintile,Seldom,0.19869,106,578,0.16614,0.23125
1990,30-45 y.,3rd Quintile,At least once per week,0.40864,261,541,0.36718,0.45010
1990,30-45 y.,3rd Quintile,At least once per month,0.34775,190,541,0.30758,0.38792
1990,30-45 y.,3rd Quintile,Seldom,0.17691,90,541,0.14473,0.20910
1990,30-45 y.,4th Quintile,At least once per week,0.42773,199,460,0.38247,0.47299
1990,30-45 y.,4th Quintile,At least once per month,0.34634,165,460,0.30281,0.38987
1990,30-45 y.,4th Quintile,Seldom,0.19215,96,460,0.15611,0.22820
1990,30-45 y.,5th Quintile,At least once per week,0.45943,275,576,0.41870,0.50016
1990,30-45 y.,5th Quintile,At least once per month,0.35832,214,576,0.31913,0.39752
1990,30-45 y.,5th Quintile,Seldom,0.15846,87,576,0.12861,0.18831
1990,46-65 y.,1st Quintile,At least once per week,0.29216,195,457,0.25042,0.33390
1990,46-65 y.,1st Quintile,At least once per month,0.32037,139,457,0.27754,0.36320
1990,46-65 y.,1st Quintile,Seldom,0.29801,123,457,0.25603,0.33999
1990,46-65 y.,2nd Quintile,Daily,0.03255,32,457,0.01626,0.04883
