year,age_gr,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Daily,0.08356,337,2672,0.07307,0.09406
1990,17-29 y.,At least once per week,0.45191,1554,2672,0.43303,0.47078
1990,17-29 y.,At least once per month,0.15742,495,2672,0.14361,0.17123
1990,17-29 y.,Seldom,0.08783,286,2672,0.07709,0.09856
1990,30-45 y.,Daily,0.02975,123,2787,0.02344,0.03605
1990,30-45 y.,At least once per week,0.33278,1216,2787,0.31528,0.35028
1990,30-45 y.,At least once per month,0.27500,916,2787,0.25842,0.29158
1990,30-45 y.,Seldom,0.15171,485,2787,0.13839,0.16503
1990,30-45 y.,Never,0.01134,47,2787,0.00741,0.01528
1990,46-65 y.,Daily,0.01894,114,2904,0.01398,0.02390
1990,46-65 y.,At least once per week,0.23034,983,2904,0.21503,0.24566
1990,46-65 y.,At least once per month,0.28774,954,2904,0.27127,0.30420
1990,46-65 y.,Seldom,0.23682,761,2904,0.22136,0.25229
1990,46-65 y.,Never,0.02606,92,2904,0.02027,0.03186
1990,66 and older,Daily,0.03477,41,1037,0.02361,0.04592
1990,66 and older,At least once per week,0.27787,331,1037,0.25059,0.30515
1990,66 and older,At least once per month,0.22409,299,1037,0.19870,0.24948
1990,66 and older,Seldom,0.21867,285,1037,0.19350,0.24384
1990,66 and older,Never,0.06576,81,1037,0.05067,0.08085
1995,17-29 y.,Daily,0.14288,485,3337,0.13101,0.15476
1995,17-29 y.,At least once per week,0.54474,1861,3337,0.52785,0.56164
1995,17-29 y.,At least once per month,0.20574,650,3337,0.19202,0.21945
1995,17-29 y.,Seldom,0.08868,305,3337,0.07904,0.09833
1995,17-29 y.,Never,0.01274,36,3337,0.00894,0.01655
1995,30-45 y.,Daily,0.03972,159,4422,0.03396,0.04547
1995,30-45 y.,At least once per week,0.41444,1767,4422,0.39992,0.42897
1995,30-45 y.,At least once per month,0.33737,1506,4422,0.32344,0.35131
1995,30-45 y.,Seldom,0.18582,904,4422,0.17435,0.19728
1995,30-45 y.,Never,0.01740,86,4422,0.01354,0.02125
1995,46-65 y.,Daily,0.02730,135,3951,0.02221,0.03238
1995,46-65 y.,At least once per week,0.31965,1322,3951,0.30510,0.33419
1995,46-65 y.,At least once per month,0.33246,1291,3951,0.31777,0.34715
1995,46-65 y.,Seldom,0.27779,1063,3951,0.26383,0.29176
1995,46-65 y.,Never,0.03749,140,3951,0.03157,0.04342
1995,66 and older,Daily,0.05488,85,1512,0.04340,0.06637
1995,66 and older,At least once per week,0.33645,508,1512,0.31262,0.36027
1995,66 and older,At least once per month,0.28232,438,1512,0.25962,0.30502
1995,66 and older,Seldom,0.24241,368,1512,0.22080,0.26402
1995,66 and older,Never,0.07526,113,1512,0.06196,0.08856
1998,17-29 y.,Daily,0.16767,540,3139,0.15460,0.18074
1998,17-29 y.,At least once per week,0.58325,1802,3139,0.56600,0.60050
1998,17-29 y.,At least once per month,0.16415,561,3139,0.15119,0.17711
1998,17-29 y.,Seldom,0.07656,236,3139,0.06726,0.08587
1998,30-45 y.,Daily,0.03993,200,4807,0.03439,0.04546
1998,30-45 y.,At least once per week,0.43469,2024,4807,0.42067,0.44870
1998,30-45 y.,At least once per month,0.32972,1614,4807,0.31643,0.34301
1998,30-45 y.,Seldom,0.17907,919,4807,0.16823,0.18991
1998,30-45 y.,Never,0.01109,50,4807,0.00813,0.01405
1998,46-65 y.,Daily,0.02849,146,4371,0.02355,0.03342
1998,46-65 y.,At least once per week,0.32757,1470,4371,0.31365,0.34149
1998,46-65 y.,At least once per month,0.32499,1449,4371,0.31110,0.33888
1998,46-65 y.,Seldom,0.28579,1195,4371,0.27239,0.29918
1998,46-65 y.,Never,0.02581,111,4371,0.02111,0.03051
1998,66 and older,Daily,0.04630,89,1842,0.03670,0.05590
1998,66 and older,At least once per week,0.36285,668,1842,0.34089,0.38482
1998,66 and older,At least once per month,0.28142,527,1842,0.26088,0.30196
1998,66 and older,Seldom,0.24438,456,1842,0.22475,0.26401
1998,66 and older,Never,0.05721,102,1842,0.04660,0.06782
2003,17-29 y.,Daily,0.14642,623,3960,0.13541,0.15743
2003,17-29 y.,At least once per week,0.59257,2368,3960,0.57727,0.60788
2003,17-29 y.,At least once per month,0.16647,670,3960,0.15486,0.17807
2003,17-29 y.,Seldom,0.07980,299,3960,0.07136,0.08824
2003,30-45 y.,Daily,0.03104,199,6918,0.02695,0.03512
2003,30-45 y.,At least once per week,0.44021,3080,6918,0.42851,0.45191
2003,30-45 y.,At least once per month,0.33963,2439,6918,0.32847,0.35079
2003,30-45 y.,Seldom,0.17207,1116,6918,0.16317,0.18096
2003,30-45 y.,Never,0.01398,84,6918,0.01121,0.01674
2003,46-65 y.,Daily,0.01771,133,7544,0.01474,0.02069
2003,46-65 y.,At least once per week,0.33797,2475,7544,0.32730,0.34865
2003,46-65 y.,At least once per month,0.35353,2858,7544,0.34274,0.36432
2003,46-65 y.,Seldom,0.25174,1841,7544,0.24194,0.26153
2003,46-65 y.,Never,0.03454,237,7544,0.03042,0.03866
2003,66 and older,Daily,0.02921,98,3630,0.02373,0.03469
2003,66 and older,At least once per week,0.34560,1230,3630,0.33012,0.36107
2003,66 and older,At least once per month,0.28355,1111,3630,0.26888,0.29821
2003,66 and older,Seldom,0.25439,918,3630,0.24022,0.26856
2003,66 and older,Never,0.08050,273,3630,0.07164,0.08935
2008,17-29 y.,Daily,0.11652,380,3119,0.10526,0.12779
2008,17-29 y.,At least once per week,0.53387,1821,3119,0.51636,0.55138
2008,17-29 y.,At least once per month,0.18282,651,3119,0.16925,0.19639
2008,17-29 y.,Seldom,0.07965,267,3119,0.07015,0.08915
2008,30-45 y.,Daily,0.03044,147,5155,0.02575,0.03513
2008,30-45 y.,At least once per week,0.43491,2222,5155,0.42137,0.44844
2008,30-45 y.,At least once per month,0.34325,1851,5155,0.33029,0.35621
2008,30-45 y.,Seldom,0.17855,883,5155,0.16810,0.18901
2008,30-45 y.,Never,0.00934,52,5155,0.00671,0.01197
2008,46-65 y.,Daily,0.01857,107,6665,0.01532,0.02181
2008,46-65 y.,At least once per week,0.30888,2061,6665,0.29778,0.31997
2008,46-65 y.,At least once per month,0.35668,2517,6665,0.34517,0.36818
2008,46-65 y.,Seldom,0.27204,1775,6665,0.26135,0.28272
2008,46-65 y.,Never,0.03959,205,6665,0.03491,0.04427
2008,66 and older,Daily,0.03040,114,4271,0.02525,0.03555
2008,66 and older,At least once per week,0.31983,1363,4271,0.30584,0.33382
2008,66 and older,At least once per month,0.29491,1359,4271,0.28123,0.30859
2008,66 and older,Seldom,0.28451,1181,4271,0.27097,0.29804
2008,66 and older,Never,0.06354,254,4271,0.05622,0.07085
2013,17-29 y.,Daily,0.09110,462,3557,0.08165,0.10056
2013,17-29 y.,At least once per week,0.41445,1986,3557,0.39826,0.43064
2013,17-29 y.,At least once per month,0.16458,735,3557,0.15239,0.17677
2013,17-29 y.,Seldom,0.06940,327,3557,0.06105,0.07776
2013,17-29 y.,Never,0.00917,47,3557,0.00604,0.01231
2013,30-45 y.,Daily,0.02387,292,7982,0.02052,0.02722
2013,30-45 y.,At least once per week,0.35963,3553,7982,0.34910,0.37016
2013,30-45 y.,At least once per month,0.30535,2744,7982,0.29524,0.31545
2013,30-45 y.,Seldom,0.12828,1263,7982,0.12094,0.13561
2013,30-45 y.,Never,0.01341,130,7982,0.01089,0.01594
2013,46-65 y.,Daily,0.01997,194,8956,0.01707,0.02287
2013,46-65 y.,At least once per week,0.28577,2816,8956,0.27641,0.29513
2013,46-65 y.,At least once per month,0.35652,3351,8956,0.34659,0.36644
2013,46-65 y.,Seldom,0.24220,2255,8956,0.23333,0.25108
2013,46-65 y.,Never,0.03694,340,8956,0.03304,0.04085
2013,66 and older,Daily,0.02356,120,4913,0.01931,0.02780
2013,66 and older,At least once per week,0.30441,1450,4913,0.29154,0.31727
2013,66 and older,At least once per month,0.27629,1531,4913,0.26379,0.28880
2013,66 and older,Seldom,0.30509,1449,4913,0.29222,0.31797
2013,66 and older,Never,0.07315,363,4913,0.06587,0.08043
2019,17-29 y.,Daily,0.08541,392,3836,0.07656,0.09425
2019,17-29 y.,At least once per week,0.48264,2035,3836,0.46683,0.49846
2019,17-29 y.,At least once per month,0.21172,862,3836,0.19879,0.22464
2019,17-29 y.,Seldom,0.10096,435,3836,0.09142,0.11049
2019,17-29 y.,Never,0.02336,112,3836,0.01858,0.02814
2019,30-45 y.,Daily,0.02904,224,6281,0.02489,0.03319
2019,30-45 y.,At least once per week,0.42465,2586,6281,0.41243,0.43688
2019,30-45 y.,At least once per month,0.36040,2243,6281,0.34853,0.37228
2019,30-45 y.,Seldom,0.15078,1064,6281,0.14193,0.15963
2019,30-45 y.,Never,0.02012,164,6281,0.01665,0.02359
2019,46-65 y.,Daily,0.02194,241,10388,0.01912,0.02475
2019,46-65 y.,At least once per week,0.30042,3281,10388,0.29160,0.30923
2019,46-65 y.,At least once per month,0.37121,3966,10388,0.36192,0.38050
2019,46-65 y.,Seldom,0.24967,2475,10388,0.24135,0.25799
2019,46-65 y.,Never,0.04888,425,10388,0.04474,0.05303
2019,66 and older,Daily,0.03203,153,5140,0.02722,0.03685
2019,66 and older,At least once per week,0.29250,1484,5140,0.28006,0.30493
2019,66 and older,At least once per month,0.29673,1633,5140,0.28424,0.30922
2019,66 and older,Seldom,0.28980,1503,5140,0.27739,0.30220
2019,66 and older,Never,0.08135,367,5140,0.07388,0.08882
2021,17-29 y.,Daily,0.09365,273,2708,0.08267,0.10462
2021,17-29 y.,At least once per week,0.50906,1449,2708,0.49023,0.52790
2021,17-29 y.,At least once per month,0.18779,615,2708,0.17307,0.20250
2021,17-29 y.,Seldom,0.09992,313,2708,0.08863,0.11122
2021,17-29 y.,Never,0.01906,58,2708,0.01391,0.02421
2021,30-45 y.,Daily,0.05087,210,4149,0.04419,0.05756
2021,30-45 y.,At least once per week,0.49505,2044,4149,0.47984,0.51027
2021,30-45 y.,At least once per month,0.27201,1175,4149,0.25847,0.28555
2021,30-45 y.,Seldom,0.13916,632,4149,0.12863,0.14970
2021,30-45 y.,Never,0.02163,88,4149,0.01720,0.02606
2021,46-65 y.,Daily,0.04066,261,6791,0.03597,0.04536
2021,46-65 y.,At least once per week,0.39374,2820,6791,0.38212,0.40536
2021,46-65 y.,At least once per month,0.29214,2061,6791,0.28132,0.30296
2021,46-65 y.,Seldom,0.21734,1369,6791,0.20753,0.22715
2021,46-65 y.,Never,0.04991,280,6791,0.04473,0.05509
2021,66 and older,Daily,0.05592,194,3542,0.04835,0.06348
2021,66 and older,At least once per week,0.36167,1342,3542,0.34584,0.37749
2021,66 and older,At least once per month,0.23453,876,3542,0.22057,0.24848
2021,66 and older,Seldom,0.26266,895,3542,0.24816,0.27715
2021,66 and older,Never,0.07899,235,3542,0.07011,0.08787
