year,bula_h,regtyp,pet_cat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Thuringa,Rural regions,Yes,0.17488,83,368,0.13601,0.21374
2006,Thuringa,Rural regions,No,0.82512,285,368,0.78626,0.86399
2011,Schleswig-Holstein,Urban regions,No,0.79251,102,102,0.71343,0.87160
2011,Schleswig-Holstein,Rural regions,Yes,0.16459,57,287,0.12162,0.20757
2011,Schleswig-Holstein,Rural regions,No,0.75339,230,287,0.70343,0.80335
2011,Hamburg,Urban regions,No,0.83084,176,176,0.77530,0.88639
2011,Lower Saxony,Urban regions,Yes,0.09301,68,513,0.06785,0.11817
2011,Lower Saxony,Urban regions,No,0.83227,445,513,0.79991,0.86463
2011,Lower Saxony,Rural regions,Yes,0.15632,97,574,0.12659,0.18606
2011,Lower Saxony,Rural regions,No,0.76179,477,574,0.72691,0.79667
2011,Bremen,Urban regions,No,0.82432,71,71,0.73517,0.91347
2011,North Rhine-Westphalia,Urban regions,Yes,0.11900,313,2287,0.10573,0.13228
2011,North Rhine-Westphalia,Urban regions,No,0.80396,1974,2287,0.78768,0.82023
2011,North Rhine-Westphalia,Rural regions,No,0.89131,60,60,0.81189,0.97073
2011,Hesse,Urban regions,Yes,0.12775,111,678,0.10260,0.15289
2011,Hesse,Urban regions,No,0.79424,567,678,0.76379,0.82469
2011,Hesse,Rural regions,No,0.78332,126,126,0.71110,0.85555
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.14475,97,527,0.11468,0.17482
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.77561,430,527,0.73996,0.81126
2011,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.13819,39,183,0.08805,0.18832
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.80147,144,183,0.74351,0.85942
2011,Baden-Wuerttemberg,Urban regions,Yes,0.12822,203,1254,0.10971,0.14673
2011,Baden-Wuerttemberg,Urban regions,No,0.79266,1051,1254,0.77021,0.81510
2011,Baden-Wuerttemberg,Rural regions,No,0.74988,125,125,0.67365,0.82611
2011,Bavaria,Urban regions,Yes,0.14624,152,907,0.12323,0.16925
2011,Bavaria,Urban regions,No,0.79259,755,907,0.76619,0.81899
2011,Bavaria,Rural regions,Yes,0.19769,219,932,0.17211,0.22327
2011,Bavaria,Rural regions,No,0.70753,713,932,0.67831,0.73675
2011,Berlin,Urban regions,Yes,0.08287,71,513,0.05899,0.10675
2011,Berlin,Urban regions,No,0.84924,442,513,0.81825,0.88024
2011,Brandenburg,Urban regions,No,0.82132,39,39,0.69952,0.94312
2011,Brandenburg,Rural regions,Yes,0.21293,121,473,0.17600,0.24986
2011,Brandenburg,Rural regions,No,0.71113,352,473,0.67024,0.75201
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.16786,54,285,0.12439,0.21133
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.77302,231,285,0.72430,0.82174
2011,Saxony,Urban regions,Yes,0.14099,70,425,0.10787,0.17412
2011,Saxony,Urban regions,No,0.78794,355,425,0.74903,0.82685
2011,Saxony,Rural regions,Yes,0.25244,102,383,0.20888,0.29600
2011,Saxony,Rural regions,No,0.69022,281,383,0.64385,0.73659
2011,Saxony-Anhalt,Urban regions,No,0.84904,112,112,0.78243,0.91564
2011,Saxony-Anhalt,Rural regions,Yes,0.18861,93,379,0.14917,0.22805
2011,Saxony-Anhalt,Rural regions,No,0.72749,286,379,0.68261,0.77238
2011,Thuringa,Urban regions,No,0.72507,139,139,0.65058,0.79957
2011,Thuringa,Rural regions,Yes,0.20143,85,350,0.15935,0.24350
2011,Thuringa,Rural regions,No,0.73797,265,350,0.69184,0.78411
2016,Schleswig-Holstein,Urban regions,No,0.79082,117,117,0.71681,0.86484
2016,Schleswig-Holstein,Rural regions,Yes,0.21962,93,364,0.17703,0.26221
2016,Schleswig-Holstein,Rural regions,No,0.77761,271,364,0.73483,0.82039
2016,Hamburg,Urban regions,Yes,0.12041,35,264,0.08108,0.15975
2016,Hamburg,Urban regions,No,0.87573,229,264,0.83586,0.91560
2016,Lower Saxony,Urban regions,Yes,0.09929,82,567,0.07465,0.12393
2016,Lower Saxony,Urban regions,No,0.89208,485,567,0.86652,0.91764
2016,Lower Saxony,Rural regions,Yes,0.16417,150,781,0.13817,0.19016
2016,Lower Saxony,Rural regions,No,0.83128,631,781,0.80500,0.85756
2016,Bremen,Urban regions,No,0.85403,87,87,0.77940,0.92865
2016,North Rhine-Westphalia,Urban regions,Yes,0.12861,392,2855,0.11633,0.14089
2016,North Rhine-Westphalia,Urban regions,No,0.86534,2463,2855,0.85282,0.87787
2016,North Rhine-Westphalia,Rural regions,No,0.93259,47,47,0.86013,1.00505
2016,Hesse,Urban regions,Yes,0.11960,107,799,0.09709,0.14212
2016,Hesse,Urban regions,No,0.87669,692,799,0.85388,0.89950
2016,Hesse,Rural regions,Yes,0.17103,40,179,0.11571,0.22634
2016,Hesse,Rural regions,No,0.82341,139,179,0.76740,0.87943
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13477,92,624,0.10795,0.16158
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.85582,532,624,0.82824,0.88341
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.21143,52,224,0.15784,0.26502
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.78581,172,224,0.73197,0.83966
2016,Baden-Wuerttemberg,Urban regions,Yes,0.12735,241,1454,0.11021,0.14449
2016,Baden-Wuerttemberg,Urban regions,No,0.86897,1213,1454,0.85162,0.88632
2016,Baden-Wuerttemberg,Rural regions,Yes,0.11516,32,173,0.06745,0.16287
2016,Baden-Wuerttemberg,Rural regions,No,0.87318,141,173,0.82345,0.92291
2016,Bavaria,Urban regions,Yes,0.14412,180,1100,0.12335,0.16488
2016,Bavaria,Urban regions,No,0.85380,920,1100,0.83291,0.87469
2016,Bavaria,Rural regions,Yes,0.21633,290,1200,0.19302,0.23963
2016,Bavaria,Rural regions,No,0.77935,910,1200,0.75588,0.80282
2016,Berlin,Urban regions,Yes,0.11471,86,610,0.08940,0.14002
2016,Berlin,Urban regions,No,0.88276,524,610,0.85721,0.90831
2016,Brandenburg,Urban regions,No,0.85325,37,37,0.73766,0.96884
2016,Brandenburg,Rural regions,Yes,0.29275,163,517,0.25349,0.33201
2016,Brandenburg,Rural regions,No,0.70276,354,517,0.66333,0.74220
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.88034,38,38,0.77575,0.98492
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.20014,59,283,0.15344,0.24684
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.79326,224,283,0.74600,0.84053
2016,Saxony,Urban regions,Yes,0.17891,82,465,0.14404,0.21379
2016,Saxony,Urban regions,No,0.81434,383,465,0.77896,0.84972
2016,Saxony,Rural regions,Yes,0.28325,114,400,0.23904,0.32746
2016,Saxony,Rural regions,No,0.71443,286,400,0.67011,0.75875
2016,Saxony-Anhalt,Urban regions,No,0.87441,104,104,0.81041,0.93841
2016,Saxony-Anhalt,Rural regions,Yes,0.21382,102,388,0.17297,0.25467
2016,Saxony-Anhalt,Rural regions,No,0.78169,286,388,0.74054,0.82285
2016,Thuringa,Urban regions,Yes,0.15785,36,180,0.10444,0.21126
2016,Thuringa,Urban regions,No,0.83815,144,180,0.78419,0.89210
2016,Thuringa,Rural regions,Yes,0.21856,90,364,0.17604,0.26107
2016,Thuringa,Rural regions,No,0.77263,274,364,0.72951,0.81575
2021,Schleswig-Holstein,Urban regions,No,0.85146,132,132,0.79056,0.91236
2021,Schleswig-Holstein,Rural regions,Yes,0.16390,62,272,0.11982,0.20797
2021,Schleswig-Holstein,Rural regions,No,0.82599,210,272,0.78086,0.87113
2021,Hamburg,Urban regions,Yes,0.12340,33,268,0.08395,0.16285
2021,Hamburg,Urban regions,No,0.86557,235,268,0.82465,0.90648
2021,Lower Saxony,Urban regions,Yes,0.13146,82,477,0.10111,0.16182
2021,Lower Saxony,Urban regions,No,0.86050,395,477,0.82938,0.89163
2021,Lower Saxony,Rural regions,Yes,0.19801,132,585,0.16569,0.23033
2021,Lower Saxony,Rural regions,No,0.79208,453,585,0.75917,0.82500
2021,Bremen,Urban regions,No,0.92804,68,68,0.86616,0.98992
2021,North Rhine-Westphalia,Urban regions,Yes,0.14748,340,2234,0.13277,0.16218
2021,North Rhine-Westphalia,Urban regions,No,0.83987,1894,2234,0.82466,0.85508
2021,North Rhine-Westphalia,Rural regions,No,0.85601,40,40,0.74582,0.96620
2021,Hesse,Urban regions,Yes,0.15002,92,555,0.12028,0.17976
2021,Hesse,Urban regions,No,0.82820,463,555,0.79679,0.85962
2021,Hesse,Rural regions,Yes,0.17940,35,139,0.11539,0.24342
2021,Hesse,Rural regions,No,0.78751,104,139,0.71926,0.85577
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.17000,68,414,0.13377,0.20623
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.81514,346,414,0.77770,0.85257
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.19886,32,121,0.12744,0.27027
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.79369,89,121,0.72128,0.86609
2021,Baden-Wuerttemberg,Urban regions,Yes,0.15373,194,1098,0.13239,0.17508
2021,Baden-Wuerttemberg,Urban regions,No,0.83730,904,1098,0.81545,0.85914
2021,Baden-Wuerttemberg,Rural regions,No,0.74204,89,89,0.65063,0.83346
2021,Bavaria,Urban regions,Yes,0.13643,145,877,0.11370,0.15916
2021,Bavaria,Urban regions,No,0.85594,732,877,0.83269,0.87920
2021,Bavaria,Rural regions,Yes,0.19833,212,870,0.17182,0.22484
2021,Bavaria,Rural regions,No,0.79568,658,870,0.76887,0.82249
2021,Berlin,Urban regions,Yes,0.08474,73,553,0.06151,0.10797
2021,Berlin,Urban regions,No,0.89785,480,553,0.87259,0.92311
2021,Brandenburg,Urban regions,No,0.83919,35,35,0.71571,0.96267
2021,Brandenburg,Rural regions,Yes,0.25544,123,406,0.21296,0.29791
2021,Brandenburg,Rural regions,No,0.74021,283,406,0.69750,0.78292
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.83069,44,44,0.71860,0.94279
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.19474,52,212,0.14131,0.24818
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.80001,160,212,0.74604,0.85398
2021,Saxony,Urban regions,Yes,0.15283,64,392,0.11716,0.18850
2021,Saxony,Urban regions,No,0.83432,328,392,0.79747,0.87118
2021,Saxony,Rural regions,Yes,0.27853,96,341,0.23088,0.32618
2021,Saxony,Rural regions,No,0.71904,245,341,0.67127,0.76682
2021,Saxony-Anhalt,Urban regions,No,0.86699,66,66,0.78444,0.94955
2021,Saxony-Anhalt,Rural regions,Yes,0.24058,85,288,0.19112,0.29003
2021,Saxony-Anhalt,Rural regions,No,0.75335,203,288,0.70348,0.80323
2021,Thuringa,Urban regions,No,0.90000,114,114,0.84468,0.95531
2021,Thuringa,Rural regions,Yes,0.21828,61,246,0.16655,0.27001
2021,Thuringa,Rural regions,No,0.77606,185,246,0.72386,0.82826
