year,age_gr,quintil_oecd,plj0588,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2013,18-29 y.,1st Quintile,Seldom,0.40873634945397813,44486,0.4041680284428751,0.4133046704650812
2013,18-29 y.,1st Quintile,Sometimes,0.24648985959438377,44486,0.24248498914536157,0.25049473004340594
2013,18-29 y.,1st Quintile,Never,0.24648985959438377,44486,0.24248498914536157,0.25049473004340594
2013,18-29 y.,1st Quintile,Often,0.08580343213728549,44486,0.08320077766067642,0.08840608661389456
2013,18-29 y.,1st Quintile,Very often,0.0124804992199688,44486,0.011448847250536794,0.013512151189400804
2013,18-29 y.,2nd Quintile,Seldom,0.4277456647398844,44486,0.4231480587849406,0.4323432706948282
2013,18-29 y.,2nd Quintile,Never,0.27167630057803466,44486,0.2675426621018526,0.2758099390542167
2013,18-29 y.,2nd Quintile,Sometimes,0.2254335260115607,44486,0.2215503865159274,0.22931666550719398
2013,18-29 y.,2nd Quintile,Often,0.06791907514450866,44486,0.06558095359608669,0.07025719669293064
2013,18-29 y.,2nd Quintile,Very often,0.0072254335260115606,44486,0.006438384711969414,0.008012482340053707
2013,18-29 y.,3rd Quintile,Seldom,0.4557823129251701,44486,0.4511541413287537,0.46041048452158645
2013,18-29 y.,3rd Quintile,Never,0.25170068027210885,44486,0.24766771704154397,0.2557336435026737
2013,18-29 y.,3rd Quintile,Sometimes,0.23401360544217686,44486,0.23007923295513658,0.23794797792921715
2013,18-29 y.,3rd Quintile,Often,0.053061224489795916,44486,0.05097820191410273,0.0551442470654891
2013,18-29 y.,3rd Quintile,Very often,0.005442176870748299,44486,0.004758508107226542,0.006125845634270056
2013,18-29 y.,4th Quintile,Seldom,0.49385749385749383,44486,0.4892114680028907,0.49850351971209694
2013,18-29 y.,4th Quintile,Never,0.2985257985257985,44486,0.2942733293075122,0.30277826774408484
2013,18-29 y.,4th Quintile,Sometimes,0.18673218673218672,44486,0.18311083443566062,0.19035353902871283
2013,18-29 y.,4th Quintile,Often,0.020884520884520884,44486,0.019555678080032286,0.02221336368900948
2013,18-29 y.,5th Quintile,Seldom,0.5215453194650818,44486,0.5169032586856972,0.5261873802444663
2013,18-29 y.,5th Quintile,Never,0.237741456166419,44486,0.23378553159449544,0.24169738073834257
2013,18-29 y.,5th Quintile,Sometimes,0.20059435364041606,44486,0.19687311646912328,0.20431559081170883
2013,18-29 y.,5th Quintile,Often,0.03417533432392273,44486,0.03248703314121515,0.03586363550663031
2013,18-29 y.,5th Quintile,Very often,0.005943536404160475,44486,0.005229250001397094,0.006657822806923857
2013,30-45 y.,1st Quintile,Seldom,0.38939197930142305,44486,0.3848607175961621,0.393923241006684
2013,30-45 y.,1st Quintile,Sometimes,0.26390685640362227,44486,0.25981108116984447,0.26800263163740007
2013,30-45 y.,1st Quintile,Never,0.2056921086675291,44486,0.2019359178521808,0.2094482994828774
2013,30-45 y.,1st Quintile,Often,0.11642949547218628,44486,0.11344894483022068,0.11941004611415189
2013,30-45 y.,1st Quintile,Very often,0.02457956015523933,44486,0.023140670891580017,0.02601844941889864
