year,age_gr,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,Often,0.04894,181,3535,0.04183,0.05605
2013,17-29 y.,Sometimes,0.22492,773,3535,0.21115,0.23868
2013,17-29 y.,Seldom,0.46847,1647,3535,0.45202,0.48492
2013,17-29 y.,Never,0.25141,934,3535,0.23711,0.26572
2013,30-45 y.,Very often,0.00736,86,7982,0.00548,0.00924
2013,30-45 y.,Often,0.05606,407,7982,0.05102,0.06111
2013,30-45 y.,Sometimes,0.20701,1651,7982,0.19812,0.21590
2013,30-45 y.,Seldom,0.47337,3667,7982,0.46241,0.48432
2013,30-45 y.,Never,0.25620,2171,7982,0.24662,0.26577
2013,46-65 y.,Very often,0.01159,103,8944,0.00937,0.01381
2013,46-65 y.,Often,0.06030,495,8944,0.05536,0.06523
2013,46-65 y.,Sometimes,0.20877,1750,8944,0.20034,0.21719
2013,46-65 y.,Seldom,0.44923,4032,8944,0.43892,0.45954
2013,46-65 y.,Never,0.27012,2564,8944,0.26091,0.27932
2013,66 and older,Very often,0.01163,55,4901,0.00863,0.01463
2013,66 and older,Often,0.05194,234,4901,0.04572,0.05815
2013,66 and older,Sometimes,0.19988,900,4901,0.18869,0.21108
2013,66 and older,Seldom,0.37706,1895,4901,0.36349,0.39063
2013,66 and older,Never,0.35949,1817,4901,0.34606,0.37293
2017,17-29 y.,Very often,0.01063,109,5141,0.00782,0.01343
2017,17-29 y.,Often,0.05960,352,5141,0.05313,0.06607
2017,17-29 y.,Sometimes,0.19624,1084,5141,0.18538,0.20710
2017,17-29 y.,Seldom,0.46341,2095,5141,0.44978,0.47705
2017,17-29 y.,Never,0.27012,1501,5141,0.25798,0.28226
2017,30-45 y.,Very often,0.01084,127,7954,0.00857,0.01312
2017,30-45 y.,Often,0.05518,489,7954,0.05016,0.06020
2017,30-45 y.,Sometimes,0.22366,1751,7954,0.21451,0.23282
2017,30-45 y.,Seldom,0.43667,3253,7954,0.42577,0.44757
2017,30-45 y.,Never,0.27364,2334,7954,0.26384,0.28344
2017,46-65 y.,Very often,0.01254,134,10198,0.01038,0.01470
2017,46-65 y.,Often,0.04999,546,10198,0.04576,0.05422
2017,46-65 y.,Sometimes,0.19607,2005,10198,0.18837,0.20378
2017,46-65 y.,Seldom,0.44801,4446,10198,0.43836,0.45766
2017,46-65 y.,Never,0.29338,3067,10198,0.28455,0.30222
2017,66 and older,Very often,0.01284,49,4954,0.00970,0.01597
2017,66 and older,Often,0.05352,228,4954,0.04725,0.05979
2017,66 and older,Sometimes,0.19330,889,4954,0.18230,0.20429
2017,66 and older,Seldom,0.37947,1961,4954,0.36596,0.39299
2017,66 and older,Never,0.36088,1827,4954,0.34750,0.37425
2021,17-29 y.,Very often,0.02154,73,3185,0.01650,0.02658
2021,17-29 y.,Often,0.07699,286,3185,0.06773,0.08625
2021,17-29 y.,Sometimes,0.24140,848,3185,0.22653,0.25626
2021,17-29 y.,Seldom,0.43398,1208,3185,0.41676,0.45119
2021,17-29 y.,Never,0.22609,770,3185,0.21156,0.24062
2021,30-45 y.,Very often,0.01895,165,5195,0.01525,0.02266
2021,30-45 y.,Often,0.05967,392,5195,0.05323,0.06612
2021,30-45 y.,Sometimes,0.21392,1208,5195,0.20277,0.22508
2021,30-45 y.,Seldom,0.46493,1949,5195,0.45136,0.47849
2021,30-45 y.,Never,0.24252,1481,5195,0.23086,0.25418
2021,46-65 y.,Very often,0.01440,130,7219,0.01165,0.01715
2021,46-65 y.,Often,0.05481,411,7219,0.04956,0.06007
2021,46-65 y.,Sometimes,0.19788,1364,7219,0.18869,0.20707
2021,46-65 y.,Seldom,0.46342,3144,7219,0.45191,0.47492
2021,46-65 y.,Never,0.26949,2170,7219,0.25926,0.27973
2021,66 and older,Very often,0.01086,37,3549,0.00745,0.01427
2021,66 and older,Often,0.05402,174,3549,0.04658,0.06145
2021,66 and older,Sometimes,0.18871,661,3549,0.17583,0.20158
2021,66 and older,Seldom,0.44827,1528,3549,0.43191,0.46463
2021,66 and older,Never,0.29815,1149,3549,0.28309,0.31320
