"plj0588","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2013","(noch) kein Abschluss","maennlich","4","","",""
"Sehr oft","2013","(noch) kein Abschluss","weiblich","7","","",""
"Sehr oft","2013","Hauptschule","maennlich","39","0.0106203267432415","0.00731830206443036","0.0139223514220526"
"Sehr oft","2013","Hauptschule","weiblich","85","0.0187507287342203","0.0145382115365217","0.0229632459319188"
"Sehr oft","2013","Realschule","maennlich","19","","",""
"Sehr oft","2013","Realschule","weiblich","49","0.0086290778087324","0.00589307769135361","0.0113650779261112"
"Sehr oft","2013","(Fach-)Abitur","maennlich","6","","",""
"Sehr oft","2013","(Fach-)Abitur","weiblich","20","","",""
"Sehr oft","2013","AkademikerIn","maennlich","13","","",""
"Sehr oft","2013","AkademikerIn","weiblich","17","","",""
"Oft","2013","(noch) kein Abschluss","maennlich","23","","",""
"Oft","2013","(noch) kein Abschluss","weiblich","47","0.119995494149525","0.0891736180215106","0.150817370277539"
"Oft","2013","Hauptschule","maennlich","183","0.0552596800250567","0.0478994685609705","0.062619891489143"
"Oft","2013","Hauptschule","weiblich","267","0.0592596233912869","0.0519270355634593","0.0665922112191144"
"Oft","2013","Realschule","maennlich","139","0.0550854570460686","0.0466152436527442","0.063555670439393"
"Oft","2013","Realschule","weiblich","259","0.0663663522723341","0.0590029580498679","0.0737297464948004"
"Oft","2013","(Fach-)Abitur","maennlich","48","0.0398057843733383","0.0292431369825802","0.0503684317640964"
"Oft","2013","(Fach-)Abitur","weiblich","112","0.0567602484535127","0.0464480076052891","0.0670724893017363"
"Oft","2013","AkademikerIn","maennlich","88","0.0396859773780665","0.032659123579121","0.046712831177012"
"Oft","2013","AkademikerIn","weiblich","115","0.0456848190388396","0.0380149803822169","0.0533546576954622"
"Manchmal","2013","(noch) kein Abschluss","maennlich","76","0.211774219921211","0.170422429317592","0.25312601052483"
"Manchmal","2013","(noch) kein Abschluss","weiblich","98","0.222401269704873","0.182957305495005","0.261845233914741"
"Manchmal","2013","Hauptschule","maennlich","737","0.208362112812498","0.195279257283161","0.221444968341836"
"Manchmal","2013","Hauptschule","weiblich","872","0.225105710306769","0.212135189220383","0.238076231393155"
"Manchmal","2013","Realschule","maennlich","473","0.18496514730287","0.170550213635071","0.19938008097067"
"Manchmal","2013","Realschule","weiblich","997","0.23799165331785","0.225394379827023","0.250588926808677"
