year,pgisced97,sampreg,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,No answer / don't know,West,Sometimes,0.24905,81,371,0.20498,0.29311
2013,No answer / don't know,West,Seldom,0.36222,164,371,0.31324,0.41119
2013,No answer / don't know,West,Never,0.33337,126,371,0.28534,0.38141
2013,Pre-primary Level,West,Sometimes,0.14361,64,370,0.10782,0.17939
2013,Pre-primary Level,West,Seldom,0.49358,198,370,0.44256,0.54459
2013,Pre-primary Level,West,Never,0.28872,108,370,0.24248,0.33496
2013,Primary Level,West,Often,0.11323,38,270,0.07536,0.15109
2013,Primary Level,West,Sometimes,0.34367,88,270,0.28692,0.40043
2013,Primary Level,West,Seldom,0.27053,80,270,0.21744,0.32362
2013,Primary Level,West,Never,0.25839,64,270,0.20608,0.31070
2013,Lower Secondary Level,West,Very often,0.01385,37,2226,0.00899,0.01871
2013,Lower Secondary Level,West,Often,0.08304,157,2226,0.07157,0.09451
2013,Lower Secondary Level,West,Sometimes,0.21870,489,2226,0.20153,0.23588
2013,Lower Secondary Level,West,Seldom,0.36053,817,2226,0.34058,0.38048
2013,Lower Secondary Level,West,Never,0.32388,726,2226,0.30444,0.34332
2013,Lower Secondary Level,East,Sometimes,0.30527,95,299,0.25299,0.35756
2013,Lower Secondary Level,East,Seldom,0.35641,116,299,0.30204,0.41079
2013,Lower Secondary Level,East,Never,0.22925,88,299,0.18153,0.27698
2013,Upper Secondary Level,West,Very often,0.01172,113,9317,0.00953,0.01390
2013,Upper Secondary Level,West,Often,0.04900,440,9317,0.04461,0.05338
2013,Upper Secondary Level,West,Sometimes,0.20478,1861,9317,0.19659,0.21298
2013,Upper Secondary Level,West,Seldom,0.43147,4058,9317,0.42141,0.44152
2013,Upper Secondary Level,West,Never,0.30304,2845,9317,0.29371,0.31237
2013,Upper Secondary Level,East,Very often,0.00780,31,3033,0.00467,0.01093
2013,Upper Secondary Level,East,Often,0.07709,222,3033,0.06759,0.08658
2013,Upper Secondary Level,East,Sometimes,0.23572,671,3033,0.22061,0.25083
2013,Upper Secondary Level,East,Seldom,0.40709,1284,3033,0.38960,0.42457
2013,Upper Secondary Level,East,Never,0.27231,825,3033,0.25646,0.28815
2013,Post-secondary Non-tertiary Level,West,Often,0.05539,92,1477,0.04372,0.06706
2013,Post-secondary Non-tertiary Level,West,Sometimes,0.22858,309,1477,0.20715,0.25000
2013,Post-secondary Non-tertiary Level,West,Seldom,0.45930,679,1477,0.43387,0.48472
2013,Post-secondary Non-tertiary Level,West,Never,0.24596,397,1477,0.22398,0.26793
2013,Post-secondary Non-tertiary Level,East,Sometimes,0.24335,54,262,0.19129,0.29541
2013,Post-secondary Non-tertiary Level,East,Seldom,0.46069,133,262,0.40021,0.52116
2013,Post-secondary Non-tertiary Level,East,Never,0.24755,75,262,0.19519,0.29991
2013,First Stage of Tertiary Education,West,Often,0.04078,48,1227,0.02971,0.05185
2013,First Stage of Tertiary Education,West,Sometimes,0.20991,234,1227,0.18711,0.23270
2013,First Stage of Tertiary Education,West,Seldom,0.45795,589,1227,0.43006,0.48584
2013,First Stage of Tertiary Education,West,Never,0.28239,356,1227,0.25719,0.30759
2013,First Stage of Tertiary Education,East,Sometimes,0.21460,96,400,0.17431,0.25488
2013,First Stage of Tertiary Education,East,Seldom,0.48878,196,400,0.43974,0.53783
2013,First Stage of Tertiary Education,East,Never,0.22311,108,400,0.18226,0.26396
2013,Second Stage of Tertiary Education,West,Often,0.04056,147,4344,0.03469,0.04643
2013,Second Stage of Tertiary Education,West,Sometimes,0.16446,709,4344,0.15343,0.17548
2013,Second Stage of Tertiary Education,West,Seldom,0.50725,2125,4344,0.49238,0.52212
2013,Second Stage of Tertiary Education,West,Never,0.28428,1363,4344,0.27087,0.29770
2013,Second Stage of Tertiary Education,East,Often,0.04840,56,1438,0.03730,0.05949
2013,Second Stage of Tertiary Education,East,Sometimes,0.22216,289,1438,0.20066,0.24365
2013,Second Stage of Tertiary Education,East,Seldom,0.49439,735,1438,0.46854,0.52024
2013,Second Stage of Tertiary Education,East,Never,0.22332,358,1438,0.20179,0.24485
2017,No answer / don't know,West,Often,0.11490,54,567,0.08863,0.14118
2017,No answer / don't know,West,Sometimes,0.22291,135,567,0.18862,0.25720
2017,No answer / don't know,West,Seldom,0.36048,194,567,0.32092,0.40003
2017,No answer / don't know,West,Never,0.28928,184,567,0.25192,0.32663
2017,No answer / don't know,East,Sometimes,0.30657,31,69,0.19698,0.41616
2017,No answer / don't know,East,Seldom,0.46375,38,69,0.34522,0.58228
2017,Pre-primary Level,West,Sometimes,0.18822,60,331,0.14604,0.23039
2017,Pre-primary Level,West,Seldom,0.44808,167,331,0.39442,0.50173
2017,Pre-primary Level,West,Never,0.30162,104,331,0.25210,0.35114
2017,Pre-primary Level,East,Seldom,0.36438,34,34,0.20018,0.52858
2017,Primary Level,West,Very often,0.04433,60,1001,0.03157,0.05709
2017,Primary Level,West,Often,0.10313,113,1001,0.08428,0.12198
2017,Primary Level,West,Sometimes,0.30855,265,1001,0.27992,0.33718
2017,Primary Level,West,Seldom,0.27744,234,1001,0.24969,0.30519
2017,Primary Level,West,Never,0.26655,329,1001,0.23914,0.29395
2017,Primary Level,East,Sometimes,0.35870,33,70,0.24553,0.47187
2017,Primary Level,East,Never,0.28983,37,70,0.18278,0.39688
2017,Lower Secondary Level,West,Very often,0.02357,72,2687,0.01783,0.02931
2017,Lower Secondary Level,West,Often,0.06166,178,2687,0.05257,0.07076
