year,bula_h,sex,plj0588,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2013,Schleswig-Holstein,male,Selten,0.543640897755611,44486,0.5390122534124248,0.5482695420987972
2013,Schleswig-Holstein,male,Nie,0.26433915211970077,44486,0.2602412275452768,0.26843707669412475
2013,Schleswig-Holstein,male,Manchmal,0.14962593516209477,44486,0.1463111694743361,0.15294070084985345
2013,Schleswig-Holstein,male,Oft,0.03740648379052369,44486,0.035643130624793753,0.03916983695625363
2013,Schleswig-Holstein,male,Sehr oft,0.004987531172069825,44486,0.004332892788734649,0.005642169555405001
2013,Schleswig-Holstein,female,Selten,0.4642857142857143,44486,0.45965120595732195,0.46892022261410665
2013,Schleswig-Holstein,female,Nie,0.24801587301587302,44486,0.24400269460153595,0.2520290514302101
2013,Schleswig-Holstein,female,Manchmal,0.21825396825396826,44486,0.2144154968489375,0.22209243965899902
2013,Schleswig-Holstein,female,Oft,0.06349206349206349,44486,0.06122606380979477,0.0657580631743322
2013,Schleswig-Holstein,female,Sehr oft,0.005952380952380952,44486,0.005237566464117536,0.006667195440644368
2013,Hamburg,male,Nie,0.46368715083798884,44486,0.45905304418965853,0.46832125748631914
2013,Hamburg,male,Selten,0.40782122905027934,44486,0.403254494961345,0.41238796313921366
2013,Hamburg,male,Manchmal,0.11731843575418995,44486,0.11432803390587395,0.12030883760250594
2013,Hamburg,male,Oft,0.0111731843575419,44486,0.010196412827741254,0.012149955887342545
2013,Hamburg,female,Selten,0.39555555555555555,44486,0.3910116810119435,0.4000994300991676
2013,Hamburg,female,Nie,0.38222222222222224,44486,0.37770659065648676,0.3867378537879577
2013,Hamburg,female,Manchmal,0.18666666666666668,44486,0.18304580390415834,0.190287529429175
2013,Hamburg,female,Oft,0.03111111111111111,44486,0.0294977219265586,0.03272450029566362
2013,Hamburg,female,Sehr oft,0.0044444444444444444,44486,0.0038263058167420792,0.005062583072146809
2013,Lower Saxony,male,Selten,0.47770700636942676,44486,0.4730652504696926,0.4823487622691609
2013,Lower Saxony,male,Nie,0.29208371246587805,44486,0.2878581063262561,0.2963093186055
2013,Lower Saxony,male,Manchmal,0.17288444040036396,44486,0.16937041058300506,0.17639847021772287
2013,Lower Saxony,male,Oft,0.047315741583257506,44486,0.04534276599000517,0.049288717176509844
2013,Lower Saxony,male,Sehr oft,0.010009099181073703,44486,0.009084065618281947,0.01093413274386546
2013,Lower Saxony,female,Selten,0.47434944237918214,44486,0.46970918409746354,0.47898970066090074
2013,Lower Saxony,female,Nie,0.2520446096654275,44486,0.2480098195544951,0.25607939977635996
2013,Lower Saxony,female,Manchmal,0.19925650557620816,44486,0.19554459626615922,0.2029684148862571
2013,Lower Saxony,female,Oft,0.055762081784386616,44486,0.05362975088420124,0.057894412684571996
2013,Lower Saxony,female,Sehr oft,0.01858736059479554,44486,0.01733225843128765,0.01984246275830343
2013,Bremen,male,Selten,0.43037974683544306,44486,0.4257786325920201,0.434980861078866
2013,Bremen,male,Nie,0.3291139240506329,44486,0.32474733913572246,0.3334805089655433
2013,Bremen,male,Manchmal,0.189873417721519,44486,0.1862287921510548,0.1935180432919832
2013,Bremen,male,Oft,0.0379746835443038,44486,0.03619851274934648,0.039750854339261114
2013,Bremen,male,Sehr oft,0.012658227848101266,44486,0.01161934972081847,0.013697105975384061
2013,Bremen,female,Selten,0.4368932038834951,44486,0.43228398405449553,0.4415024237124947
2013,Bremen,female,Nie,0.3300970873786408,44486,0.3257271906687621,0.3344669840885195
2013,Bremen,female,Manchmal,0.1650485436893204,44486,0.16159884745827993,0.16849823992036086
2013,Bremen,female,Oft,0.04854368932038835,44486,0.04654656450567196,0.050540814135104736
2013,Bremen,female,Sehr oft,0.019417475728155338,44486,0.018135195775148875,0.0206997556811618
