year,quintil_oecd,sex,plj0588,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2013,1st Quintile,male,Seldom,0.38140020898641586,44486,0.3768864357159954,0.3859139822568363
2013,1st Quintile,male,Never,0.27063740856844304,44486,0.2665087397416658,0.2747660773952203
2013,1st Quintile,male,Sometimes,0.2392894461859979,44486,0.2353246954751433,0.24325419689685251
2013,1st Quintile,male,Often,0.08881922675026123,44486,0.08617559986365439,0.09146285363686807
2013,1st Quintile,male,Very often,0.019853709508881923,44486,0.018557394126535467,0.02115002489122838
2013,1st Quintile,female,Seldom,0.34073107049608353,44486,0.33632672311263057,0.3451354178795365
2013,1st Quintile,female,Sometimes,0.27154046997389036,44486,0.2674074796366725,0.27567346031110823
2013,1st Quintile,female,Never,0.23694516971279372,44486,0.2329938133860391,0.24089652603954834
2013,1st Quintile,female,Often,0.12140992167101827,44486,0.11837488020227147,0.12444496313976508
2013,1st Quintile,female,Very often,0.0293733681462141,44486,0.02780427990265253,0.03094245638977567
2013,2nd Quintile,male,Seldom,0.422680412371134,44486,0.41808992707961207,0.42727089766265597
2013,2nd Quintile,male,Never,0.2931701030927835,44486,0.2889398954281901,0.29740031075737694
2013,2nd Quintile,male,Sometimes,0.21391752577319587,44486,0.2101068532118539,0.21772819833453783
2013,2nd Quintile,male,Often,0.06056701030927835,44486,0.05835036929607024,0.06278365132248646
2013,2nd Quintile,male,Very often,0.009664948453608248,44486,0.008755799090229678,0.010574097816986818
2013,2nd Quintile,female,Seldom,0.3922912205567452,44486,0.38775393155697446,0.39682850955651594
2013,2nd Quintile,female,Never,0.27066381156316915,44486,0.26653501608124186,0.27479260704509645
2013,2nd Quintile,female,Sometimes,0.23126338329764454,44486,0.22734518317330718,0.2351815834219819
2013,2nd Quintile,female,Often,0.08179871520342613,44486,0.07925196363769559,0.08434546676915668
2013,2nd Quintile,female,Very often,0.02398286937901499,44486,0.022561117916104045,0.025404620841925935
2013,3rd Quintile,male,Seldom,0.44565691837625493,44486,0.4410380664997852,0.45027577025272464
2013,3rd Quintile,male,Never,0.3103448275862069,44486,0.3060456771004648,0.314643978071949
2013,3rd Quintile,male,Sometimes,0.19205587079877784,44486,0.1883952996619335,0.19571644193562218
2013,3rd Quintile,male,Often,0.04321257092972501,44486,0.041323026206416036,0.045102115653033986
2013,3rd Quintile,male,Very often,0.008729812309035356,44486,0.00786535635807593,0.009594268259994782
2013,3rd Quintile,female,Seldom,0.43270223752151465,44486,0.4280981401659039,0.4373063348771254
2013,3rd Quintile,female,Never,0.2822719449225473,44486,0.2780892305206447,0.2864546593244499
2013,3rd Quintile,female,Sometimes,0.21927710843373494,44486,0.21543216905262733,0.22312204781484254
2013,3rd Quintile,female,Often,0.055077452667814115,44486,0.05295748410106166,0.05719742123456657
2013,3rd Quintile,female,Very often,0.010671256454388985,44486,0.009716434305578026,0.011626078603199945
2013,4th Quintile,male,Seldom,0.4715775311133535,44486,0.4669386677279198,0.47621639449878717
2013,4th Quintile,male,Never,0.31046081399260006,44486,0.3061612218115424,0.31476040617365775
2013,4th Quintile,male,Sometimes,0.17423477968382106,44486,0.17070993397586492,0.1777596253917772
2013,4th Quintile,male,Often,0.038681466532122434,44486,0.03688950156153905,0.04047343150270582
2013,4th Quintile,male,Very often,0.005045408678102927,44486,0.004387002044639879,0.0057038153115659745
2013,4th Quintile,female,Seldom,0.43534353435343537,44486,0.43073616960962136,0.4399508990972494
2013,4th Quintile,female,Never,0.2982298229822982,44486,0.2939785657668959,0.30248108019770054
2013,4th Quintile,female,Sometimes,0.21302130213021303,44486,0.20921645336987893,0.21682615089054713
2013,4th Quintile,female,Often,0.043504350435043505,44486,0.04160872626975408,0.04539997460033293
2013,4th Quintile,female,Very often,0.009900990099009901,44486,0.008980915547138625,0.010821064650881177
2013,5th Quintile,male,Seldom,0.5039051979531376,44486,0.4992589631881385,0.5085514327181366
2013,5th Quintile,male,Never,0.3199569081605171,44486,0.31562221505606075,0.3242916012649734
2013,5th Quintile,male,Sometimes,0.14597360624831673,44486,0.14269252331638232,0.14925468918025114
2013,5th Quintile,male,Often,0.026663075680043093,44486,0.025166043573095875,0.02816010778699031
2013,5th Quintile,male,Very often,0.0035012119579854563,44486,0.0029523135368589803,0.004050110379111933
2013,5th Quintile,female,Seldom,0.4692693220786072,44486,0.46463172973457945,0.473906914422635
2013,5th Quintile,female,Never,0.3009759957794777,44486,0.2967135745388256,0.3052384170201298
2013,5th Quintile,female,Sometimes,0.18728567660247955,44486,0.1836601956173147,0.1909111575876444
2013,5th Quintile,female,Often,0.03772091796359799,44486,0.03595045827935624,0.03949137764783975
2013,5th Quintile,female,Very often,0.00474808757583751,44486,0.00410927969790106,0.00538689545377396
2017,1st Quintile,male,Seldom,0.3566265060240964,45410,0.352220767566848,0.3610322444813448
