syear,regtyp,sex,plj0588,proportion,n,lower_confidence,upper_confidence
2013,Urban regions,female,4.0,0.1476184848126699,31177,0.1436809328958282,0.1515560367295116
2013,Urban regions,male,4.0,0.13095378796832527,31177,0.12720906772865234,0.1346985082079982
2013,Urban regions,female,5.0,0.10097309222708112,31177,0.09762861623142231,0.10431756822273992
2013,Urban regions,male,5.0,0.09100579127762676,31177,0.08781312163293453,0.09419846092231898
2013,Rural regions,female,4.0,0.08580546034747666,31177,0.08269649641194905,0.08891442428300426
2013,Rural regions,male,4.0,0.07847772130953788,31177,0.0754925791257704,0.08146286349330537
2013,Urban regions,female,3.0,0.07516841980853327,31177,0.0722416541823782,0.07809518543468834
2013,Rural regions,female,5.0,0.054642871213016586,31177,0.052119950413065504,0.05716579201296767
2013,Urban regions,male,3.0,0.048812197139817985,31177,0.04642033455954282,0.05120405972009315
2013,Rural regions,male,5.0,0.048300043336091086,31177,0.04592012149390465,0.050679965178277525
2013,Rural regions,female,3.0,0.043533073316786824,31177,0.041267993278943677,0.04579815335462997
2013,Rural regions,male,3.0,0.032383878974116535,31177,0.03041891364696051,0.034348844301272566
2013,Urban regions,female,2.0,0.02076192727415987,31177,0.019179160634990467,0.022344693913329276
2013,Urban regions,male,2.0,0.012173501950124099,31177,0.01095623169295803,0.013390772207290168
2013,Rural regions,female,2.0,0.011740141039278257,31177,0.010544471556536116,0.012935810522020398
2013,Rural regions,male,2.0,0.007209549698617185,31177,0.006270428215760281,0.008148671181474089
2013,Urban regions,female,1.0,0.004569987787101604,31177,0.0038212981966213363,0.005318677377581871
2013,Rural regions,female,1.0,0.0026395619115155812,31177,0.0020700131590102554,0.003209110664020907
2013,Urban regions,male,1.0,0.0021668045542292086,31177,0.0016506523888984435,0.0026829567195599735
2013,Rural regions,male,1.0,0.0010637040538943388,31177,0.000701862688337019,0.0014255454194516586
2016,Urban regions,male,5.0,0.15490472829922372,27798,0.1506513455126783,0.15915811108576913
2016,Urban regions,female,5.0,0.10444601270289344,27798,0.10085066319877914,0.10804136220700775
2016,Urban regions,male,3.0,0.09597741707833451,27798,0.09251464852502664,0.09944018563164239
2016,Urban regions,male,4.0,0.09139026111503176,27798,0.08800269368331254,0.09477782854675099
2016,Urban regions,female,3.0,0.07586450247000706,27798,0.07275180846439311,0.07897719647562101
2016,Urban regions,female,4.0,0.06280875088214538,27798,0.059956593497188224,0.06566090826710254
2016,Rural regions,male,5.0,0.05857445306986592,27798,0.055813898053641293,0.06133500808609054
2016,Rural regions,male,3.0,0.04940014114326041,27798,0.04685265245839814,0.051947629828122684
2016,Urban regions,male,2.0,0.043754410726887794,27798,0.041349799125068046,0.04615902232870754
2016,Rural regions,female,3.0,0.03669724770642202,27798,0.03448696694614105,0.03890752846670299
2016,Urban regions,female,2.0,0.03634438955539873,27798,0.03414435798706648,0.038544421123730986
2016,Rural regions,male,4.0,0.033168666196189134,27798,0.031063488993318268,0.03527384339906
2016,Rural regions,female,5.0,0.030698659139026113,27798,0.028670797096542036,0.03272652118151019
2016,Urban regions,male,1.0,0.027522935779816515,27798,0.02559968304744128,0.02944618851219175
2016,Rural regions,female,4.0,0.026817219477769938,27798,0.024918095237059748,0.028716343718480128
2016,Rural regions,male,2.0,0.022935779816513763,27798,0.021175962420882988,0.024695597212144538
2016,Rural regions,female,2.0,0.017642907551164433,27798,0.016095270680318102,0.019190544422010763
2016,Urban regions,female,1.0,0.016231474947071278,27798,0.014745967782612559,0.01771698211153
2016,Rural regions,male,1.0,0.010232886379675371,27798,0.009049804284166244,0.011415968475184498
2016,Rural regions,female,1.0,0.0045871559633027525,27798,0.003792786265005954,0.005381525661599551
2017,Urban regions,female,4.0,0.13785534747052786,31140,0.13402623039377065,0.14168446454728506
2017,Urban regions,male,4.0,0.12571246504053527,31140,0.12203021664430087,0.12939471343676967
2017,Urban regions,female,5.0,0.10563953694197614,31140,0.10222551500209434,0.10905355888185794
2017,Urban regions,male,5.0,0.09894856090912309,31140,0.09563208917131102,0.10226503264693515
2017,Rural regions,female,4.0,0.08011470244627748,31140,0.0770994774965642,0.08312992739599076
2017,Urban regions,female,3.0,0.07643289552872871,31140,0.07348188233384428,0.07938390872361314
2017,Rural regions,male,4.0,0.07246787269444543,31140,0.06958826049822647,0.0753474848906644
2017,Urban regions,male,3.0,0.05685559528445499,31140,0.05428358637269886,0.05942760419621112
2017,Rural regions,female,5.0,0.05260735653343718,31140,0.05012773721615123,0.05508697585072313
2017,Rural regions,male,5.0,0.05182851276241725,31140,0.0493663056226443,0.05429071990219019
2017,Rural regions,female,3.0,0.038163344779976634,31140,0.03603534957698985,0.040291339982963414
2017,Rural regions,male,3.0,0.031366162778348146,31140,0.02943015418225376,0.03330217137444253
2017,Urban regions,female,2.0,0.021595213651007188,31140,0.01998072571535675,0.023209701586657625
2017,Urban regions,male,2.0,0.014585619711827804,31140,0.013254035435866804,0.015917203987788803
2017,Rural regions,female,2.0,0.012638510284277977,31140,0.011397764516468418,0.013879256052087535
2017,Rural regions,male,2.0,0.008354869543668354,31140,0.0073438844655787485,0.00936585462175796
2017,Urban regions,female,1.0,0.00594753425142493,31140,0.005093510603269182,0.006801557899580679
2017,Urban regions,male,1.0,0.003540198959181506,31140,0.002880508058354947,0.004199889860008065
2017,Rural regions,female,1.0,0.0031507770736715402,31140,0.002528304325312103,0.0037732498220309774
2017,Rural regions,male,1.0,0.0021949233546925337,31140,0.0016751317011370667,0.0027147150082480007
2018,Urban regions,female,5.0,0.1126005361930295,29779,0.10901023546815763,0.11619083691790136
2018,Urban regions,male,5.0,0.10991957104557641,29779,0.10636691506481985,0.11347222702633297
2018,Urban regions,female,3.0,0.0938337801608579,29779,0.09052182417208192,0.09714573614963389
2018,Rural regions,female,5.0,0.08310991957104558,29779,0.07997456916435047,0.08624526997774068
2018,Urban regions,male,3.0,0.0777479892761394,29779,0.07470661124259843,0.08078936730968038
2018,Rural regions,male,5.0,0.06702412868632708,29779,0.0641839097999908,0.06986434757266337
2018,Rural regions,female,3.0,0.05630026809651475,29779,0.053682246867829804,0.05891828932519969
2018,Rural regions,male,3.0,0.05093833780160858,29779,0.04844103838240144,0.053435637220815714
2018,Urban regions,female,4.0,0.045576407506702415,29779,0.0432075352354441,0.04794527977796073
2018,Rural regions,female,4.0,0.04289544235924933,29779,0.040594073225101675,0.045196811493396986
2018,Urban regions,male,4.0,0.04289544235924933,29779,0.040594073225101675,0.045196811493396986
