"plj0588","year","quintil_oecd","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2013","1 Einkommensschwächstes Quintil","Westdeutschland","69","0.0269186172447846","0.0207083254408651","0.0331289090487042"
"Sehr oft","2013","1 Einkommensschwächstes Quintil","Ostdeutschland","34","0.0277810695549865","0.0182073347097534","0.0373548044002196"
"Sehr oft","2013","2","Westdeutschland","55","0.0132811753254898","0.00953282953165868","0.017029521119321"
"Sehr oft","2013","2","Ostdeutschland","11","","",""
"Sehr oft","2013","3","Westdeutschland","30","0.00915751416426977","0.00602845192487069","0.0122865764036688"
"Sehr oft","2013","3","Ostdeutschland","6","","",""
"Sehr oft","2013","4","Westdeutschland","28","","",""
"Sehr oft","2013","4","Ostdeutschland","3","","",""
"Sehr oft","2013","5 Einkommensstärkstes Quintil","Westdeutschland","23","","",""
"Sehr oft","2013","5 Einkommensstärkstes Quintil","Ostdeutschland","6","","",""
"Oft","2013","1 Einkommensschwächstes Quintil","Westdeutschland","257","0.10551291370203","0.0937246213734749","0.117301206030585"
"Oft","2013","1 Einkommensschwächstes Quintil","Ostdeutschland","118","0.118014992047194","0.0992207822794975","0.136809201814891"
"Oft","2013","2","Westdeutschland","218","0.065121621206771","0.0570424865484533","0.0732007558650887"
"Oft","2013","2","Ostdeutschland","103","0.0888899737217248","0.0739507336641916","0.103829213779258"
"Oft","2013","3","Westdeutschland","147","0.0459810720416045","0.0391010293363742","0.0528611147468349"
"Oft","2013","3","Ostdeutschland","49","0.0409751782213272","0.0297170145068498","0.0522333419358046"
"Oft","2013","4","Westdeutschland","185","0.0406297833564206","0.0348842951531553","0.0463752715596859"
"Oft","2013","4","Ostdeutschland","67","0.0545613756613174","0.0415305483563383","0.0675922029662965"
"Oft","2013","5 Einkommensstärkstes Quintil","Westdeutschland","153","0.0343573526124644","0.0295023667308896","0.0392123384940392"
"Oft","2013","5 Einkommensstärkstes Quintil","Ostdeutschland","20","","",""
"Manchmal","2013","1 Einkommensschwächstes Quintil","Westdeutschland","608","0.232991111508672","0.216769988170551","0.249212234846794"
"Manchmal","2013","1 Einkommensschwächstes Quintil","Ostdeutschland","299","0.277171413342692","0.251096867324162","0.303245959361223"
"Manchmal","2013","2","Westdeutschland","786","0.225949645316354","0.212256124513808","0.239643166118899"
"Manchmal","2013","2","Ostdeutschland","337","0.245327553162396","0.222740003789598","0.267915102535193"
"Manchmal","2013","3","Westdeutschland","734","0.225459418146837","0.211732299997089","0.239186536296585"
"Manchmal","2013","3","Ostdeutschland","252","0.235052283993972","0.21097040753116","0.259134160456783"
"Manchmal","2013","4","Westdeutschland","832","0.190961179867806","0.179522687330372","0.202399672405241"
"Manchmal","2013","4","Ostdeutschland","218","0.22303939846468","0.199155624408477","0.246923172520883"
"Manchmal","2013","5 Einkommensstärkstes Quintil","Westdeutschland","875","0.170207609638199","0.160190461037094","0.180224758239304"
"Manchmal","2013","5 Einkommensstärkstes Quintil","Ostdeutschland","133","0.175963391995619","0.149642264908616","0.202284519082622"
"Selten","2013","1 Einkommensschwächstes Quintil","Westdeutschland","965","0.363569737866999","0.345111921284142","0.382027554449855"
"Selten","2013","1 Einkommensschwächstes Quintil","Ostdeutschland","412","0.334661660568343","0.30717328135925","0.362150039777436"
"Selten","2013","2","Westdeutschland","1512","0.399575737929054","0.383537621625636","0.415613854232473"
"Selten","2013","2","Ostdeutschland","589","0.41803380161442","0.392141462620906","0.443926140607934"
"Selten","2013","3","Westdeutschland","1573","0.426134240819529","0.409889923505708","0.44237855813335"
"Selten","2013","3","Ostdeutschland","545","0.450773880927342","0.422515506620753","0.479032255233931"
"Selten","2013","4","Westdeutschland","2106","0.474177730581815","0.459646525483718","0.488708935679913"
"Selten","2013","4","Ostdeutschland","539","0.457327229681478","0.428745058989692","0.485909400373264"
"Selten","2013","5 Einkommensstärkstes Quintil","Westdeutschland","2554","0.474475158299582","0.461165304932125","0.487785011667039"
"Selten","2013","5 Einkommensstärkstes Quintil","Ostdeutschland","446","0.541800319421613","0.507360006713888","0.576240632129338"
"Nie","2013","1 Einkommensschwächstes Quintil","Westdeutschland","710","0.271007619677514","0.253952165190697","0.288063074164332"
"Nie","2013","1 Einkommensschwächstes Quintil","Ostdeutschland","269","0.242370864486784","0.217408057581326","0.267333671392243"
"Nie","2013","2","Westdeutschland","1012","0.296071820222331","0.281123671866446","0.311019968578216"
"Nie","2013","2","Ostdeutschland","354","0.241005570534428","0.218553854598333","0.263457286470523"
"Nie","2013","3","Westdeutschland","1076","0.293267754827759","0.278312882745886","0.308222626909632"
"Nie","2013","3","Ostdeutschland","339","0.268521356593182","0.243351400846835","0.293691312339528"
"Nie","2013","4","Westdeutschland","1385","0.287484445029121","0.274313530889232","0.30065535916901"
"Nie","2013","4","Ostdeutschland","340","0.261825625357928","0.23660253938707","0.287048711328787"
"Nie","2013","5 Einkommensstärkstes Quintil","Westdeutschland","1802","0.316471039955888","0.304074075581487","0.32886800433029"
"Nie","2013","5 Einkommensstärkstes Quintil","Ostdeutschland","199","0.245256070076739","0.215516837073396","0.274995303080083"
"Sehr oft","2014","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Sehr oft","2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Sehr oft","2014","2","Westdeutschland","","","",""
"Sehr oft","2014","2","Ostdeutschland","","","",""
"Sehr oft","2014","3","Westdeutschland","","","",""
"Sehr oft","2014","3","Ostdeutschland","","","",""
"Sehr oft","2014","4","Westdeutschland","","","",""
"Sehr oft","2014","4","Ostdeutschland","","","",""
"Sehr oft","2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Sehr oft","2014","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Oft","2014","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Oft","2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Oft","2014","2","Westdeutschland","","","",""
"Oft","2014","2","Ostdeutschland","","","",""
"Oft","2014","3","Westdeutschland","","","",""
"Oft","2014","3","Ostdeutschland","","","",""
"Oft","2014","4","Westdeutschland","","","",""
"Oft","2014","4","Ostdeutschland","","","",""
"Oft","2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Oft","2014","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Manchmal","2014","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Manchmal","2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Manchmal","2014","2","Westdeutschland","","","",""
"Manchmal","2014","2","Ostdeutschland","","","",""
"Manchmal","2014","3","Westdeutschland","","","",""
"Manchmal","2014","3","Ostdeutschland","","","",""
"Manchmal","2014","4","Westdeutschland","","","",""
"Manchmal","2014","4","Ostdeutschland","","","",""
"Manchmal","2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Manchmal","2014","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Selten","2014","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Selten","2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Selten","2014","2","Westdeutschland","","","",""
"Selten","2014","2","Ostdeutschland","","","",""
"Selten","2014","3","Westdeutschland","","","",""
"Selten","2014","3","Ostdeutschland","","","",""
"Selten","2014","4","Westdeutschland","","","",""
"Selten","2014","4","Ostdeutschland","","","",""
"Selten","2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Selten","2014","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
