"hgeqpsol","year","hhtyp","quintil","n","percent","lower_confidence","upper_confidence"
"Ja","2007","1-Pers.- Haushalt","1","","","",""
"Ja","2007","1-Pers.- Haushalt","2","","","",""
"Ja","2007","1-Pers.- Haushalt","3","","","",""
"Ja","2007","1-Pers.- Haushalt","4","","","",""
"Ja","2007","1-Pers.- Haushalt","5","","","",""
"Ja","2007","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Ja","2007","(Ehe-)Paar ohne Kind(er)","2","30","0.0314696285110034","0.021964718261494","0.0409745387605128"
"Ja","2007","(Ehe-)Paar ohne Kind(er)","3","46","0.0302704461108819","0.0216402655938296","0.0389006266279341"
"Ja","2007","(Ehe-)Paar ohne Kind(er)","4","102","0.0472898175276005","0.0374950519338451","0.0570845831213559"
"Ja","2007","(Ehe-)Paar ohne Kind(er)","5","158","0.0585912320122309","0.0486032840885129","0.068579179935949"
"Ja","2007","Alleinerziehende","1","","","",""
"Ja","2007","Alleinerziehende","2","","","",""
"Ja","2007","Alleinerziehende","3","","","",""
"Ja","2007","Alleinerziehende","4","","","",""
"Ja","2007","Alleinerziehende","5","","","",""
"Ja","2007","Paar mit Kind(ern)","1","119","0.0446451343520871","0.0360811486478489","0.0532091200563253"
"Ja","2007","Paar mit Kind(ern)","2","219","0.074276445634164","0.0645863193121647","0.0839665719561633"
"Ja","2007","Paar mit Kind(ern)","3","254","0.0838505884100112","0.0738472049827942","0.0938539718372281"
"Ja","2007","Paar mit Kind(ern)","4","262","0.0839722446672864","0.0736717593133789","0.0942727300211938"
"Ja","2007","Paar mit Kind(ern)","5","234","0.106716335671523","0.0933476946994723","0.120084976643574"
"Ja","2007","Sonstige","1","","","",""
"Ja","2007","Sonstige","2","","","",""
"Ja","2007","Sonstige","3","","","",""
"Ja","2007","Sonstige","4","","","",""
"Ja","2007","Sonstige","5","","","",""
"Nein","2007","1-Pers.- Haushalt","1","719","0.994806454136857","0.989570689799988","1.00004221847373"
"Nein","2007","1-Pers.- Haushalt","2","537","0.989632080223207","0.981120085655809","0.998144074790604"
"Nein","2007","1-Pers.- Haushalt","3","565","0.991922280238959","0.984586719956679","0.999257840521239"
"Nein","2007","1-Pers.- Haushalt","4","687","0.993045213287424","0.986871166870089","0.999219259704759"
"Nein","2007","1-Pers.- Haushalt","5","478","0.978239991080414","0.965361147383558","0.99111883477727"
"Nein","2007","(Ehe-)Paar ohne Kind(er)","1","766","0.983203491739784","0.974196579637175","0.992210403842393"
"Nein","2007","(Ehe-)Paar ohne Kind(er)","2","1266","0.968530371488997","0.959025461239487","0.978035281738506"
