"plh0110","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr wichtig","1990","(noch) kein Abschluss","männlich","15","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","weiblich","25","","",""
"Sehr wichtig","1990","Hauptschule","männlich","719","0.357782953948669","0.336097591180644","0.379468316716693"
"Sehr wichtig","1990","Hauptschule","weiblich","998","0.428357044134078","0.407551282791463","0.449162805476693"
"Sehr wichtig","1990","Realschule","männlich","175","0.279014470521074","0.243126483116646","0.314902457925501"
"Sehr wichtig","1990","Realschule","weiblich","399","0.412071333459054","0.380021002992033","0.444121663926074"
"Sehr wichtig","1990","(Fach-)Abitur","männlich","67","0.204627227516203","0.160631155945515","0.248623299086891"
"Sehr wichtig","1990","(Fach-)Abitur","weiblich","90","0.343849006408345","0.283376258959733","0.404321753856957"
"Sehr wichtig","1990","AkademikerIn","männlich","171","0.359270786231873","0.314079743947843","0.404461828515904"
"Sehr wichtig","1990","AkademikerIn","weiblich","87","0.389680911349255","0.324493774873353","0.454868047825157"
"Wichtig","1990","(noch) kein Abschluss","männlich","30","0.356044803946569","0.254845152338517","0.457244455554621"
"Wichtig","1990","(noch) kein Abschluss","weiblich","26","","",""
"Wichtig","1990","Hauptschule","männlich","812","0.439032991084953","0.41658212014661","0.461483862023295"
"Wichtig","1990","Hauptschule","weiblich","860","0.405766189751703","0.385120241453354","0.426412138050052"
"Wichtig","1990","Realschule","männlich","257","0.425745635706891","0.38618167877446","0.465309592639321"
"Wichtig","1990","Realschule","weiblich","328","0.370103602590855","0.338663771026049","0.401543434155662"
"Wichtig","1990","(Fach-)Abitur","männlich","128","0.378675933896645","0.325777870801156","0.431573996992133"
"Wichtig","1990","(Fach-)Abitur","weiblich","83","0.336668675358685","0.276504145630832","0.396833205086538"
"Wichtig","1990","AkademikerIn","männlich","162","0.376490170651098","0.330854691361106","0.422125649941089"
"Wichtig","1990","AkademikerIn","weiblich","67","0.311291846549249","0.249400440921182","0.373183252177317"
"Weniger wichtig","1990","(noch) kein Abschluss","männlich","32","0.374774970913863","0.272468681660733","0.477081260166993"
"Weniger wichtig","1990","(noch) kein Abschluss","weiblich","17","","",""
"Weniger wichtig","1990","Hauptschule","männlich","237","0.132858395822529","0.117503196134543","0.148213595510515"
"Weniger wichtig","1990","Hauptschule","weiblich","203","0.101383002053506","0.0886922278830736","0.114073776223939"
"Weniger wichtig","1990","Realschule","männlich","129","0.227388017315609","0.193850031785456","0.260926002845762"
"Weniger wichtig","1990","Realschule","weiblich","124","0.138128928002517","0.115661804897759","0.160596051107276"
"Weniger wichtig","1990","(Fach-)Abitur","männlich","97","0.310900818485371","0.260423226417697","0.361378410553044"
"Weniger wichtig","1990","(Fach-)Abitur","weiblich","51","0.26000818437605","0.204163622824143","0.315852745927956"
"Weniger wichtig","1990","AkademikerIn","männlich","66","0.174710771856617","0.138945043612548","0.210476500100687"
"Weniger wichtig","1990","AkademikerIn","weiblich","38","0.186919094547704","0.134808914174795","0.239029274920612"
"Ganz unwichtig","1990","(noch) kein Abschluss","männlich","9","","",""
"Ganz unwichtig","1990","(noch) kein Abschluss","weiblich","11","","",""
"Ganz unwichtig","1990","Hauptschule","männlich","109","0.0703256591438502","0.0587581917852647","0.0818931265024356"
"Ganz unwichtig","1990","Hauptschule","weiblich","112","0.0644937640607125","0.0541661396945384","0.0748213884268866"
"Ganz unwichtig","1990","Realschule","männlich","39","0.0678518764564264","0.0477287312056421","0.0879750217072107"
"Ganz unwichtig","1990","Realschule","weiblich","55","0.0796961359475735","0.0620614289776544","0.0973308429174926"
"Ganz unwichtig","1990","(Fach-)Abitur","männlich","31","0.105796020101782","0.0722531829039849","0.139338857299578"
"Ganz unwichtig","1990","(Fach-)Abitur","weiblich","13","","",""
"Ganz unwichtig","1990","AkademikerIn","männlich","34","0.0895282712604117","0.0626366197476197","0.116419922773204"
"Ganz unwichtig","1990","AkademikerIn","weiblich","23","","",""
"Sehr wichtig","1991","(noch) kein Abschluss","männlich","","","",""
"Sehr wichtig","1991","(noch) kein Abschluss","weiblich","","","",""
"Sehr wichtig","1991","Hauptschule","männlich","","","",""
"Sehr wichtig","1991","Hauptschule","weiblich","","","",""
"Sehr wichtig","1991","Realschule","männlich","","","",""
"Sehr wichtig","1991","Realschule","weiblich","","","",""
"Sehr wichtig","1991","(Fach-)Abitur","männlich","","","",""
"Sehr wichtig","1991","(Fach-)Abitur","weiblich","","","",""
"Sehr wichtig","1991","AkademikerIn","männlich","","","",""
"Sehr wichtig","1991","AkademikerIn","weiblich","","","",""
"Wichtig","1991","(noch) kein Abschluss","männlich","","","",""
"Wichtig","1991","(noch) kein Abschluss","weiblich","","","",""
"Wichtig","1991","Hauptschule","männlich","","","",""
"Wichtig","1991","Hauptschule","weiblich","","","",""
"Wichtig","1991","Realschule","männlich","","","",""
"Wichtig","1991","Realschule","weiblich","","","",""
"Wichtig","1991","(Fach-)Abitur","männlich","","","",""
"Wichtig","1991","(Fach-)Abitur","weiblich","","","",""
"Wichtig","1991","AkademikerIn","männlich","","","",""
"Wichtig","1991","AkademikerIn","weiblich","","","",""
"Weniger wichtig","1991","(noch) kein Abschluss","männlich","","","",""
"Weniger wichtig","1991","(noch) kein Abschluss","weiblich","","","",""
"Weniger wichtig","1991","Hauptschule","männlich","","","",""
"Weniger wichtig","1991","Hauptschule","weiblich","","","",""
"Weniger wichtig","1991","Realschule","männlich","","","",""
"Weniger wichtig","1991","Realschule","weiblich","","","",""
"Weniger wichtig","1991","(Fach-)Abitur","männlich","","","",""
"Weniger wichtig","1991","(Fach-)Abitur","weiblich","","","",""
"Weniger wichtig","1991","AkademikerIn","männlich","","","",""
"Weniger wichtig","1991","AkademikerIn","weiblich","","","",""
"Ganz unwichtig","1991","(noch) kein Abschluss","männlich","","","",""
"Ganz unwichtig","1991","(noch) kein Abschluss","weiblich","","","",""
"Ganz unwichtig","1991","Hauptschule","männlich","","","",""
"Ganz unwichtig","1991","Hauptschule","weiblich","","","",""
"Ganz unwichtig","1991","Realschule","männlich","","","",""
"Ganz unwichtig","1991","Realschule","weiblich","","","",""
"Ganz unwichtig","1991","(Fach-)Abitur","männlich","","","",""
"Ganz unwichtig","1991","(Fach-)Abitur","weiblich","","","",""
"Ganz unwichtig","1991","AkademikerIn","männlich","","","",""
"Ganz unwichtig","1991","AkademikerIn","weiblich","","","",""
"Sehr wichtig","1992","(noch) kein Abschluss","männlich","17","","",""
"Sehr wichtig","1992","(noch) kein Abschluss","weiblich","38","0.329301187048729","0.246915171122748","0.411687202974711"
"Sehr wichtig","1992","Hauptschule","männlich","951","0.36359485720593","0.344377850041811","0.38281186437005"
"Sehr wichtig","1992","Hauptschule","weiblich","1361","0.451251444540402","0.43283947468164","0.469663414399164"
