year,bula_h,pgisced97,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Upper Secondary Level,Very important,0.47110,73,125,0.38324,0.55896
1990,Schleswig-Holstein,Upper Secondary Level,Important,0.34311,52,125,0.25954,0.42667
1990,Lower Saxony,Lower Secondary Level,Very important,0.39561,81,151,0.31736,0.47386
1990,Lower Saxony,Lower Secondary Level,Important,0.38833,70,151,0.31033,0.46632
1990,Lower Saxony,Upper Secondary Level,Very important,0.39476,191,430,0.34851,0.44102
1990,Lower Saxony,Upper Secondary Level,Important,0.41616,180,430,0.36951,0.46280
1990,Lower Saxony,Upper Secondary Level,Less important,0.12738,59,430,0.09583,0.15893
1990,Lower Saxony,First Stage of Tertiary Education,Very important,0.54882,37,37,0.38627,0.71138
1990,North Rhine-Westphalia,Lower Secondary Level,Very important,0.38202,149,358,0.33161,0.43242
1990,North Rhine-Westphalia,Lower Secondary Level,Important,0.39608,153,358,0.34535,0.44682
1990,North Rhine-Westphalia,Lower Secondary Level,Less important,0.15316,56,358,0.11580,0.19051
1990,North Rhine-Westphalia,Upper Secondary Level,Very important,0.39192,447,1054,0.36243,0.42141
1990,North Rhine-Westphalia,Upper Secondary Level,Important,0.42370,432,1054,0.39385,0.45354
1990,North Rhine-Westphalia,Upper Secondary Level,Less important,0.14286,139,1054,0.12172,0.16400
1990,North Rhine-Westphalia,Upper Secondary Level,Unimportant,0.04152,36,1054,0.02947,0.05357
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Very important,0.44742,59,103,0.35093,0.54392
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Important,0.34877,44,103,0.25628,0.44126
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Very important,0.39769,78,178,0.32558,0.46979
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Important,0.35458,69,178,0.28410,0.42505
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Less important,0.18130,31,178,0.12454,0.23806
1990,Hesse,Lower Secondary Level,Very important,0.31325,49,119,0.22956,0.39694
1990,Hesse,Lower Secondary Level,Important,0.45049,70,119,0.36072,0.54026
1990,Hesse,Upper Secondary Level,Very important,0.30619,115,326,0.25608,0.35630
1990,Hesse,Upper Secondary Level,Important,0.41791,148,326,0.36429,0.47154
1990,Hesse,Upper Secondary Level,Less important,0.17785,63,326,0.13627,0.21942
1990,Hesse,Second Stage of Tertiary Education,Important,0.41362,31,31,0.23738,0.58985
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very important,0.33303,66,144,0.25579,0.41028
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Important,0.47601,78,144,0.39415,0.55787
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very important,0.38875,127,274,0.33093,0.44658
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Important,0.40663,112,274,0.34836,0.46490
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Less important,0.14446,35,274,0.10275,0.18616
1990,Baden-Wuerttemberg,Lower Secondary Level,Very important,0.41544,124,243,0.35335,0.47753
1990,Baden-Wuerttemberg,Lower Secondary Level,Important,0.40614,119,243,0.34426,0.46802
1990,Baden-Wuerttemberg,Upper Secondary Level,Very important,0.38354,243,569,0.34356,0.42353
1990,Baden-Wuerttemberg,Upper Secondary Level,Important,0.38507,233,569,0.34505,0.42509
1990,Baden-Wuerttemberg,Upper Secondary Level,Less important,0.16773,93,569,0.13700,0.19845
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,Very important,0.52816,51,84,0.42076,0.63556
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,Important,0.33711,33,84,0.23541,0.43882
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very important,0.49226,49,81,0.38271,0.60182
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,Important,0.37977,32,81,0.27341,0.48612
1990,Bavaria,Lower Secondary Level,Very important,0.31454,91,253,0.25721,0.37188
1990,Bavaria,Lower Secondary Level,Important,0.50444,129,253,0.44271,0.56617
1990,Bavaria,Lower Secondary Level,Less important,0.12662,33,253,0.08556,0.16768
1990,Bavaria,Upper Secondary Level,Very important,0.37235,278,702,0.33657,0.40814
1990,Bavaria,Upper Secondary Level,Important,0.41755,293,702,0.38104,0.45405
1990,Bavaria,Upper Secondary Level,Less important,0.13887,92,702,0.11327,0.16447
1990,Bavaria,Upper Secondary Level,Unimportant,0.07123,39,702,0.05219,0.09027
1990,Bavaria,First Stage of Tertiary Education,Very important,0.42496,38,78,0.31455,0.53538
1990,Bavaria,First Stage of Tertiary Education,Important,0.44046,40,78,0.32958,0.55135
1990,Bavaria,Second Stage of Tertiary Education,Very important,0.31292,39,80,0.21067,0.41517
1990,Bavaria,Second Stage of Tertiary Education,Important,0.32859,41,80,0.22502,0.43217
1990,Berlin,Upper Secondary Level,Very important,0.29880,34,78,0.19656,0.40104
1990,Berlin,Upper Secondary Level,Important,0.41483,44,78,0.30478,0.52488
1992,Schleswig-Holstein,Upper Secondary Level,Very important,0.43815,66,123,0.35011,0.52619
1992,Schleswig-Holstein,Upper Secondary Level,Important,0.39489,57,123,0.30814,0.48163
1992,Hamburg,Upper Secondary Level,Important,0.36747,32,32,0.19776,0.53719
1992,Lower Saxony,Lower Secondary Level,Very important,0.38492,72,140,0.30403,0.46581
1992,Lower Saxony,Lower Secondary Level,Important,0.40936,68,140,0.32762,0.49111
1992,Lower Saxony,Upper Secondary Level,Very important,0.40477,190,430,0.35832,0.45122
1992,Lower Saxony,Upper Secondary Level,Important,0.38344,167,430,0.33743,0.42945
1992,Lower Saxony,Upper Secondary Level,Less important,0.16287,73,430,0.12793,0.19782
1992,Lower Saxony,First Stage of Tertiary Education,Very important,0.54619,41,41,0.39190,0.70048
1992,Lower Saxony,Second Stage of Tertiary Education,Very important,0.41630,38,38,0.25746,0.57514
1992,North Rhine-Westphalia,Lower Secondary Level,Very important,0.36886,135,328,0.31656,0.42116
1992,North Rhine-Westphalia,Lower Secondary Level,Important,0.45520,150,328,0.40122,0.50918
1992,North Rhine-Westphalia,Lower Secondary Level,Less important,0.10381,43,328,0.07075,0.13687
1992,North Rhine-Westphalia,Upper Secondary Level,Very important,0.41404,466,1050,0.38423,0.44385
