year,pgisced97,regtyp,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Pre-primary Level,Urban regions,Less important,0.41111,32,32,0.23790,0.58432
1990,Lower Secondary Level,Urban regions,Very important,0.35356,433,1171,0.32617,0.38096
1990,Lower Secondary Level,Urban regions,Important,0.42788,495,1171,0.39953,0.45623
1990,Lower Secondary Level,Urban regions,Less important,0.13233,155,1171,0.11291,0.15174
1990,Lower Secondary Level,Urban regions,Unimportant,0.08623,88,1171,0.07015,0.10231
1990,Lower Secondary Level,Rural regions,Very important,0.39529,180,405,0.34761,0.44296
1990,Lower Secondary Level,Rural regions,Important,0.42409,175,405,0.37590,0.47228
1990,Lower Secondary Level,Rural regions,Less important,0.12166,50,405,0.08978,0.15354
1990,Upper Secondary Level,Urban regions,Very important,0.36746,1152,2906,0.34993,0.38499
1990,Upper Secondary Level,Urban regions,Important,0.40839,1170,2906,0.39051,0.42626
1990,Upper Secondary Level,Urban regions,Less important,0.15449,426,2906,0.14135,0.16763
1990,Upper Secondary Level,Urban regions,Unimportant,0.06967,158,2906,0.06041,0.07893
1990,Upper Secondary Level,Rural regions,Very important,0.40655,396,925,0.37488,0.43822
1990,Upper Secondary Level,Rural regions,Important,0.41338,373,925,0.38163,0.44513
1990,Upper Secondary Level,Rural regions,Less important,0.12390,109,925,0.10266,0.14514
1990,Upper Secondary Level,Rural regions,Unimportant,0.05616,47,925,0.04132,0.07101
1990,Post-secondary Non-tertiary Level,Urban regions,Very important,0.25327,50,156,0.18481,0.32173
1990,Post-secondary Non-tertiary Level,Urban regions,Important,0.36569,64,156,0.28987,0.44151
1990,Post-secondary Non-tertiary Level,Urban regions,Less important,0.29035,42,156,0.21889,0.36181
1990,First Stage of Tertiary Education,Urban regions,Very important,0.44899,177,363,0.39775,0.50023
1990,First Stage of Tertiary Education,Urban regions,Important,0.36195,139,363,0.31245,0.41146
1990,First Stage of Tertiary Education,Urban regions,Less important,0.12955,47,363,0.09496,0.16415
1990,First Stage of Tertiary Education,Rural regions,Very important,0.42754,51,103,0.33153,0.52355
1990,First Stage of Tertiary Education,Rural regions,Important,0.42796,52,103,0.33194,0.52398
1990,Second Stage of Tertiary Education,Urban regions,Very important,0.37185,221,550,0.33142,0.41227
1990,Second Stage of Tertiary Education,Urban regions,Important,0.35114,193,550,0.31121,0.39107
1990,Second Stage of Tertiary Education,Urban regions,Less important,0.17534,86,550,0.14353,0.20715
1990,Second Stage of Tertiary Education,Urban regions,Unimportant,0.10167,50,550,0.07639,0.12695
1990,Second Stage of Tertiary Education,Rural regions,Very important,0.35605,37,73,0.24545,0.46666
1990,Second Stage of Tertiary Education,Rural regions,Important,0.37413,36,73,0.26236,0.48591
1992,Lower Secondary Level,Urban regions,Very important,0.35878,441,1183,0.33144,0.38613
1992,Lower Secondary Level,Urban regions,Important,0.43658,492,1183,0.40830,0.46485
1992,Lower Secondary Level,Urban regions,Less important,0.10921,149,1183,0.09143,0.12699
1992,Lower Secondary Level,Urban regions,Unimportant,0.09543,101,1183,0.07868,0.11218
1992,Lower Secondary Level,Rural regions,Very important,0.36779,261,704,0.33215,0.40344
1992,Lower Secondary Level,Rural regions,Important,0.42713,289,704,0.39056,0.46370
1992,Lower Secondary Level,Rural regions,Less important,0.11609,87,704,0.09241,0.13977
1992,Lower Secondary Level,Rural regions,Unimportant,0.08899,67,704,0.06794,0.11004
1992,Upper Secondary Level,No answer / don't know,Very important,0.66573,44,44,0.52473,0.80673
1992,Upper Secondary Level,Urban regions,Very important,0.40656,1592,3547,0.39039,0.42273
1992,Upper Secondary Level,Urban regions,Important,0.35722,1235,3547,0.34145,0.37299
1992,Upper Secondary Level,Urban regions,Less important,0.14781,475,3547,0.13612,0.15949
1992,Upper Secondary Level,Urban regions,Unimportant,0.08841,245,3547,0.07907,0.09776
1992,Upper Secondary Level,Rural regions,Very important,0.45703,1199,2358,0.43692,0.47715
1992,Upper Secondary Level,Rural regions,Important,0.36995,799,2358,0.35046,0.38945
1992,Upper Secondary Level,Rural regions,Less important,0.11501,245,2358,0.10213,0.12789
1992,Upper Secondary Level,Rural regions,Unimportant,0.05800,115,2358,0.04857,0.06744
1992,Post-secondary Non-tertiary Level,Urban regions,Very important,0.33763,85,195,0.27109,0.40418
1992,Post-secondary Non-tertiary Level,Urban regions,Important,0.38682,74,195,0.31829,0.45535
1992,Post-secondary Non-tertiary Level,Urban regions,Less important,0.18670,36,195,0.13187,0.24154
1992,Post-secondary Non-tertiary Level,Rural regions,Very important,0.41145,36,36,0.24842,0.57448
1992,First Stage of Tertiary Education,Urban regions,Very important,0.47504,231,425,0.42750,0.52257
1992,First Stage of Tertiary Education,Urban regions,Important,0.30934,138,425,0.26534,0.35334
1992,First Stage of Tertiary Education,Urban regions,Less important,0.14488,56,425,0.11137,0.17838
