year,quintil_oecd,sampreg,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,West,Very important,0.35601,434,1092,0.32760,0.38442
1990,1st Quintile,West,Important,0.42981,459,1092,0.40044,0.45919
1990,1st Quintile,West,Less important,0.13032,123,1092,0.11035,0.15030
1990,1st Quintile,West,Unimportant,0.08385,76,1092,0.06741,0.10030
1990,2nd Quintile,West,Very important,0.44005,613,1335,0.41341,0.46669
1990,2nd Quintile,West,Important,0.37780,507,1335,0.35178,0.40382
1990,2nd Quintile,West,Less important,0.12661,157,1335,0.10877,0.14446
1990,2nd Quintile,West,Unimportant,0.05554,58,1335,0.04325,0.06783
1990,3rd Quintile,West,Very important,0.38129,560,1376,0.35561,0.40696
1990,3rd Quintile,West,Important,0.40287,553,1376,0.37694,0.42879
1990,3rd Quintile,West,Less important,0.15123,191,1376,0.13230,0.17017
1990,3rd Quintile,West,Unimportant,0.06461,72,1376,0.05162,0.07761
1990,4th Quintile,West,Very important,0.35004,588,1573,0.32646,0.37362
1990,4th Quintile,West,Important,0.40442,627,1573,0.38015,0.42868
1990,4th Quintile,West,Less important,0.17194,263,1573,0.15329,0.19059
1990,4th Quintile,West,Unimportant,0.07360,95,1573,0.06070,0.08651
1990,5th Quintile,West,Very important,0.33659,580,1651,0.31379,0.35939
1990,5th Quintile,West,Important,0.39501,644,1651,0.37142,0.41860
1990,5th Quintile,West,Less important,0.17744,288,1651,0.15900,0.19587
1990,5th Quintile,West,Unimportant,0.09097,139,1651,0.07709,0.10484
1992,1st Quintile,West,Very important,0.39121,288,668,0.35417,0.42825
1992,1st Quintile,West,Important,0.39590,248,668,0.35879,0.43301
1992,1st Quintile,West,Less important,0.11194,74,668,0.08801,0.13587
1992,1st Quintile,West,Unimportant,0.10095,58,668,0.07809,0.12381
1992,1st Quintile,East,Very important,0.46758,819,1558,0.44280,0.49237
1992,1st Quintile,East,Important,0.31927,471,1558,0.29611,0.34243
1992,1st Quintile,East,Less important,0.10567,143,1558,0.09040,0.12094
1992,1st Quintile,East,Unimportant,0.10748,125,1558,0.09209,0.12286
1992,2nd Quintile,West,Very important,0.41954,501,1065,0.38989,0.44919
1992,2nd Quintile,West,Important,0.38032,387,1065,0.35115,0.40949
1992,2nd Quintile,West,Less important,0.11261,103,1065,0.09362,0.13161
1992,2nd Quintile,West,Unimportant,0.08753,74,1065,0.07055,0.10451
1992,2nd Quintile,East,Very important,0.53740,681,1193,0.50909,0.56570
1992,2nd Quintile,East,Important,0.29089,342,1193,0.26510,0.31667
1992,2nd Quintile,East,Less important,0.10303,110,1193,0.08577,0.12029
1992,2nd Quintile,East,Unimportant,0.06869,60,1193,0.05433,0.08305
1992,3rd Quintile,West,Very important,0.39913,589,1382,0.37330,0.42496
1992,3rd Quintile,West,Important,0.39559,523,1382,0.36980,0.42138
1992,3rd Quintile,West,Less important,0.12982,184,1382,0.11209,0.14755
1992,3rd Quintile,West,Unimportant,0.07546,86,1382,0.06153,0.08939
1992,3rd Quintile,East,Very important,0.53610,400,679,0.49856,0.57363
1992,3rd Quintile,East,Important,0.32882,219,679,0.29346,0.36418
1992,3rd Quintile,East,Less important,0.09639,60,679,0.07417,0.11860
1992,4th Quintile,West,Very important,0.41210,784,1769,0.38915,0.43504
1992,4th Quintile,West,Important,0.36457,634,1769,0.34214,0.38701
1992,4th Quintile,West,Less important,0.15545,253,1769,0.13856,0.17234
