year,bula_h,migback,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,No migration background,Very important,0.43466,110,231,0.37060,0.49873
1990,Schleswig-Holstein,No migration background,Important,0.33419,82,231,0.27323,0.39515
1990,Schleswig-Holstein,No migration background,Less important,0.18039,39,231,0.13069,0.23008
1990,Hamburg,No migration background,Important,0.44917,49,49,0.30845,0.58988
1990,Lower Saxony,No migration background,Very important,0.40666,339,794,0.37247,0.44085
1990,Lower Saxony,No migration background,Important,0.38578,295,794,0.35190,0.41966
1990,Lower Saxony,No migration background,Less important,0.13157,107,794,0.10804,0.15510
1990,Lower Saxony,No migration background,Unimportant,0.07599,53,794,0.05755,0.09444
1990,Bremen,No migration background,Very important,0.36847,31,62,0.24741,0.48953
1990,Bremen,No migration background,Important,0.39808,31,62,0.27524,0.52092
1990,North Rhine-Westphalia,No migration background,Very important,0.38522,724,1785,0.36264,0.40781
1990,North Rhine-Westphalia,No migration background,Important,0.39646,705,1785,0.37376,0.41916
1990,North Rhine-Westphalia,No migration background,Less important,0.16471,277,1785,0.14749,0.18192
1990,North Rhine-Westphalia,No migration background,Unimportant,0.05361,79,1785,0.04316,0.06407
1990,North Rhine-Westphalia,Direct migration background,Very important,0.38383,47,85,0.27983,0.48783
1990,North Rhine-Westphalia,Direct migration background,Important,0.42622,38,85,0.32047,0.53198
1990,Hesse,No migration background,Very important,0.30132,191,598,0.26451,0.33813
1990,Hesse,No migration background,Important,0.42542,255,598,0.38576,0.46508
1990,Hesse,No migration background,Less important,0.17777,105,598,0.14710,0.20843
1990,Hesse,No migration background,Unimportant,0.09549,47,598,0.07192,0.11907
1990,"Rhineland-Palatinate, Saarland",No migration background,Very important,0.36185,221,536,0.32113,0.40257
1990,"Rhineland-Palatinate, Saarland",No migration background,Important,0.42068,215,536,0.37885,0.46252
1990,"Rhineland-Palatinate, Saarland",No migration background,Less important,0.13879,65,536,0.10950,0.16809
1990,"Rhineland-Palatinate, Saarland",No migration background,Unimportant,0.07868,35,536,0.05586,0.10149
1990,Baden-Wuerttemberg,No migration background,Very important,0.40604,427,1015,0.37582,0.43627
1990,Baden-Wuerttemberg,No migration background,Important,0.38169,395,1015,0.35178,0.41159
1990,Baden-Wuerttemberg,No migration background,Less important,0.14164,136,1015,0.12018,0.16311
1990,Baden-Wuerttemberg,No migration background,Unimportant,0.07063,57,1015,0.05486,0.08640
1990,Baden-Wuerttemberg,Direct migration background,Very important,0.44211,59,101,0.34477,0.53945
1990,Baden-Wuerttemberg,Direct migration background,Important,0.41414,42,101,0.31760,0.51069
1990,Bavaria,No migration background,Very important,0.34936,431,1166,0.32198,0.37674
1990,Bavaria,No migration background,Important,0.42700,497,1166,0.39860,0.45541
1990,Bavaria,No migration background,Less important,0.14799,162,1166,0.12760,0.16838
1990,Bavaria,No migration background,Unimportant,0.07565,76,1166,0.06046,0.09083
1990,Bavaria,Direct migration background,Very important,0.35964,31,31,0.18791,0.53136
1990,Berlin,No migration background,Very important,0.27106,59,184,0.20666,0.33547
1990,Berlin,No migration background,Important,0.40797,86,184,0.33676,0.47918
