year,age_gr,regtyp,plh0110,proportion,n,lower_confidence,upper_confidence
1990,30-45 J.,Staedtischer Raum,1 Sehr wichtig,0.11210246078572457,18165,0.1075144189489357,0.11669050262251345
1990,46-65 J.,Staedtischer Raum,2 Wichtig,0.10677795366239747,18165,0.10228678997473616,0.11126911735005877
1990,46-65 J.,Staedtischer Raum,1 Sehr wichtig,0.09382644984889912,18165,0.08958605104734846,0.09806684865044979
1990,30-45 J.,Staedtischer Raum,2 Wichtig,0.07727730608720679,18165,0.07339401489030407,0.0811605972841095
1990,18-29 J.,Staedtischer Raum,2 Wichtig,0.0705137429846021,18165,0.06679071122630652,0.07423677474289768
1990,18-29 J.,Staedtischer Raum,1 Sehr wichtig,0.054971938408404086,18165,0.05165733747609298,0.05828653934071519
1990,18-29 J.,Staedtischer Raum,3 Weniger wichtig,0.050654770470571306,18165,0.04746572558200252,0.05384381535914009
1990,66 und älter,Staedtischer Raum,2 Wichtig,0.04691322492444956,18165,0.04383817453939319,0.04998827530950593
1990,66 und älter,Staedtischer Raum,1 Sehr wichtig,0.03741545546121744,18165,0.03465561911078502,0.04017529181164986
1990,46-65 J.,Laendlicher Raum,1 Sehr wichtig,0.03381781551302346,18165,0.03118911773422735,0.03644651329181956
1990,46-65 J.,Laendlicher Raum,2 Wichtig,0.031515325946179305,18165,0.028974671223090824,0.03405598066926779
1990,30-45 J.,Staedtischer Raum,3 Weniger wichtig,0.030220175564829473,18165,0.02773061076898723,0.032709740360671716
1990,30-45 J.,Laendlicher Raum,1 Sehr wichtig,0.029212836379335156,18165,0.02676384505871232,0.03166182769995799
1990,30-45 J.,Laendlicher Raum,2 Wichtig,0.026910346812491007,18165,0.024557062254293653,0.02926363137068836
1990,46-65 J.,Staedtischer Raum,3 Weniger wichtig,0.024032234853935817,18165,0.02180506578290138,0.026259403924970254
1990,18-29 J.,Laendlicher Raum,2 Wichtig,0.022017556482947186,18165,0.019883585748859654,0.02415152721703472
1990,18-29 J.,Laendlicher Raum,1 Sehr wichtig,0.022017556482947186,18165,0.019883585748859654,0.02415152721703472
1990,66 und älter,Laendlicher Raum,2 Wichtig,0.015829615772053534,18165,0.014014481725159246,0.017644749818947824
1990,18-29 J.,Laendlicher Raum,3 Weniger wichtig,0.015110087782414737,18165,0.013336038384200265,0.016884137180629206
1990,18-29 J.,Staedtischer Raum,4 Ganz unwichtig,0.01439055979277594,18165,0.012658632557702186,0.016122487027849693
1990,66 und älter,Laendlicher Raum,1 Sehr wichtig,0.01410274859692042,18165,0.012387977794266841,0.015817519399573998
1990,30-45 J.,Staedtischer Raum,4 Ganz unwichtig,0.012231975823859547,18165,0.010633470235663408,0.013830481412055687
1990,66 und älter,Staedtischer Raum,4 Ganz unwichtig,0.01180025903007627,18165,0.01022987269164108,0.01337064536851146
1990,46-65 J.,Staedtischer Raum,4 Ganz unwichtig,0.011080731040437473,18165,0.009558421403854609,0.012603040677020337
1990,66 und älter,Staedtischer Raum,3 Weniger wichtig,0.008634335875665563,18165,0.007288879019365914,0.00997979273196521
1990,30-45 J.,Laendlicher Raum,3 Weniger wichtig,0.006187940710893654,18165,0.0050475239978123795,0.007328357423974929
1990,46-65 J.,Laendlicher Raum,3 Weniger wichtig,0.005612318319182616,18165,0.004525924250686657,0.006698712387678575
1990,18-29 J.,Laendlicher Raum,4 Ganz unwichtig,0.0047488847316160595,18165,0.0037491137646665697,0.005748655698565549
1990,66 und älter,Laendlicher Raum,4 Ganz unwichtig,0.003741545546121744,18165,0.0028536744904119893,0.004629416601831499
1990,66 und älter,Laendlicher Raum,3 Weniger wichtig,0.0021585839689163906,18165,0.0014836619347664204,0.002833506003066361
1990,46-65 J.,Laendlicher Raum,4 Ganz unwichtig,0.0021585839689163906,18165,0.0014836619347664204,0.002833506003066361
1990,30-45 J.,Laendlicher Raum,4 Ganz unwichtig,0.0020146783709886315,18165,0.0013625947239206749,0.002666762018056588
1992,30-45 J.,Staedtischer Raum,1 Sehr wichtig,0.11242435703479577,17350,0.10772390932322883,0.1171248047463627
1992,30-45 J.,Laendlicher Raum,1 Sehr wichtig,0.0852874432677761,17350,0.081131293395843,0.08944359313970919
1992,46-65 J.,Staedtischer Raum,1 Sehr wichtig,0.08415279878971256,17350,0.08002182798803108,0.08828376959139404
1992,46-65 J.,Staedtischer Raum,2 Wichtig,0.07271180030257186,17350,0.06884798687693214,0.07657561372821159
1992,46-65 J.,Laendlicher Raum,1 Sehr wichtig,0.05796142208774584,17350,0.0544843780428809,0.061438466132610774
1992,30-45 J.,Staedtischer Raum,2 Wichtig,0.05729954614220877,17350,0.05384119743824579,0.06075789484617176
1992,18-29 J.,Staedtischer Raum,2 Wichtig,0.047844175491679276,17350,0.04466821652037735,0.051020134462981204
1992,18-29 J.,Staedtischer Raum,1 Sehr wichtig,0.046331316187594555,17350,0.043203491439416326,0.049459140935772784
1992,46-65 J.,Laendlicher Raum,2 Wichtig,0.043494704992435705,17350,0.0404596384597396,0.04652977152513181
1992,18-29 J.,Laendlicher Raum,1 Sehr wichtig,0.03905068078668684,17350,0.03616817041735318,0.0419331911560205
1992,30-45 J.,Laendlicher Raum,2 Wichtig,0.03536308623298033,17350,0.03261479121650349,0.03811138124945717
1992,66 und älter,Staedtischer Raum,2 Wichtig,0.035268532526475035,17350,0.03252377965005115,0.03801328540289892
1992,18-29 J.,Staedtischer Raum,3 Weniger wichtig,0.03479576399394856,17350,0.032068801720481196,0.03752272626741593
1992,18-29 J.,Laendlicher Raum,2 Wichtig,0.031013615733736764,17350,0.028434081060578265,0.03359315040689526
1992,66 und älter,Staedtischer Raum,1 Sehr wichtig,0.028744326777609682,17350,0.0262580516416753,0.031230601913544064
1992,30-45 J.,Staedtischer Raum,3 Weniger wichtig,0.024111195158850227,17350,0.021828668445864216,0.026393721871836237
1992,66 und älter,Laendlicher Raum,2 Wichtig,0.020045385779122543,17350,0.017959855391147937,0.02213091616709715
1992,18-29 J.,Laendlicher Raum,3 Weniger wichtig,0.019761724659606655,17350,0.017690703281234097,0.021832746037979214
1992,46-65 J.,Staedtischer Raum,3 Weniger wichtig,0.016168683812405445,17350,0.014291944345372863,0.018045423279438026
1992,66 und älter,Laendlicher Raum,1 Sehr wichtig,0.016168683812405445,17350,0.014291944345372863,0.018045423279438026
1992,18-29 J.,Staedtischer Raum,4 Ganz unwichtig,0.012575642965204236,17350,0.01091749474484755,0.014233791185560922
1992,66 und älter,Staedtischer Raum,4 Ganz unwichtig,0.0113464447806354,17350,0.009770437207853746,0.012922452353417055
1992,46-65 J.,Staedtischer Raum,4 Ganz unwichtig,0.01040090771558245,17350,0.00889127396245774,0.01191054146870716
1992,30-45 J.,Staedtischer Raum,4 Ganz unwichtig,0.009549924357034795,17350,0.008102744222377762,0.010997104491691828
1992,46-65 J.,Laendlicher Raum,3 Weniger wichtig,0.009266263237518911,17350,0.007840533774286828,0.010691992700750995
1992,30-45 J.,Laendlicher Raum,3 Weniger wichtig,0.00869894099848714,17350,0.0073171501582442655,0.010080731838730015
1992,66 und älter,Laendlicher Raum,4 Ganz unwichtig,0.006713313161875945,17350,0.005498212961781315,0.007928413361970576
1992,66 und älter,Staedtischer Raum,3 Weniger wichtig,0.006429652042360061,17350,0.005240330246233511,0.007618973838486611
1992,46-65 J.,Laendlicher Raum,4 Ganz unwichtig,0.0059568835098335856,17350,0.004811849209215409,0.007101917810451762
1992,18-29 J.,Laendlicher Raum,4 Ganz unwichtig,0.005389561270801815,17350,0.004300105647052551,0.00647901689455108
1992,66 und älter,Laendlicher Raum,3 Weniger wichtig,0.0030257186081694403,17350,0.002208454215784424,0.0038429830005544566
1992,30-45 J.,Laendlicher Raum,4 Ganz unwichtig,0.00264750378214826,17350,0.0018828779504734597,0.0034121296138230604
1995,30-45 J.,Staedtischer Raum,1 Sehr wichtig,0.12047750229568412,17246,0.11561915748609752,0.1253358471052707
1995,46-65 J.,Staedtischer Raum,1 Sehr wichtig,0.08622589531680441,17246,0.08203651141092501,0.09041527922268382
1995,30-45 J.,Laendlicher Raum,1 Sehr wichtig,0.08310376492194674,17246,0.07898390618627066,0.08722362365762282
1995,46-65 J.,Staedtischer Raum,2 Wichtig,0.06813590449954086,17246,0.06437513961864148,0.07189666938044025
1995,30-45 J.,Staedtischer Raum,2 Wichtig,0.06336088154269973,17246,0.05972500915439573,0.06699675393100372
1995,46-65 J.,Laendlicher Raum,1 Sehr wichtig,0.05794306703397613,17246,0.05445607307288871,0.06143006099506355
1995,18-29 J.,Staedtischer Raum,2 Wichtig,0.04563820018365473,17246,0.04252338230570032,0.04875301806160914
1995,46-65 J.,Laendlicher Raum,2 Wichtig,0.04490358126721763,17246,0.041812745149839875,0.04799441738459538
1995,18-29 J.,Staedtischer Raum,1 Sehr wichtig,0.04398530762167126,17246,0.0409247681802172,0.04704584706312531
1995,30-45 J.,Laendlicher Raum,2 Wichtig,0.03783287419651056,17246,0.034985321264236695,0.040680427128784426
1995,66 und älter,Staedtischer Raum,1 Sehr wichtig,0.03700642791551882,17246,0.03418893937849377,0.03982391645254387
1995,18-29 J.,Staedtischer Raum,3 Weniger wichtig,0.0357208448117539,17246,0.032950880774418274,0.03849080884908953
1995,66 und älter,Staedtischer Raum,2 Wichtig,0.03305785123966942,17246,0.030389460427015413,0.03572624205232343
1995,18-29 J.,Laendlicher Raum,1 Sehr wichtig,0.03168044077134986,17246,0.029066373014777446,0.03429450852792228
