year,pgisced97,sex,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,male,Very important,0.26787,118,414,0.22516,0.31058
1990,Lower Secondary Level,male,Important,0.43579,179,414,0.38797,0.48361
1990,Lower Secondary Level,male,Less important,0.19219,78,414,0.15419,0.23019
1990,Lower Secondary Level,male,Unimportant,0.10415,39,414,0.07469,0.13361
1990,Lower Secondary Level,female,Very important,0.39546,495,1184,0.36760,0.42332
1990,Lower Secondary Level,female,Important,0.42403,491,1184,0.39587,0.45219
1990,Lower Secondary Level,female,Less important,0.10959,127,1184,0.09179,0.12739
1990,Lower Secondary Level,female,Unimportant,0.07092,71,1184,0.05629,0.08555
1990,Upper Secondary Level,male,Very important,0.32834,705,2012,0.30782,0.34887
1990,Upper Secondary Level,male,Important,0.43422,862,2012,0.41256,0.45588
1990,Upper Secondary Level,male,Less important,0.16948,328,2012,0.15308,0.18588
1990,Upper Secondary Level,male,Unimportant,0.06795,117,2012,0.05695,0.07895
1990,Upper Secondary Level,female,Very important,0.43142,843,1819,0.40866,0.45419
1990,Upper Secondary Level,female,Important,0.38201,681,1819,0.35968,0.40435
1990,Upper Secondary Level,female,Less important,0.12193,207,1819,0.10689,0.13697
1990,Upper Secondary Level,female,Unimportant,0.06463,88,1819,0.05333,0.07593
1990,Post-secondary Non-tertiary Level,male,Important,0.37484,40,71,0.26144,0.48825
1990,Post-secondary Non-tertiary Level,male,Less important,0.29520,31,71,0.18835,0.40206
1990,Post-secondary Non-tertiary Level,female,Very important,0.30681,35,67,0.19555,0.41807
1990,Post-secondary Non-tertiary Level,female,Important,0.33066,32,67,0.21716,0.44417
1990,First Stage of Tertiary Education,male,Very important,0.41428,113,264,0.35474,0.47381
1990,First Stage of Tertiary Education,male,Important,0.42120,120,264,0.36152,0.48087
1990,First Stage of Tertiary Education,male,Less important,0.12795,31,264,0.08758,0.16833
1990,First Stage of Tertiary Education,female,Very important,0.47987,115,186,0.40787,0.55186
1990,First Stage of Tertiary Education,female,Important,0.32377,71,186,0.25634,0.39120
1990,Second Stage of Tertiary Education,male,Very important,0.35940,171,433,0.31415,0.40465
1990,Second Stage of Tertiary Education,male,Important,0.37632,162,433,0.33064,0.42201
1990,Second Stage of Tertiary Education,male,Less important,0.17474,66,433,0.13893,0.21055
1990,Second Stage of Tertiary Education,male,Unimportant,0.08954,34,433,0.06262,0.11647
1990,Second Stage of Tertiary Education,female,Very important,0.38957,87,192,0.32041,0.45873
1990,Second Stage of Tertiary Education,female,Important,0.31129,67,192,0.24562,0.37695
1990,Second Stage of Tertiary Education,female,Less important,0.18699,38,192,0.13169,0.24228
1992,Lower Secondary Level,male,Very important,0.25224,128,516,0.21473,0.28975
1992,Lower Secondary Level,male,Important,0.43077,207,516,0.38800,0.47353
1992,Lower Secondary Level,male,Less important,0.20564,119,516,0.17073,0.24054
1992,Lower Secondary Level,male,Unimportant,0.11136,62,516,0.08419,0.13853
1992,Lower Secondary Level,female,Very important,0.39746,577,1385,0.37168,0.42325
1992,Lower Secondary Level,female,Important,0.43281,576,1385,0.40671,0.45892
1992,Lower Secondary Level,female,Less important,0.08021,122,1385,0.06590,0.09452
1992,Lower Secondary Level,female,Unimportant,0.08952,110,1385,0.07448,0.10456
1992,Upper Secondary Level,male,Very important,0.36629,1224,2971,0.34897,0.38362
1992,Upper Secondary Level,male,Important,0.38971,1108,2971,0.37217,0.40725
1992,Upper Secondary Level,male,Less important,0.16702,448,2971,0.15360,0.18043
1992,Upper Secondary Level,male,Unimportant,0.07698,191,2971,0.06739,0.08657
1992,Upper Secondary Level,female,Very important,0.48555,1611,2999,0.46766,0.50344
1992,Upper Secondary Level,female,Important,0.32969,938,2999,0.31287,0.34652
1992,Upper Secondary Level,female,Less important,0.10481,278,2999,0.09385,0.11578
1992,Upper Secondary Level,female,Unimportant,0.07995,172,2999,0.07024,0.08966
1992,Post-secondary Non-tertiary Level,male,Very important,0.33837,62,143,0.26054,0.41619
1992,Post-secondary Non-tertiary Level,male,Important,0.32442,46,143,0.24742,0.40142
1992,Post-secondary Non-tertiary Level,male,Less important,0.23735,35,143,0.16737,0.30733
1992,Post-secondary Non-tertiary Level,female,Very important,0.36530,59,104,0.27231,0.45829
1992,Post-secondary Non-tertiary Level,female,Important,0.39239,45,104,0.29809,0.48669
1992,First Stage of Tertiary Education,male,Very important,0.45504,246,461,0.40953,0.50054
1992,First Stage of Tertiary Education,male,Important,0.35609,162,461,0.31233,0.39985
1992,First Stage of Tertiary Education,male,Less important,0.13231,53,461,0.10135,0.16327
1992,First Stage of Tertiary Education,female,Very important,0.54951,153,218,0.48331,0.61571
1992,First Stage of Tertiary Education,female,Important,0.25171,65,218,0.19397,0.30946
1992,Second Stage of Tertiary Education,male,Very important,0.44528,446,874,0.41231,0.47825
1992,Second Stage of Tertiary Education,male,Important,0.34787,289,874,0.31628,0.37947
1992,Second Stage of Tertiary Education,male,Less important,0.13407,94,874,0.11147,0.15667
1992,Second Stage of Tertiary Education,male,Unimportant,0.07278,45,874,0.05555,0.09001
1992,Second Stage of Tertiary Education,female,Very important,0.56320,477,691,0.52619,0.60021
1992,Second Stage of Tertiary Education,female,Important,0.23468,149,691,0.20305,0.26630
1992,Second Stage of Tertiary Education,female,Less important,0.13768,65,691,0.11197,0.16339
1995,Pre-primary Level,male,Important,0.31731,39,84,0.21718,0.41745
1995,Pre-primary Level,male,Less important,0.43641,45,84,0.32971,0.54310
1995,Pre-primary Level,female,Important,0.36895,43,83,0.26451,0.47339
1995,Pre-primary Level,female,Less important,0.32283,40,83,0.22163,0.42403
1995,Lower Secondary Level,male,Very important,0.27569,143,511,0.23690,0.31447
1995,Lower Secondary Level,male,Important,0.36905,187,511,0.32717,0.41093
1995,Lower Secondary Level,male,Less important,0.24340,129,511,0.20615,0.28064
1995,Lower Secondary Level,male,Unimportant,0.11187,52,511,0.08451,0.13922
1995,Lower Secondary Level,female,Very important,0.44570,596,1276,0.41842,0.47299
1995,Lower Secondary Level,female,Important,0.37876,470,1276,0.35214,0.40539
1995,Lower Secondary Level,female,Less important,0.09325,118,1276,0.07729,0.10921
1995,Lower Secondary Level,female,Unimportant,0.08229,92,1276,0.06720,0.09737
1995,Upper Secondary Level,male,Very important,0.38517,1219,2977,0.36769,0.40265
1995,Upper Secondary Level,male,Important,0.38881,1163,2977,0.37130,0.40633
1995,Upper Secondary Level,male,Less important,0.15412,422,2977,0.14114,0.16709
1995,Upper Secondary Level,male,Unimportant,0.07190,173,2977,0.06262,0.08118
1995,Upper Secondary Level,female,Very important,0.50260,1640,3042,0.48483,0.52037
1995,Upper Secondary Level,female,Important,0.33605,968,3042,0.31926,0.35283
1995,Upper Secondary Level,female,Less important,0.09823,278,3042,0.08765,0.10881
1995,Upper Secondary Level,female,Unimportant,0.06312,156,3042,0.05448,0.07177
1995,Post-secondary Non-tertiary Level,male,Very important,0.36567,80,191,0.29719,0.43415
1995,Post-secondary Non-tertiary Level,male,Important,0.37832,75,191,0.30936,0.44728
1995,Post-secondary Non-tertiary Level,male,Less important,0.15824,36,191,0.10634,0.21014
1995,Post-secondary Non-tertiary Level,female,Very important,0.52611,107,151,0.44621,0.60602
1995,Post-secondary Non-tertiary Level,female,Important,0.23144,44,151,0.16394,0.29893
1995,First Stage of Tertiary Education,male,Very important,0.43392,232,436,0.38735,0.48050
1995,First Stage of Tertiary Education,male,Important,0.37852,154,436,0.33294,0.42410
1995,First Stage of Tertiary Education,male,Less important,0.13154,50,436,0.09978,0.16330
1995,First Stage of Tertiary Education,female,Very important,0.53968,155,240,0.47649,0.60287
1995,First Stage of Tertiary Education,female,Important,0.33329,85,240,0.27353,0.39306
1995,Second Stage of Tertiary Education,male,Very important,0.44553,462,918,0.41336,0.47770
1995,Second Stage of Tertiary Education,male,Important,0.33679,306,918,0.30620,0.36738
1995,Second Stage of Tertiary Education,male,Less important,0.15303,109,918,0.12973,0.17633
1995,Second Stage of Tertiary Education,male,Unimportant,0.06464,41,918,0.04873,0.08056
1995,Second Stage of Tertiary Education,female,Very important,0.52336,472,768,0.48802,0.55871
1995,Second Stage of Tertiary Education,female,Important,0.25185,186,768,0.22113,0.28257
1995,Second Stage of Tertiary Education,female,Less important,0.12817,67,768,0.10451,0.15182
1995,Second Stage of Tertiary Education,female,Unimportant,0.09662,43,768,0.07571,0.11753
2004,No answer / don't know,male,Important,0.30044,37,100,0.21013,0.39075
2004,No answer / don't know,male,Less important,0.44178,63,100,0.34396,0.53960
2004,No answer / don't know,female,Very important,0.24337,35,111,0.16318,0.32357
2004,No answer / don't know,female,Important,0.41070,42,111,0.31877,0.50264
2004,No answer / don't know,female,Less important,0.24477,34,111,0.16442,0.32512
2004,Pre-primary Level,male,Very important,0.14278,44,298,0.10299,0.18257
2004,Pre-primary Level,male,Important,0.36621,113,298,0.31142,0.42100
2004,Pre-primary Level,male,Less important,0.37349,107,298,0.31848,0.42851
2004,Pre-primary Level,male,Unimportant,0.11752,34,298,0.08089,0.15414
2004,Pre-primary Level,female,Very important,0.24408,79,283,0.19395,0.29421
2004,Pre-primary Level,female,Important,0.41354,129,283,0.35606,0.47102
2004,Pre-primary Level,female,Less important,0.26394,75,283,0.21249,0.31538
2004,Primary Level,male,Very important,0.35779,40,77,0.25002,0.46556
2004,Primary Level,male,Important,0.40289,37,77,0.29262,0.51316
2004,Primary Level,female,Very important,0.47736,76,121,0.38799,0.56673
2004,Primary Level,female,Important,0.31144,45,121,0.22858,0.39429
2004,Lower Secondary Level,male,Very important,0.27793,245,817,0.24719,0.30867
2004,Lower Secondary Level,male,Important,0.34321,278,817,0.31063,0.37578
2004,Lower Secondary Level,male,Less important,0.25106,204,817,0.22131,0.28082
2004,Lower Secondary Level,male,Unimportant,0.12780,90,817,0.10489,0.15071
2004,Lower Secondary Level,female,Very important,0.46483,804,1701,0.44112,0.48854
2004,Lower Secondary Level,female,Important,0.38957,643,1701,0.36639,0.41276
2004,Lower Secondary Level,female,Less important,0.09301,173,1701,0.07920,0.10682
2004,Lower Secondary Level,female,Unimportant,0.05259,81,1701,0.04198,0.06320
2004,Upper Secondary Level,male,Very important,0.35350,1918,5067,0.34033,0.36666
2004,Upper Secondary Level,male,Important,0.40396,1990,5067,0.39044,0.41747
2004,Upper Secondary Level,male,Less important,0.16635,819,5067,0.15610,0.17661
2004,Upper Secondary Level,male,Unimportant,0.07619,340,5067,0.06889,0.08350
2004,Upper Secondary Level,female,Very important,0.48934,2858,5504,0.47614,0.50255
2004,Upper Secondary Level,female,Important,0.34857,1860,5504,0.33598,0.36116
2004,Upper Secondary Level,female,Less important,0.09640,509,5504,0.08860,0.10420
2004,Upper Secondary Level,female,Unimportant,0.06568,277,5504,0.05914,0.07223
2004,Post-secondary Non-tertiary Level,male,Very important,0.41522,197,476,0.37090,0.45953
2004,Post-secondary Non-tertiary Level,male,Important,0.28260,154,476,0.24211,0.32309
2004,Post-secondary Non-tertiary Level,male,Less important,0.20546,90,476,0.16913,0.24180
2004,Post-secondary Non-tertiary Level,male,Unimportant,0.09672,35,476,0.07014,0.12330
2004,Post-secondary Non-tertiary Level,female,Very important,0.48706,337,665,0.44904,0.52508
2004,Post-secondary Non-tertiary Level,female,Important,0.30834,207,665,0.27321,0.34347
2004,Post-secondary Non-tertiary Level,female,Less important,0.14883,87,665,0.12175,0.17590
2004,Post-secondary Non-tertiary Level,female,Unimportant,0.05577,34,665,0.03832,0.07323
2004,First Stage of Tertiary Education,male,Very important,0.43131,427,919,0.39928,0.46335
2004,First Stage of Tertiary Education,male,Important,0.39271,349,919,0.36112,0.42430
2004,First Stage of Tertiary Education,male,Less important,0.12241,106,919,0.10120,0.14361
2004,First Stage of Tertiary Education,male,Unimportant,0.05357,37,919,0.03901,0.06814
2004,First Stage of Tertiary Education,female,Very important,0.52670,400,658,0.48852,0.56488
2004,First Stage of Tertiary Education,female,Important,0.29868,189,658,0.26368,0.33368
2004,First Stage of Tertiary Education,female,Less important,0.12681,69,658,0.10137,0.15226
2004,Second Stage of Tertiary Education,male,Very important,0.41772,1110,2385,0.39792,0.43752
2004,Second Stage of Tertiary Education,male,Important,0.37882,881,2385,0.35935,0.39830
2004,Second Stage of Tertiary Education,male,Less important,0.12970,268,2385,0.11621,0.14318
2004,Second Stage of Tertiary Education,male,Unimportant,0.07376,126,2385,0.06327,0.08425
2004,Second Stage of Tertiary Education,female,Very important,0.48145,1025,1842,0.45863,0.50427
2004,Second Stage of Tertiary Education,female,Important,0.28942,501,1842,0.26870,0.31014
2004,Second Stage of Tertiary Education,female,Less important,0.12797,197,1842,0.11271,0.14323
2004,Second Stage of Tertiary Education,female,Unimportant,0.10116,119,1842,0.08738,0.11493
2008,No answer / don't know,male,Very important,0.25584,38,148,0.18530,0.32638
2008,No answer / don't know,male,Important,0.31258,55,148,0.23764,0.38751
2008,No answer / don't know,male,Less important,0.33596,55,148,0.25960,0.41231
2008,No answer / don't know,female,Very important,0.28660,59,136,0.21032,0.36287
2008,No answer / don't know,female,Important,0.47543,77,136,0.39119,0.55967
2008,Pre-primary Level,male,Very important,0.25398,31,148,0.18362,0.32435
2008,Pre-primary Level,male,Important,0.31333,58,148,0.23835,0.38832
2008,Pre-primary Level,male,Less important,0.35670,59,148,0.27926,0.43414
2008,Pre-primary Level,female,Very important,0.25007,53,166,0.18400,0.31615
2008,Pre-primary Level,female,Important,0.32165,58,166,0.25038,0.39293
2008,Pre-primary Level,female,Less important,0.32952,55,166,0.25780,0.40124
2008,Primary Level,male,Very important,0.45997,35,35,0.29244,0.62750
2008,Primary Level,female,Very important,0.49018,55,97,0.39018,0.59019
2008,Primary Level,female,Important,0.38589,42,97,0.28851,0.48328
2008,Lower Secondary Level,male,Very important,0.31130,190,627,0.27502,0.34757
2008,Lower Secondary Level,male,Important,0.35826,235,627,0.32070,0.39582
2008,Lower Secondary Level,male,Less important,0.23562,152,627,0.20237,0.26887
2008,Lower Secondary Level,male,Unimportant,0.09482,50,627,0.07187,0.11777
2008,Lower Secondary Level,female,Very important,0.50252,681,1351,0.47585,0.52920
2008,Lower Secondary Level,female,Important,0.36693,508,1351,0.34122,0.39264
2008,Lower Secondary Level,female,Less important,0.06903,97,1351,0.05551,0.08255
2008,Lower Secondary Level,female,Unimportant,0.06152,65,1351,0.04870,0.07433
2008,Upper Secondary Level,male,Very important,0.36611,1815,4542,0.35209,0.38012
2008,Upper Secondary Level,male,Important,0.38291,1770,4542,0.36878,0.39705
2008,Upper Secondary Level,male,Less important,0.16356,638,4542,0.15280,0.17432
2008,Upper Secondary Level,male,Unimportant,0.08742,319,4542,0.07921,0.09564
2008,Upper Secondary Level,female,Very important,0.49313,2668,5025,0.47930,0.50695
2008,Upper Secondary Level,female,Important,0.34591,1696,5025,0.33275,0.35906
2008,Upper Secondary Level,female,Less important,0.10530,438,5025,0.09681,0.11379
2008,Upper Secondary Level,female,Unimportant,0.05567,223,5025,0.04933,0.06201
2008,Post-secondary Non-tertiary Level,male,Very important,0.41468,182,407,0.36675,0.46260
2008,Post-secondary Non-tertiary Level,male,Important,0.32540,155,407,0.27983,0.37098
2008,Post-secondary Non-tertiary Level,male,Less important,0.15847,70,407,0.12295,0.19399
2008,Post-secondary Non-tertiary Level,female,Very important,0.50404,342,649,0.46555,0.54254
2008,Post-secondary Non-tertiary Level,female,Important,0.30067,202,649,0.26536,0.33597
