year,regtyp,sampreg,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,West,Very important,0.36306,2085,5372,0.35020,0.37592
1990,Urban regions,West,Important,0.39848,2121,5372,0.38539,0.41157
1990,Urban regions,West,Less important,0.15952,814,5372,0.14972,0.16931
1990,Urban regions,West,Unimportant,0.07894,352,5372,0.07173,0.08615
1990,Rural regions,West,Very important,0.39529,690,1658,0.37175,0.41883
1990,Rural regions,West,Important,0.41128,671,1658,0.38759,0.43497
1990,Rural regions,West,Less important,0.13447,209,1658,0.11804,0.15090
1990,Rural regions,West,Unimportant,0.05896,88,1658,0.04762,0.07030
1992,No answer / don't know,East,Very important,0.57142,61,61,0.44619,0.69664
1992,Urban regions,West,Very important,0.38800,2200,5255,0.37482,0.40117
1992,Urban regions,West,Important,0.37291,1906,5255,0.35984,0.38599
1992,Urban regions,West,Less important,0.14960,760,5255,0.13996,0.15925
1992,Urban regions,West,Unimportant,0.08949,389,5255,0.08177,0.09721
1992,Urban regions,East,Very important,0.49301,695,1302,0.46584,0.52018
1992,Urban regions,East,Important,0.30982,388,1302,0.28469,0.33494
1992,Urban regions,East,Less important,0.11559,132,1302,0.09822,0.13296
1992,Urban regions,East,Unimportant,0.08158,87,1302,0.06671,0.09646
1992,Rural regions,West,Very important,0.41974,731,1663,0.39602,0.44347
1992,Rural regions,West,Important,0.38792,624,1663,0.36449,0.41135
1992,Rural regions,West,Less important,0.13580,225,1663,0.11933,0.15227
1992,Rural regions,West,Unimportant,0.05654,83,1663,0.04544,0.06764
1992,Rural regions,East,Very important,0.50101,1372,2498,0.48140,0.52063
1992,Rural regions,East,Important,0.32251,761,2498,0.30418,0.34085
1992,Rural regions,East,Less important,0.09894,221,2498,0.08723,0.11065
1992,Rural regions,East,Unimportant,0.07754,144,2498,0.06705,0.08803
1995,Urban regions,West,Very important,0.41462,2522,5650,0.40177,0.42747
1995,Urban regions,West,Important,0.35691,1979,5650,0.34442,0.36940
1995,Urban regions,West,Less important,0.14864,789,5650,0.13937,0.15792
1995,Urban regions,West,Unimportant,0.07983,360,5650,0.07276,0.08689
1995,Urban regions,East,Very important,0.52408,629,1191,0.49570,0.55246
1995,Urban regions,East,Important,0.30746,367,1191,0.28124,0.33367
1995,Urban regions,East,Less important,0.09476,122,1191,0.07812,0.11140
1995,Urban regions,East,Unimportant,0.07370,73,1191,0.05886,0.08855
1995,Rural regions,West,Very important,0.45190,866,1801,0.42891,0.47489
1995,Rural regions,West,Important,0.35557,608,1801,0.33345,0.37768
1995,Rural regions,West,Less important,0.13100,228,1801,0.11542,0.14659
1995,Rural regions,West,Unimportant,0.06153,99,1801,0.05043,0.07263
1995,Rural regions,East,Very important,0.47096,1216,2427,0.45109,0.49082
1995,Rural regions,East,Important,0.36302,846,2427,0.34388,0.38215
1995,Rural regions,East,Less important,0.10313,245,2427,0.09102,0.11523
1995,Rural regions,East,Unimportant,0.06290,120,2427,0.05324,0.07256
2004,Urban regions,West,Very important,0.42238,5672,12356,0.41367,0.43109
2004,Urban regions,West,Important,0.35408,4231,12356,0.34565,0.36251
2004,Urban regions,West,Less important,0.14557,1668,12356,0.13935,0.15179
2004,Urban regions,West,Unimportant,0.07797,785,12356,0.07324,0.08270
2004,Urban regions,East,Very important,0.44296,799,1729,0.41954,0.46638
2004,Urban regions,East,Important,0.34192,596,1729,0.31955,0.36429
2004,Urban regions,East,Less important,0.13672,228,1729,0.12052,0.15292
2004,Urban regions,East,Unimportant,0.07840,106,1729,0.06573,0.09108
