year,migback,sex,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,male,Very important,0.31882,1066,3151,0.30255,0.33509
1990,No migration background,male,Important,0.42400,1333,3151,0.40674,0.44125
1990,No migration background,male,Less important,0.17991,541,3151,0.16649,0.19332
1990,No migration background,male,Unimportant,0.07728,211,3151,0.06795,0.08660
1990,No migration background,female,Very important,0.41534,1495,3391,0.39875,0.43193
1990,No migration background,female,Important,0.38140,1277,3391,0.36505,0.39775
1990,No migration background,female,Less important,0.13161,418,3391,0.12022,0.14299
1990,No migration background,female,Unimportant,0.07166,201,3391,0.06298,0.08034
1990,Direct migration background,male,Very important,0.37112,85,191,0.30243,0.43981
1990,Direct migration background,male,Important,0.37148,70,191,0.30277,0.44018
1990,Direct migration background,male,Less important,0.19869,36,191,0.14195,0.25543
1990,Direct migration background,female,Very important,0.41748,111,206,0.34997,0.48498
1990,Direct migration background,female,Important,0.43772,95,206,0.36981,0.50563
1992,No migration background,male,Very important,0.36536,2013,4863,0.35182,0.37889
1992,No migration background,male,Important,0.38362,1769,4863,0.36995,0.39729
1992,No migration background,male,Less important,0.16885,749,4863,0.15832,0.17938
1992,No migration background,male,Unimportant,0.08217,332,4863,0.07445,0.08989
1992,No migration background,female,Very important,0.46189,2753,5323,0.44850,0.47528
1992,No migration background,female,Important,0.34736,1715,5323,0.33456,0.36015
1992,No migration background,female,Less important,0.10772,520,5323,0.09939,0.11605
1992,No migration background,female,Unimportant,0.08303,335,5323,0.07562,0.09044
1992,Direct migration background,male,Very important,0.43336,116,240,0.37054,0.49619
1992,Direct migration background,male,Important,0.34676,88,240,0.28642,0.40710
1992,Direct migration background,male,Less important,0.15205,36,240,0.10652,0.19757
1992,Direct migration background,female,Very important,0.50060,164,268,0.44062,0.56057
1992,Direct migration background,female,Important,0.34274,104,268,0.28581,0.39967
1995,No migration background,male,Very important,0.37625,1912,4683,0.36237,0.39013
1995,No migration background,male,Important,0.38010,1753,4683,0.36619,0.39400
1995,No migration background,male,Less important,0.16872,733,4683,0.15799,0.17945
1995,No migration background,male,Unimportant,0.07493,285,4683,0.06739,0.08248
1995,No migration background,female,Very important,0.47726,2672,5136,0.46360,0.49092
1995,No migration background,female,Important,0.33987,1644,5136,0.32691,0.35282
1995,No migration background,female,Less important,0.10748,516,5136,0.09901,0.11595
1995,No migration background,female,Unimportant,0.07540,304,5136,0.06817,0.08262
1995,Direct migration background,male,Very important,0.45316,258,508,0.40983,0.49649
1995,Direct migration background,male,Important,0.33652,186,508,0.29538,0.37765
1995,Direct migration background,male,Less important,0.14529,64,508,0.11461,0.17596
1995,Direct migration background,female,Very important,0.57904,348,559,0.53807,0.62000
1995,Direct migration background,female,Important,0.28882,171,559,0.25122,0.32643
1995,Direct migration background,female,Less important,0.07996,40,559,0.05746,0.10247
2004,No migration background,male,Very important,0.34264,3246,8623,0.33262,0.35266
2004,No migration background,male,Important,0.38952,3300,8623,0.37922,0.39981
2004,No migration background,male,Less important,0.18151,1463,8623,0.17337,0.18964
2004,No migration background,male,Unimportant,0.08634,614,8623,0.08041,0.09227
2004,No migration background,female,Very important,0.46398,4658,9274,0.45383,0.47413
2004,No migration background,female,Important,0.35120,3090,9274,0.34149,0.36092
2004,No migration background,female,Less important,0.11317,999,9274,0.10672,0.11962
2004,No migration background,female,Unimportant,0.07164,527,9274,0.06640,0.07689
2004,Direct migration background,male,Very important,0.48895,627,1200,0.46066,0.51725
2004,Direct migration background,male,Important,0.35094,405,1200,0.32392,0.37795
2004,Direct migration background,male,Less important,0.10839,118,1200,0.09079,0.12599
2004,Direct migration background,male,Unimportant,0.05172,50,1200,0.03919,0.06426
2004,Direct migration background,female,Very important,0.57624,774,1299,0.54935,0.60312
2004,Direct migration background,female,Important,0.29870,388,1299,0.27381,0.32360
2004,Direct migration background,female,Less important,0.08178,96,1299,0.06687,0.09669
2004,Direct migration background,female,Unimportant,0.04328,41,1299,0.03221,0.05435
2004,Indirect migration background,male,Very important,0.30241,123,347,0.25401,0.35081
2004,Indirect migration background,male,Important,0.38644,134,347,0.33513,0.43775
2004,Indirect migration background,male,Less important,0.22949,90,347,0.18518,0.27380
2004,Indirect migration background,female,Very important,0.43652,182,381,0.38665,0.48639
2004,Indirect migration background,female,Important,0.36601,138,381,0.31757,0.41444
2004,Indirect migration background,female,Less important,0.14140,61,381,0.10637,0.17644
2008,No migration background,male,Very important,0.35711,3145,7851,0.34652,0.36771
2008,No migration background,male,Important,0.37594,2986,7851,0.36523,0.38666
2008,No migration background,male,Less important,0.17799,1178,7851,0.16952,0.18645
2008,No migration background,male,Unimportant,0.08896,542,7851,0.08266,0.09526
2008,No migration background,female,Very important,0.47278,4428,8546,0.46220,0.48337
2008,No migration background,female,Important,0.34157,2828,8546,0.33152,0.35163
2008,No migration background,female,Less important,0.11265,816,8546,0.10595,0.11936
2008,No migration background,female,Unimportant,0.07299,474,8546,0.06748,0.07851
