year,regtyp,sex,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,male,Very important,0.31395,860,2565,0.29599,0.33191
1990,Urban regions,male,Important,0.42066,1072,2565,0.40155,0.43977
1990,Urban regions,male,Less important,0.18445,453,2565,0.16944,0.19947
1990,Urban regions,male,Unimportant,0.08093,180,2565,0.07038,0.09149
1990,Urban regions,female,Very important,0.40694,1225,2807,0.38876,0.42512
1990,Urban regions,female,Important,0.37866,1049,2807,0.36071,0.39661
1990,Urban regions,female,Less important,0.13724,361,2807,0.12450,0.14997
1990,Urban regions,female,Unimportant,0.07716,172,2807,0.06729,0.08704
1990,Rural regions,male,Very important,0.34665,297,810,0.31386,0.37944
1990,Rural regions,male,Important,0.42077,339,810,0.38675,0.45479
1990,Rural regions,male,Less important,0.17066,129,810,0.14473,0.19658
1990,Rural regions,male,Unimportant,0.06193,45,810,0.04532,0.07854
1990,Rural regions,female,Very important,0.44106,393,848,0.40762,0.47449
1990,Rural regions,female,Important,0.40235,332,848,0.36932,0.43537
1990,Rural regions,female,Less important,0.10042,80,848,0.08018,0.12066
1990,Rural regions,female,Unimportant,0.05617,43,848,0.04067,0.07168
1992,No answer / don't know,female,Very important,0.61360,41,41,0.46271,0.76450
1992,Urban regions,male,Very important,0.35173,1203,3098,0.33492,0.36855
1992,Urban regions,male,Important,0.38610,1153,3098,0.36896,0.40325
1992,Urban regions,male,Less important,0.17394,505,3098,0.16059,0.18729
1992,Urban regions,male,Unimportant,0.08822,237,3098,0.07823,0.09821
1992,Urban regions,female,Very important,0.44332,1692,3459,0.42676,0.45987
1992,Urban regions,female,Important,0.34739,1141,3459,0.33152,0.36326
1992,Urban regions,female,Less important,0.12038,387,3459,0.10954,0.13123
1992,Urban regions,female,Unimportant,0.08891,239,3459,0.07942,0.09839
1992,Rural regions,male,Very important,0.39968,904,2008,0.37825,0.42111
1992,Rural regions,male,Important,0.37223,702,2008,0.35108,0.39338
1992,Rural regions,male,Less important,0.16057,287,2008,0.14450,0.17663
1992,Rural regions,male,Unimportant,0.06753,115,2008,0.05655,0.07851
1992,Rural regions,female,Very important,0.50413,1199,2153,0.48300,0.52525
1992,Rural regions,female,Important,0.35041,683,2153,0.33025,0.37056
1992,Rural regions,female,Less important,0.08257,159,2153,0.07094,0.09420
1992,Rural regions,female,Unimportant,0.06290,112,2153,0.05264,0.07316
1995,Urban regions,male,Very important,0.37407,1303,3225,0.35736,0.39077
1995,Urban regions,male,Important,0.37580,1205,3225,0.35908,0.39252
1995,Urban regions,male,Less important,0.16749,501,3225,0.15460,0.18038
1995,Urban regions,male,Unimportant,0.08265,216,3225,0.07314,0.09215
1995,Urban regions,female,Very important,0.47290,1848,3616,0.45663,0.48918
1995,Urban regions,female,Important,0.33007,1141,3616,0.31474,0.34540
1995,Urban regions,female,Less important,0.12096,410,3616,0.11033,0.13159
1995,Urban regions,female,Unimportant,0.07606,217,3616,0.06742,0.08471
1995,Rural regions,male,Very important,0.40093,880,2054,0.37973,0.42213
1995,Rural regions,male,Important,0.37377,756,2054,0.35285,0.39470
1995,Rural regions,male,Less important,0.16812,316,2054,0.15194,0.18430
1995,Rural regions,male,Unimportant,0.05718,102,2054,0.04713,0.06722
1995,Rural regions,female,Very important,0.51593,1202,2174,0.49491,0.53694
1995,Rural regions,female,Important,0.34416,698,2174,0.32419,0.36414
1995,Rural regions,female,Less important,0.07312,157,2174,0.06217,0.08406
1995,Rural regions,female,Unimportant,0.06679,117,2174,0.05629,0.07729
2004,Urban regions,male,Very important,0.36474,2709,6760,0.35327,0.37622
2004,Urban regions,male,Important,0.37420,2485,6760,0.36266,0.38574
2004,Urban regions,male,Less important,0.17628,1093,6760,0.16719,0.18536
2004,Urban regions,male,Unimportant,0.08478,473,6760,0.07814,0.09142
