year,bula_h,sampreg,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,West,Very important,0.33339,112,238,0.27337,0.39341
1990,Schleswig-Holstein,West,Important,0.25979,84,238,0.20396,0.31562
1990,Schleswig-Holstein,West,Less important,0.14539,42,238,0.10051,0.19027
1990,Hamburg,West,Very important,0.19380,34,84,0.10876,0.27883
1990,Hamburg,West,Important,0.35235,50,84,0.24958,0.45513
1990,Lower Saxony,West,Very important,0.32562,353,833,0.29378,0.35746
1990,Lower Saxony,West,Important,0.31128,309,833,0.27981,0.34274
1990,Lower Saxony,West,Less important,0.10867,114,833,0.08752,0.12981
1990,Lower Saxony,West,Unimportant,0.06302,57,833,0.04651,0.07953
1990,Bremen,West,Very important,0.31075,35,66,0.19824,0.42326
1990,Bremen,West,Important,0.29127,31,66,0.18082,0.40173
1990,North Rhine-Westphalia,West,Very important,0.29130,778,1901,0.27087,0.31173
1990,North Rhine-Westphalia,West,Important,0.30079,746,1901,0.28017,0.32141
1990,North Rhine-Westphalia,West,Less important,0.12447,291,1901,0.10963,0.13932
1990,North Rhine-Westphalia,West,Unimportant,0.04112,86,1901,0.03219,0.05005
1990,Hesse,West,Very important,0.23473,213,662,0.20242,0.26704
1990,Hesse,West,Important,0.32446,283,662,0.28877,0.36015
1990,Hesse,West,Less important,0.13377,115,662,0.10782,0.15972
1990,Hesse,West,Unimportant,0.07062,51,662,0.05109,0.09015
1990,"Rhineland-Palatinate, Saarland",West,Very important,0.29273,231,556,0.25487,0.33058
1990,"Rhineland-Palatinate, Saarland",West,Important,0.33463,220,556,0.29538,0.37389
1990,"Rhineland-Palatinate, Saarland",West,Less important,0.11286,69,556,0.08654,0.13919
1990,"Rhineland-Palatinate, Saarland",West,Unimportant,0.06265,36,556,0.04248,0.08281
1990,Baden-Wuerttemberg,West,Very important,0.29729,486,1140,0.27074,0.32383
1990,Baden-Wuerttemberg,West,Important,0.28315,444,1140,0.25698,0.30931
1990,Baden-Wuerttemberg,West,Less important,0.10035,148,1140,0.08290,0.11780
1990,Baden-Wuerttemberg,West,Unimportant,0.05094,62,1140,0.03817,0.06370
1990,Bavaria,West,Very important,0.27342,469,1254,0.24874,0.29810
1990,Bavaria,West,Important,0.32997,531,1254,0.30393,0.35600
1990,Bavaria,West,Less important,0.11251,172,1254,0.09502,0.13001
1990,Bavaria,West,Unimportant,0.05981,82,1254,0.04668,0.07294
1990,Berlin,West,Very important,0.20637,64,201,0.15028,0.26245
1990,Berlin,West,Important,0.32004,94,201,0.25539,0.38469
1990,Berlin,West,Less important,0.15905,43,201,0.10836,0.20973
