year,hhtyp,sampreg,pet_other,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Single-person household,West,No,0.97929,1065,1065,0.97074,0.98785
1996,Single-person household,East,No,0.97773,335,335,0.96191,0.99356
1996,Couple without children,West,Yes,0.04979,64,1305,0.03798,0.06160
1996,Couple without children,West,No,0.95021,1241,1305,0.93840,0.96202
1996,Couple without children,East,Yes,0.09480,50,535,0.06995,0.11964
1996,Couple without children,East,No,0.90520,485,535,0.88036,0.93005
1996,Single parent,West,No,0.90736,254,254,0.87163,0.94308
1996,Single parent,East,No,0.86926,97,97,0.80182,0.93669
1996,Couple with children,West,Yes,0.13193,217,1922,0.11680,0.14706
1996,Couple with children,West,No,0.86807,1705,1922,0.85294,0.88320
1996,Couple with children,East,Yes,0.18358,146,764,0.15611,0.21105
1996,Couple with children,East,No,0.81642,618,764,0.78895,0.84389
1996,Multi-generational household,West,No,0.85817,84,84,0.78312,0.93323
1996,Other Combinations,West,No,0.88286,87,87,0.81489,0.95082
1996,Other Combinations,East,No,0.84449,50,50,0.74302,0.94596
2001,Single-person household,West,Yes,0.02766,59,2220,0.02084,0.03449
2001,Single-person household,West,No,0.97234,2161,2220,0.96551,0.97916
2001,Single-person household,East,No,0.96508,679,679,0.95126,0.97890
2001,Couple without children,West,Yes,0.04331,124,2664,0.03558,0.05104
2001,Couple without children,West,No,0.95669,2540,2664,0.94896,0.96442
2001,Couple without children,East,Yes,0.12788,125,925,0.10635,0.14942
2001,Couple without children,East,No,0.87212,800,925,0.85058,0.89365
2001,Single parent,West,Yes,0.11541,57,514,0.08776,0.14307
2001,Single parent,West,No,0.88459,457,514,0.85693,0.91224
2001,Single parent,East,Yes,0.16790,32,192,0.11489,0.22091
2001,Single parent,East,No,0.83210,160,192,0.77909,0.88511
2001,Couple with children,West,Yes,0.13971,434,3208,0.12771,0.15171
2001,Couple with children,West,No,0.86029,2774,3208,0.84829,0.87229
2001,Couple with children,East,Yes,0.19947,179,967,0.17427,0.22467
2001,Couple with children,East,No,0.80053,788,967,0.77533,0.82573
2001,Multi-generational household,West,No,0.84242,118,118,0.77640,0.90844
2001,Other Combinations,West,No,0.93050,92,92,0.87825,0.98275
2006,Single-person household,West,Yes,0.01809,57,2472,0.01283,0.02334
2006,Single-person household,West,No,0.98191,2415,2472,0.97666,0.98717
2006,Single-person household,East,No,0.96891,788,788,0.95679,0.98104
2006,Couple without children,West,Yes,0.04794,149,3132,0.04045,0.05542
2006,Couple without children,West,No,0.95206,2983,3132,0.94458,0.95955
2006,Couple without children,East,Yes,0.09795,105,1026,0.07975,0.11615
2006,Couple without children,East,No,0.90205,921,1026,0.88385,0.92025
2006,Single parent,West,Yes,0.14336,83,582,0.11487,0.17186
2006,Single parent,West,No,0.85664,499,582,0.82814,0.88513
2006,Single parent,East,No,0.81847,161,161,0.75874,0.87820
2006,Couple with children,West,Yes,0.18033,519,2984,0.16653,0.19413
2006,Couple with children,West,No,0.81967,2465,2984,0.80587,0.83347
2006,Couple with children,East,Yes,0.20774,176,853,0.18049,0.23498
2006,Couple with children,East,No,0.79226,677,853,0.76502,0.81951
2006,Multi-generational household,West,No,0.90921,76,76,0.84419,0.97424
2006,Other Combinations,West,No,0.93166,79,79,0.87566,0.98766
2011,Single-person household,West,Yes,0.01857,53,2622,0.01340,0.02373
2011,Single-person household,West,No,0.98143,2569,2622,0.97627,0.98660
2011,Single-person household,East,Yes,0.07051,54,888,0.05366,0.08736
2011,Single-person household,East,No,0.92949,834,888,0.91264,0.94634
2011,Couple without children,West,Yes,0.04338,140,3281,0.03641,0.05035
2011,Couple without children,West,No,0.95662,3141,3281,0.94965,0.96359
2011,Couple without children,East,Yes,0.08071,87,1090,0.06454,0.09689
2011,Couple without children,East,No,0.91929,1003,1090,0.90311,0.93546
2011,Single parent,West,Yes,0.10820,76,585,0.08300,0.13339
2011,Single parent,West,No,0.89180,509,585,0.86661,0.91700
2011,Single parent,East,No,0.89436,176,176,0.84882,0.93990
2011,Couple with children,West,Yes,0.15446,425,2566,0.14047,0.16844
2011,Couple with children,West,No,0.84554,2141,2566,0.83156,0.85953
2011,Couple with children,East,Yes,0.22596,162,674,0.19436,0.25756
2011,Couple with children,East,No,0.77404,512,674,0.74244,0.80564
2011,Multi-generational household,West,No,0.92840,59,59,0.86205,0.99476
2011,Other Combinations,West,No,0.92649,68,68,0.86399,0.98898
2016,Single-person household,West,Yes,0.00820,31,2535,0.00469,0.01171
2016,Single-person household,West,No,0.99180,2504,2535,0.98829,0.99531
2016,Single-person household,East,No,0.97940,837,837,0.96977,0.98903
2016,Couple without children,West,Yes,0.01408,44,3084,0.00992,0.01824
2016,Couple without children,West,No,0.98592,3040,3084,0.98176,0.99008
2016,Couple without children,East,Yes,0.04900,39,1012,0.03569,0.06231
2016,Couple without children,East,No,0.95100,973,1012,0.93769,0.96431
2016,Single parent,West,Yes,0.04719,47,1188,0.03513,0.05925
2016,Single parent,West,No,0.95281,1141,1188,0.94075,0.96487
2016,Single parent,East,No,0.93480,316,316,0.90753,0.96206
2016,Couple with children,West,Yes,0.03581,166,4169,0.03017,0.04146
2016,Couple with children,West,No,0.96419,4003,4169,0.95854,0.96983
2016,Couple with children,East,Yes,0.10378,71,821,0.08290,0.12465
2016,Couple with children,East,No,0.89622,750,821,0.87535,0.91710
2016,Multi-generational household,West,No,0.96325,82,82,0.92228,1.00423
2016,Other Combinations,West,No,0.98934,166,166,0.97366,1.00501
2021,Single-person household,West,No,0.99268,2456,2456,0.98931,0.99605
2021,Single-person household,East,No,0.97066,689,689,0.95804,0.98327
2021,Couple without children,West,Yes,0.02348,63,2595,0.01765,0.02931
2021,Couple without children,West,No,0.97652,2532,2595,0.97069,0.98235
2021,Couple without children,East,No,0.96876,790,790,0.95662,0.98090
2021,Single parent,West,Yes,0.05054,38,657,0.03377,0.06730
2021,Single parent,West,No,0.94946,619,657,0.93270,0.96623
2021,Single parent,East,No,0.93631,224,224,0.90426,0.96836
2021,Couple with children,West,Yes,0.05026,140,2611,0.04187,0.05864
2021,Couple with children,West,No,0.94974,2471,2611,0.94136,0.95813
2021,Couple with children,East,Yes,0.11260,56,551,0.08618,0.13902
2021,Couple with children,East,No,0.88740,495,551,0.86098,0.91382
2021,Multi-generational household,West,No,0.96747,56,56,0.92059,1.01436
2021,Other Combinations,West,No,0.95680,213,213,0.92943,0.98416
2021,Other Combinations,East,No,0.95033,41,41,0.88301,1.01766
