year,bula_h,regtyp,pet_other,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.05581,39,527,0.03619,0.07543
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94419,488,527,0.92457,0.96381
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.94303,169,169,0.90798,0.97808
2011,Baden-Wuerttemberg,Urban regions,Yes,0.06222,96,1254,0.04884,0.07559
2011,Baden-Wuerttemberg,Urban regions,No,0.93778,1158,1254,0.92441,0.95116
2011,Baden-Wuerttemberg,Rural regions,No,0.93879,136,136,0.89835,0.97923
2011,Bavaria,Urban regions,Yes,0.05171,61,907,0.03729,0.06612
2011,Bavaria,Urban regions,No,0.94829,846,907,0.93388,0.96271
2011,Bavaria,Rural regions,Yes,0.05330,86,932,0.03887,0.06773
2011,Bavaria,Rural regions,No,0.94670,846,932,0.93227,0.96113
2011,Berlin,Urban regions,Yes,0.05033,33,513,0.03139,0.06927
2011,Berlin,Urban regions,No,0.94967,480,513,0.93073,0.96861
2011,Brandenburg,Urban regions,No,0.99276,44,44,0.96741,1.01810
2011,Brandenburg,Rural regions,Yes,0.08769,51,473,0.06217,0.11321
2011,Brandenburg,Rural regions,No,0.91231,422,473,0.88679,0.93783
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.09105,31,285,0.05759,0.12451
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.90895,254,285,0.87549,0.94241
2011,Saxony,Urban regions,Yes,0.08522,44,425,0.05864,0.11180
2011,Saxony,Urban regions,No,0.91478,381,425,0.88820,0.94136
2011,Saxony,Rural regions,Yes,0.14261,50,383,0.10754,0.17767
2011,Saxony,Rural regions,No,0.85739,333,383,0.82233,0.89246
2011,Saxony-Anhalt,Urban regions,No,0.94400,114,114,0.90161,0.98640
2011,Saxony-Anhalt,Rural regions,Yes,0.13430,52,379,0.09993,0.16867
2011,Saxony-Anhalt,Rural regions,No,0.86570,327,379,0.83133,0.90007
2011,Thuringa,Urban regions,No,0.87137,147,147,0.81707,0.92568
2011,Thuringa,Rural regions,Yes,0.10822,46,350,0.07563,0.14081
2011,Thuringa,Rural regions,No,0.89178,304,350,0.85919,0.92437
2016,Schleswig-Holstein,Rural regions,No,0.97658,357,357,0.96087,0.99229
2016,Hamburg,Urban regions,No,0.99593,261,261,0.98819,1.00367
2016,Lower Saxony,Urban regions,No,0.97875,550,550,0.96668,0.99081
2016,Lower Saxony,Rural regions,Yes,0.02940,34,781,0.01754,0.04125
2016,Lower Saxony,Rural regions,No,0.97060,747,781,0.95875,0.98246
2016,Bremen,Urban regions,No,0.97663,101,101,0.94702,1.00624
2016,North Rhine-Westphalia,Urban regions,Yes,0.01496,63,2855,0.01051,0.01942
2016,North Rhine-Westphalia,Urban regions,No,0.98504,2792,2855,0.98058,0.98949
2016,North Rhine-Westphalia,Rural regions,No,0.97201,51,51,0.92628,1.01773
2016,Hesse,Urban regions,No,0.98321,780,780,0.97419,0.99223
2016,Hesse,Rural regions,No,0.99690,176,176,0.98866,1.00514
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.98300,613,613,0.97276,0.99324
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98312,220,220,0.96605,1.00018
2016,Baden-Wuerttemberg,Urban regions,Yes,0.03042,53,1454,0.02159,0.03925
2016,Baden-Wuerttemberg,Urban regions,No,0.96958,1401,1454,0.96075,0.97841
2016,Baden-Wuerttemberg,Rural regions,No,0.97554,167,167,0.95203,0.99904
2016,Bavaria,Urban regions,No,0.98723,1073,1073,0.98051,0.99395
2016,Bavaria,Rural regions,Yes,0.02037,35,1200,0.01237,0.02836
2016,Bavaria,Rural regions,No,0.97963,1165,1200,0.97164,0.98763
2016,Berlin,Urban regions,No,0.98548,600,600,0.97590,0.99506
2016,Brandenburg,Urban regions,No,0.99126,44,44,0.96343,1.01908
2016,Brandenburg,Rural regions,No,0.93228,492,492,0.91005,0.95450
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.94992,269,269,0.92381,0.97603
2016,Saxony,Urban regions,No,0.95718,446,446,0.93837,0.97599
2016,Saxony,Rural regions,No,0.93480,372,372,0.90968,0.95992
2016,Saxony-Anhalt,Urban regions,No,0.98103,119,119,0.95642,1.00564
2016,Saxony-Anhalt,Rural regions,No,0.95038,364,364,0.92804,0.97272
2016,Thuringa,Urban regions,No,0.98982,175,175,0.97491,1.00474
2016,Thuringa,Rural regions,No,0.94762,341,341,0.92394,0.97131
2021,Schleswig-Holstein,Urban regions,No,0.98509,152,152,0.96576,1.00442
2021,Schleswig-Holstein,Rural regions,No,0.95956,262,262,0.93566,0.98346
2021,Hamburg,Urban regions,No,0.99429,264,264,0.98518,1.00340
2021,Lower Saxony,Urban regions,No,0.98252,458,458,0.97050,0.99453
2021,Lower Saxony,Rural regions,No,0.95688,555,555,0.93997,0.97380
2021,Bremen,Urban regions,No,0.99272,77,77,0.97361,1.01183
2021,North Rhine-Westphalia,Urban regions,Yes,0.02008,52,2234,0.01426,0.02590
2021,North Rhine-Westphalia,Urban regions,No,0.97992,2182,2234,0.97410,0.98574
2021,North Rhine-Westphalia,Rural regions,No,0.98787,47,47,0.95623,1.01950
2021,Hesse,Urban regions,No,0.96449,529,529,0.94871,0.98028
2021,Hesse,Rural regions,No,0.99429,134,134,0.98149,1.00710
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96029,401,401,0.94116,0.97943
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98762,117,117,0.96749,1.00774
2021,Baden-Wuerttemberg,Urban regions,Yes,0.02487,34,1098,0.01565,0.03408
2021,Baden-Wuerttemberg,Urban regions,No,0.97513,1064,1098,0.96592,0.98435
2021,Baden-Wuerttemberg,Rural regions,No,0.98949,112,112,0.97051,1.00846
2021,Bavaria,Urban regions,No,0.98089,850,850,0.97168,0.99010
2021,Bavaria,Rural regions,Yes,0.02853,33,870,0.01746,0.03960
2021,Bavaria,Rural regions,No,0.97147,837,870,0.96040,0.98254
2021,Berlin,Urban regions,No,0.98384,546,546,0.97326,0.99443
2021,Brandenburg,Urban regions,No,0.99163,39,39,0.96266,1.02060
2021,Brandenburg,Rural regions,No,0.96948,387,387,0.95232,0.98664
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.99157,47,47,0.96515,1.01799
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.96488,203,203,0.93950,0.99027
2021,Saxony,Urban regions,No,0.96432,377,377,0.94558,0.98307
2021,Saxony,Rural regions,No,0.94830,317,317,0.92389,0.97271
2021,Saxony-Anhalt,Urban regions,No,0.96612,76,76,0.92517,1.00706
2021,Saxony-Anhalt,Rural regions,No,0.90130,264,264,0.86526,0.93735
2021,Thuringa,Urban regions,No,0.98639,134,134,0.96671,1.00608
2021,Thuringa,Rural regions,No,0.90118,226,226,0.86219,0.94018
