year,regtyp,sampreg,plb0111,proportion,n,lower_confidence,upper_confidence
1994,Staedtischer Raum,Westdeutschland,Beides gleichermassen,0.28354297693920333,16642,0.2766950702806974,0.29039088359770926
1994,Staedtischer Raum,Westdeutschland,Geld verdienen,0.20911949685534592,16642,0.20294067022183657,0.21529832348885528
1994,Laendlicher Raum,Ostdeutschland,Geld verdienen,0.11006289308176101,16642,0.10530786120754271,0.11481792495597931
1994,Laendlicher Raum,Ostdeutschland,Beides gleichermassen,0.10324947589098532,16642,0.09862637831324159,0.10787257346872905
1994,Staedtischer Raum,Ostdeutschland,Beides gleichermassen,0.06551362683438156,16642,0.06175433864528794,0.06927291502347517
1994,Laendlicher Raum,Westdeutschland,Geld verdienen,0.06446540880503145,16642,0.06073422530605816,0.06819659230400474
1994,Laendlicher Raum,Westdeutschland,Beides gleichermassen,0.059748427672955975,16642,0.056147299434287604,0.06334955591162435
1994,Staedtischer Raum,Ostdeutschland,Geld verdienen,0.0429769392033543,16642,0.039895651470484364,0.04605822693622423
1994,Staedtischer Raum,Westdeutschland,Andere Gruende,0.04245283018867924,16642,0.03938954997825656,0.045516110399101924
1994,Laendlicher Raum,Westdeutschland,Andere Gruende,0.0110062893081761,16642,0.00942113867101426,0.01259143994533794
1994,Laendlicher Raum,Ostdeutschland,Andere Gruende,0.0041928721174004195,16642,0.0032111315525347843,0.005174612682266055
1994,Staedtischer Raum,Ostdeutschland,Andere Gruende,0.003668763102725367,16642,0.0027501872585118632,0.004587338946938871
1995,Staedtischer Raum,Westdeutschland,Beides gleichermassen,0.29364682341170584,17246,0.28684953832225446,0.3004441085011572
1995,Staedtischer Raum,Westdeutschland,Geld verdienen,0.23311655827913957,17246,0.22680606770859582,0.23942704884968333
1995,Laendlicher Raum,Ostdeutschland,Beides gleichermassen,0.10355177588794397,17246,0.09900447950243636,0.10809907227345157
1995,Laendlicher Raum,Ostdeutschland,Geld verdienen,0.0830415207603802,17246,0.07892306540193127,0.08715997611882913
1995,Laendlicher Raum,Westdeutschland,Beides gleichermassen,0.07753876938469234,17246,0.0735471842754964,0.08153035449388828
1995,Laendlicher Raum,Westdeutschland,Geld verdienen,0.06253126563281641,17246,0.05891767554613586,0.06614485571949696
1995,Staedtischer Raum,Ostdeutschland,Beides gleichermassen,0.057028514257128564,17246,0.0535674697087426,0.06048955880551453
1995,Staedtischer Raum,Westdeutschland,Andere Gruende,0.04052026013006503,17246,0.03757742523428297,0.04346309502584709
1995,Staedtischer Raum,Ostdeutschland,Geld verdienen,0.03251625812906453,17246,0.02986907491941413,0.03516344133871493
1995,Laendlicher Raum,Westdeutschland,Andere Gruende,0.011005502751375688,17246,0.009448412586973475,0.0125625929157779
1995,Staedtischer Raum,Ostdeutschland,Andere Gruende,0.0030015007503751876,17246,0.0021850530673571717,0.0038179484333932035
1995,Laendlicher Raum,Ostdeutschland,Andere Gruende,0.0025012506253126563,17246,0.0017557523114652691,0.0032467489391600434
1996,Staedtischer Raum,Westdeutschland,Beides gleichermassen,0.2905982905982906,16862,0.2837450785166696,0.29745150267991166
1996,Staedtischer Raum,Westdeutschland,Geld verdienen,0.2212166918049271,16862,0.21495172473088742,0.22748165887896676
1996,Laendlicher Raum,Ostdeutschland,Beides gleichermassen,0.102061337355455,16862,0.09749197613071556,0.10663069858019444
