year,pgisced97,sex,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Pre-primary Level,male,Both equally,0.62009,42,42,0.47152,0.76866
1994,Pre-primary Level,female,Earn money,0.29007,31,96,0.19882,0.38133
1994,Pre-primary Level,female,Both equally,0.63740,65,96,0.54072,0.73407
1994,Primary Level,female,Earn money,0.71103,31,31,0.54883,0.87324
1994,Lower Secondary Level,male,Earn money,0.48591,87,147,0.40483,0.56698
1994,Lower Secondary Level,male,Both equally,0.49473,60,147,0.41363,0.57583
1994,Lower Secondary Level,female,Earn money,0.48889,108,225,0.42343,0.55435
1994,Lower Secondary Level,female,Both equally,0.46892,117,225,0.40357,0.53427
1994,Upper Secondary Level,male,Earn money,0.56116,178,323,0.50696,0.61537
1994,Upper Secondary Level,male,Both equally,0.40447,145,323,0.35086,0.45807
1994,Upper Secondary Level,female,Earn money,0.36014,267,691,0.32432,0.39596
1994,Upper Secondary Level,female,Other reasons,0.08969,48,691,0.06837,0.11101
1994,Upper Secondary Level,female,Both equally,0.55017,376,691,0.51305,0.58729
1994,Second Stage of Tertiary Education,male,Both equally,0.57313,35,35,0.40687,0.73939
1994,Second Stage of Tertiary Education,female,Both equally,0.60852,62,62,0.48604,0.73101
1995,Pre-primary Level,male,Earn money,0.34902,43,105,0.25741,0.44064
1995,Pre-primary Level,male,Both equally,0.63305,62,105,0.54041,0.72568
1995,Pre-primary Level,female,Both equally,0.71334,75,75,0.61031,0.81637
1995,Primary Level,female,Earn money,0.65353,32,32,0.48602,0.82104
1995,Lower Secondary Level,male,Earn money,0.56203,69,124,0.47435,0.64971
1995,Lower Secondary Level,male,Both equally,0.41685,55,124,0.32972,0.50399
1995,Lower Secondary Level,female,Earn money,0.50336,130,251,0.44138,0.56534
1995,Lower Secondary Level,female,Both equally,0.44767,121,251,0.38603,0.50931
1995,Upper Secondary Level,male,Earn money,0.44168,172,346,0.38928,0.49408
1995,Upper Secondary Level,male,Both equally,0.51757,174,346,0.46484,0.57030
1995,Upper Secondary Level,female,Earn money,0.32019,253,701,0.28563,0.35475
1995,Upper Secondary Level,female,Other reasons,0.09940,51,701,0.07724,0.12157
1995,Upper Secondary Level,female,Both equally,0.58041,397,701,0.54385,0.61697
1995,Post-secondary Non-tertiary Level,female,Both equally,0.55040,35,35,0.38319,0.71761
1995,Second Stage of Tertiary Education,male,Both equally,0.64607,34,34,0.48292,0.80923
1995,Second Stage of Tertiary Education,female,Both equally,0.76975,71,71,0.67113,0.86838
1996,Pre-primary Level,male,Earn money,0.44460,48,108,0.35044,0.53875
1996,Pre-primary Level,male,Both equally,0.52115,60,108,0.42650,0.61581
