year,age_gr,sampreg,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,West,Earn money,0.39006,307,757,0.35529,0.42483
1994,17-29 y.,West,Other reasons,0.05101,39,757,0.03532,0.06669
1994,17-29 y.,West,Both equally,0.55893,411,757,0.52354,0.59433
1994,17-29 y.,East,Earn money,0.44039,123,269,0.38095,0.49983
1994,17-29 y.,East,Both equally,0.51500,146,269,0.45517,0.57484
1994,30-45 y.,West,Earn money,0.37686,167,431,0.33106,0.42266
1994,30-45 y.,West,Other reasons,0.13986,53,431,0.10708,0.17264
1994,30-45 y.,West,Both equally,0.48328,211,431,0.43605,0.53051
1994,30-45 y.,East,Earn money,0.52530,115,224,0.45976,0.59084
1994,30-45 y.,East,Both equally,0.45753,109,224,0.39214,0.52292
1994,46-65 y.,West,Earn money,0.47062,70,142,0.38823,0.55301
1994,46-65 y.,West,Both equally,0.43983,72,142,0.35790,0.52176
1994,46-65 y.,East,Earn money,0.45026,72,158,0.37244,0.52809
1994,46-65 y.,East,Both equally,0.53588,86,158,0.45786,0.61389
1995,17-29 y.,West,Earn money,0.38522,313,802,0.35152,0.41892
1995,17-29 y.,West,Other reasons,0.04456,44,802,0.03027,0.05885
1995,17-29 y.,West,Both equally,0.57022,445,802,0.53593,0.60450
1995,17-29 y.,East,Earn money,0.37498,103,256,0.31556,0.43440
1995,17-29 y.,East,Both equally,0.60800,153,256,0.54808,0.66792
1995,30-45 y.,West,Earn money,0.34330,211,536,0.30306,0.38353
1995,30-45 y.,West,Other reasons,0.08975,44,536,0.06553,0.11397
1995,30-45 y.,West,Both equally,0.56695,281,536,0.52496,0.60894
1995,30-45 y.,East,Earn money,0.43975,89,189,0.36880,0.51070
1995,30-45 y.,East,Both equally,0.53119,100,189,0.45986,0.60253
1995,46-65 y.,West,Earn money,0.42759,97,174,0.35386,0.50131
1995,46-65 y.,West,Both equally,0.42607,77,174,0.35238,0.49976
1995,46-65 y.,East,Earn money,0.33001,53,148,0.25399,0.40602
1995,46-65 y.,East,Both equally,0.63624,95,148,0.55847,0.71401
1996,17-29 y.,West,Earn money,0.36353,279,761,0.32933,0.39773
1996,17-29 y.,West,Other reasons,0.04145,35,761,0.02728,0.05562
1996,17-29 y.,West,Both equally,0.59502,447,761,0.56012,0.62992
1996,17-29 y.,East,Earn money,0.43620,126,262,0.37604,0.49637
1996,17-29 y.,East,Both equally,0.49482,136,262,0.43416,0.55548
1996,30-45 y.,West,Earn money,0.36071,205,528,0.31971,0.40171
