year,migback,regtyp,plb0111,proportion,n,lower_confidence,upper_confidence
1994,kein Migrationshintergrund,Staedtischer Raum,Beides gleichermassen,0.25157232704402516,16642,0.24497968243831467,0.2581649716497357
1994,kein Migrationshintergrund,Laendlicher Raum,Geld verdienen,0.15932914046121593,16642,0.15376863955415526,0.1648896413682766
1994,kein Migrationshintergrund,Staedtischer Raum,Geld verdienen,0.15775681341719078,16642,0.1522186453862913,0.16329498144809027
1994,kein Migrationshintergrund,Laendlicher Raum,Beides gleichermassen,0.14727463312368974,16642,0.14189042450892236,0.15265884173845712
1994,direkter Migrationshintergrund,Staedtischer Raum,Geld verdienen,0.07337526205450734,16642,0.06941357569337396,0.07733694841564072
1994,direkter Migrationshintergrund,Staedtischer Raum,Beides gleichermassen,0.062368972746331235,16642,0.0586948505764398,0.06604309491622266
1994,kein Migrationshintergrund,Staedtischer Raum,Andere Gruende,0.03773584905660377,16642,0.03484065599836729,0.040631042114840255
1994,indirekter Migrationshintergrund,Staedtischer Raum,Beides gleichermassen,0.03511530398322851,16642,0.03231864677211177,0.037911961194345256
1994,indirekter Migrationshintergrund,Staedtischer Raum,Geld verdienen,0.020964360587002098,16642,0.018787686666979407,0.023141034507024788
1994,kein Migrationshintergrund,Laendlicher Raum,Andere Gruende,0.012054507337526206,16642,0.010396469117402453,0.013712545557649959
1994,direkter Migrationshintergrund,Laendlicher Raum,Beides gleichermassen,0.011530398322851153,16642,0.009908374879804178,0.013152421765898127
1994,direkter Migrationshintergrund,Laendlicher Raum,Geld verdienen,0.011530398322851153,16642,0.009908374879804178,0.013152421765898127
1994,direkter Migrationshintergrund,Staedtischer Raum,Andere Gruende,0.006813417190775681,16642,0.00556358638349797,0.008063247998053392
1994,indirekter Migrationshintergrund,Laendlicher Raum,Beides gleichermassen,0.0041928721174004195,16642,0.0032111315525347843,0.005174612682266055
1994,indirekter Migrationshintergrund,Laendlicher Raum,Geld verdienen,0.003668763102725367,16642,0.0027501872585118632,0.004587338946938871
1994,direkter Migrationshintergrund,Laendlicher Raum,Andere Gruende,0.0031446540880503146,16642,0.002293994456505354,0.003995313719595275
1994,indirekter Migrationshintergrund,Staedtischer Raum,Andere Gruende,0.0015723270440251573,16642,0.0009703456622283496,0.002174308425821965
1995,kein Migrationshintergrund,Staedtischer Raum,Beides gleichermassen,0.224112056028014,17246,0.21788842277955506,0.23033568927647297
1995,kein Migrationshintergrund,Laendlicher Raum,Beides gleichermassen,0.1570785392696348,17246,0.15164773859854322,0.1625093399407264
1995,kein Migrationshintergrund,Staedtischer Raum,Geld verdienen,0.15057528764382191,17246,0.14523762431796838,0.15591295096967545
1995,kein Migrationshintergrund,Laendlicher Raum,Geld verdienen,0.12306153076538269,17246,0.11815857925715764,0.12796448227360774
1995,direkter Migrationshintergrund,Staedtischer Raum,Beides gleichermassen,0.0945472736368184,17246,0.09018041356581444,0.09891413370782237
1995,direkter Migrationshintergrund,Staedtischer Raum,Geld verdienen,0.09404702351175588,17246,0.08969052834905612,0.09840351867445564
1995,kein Migrationshintergrund,Staedtischer Raum,Andere Gruende,0.03601800900450225,17246,0.03323697568672292,0.03879904232228158
1995,indirekter Migrationshintergrund,Staedtischer Raum,Beides gleichermassen,0.032016008004002,17246,0.029388587661734515,0.03464342834626948
1995,indirekter Migrationshintergrund,Staedtischer Raum,Geld verdienen,0.021010505252626314,17246,0.018869985970476906,0.023151024534775723
1995,direkter Migrationshintergrund,Laendlicher Raum,Beides gleichermassen,0.02051025512756378,17246,0.018394831462549777,0.022625678792577784
1995,direkter Migrationshintergrund,Laendlicher Raum,Geld verdienen,0.01900950475237619,17246,0.016971385077239935,0.021047624427512443
1995,kein Migrationshintergrund,Laendlicher Raum,Andere Gruende,0.01150575287643822,17246,0.009914070255108359,0.013097435497768081
1995,direkter Migrationshintergrund,Staedtischer Raum,Andere Gruende,0.005502751375687844,17246,0.004398663555485991,0.006606839195889697
1995,indirekter Migrationshintergrund,Laendlicher Raum,Geld verdienen,0.003501750875437719,17246,0.002620107855701016,0.004383393895174422
1995,indirekter Migrationshintergrund,Laendlicher Raum,Beides gleichermassen,0.003501750875437719,17246,0.002620107855701016,0.004383393895174422
1995,indirekter Migrationshintergrund,Staedtischer Raum,Andere Gruende,0.002001000500250125,17246,0.0013340393583671174,0.002667961642133132
1995,direkter Migrationshintergrund,Laendlicher Raum,Andere Gruende,0.0010005002501250625,17246,0.0005286511657629227,0.0014723493344872022
1995,indirekter Migrationshintergrund,Laendlicher Raum,Andere Gruende,0.0010005002501250625,17246,0.0005286511657629227,0.0014723493344872022
1996,kein Migrationshintergrund,Staedtischer Raum,Beides gleichermassen,0.23278029160382102,16862,0.22640155736761564,0.2391590258400264
1996,kein Migrationshintergrund,Laendlicher Raum,Beides gleichermassen,0.15233785822021115,16862,0.14691389363595833,0.15776182280446396
1996,kein Migrationshintergrund,Staedtischer Raum,Geld verdienen,0.14731020613373555,16862,0.1419607025858539,0.1526597096816172
1996,kein Migrationshintergrund,Laendlicher Raum,Geld verdienen,0.13423831070889894,16862,0.12909267602609614,0.13938394539170174
1996,direkter Migrationshintergrund,Staedtischer Raum,Geld verdienen,0.08999497234791352,16862,0.08567548159438605,0.094314463101441
1996,direkter Migrationshintergrund,Staedtischer Raum,Beides gleichermassen,0.07993966817496229,16862,0.07584620533017193,0.08403313101975264
1996,indirekter Migrationshintergrund,Staedtischer Raum,Beides gleichermassen,0.03167420814479638,16862,0.029030794290271084,0.034317621999321674
1996,kein Migrationshintergrund,Staedtischer Raum,Andere Gruende,0.029160382101558573,16862,0.026620743734763107,0.03170002046835404
1996,indirekter Migrationshintergrund,Staedtischer Raum,Geld verdienen,0.024132730015082957,16862,0.02181640161436775,0.026449058415798164
1996,direkter Migrationshintergrund,Laendlicher Raum,Beides gleichermassen,0.021116138763197588,16862,0.018946065647277643,0.023286211879117533
1996,direkter Migrationshintergrund,Laendlicher Raum,Geld verdienen,0.01608848667672197,16862,0.0141894334044728,0.017987539948971138
1996,kein Migrationshintergrund,Laendlicher Raum,Andere Gruende,0.013071895424836602,16862,0.011357489852854355,0.014786300996818848
1996,direkter Migrationshintergrund,Staedtischer Raum,Andere Gruende,0.00904977375565611,16862,0.007620398332762854,0.010479149178549365
1996,indirekter Migrationshintergrund,Laendlicher Raum,Beides gleichermassen,0.007541478129713424,16862,0.006235650211532808,0.008847306047894039
1996,indirekter Migrationshintergrund,Staedtischer Raum,Andere Gruende,0.004524886877828055,16862,0.0035118608693521696,0.00553791288630394
1996,indirekter Migrationshintergrund,Laendlicher Raum,Geld verdienen,0.004022121669180492,16862,0.0030667904351128496,0.004977452903248135
1996,direkter Migrationshintergrund,Laendlicher Raum,Andere Gruende,0.002011060834590246,16862,0.0013348579844294896,0.002687263684751003
1996,indirekter Migrationshintergrund,Laendlicher Raum,Andere Gruende,0.001005530417295123,16862,0.0005271419767198962,0.00148391885787035
1997,kein Migrationshintergrund,Staedtischer Raum,Beides gleichermassen,0.24028629856850717,16487,0.23376438955647066,0.24680820758054367
1997,kein Migrationshintergrund,Laendlicher Raum,Beides gleichermassen,0.16411042944785276,16487,0.1584567940608115,0.169764064834894
1997,kein Migrationshintergrund,Laendlicher Raum,Geld verdienen,0.1390593047034765,16487,0.13377762698531442,0.14434098242163856
1997,kein Migrationshintergrund,Staedtischer Raum,Geld verdienen,0.1359918200408998,16487,0.13075942443157912,0.14122421565022047
1997,direkter Migrationshintergrund,Staedtischer Raum,Geld verdienen,0.09406952965235174,16487,0.08961340662890988,0.0985256526757936
1997,direkter Migrationshintergrund,Staedtischer Raum,Beides gleichermassen,0.0869120654396728,16487,0.08261193539326621,0.09121219548607938
1997,indirekter Migrationshintergrund,Staedtischer Raum,Beides gleichermassen,0.03169734151329243,16487,0.029023090099842185,0.03437159292674268
1997,kein Migrationshintergrund,Staedtischer Raum,Andere Gruende,0.024539877300613498,16487,0.022178169272930495,0.0269015853282965
1997,indirekter Migrationshintergrund,Staedtischer Raum,Geld verdienen,0.02147239263803681,16487,0.019259746246234718,0.023685039029838904
1997,direkter Migrationshintergrund,Laendlicher Raum,Beides gleichermassen,0.017382413087934562,16487,0.0153874606220725,0.019377365553796624
1997,direkter Migrationshintergrund,Laendlicher Raum,Geld verdienen,0.013803680981595092,16487,0.01202267901982836,0.015584682943361823
1997,kein Migrationshintergrund,Laendlicher Raum,Andere Gruende,0.008691206543967281,16487,0.007274337319536167,0.010108075768398395
1997,direkter Migrationshintergrund,Staedtischer Raum,Andere Gruende,0.006134969325153374,16487,0.004943027236935132,0.007326911413371617
