year,migback,sampreg,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,West,Earn money,0.38857,333,892,0.35657,0.42058
1994,No migration background,West,Other reasons,0.09743,83,892,0.07796,0.11690
1994,No migration background,West,Both equally,0.51399,476,892,0.48118,0.54681
1994,No migration background,East,Earn money,0.47775,300,628,0.43866,0.51685
1994,No migration background,East,Both equally,0.49485,328,628,0.45572,0.53399
1994,Direct migration background,West,Earn money,0.46329,157,289,0.40570,0.52088
1994,Direct migration background,West,Both equally,0.46931,132,289,0.41168,0.52695
1994,Indirect migration background,West,Earn money,0.34482,56,144,0.26691,0.42272
1994,Indirect migration background,West,Both equally,0.63763,88,144,0.55885,0.71642
1995,No migration background,West,Earn money,0.35313,333,906,0.32199,0.38427
1995,No migration background,West,Other reasons,0.09088,86,906,0.07215,0.10961
1995,No migration background,West,Both equally,0.55598,487,906,0.52361,0.58835
1995,No migration background,East,Earn money,0.38304,240,578,0.34337,0.42270
1995,No migration background,East,Both equally,0.59059,338,578,0.55046,0.63071
1995,Direct migration background,West,Earn money,0.44359,229,464,0.39834,0.48885
1995,Direct migration background,West,Both equally,0.52485,235,464,0.47937,0.57034
1995,Indirect migration background,West,Earn money,0.42294,60,142,0.34140,0.50449
1995,Indirect migration background,West,Both equally,0.51602,82,142,0.43353,0.59851
1996,No migration background,West,Earn money,0.35946,309,875,0.32765,0.39128
1996,No migration background,West,Other reasons,0.08812,71,875,0.06933,0.10691
1996,No migration background,West,Both equally,0.55242,495,875,0.51945,0.58538
1996,No migration background,East,Earn money,0.45026,292,616,0.41094,0.48958
1996,No migration background,East,Both equally,0.51313,324,616,0.47362,0.55263
1996,Direct migration background,West,Earn money,0.41838,207,411,0.37063,0.46612
1996,Direct migration background,West,Both equally,0.50795,204,411,0.45955,0.55634
1996,Indirect migration background,West,Earn money,0.34672,64,164,0.27366,0.41978
1996,Indirect migration background,West,Both equally,0.58570,100,164,0.51008,0.66133
1997,No migration background,West,Earn money,0.34682,301,869,0.31516,0.37849
1997,No migration background,West,Other reasons,0.06962,58,869,0.05269,0.08656
1997,No migration background,West,Both equally,0.58355,510,869,0.55076,0.61635
1997,No migration background,East,Earn money,0.44384,272,614,0.40451,0.48317
1997,No migration background,East,Both equally,0.53747,342,614,0.49800,0.57694
1997,Direct migration background,West,Earn money,0.40850,210,419,0.36138,0.45563
1997,Direct migration background,West,Both equally,0.53729,209,419,0.48949,0.58509
1997,Indirect migration background,West,Earn money,0.29731,57,161,0.22649,0.36814
1997,Indirect migration background,West,Both equally,0.65088,104,161,0.57702,0.72474
1998,No migration background,West,Earn money,0.36471,340,977,0.33451,0.39491
1998,No migration background,West,Other reasons,0.09540,87,977,0.07697,0.11383
1998,No migration background,West,Both equally,0.53989,550,977,0.50862,0.57116
1998,No migration background,East,Earn money,0.43218,291,652,0.39413,0.47024
1998,No migration background,East,Both equally,0.52927,361,652,0.49093,0.56761
1998,Direct migration background,West,Earn money,0.52129,208,369,0.47025,0.57233
1998,Direct migration background,West,Both equally,0.45168,161,369,0.40084,0.50253
1998,Indirect migration background,West,Earn money,0.43344,68,156,0.35543,0.51146
1998,Indirect migration background,West,Both equally,0.48000,88,156,0.40135,0.55865
1999,No migration background,West,Earn money,0.35875,288,831,0.32612,0.39138
1999,No migration background,West,Other reasons,0.06649,58,831,0.04954,0.08344
1999,No migration background,West,Both equally,0.57476,485,831,0.54112,0.60839
1999,No migration background,East,Earn money,0.35189,235,597,0.31355,0.39023
1999,No migration background,East,Both equally,0.62776,362,597,0.58895,0.66657
1999,Direct migration background,West,Earn money,0.48942,155,301,0.43285,0.54599
1999,Direct migration background,West,Both equally,0.48377,146,301,0.42722,0.54032
1999,Indirect migration background,West,Earn money,0.36139,65,153,0.28501,0.43776
1999,Indirect migration background,West,Both equally,0.57866,88,153,0.50016,0.65716
2000,No migration background,West,Earn money,0.34026,543,1606,0.31708,0.36344
2000,No migration background,West,Other reasons,0.09910,165,1606,0.08448,0.11372
2000,No migration background,West,Both equally,0.56064,898,1606,0.53635,0.58492
2000,No migration background,East,Earn money,0.42307,409,917,0.39108,0.45506
2000,No migration background,East,Both equally,0.54706,508,917,0.51482,0.57929
2000,Direct migration background,West,Earn money,0.47130,248,499,0.42745,0.51514
2000,Direct migration background,West,Both equally,0.46721,251,499,0.42339,0.51103
2000,Indirect migration background,West,Earn money,0.39478,98,236,0.33228,0.45727
2000,Indirect migration background,West,Both equally,0.55995,138,236,0.49648,0.62342
2001,No migration background,West,Earn money,0.36121,473,1428,0.33629,0.38614
2001,No migration background,West,Other reasons,0.08159,120,1428,0.06739,0.09579
2001,No migration background,West,Both equally,0.55720,835,1428,0.53142,0.58297
2001,No migration background,East,Earn money,0.41997,379,861,0.38698,0.45296
2001,No migration background,East,Both equally,0.56151,482,861,0.52835,0.59468
2001,Direct migration background,West,Earn money,0.46725,206,425,0.41976,0.51474
2001,Direct migration background,West,Both equally,0.50772,219,425,0.46014,0.55531
2001,Indirect migration background,West,Earn money,0.34853,82,227,0.28641,0.41066
2001,Indirect migration background,West,Both equally,0.60324,145,227,0.53946,0.66703
2003,No migration background,West,Earn money,0.40299,567,1528,0.37839,0.42760
2003,No migration background,West,Other reasons,0.05710,105,1528,0.04547,0.06874
2003,No migration background,West,Both equally,0.53990,856,1528,0.51490,0.56490
2003,No migration background,East,Earn money,0.45539,426,901,0.42285,0.48793
2003,No migration background,East,Both equally,0.52358,475,901,0.49095,0.55621
2003,Direct migration background,West,Earn money,0.50043,201,394,0.45100,0.54987
2003,Direct migration background,West,Both equally,0.47568,193,394,0.42631,0.52506
2003,Indirect migration background,West,Earn money,0.49701,89,207,0.42873,0.56528
2003,Indirect migration background,West,Both equally,0.47671,118,207,0.40851,0.54492
2005,No migration background,West,Earn money,0.39661,460,1223,0.36918,0.42404
2005,No migration background,West,Other reasons,0.04997,73,1223,0.03775,0.06218
2005,No migration background,West,Both equally,0.55342,690,1223,0.52555,0.58130
2005,No migration background,East,Earn money,0.41244,340,797,0.37824,0.44664
2005,No migration background,East,Both equally,0.57345,457,797,0.53909,0.60781
2005,Direct migration background,West,Earn money,0.45968,150,307,0.40384,0.51552
2005,Direct migration background,West,Both equally,0.52270,157,307,0.46673,0.57866
2005,Indirect migration background,West,Earn money,0.40660,74,191,0.33675,0.47644
2005,Indirect migration background,West,Both equally,0.56190,117,191,0.49136,0.63245
2007,No migration background,West,Earn money,0.39315,465,1307,0.36666,0.41964
2007,No migration background,West,Other reasons,0.05182,73,1307,0.03979,0.06384
2007,No migration background,West,Both equally,0.55503,769,1307,0.52808,0.58199
2007,No migration background,East,Earn money,0.39020,287,695,0.35391,0.42650
2007,No migration background,East,Both equally,0.58643,408,695,0.54979,0.62307
2007,Direct migration background,West,Earn money,0.42945,138,302,0.37353,0.48538
2007,Direct migration background,West,Both equally,0.53261,164,302,0.47625,0.58898
2007,Indirect migration background,West,Earn money,0.42623,86,190,0.35572,0.49673
2007,Indirect migration background,West,Both equally,0.51097,104,190,0.43970,0.58223
