year,age_gr,plb0111,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1994,18-29 y.,Both equally,0.5338345864661654,16642,0.5262553284689314,0.5414138444633995
1994,18-29 y.,Earn money,0.4167561761546724,16642,0.40926552781118714,0.4242468244981577
1994,18-29 y.,Other reasons,0.04940923737916219,16642,0.046116522071166885,0.052701952687157494
1994,30-45 y.,Both equally,0.48632218844984804,16642,0.47872836041404737,0.4939160164856487
1994,30-45 y.,Earn money,0.42857142857142855,16642,0.4210526742286559,0.4360901829142012
1994,30-45 y.,Other reasons,0.0851063829787234,16642,0.08086683379417933,0.08934593216326747
1994,46-65 y.,Both equally,0.5031847133757962,16642,0.49558819649770136,0.510781230253891
1994,46-65 y.,Earn money,0.45222929936305734,16642,0.4446673796837391,0.4597912190423756
1994,46-65 y.,Other reasons,0.044585987261146494,16642,0.041450187594238554,0.047721786928054434
1994,66 and older,Earn money,0.4,16642,0.3925568129454095,0.40744318705459054
1994,66 and older,Both equally,0.4,16642,0.3925568129454095,0.40744318705459054
1994,66 and older,Other reasons,0.2,16642,0.19392266321872134,0.20607733678127868
1995,18-29 y.,Both equally,0.5526601520086862,17246,0.5452391978393409,0.5600811061780315
1995,18-29 y.,Earn money,0.4028230184581976,17246,0.39550285886100944,0.4101431780553858
1995,18-29 y.,Other reasons,0.04451682953311618,17246,0.041438709760004744,0.04759494930622761
1995,30-45 y.,Both equally,0.522633744855967,17246,0.5151789368667581,0.530088552845176
1995,30-45 y.,Earn money,0.411522633744856,17246,0.4041779411147312,0.41886732637498075
1995,30-45 y.,Other reasons,0.06584362139917696,17246,0.06214211481017738,0.06954512798817654
1995,46-65 y.,Both equally,0.4956772334293948,17246,0.4882150545848179,0.5031394122739716
1995,46-65 y.,Earn money,0.4322766570605187,17246,0.42488296858222113,0.4396703455388163
1995,46-65 y.,Other reasons,0.07204610951008646,17246,0.06818706004058311,0.0759051589795898
1995,66 and older,Earn money,0.5,17246,0.49253754225860175,0.5074624577413982
1995,66 and older,Both equally,0.5,17246,0.49253754225860175,0.5074624577413982
1996,18-29 y.,Both equally,0.5601799775028121,16862,0.552687890397373,0.5676720646082513
1996,18-29 y.,Earn money,0.3937007874015748,16862,0.3863263622387409,0.40107521256440876
1996,18-29 y.,Other reasons,0.04611923509561305,16862,0.04295339028197874,0.049285079909247353
1996,30-45 y.,Both equally,0.5181695827725438,16862,0.5106276163737866,0.5257115491713009
1996,30-45 y.,Earn money,0.4078061911170929,16862,0.4003886430790303,0.4152237391551554
1996,30-45 y.,Other reasons,0.0740242261103634,16862,0.07007248687462712,0.07797596534609967
1996,46-65 y.,Earn money,0.4914772727272727,16862,0.48393141812965296,0.49902312732489246
1996,46-65 y.,Both equally,0.44886363636363635,16862,0.44135625852802357,0.45637101419924914
1996,46-65 y.,Other reasons,0.05965909090909091,16862,0.05608403770272278,0.06323414411545904
1996,66 and older,Both equally,0.8,16862,0.7939624391590187,0.8060375608409814
1996,66 and older,Earn money,0.2,16862,0.19396243915901862,0.2060375608409814
1997,18-29 y.,Both equally,0.5523465703971119,16487,0.5447562162178334,0.5599369245763903
1997,18-29 y.,Earn money,0.41155234657039713,16487,0.404040413476093,0.4190642796647013
1997,18-29 y.,Other reasons,0.036101083032490974,16487,0.03325360020253793,0.038948565862444016
1997,30-45 y.,Both equally,0.5659121171770972,16487,0.5583464265133826,0.5734778078408118
1997,30-45 y.,Earn money,0.3794940079893475,16487,0.37208669486405654,0.3869013211146385
1997,30-45 y.,Other reasons,0.05459387483355526,16487,0.05112597601225767,0.05806177365485285
1997,46-65 y.,Both equally,0.48655913978494625,16487,0.4789296010271602,0.4941886785427323
