year,migback,quintil_oecd,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,1st Quintile,Earn money,0.56753,231,435,0.52092,0.61414
1994,No migration background,1st Quintile,Both equally,0.39276,204,435,0.34681,0.43870
1994,No migration background,2nd Quintile,Earn money,0.40691,156,331,0.35390,0.45991
1994,No migration background,2nd Quintile,Both equally,0.53516,175,331,0.48134,0.58897
1994,No migration background,3rd Quintile,Earn money,0.31305,94,274,0.25804,0.36806
1994,No migration background,3rd Quintile,Both equally,0.62135,180,274,0.56381,0.67889
1994,No migration background,4th Quintile,Earn money,0.37607,103,239,0.31452,0.43761
1994,No migration background,4th Quintile,Both equally,0.50057,136,239,0.43705,0.56410
1994,No migration background,5th Quintile,Earn money,0.26916,49,157,0.19956,0.33876
1994,No migration background,5th Quintile,Both equally,0.57722,108,157,0.49970,0.65474
1994,Direct migration background,1st Quintile,Earn money,0.47656,75,137,0.39261,0.56050
1994,Direct migration background,1st Quintile,Both equally,0.47308,62,137,0.38917,0.55700
1994,Direct migration background,2nd Quintile,Earn money,0.62120,47,47,0.48101,0.76138
1994,Indirect migration background,1st Quintile,Both equally,0.66880,34,34,0.50822,0.82938
1995,No migration background,1st Quintile,Earn money,0.49065,213,414,0.44244,0.53887
1995,No migration background,1st Quintile,Both equally,0.48350,201,414,0.43531,0.53170
1995,No migration background,2nd Quintile,Earn money,0.37834,140,334,0.32625,0.43043
1995,No migration background,2nd Quintile,Both equally,0.56431,194,334,0.51105,0.61757
1995,No migration background,3rd Quintile,Earn money,0.29020,90,262,0.23514,0.34527
1995,No migration background,3rd Quintile,Both equally,0.65128,172,262,0.59346,0.70909
1995,No migration background,4th Quintile,Earn money,0.27872,78,223,0.21974,0.33771
1995,No migration background,4th Quintile,Both equally,0.62077,145,223,0.55695,0.68460
1995,No migration background,5th Quintile,Earn money,0.25604,52,196,0.19478,0.31730
1995,No migration background,5th Quintile,Other reasons,0.18361,32,196,0.12927,0.23795
1995,No migration background,5th Quintile,Both equally,0.56035,112,196,0.49068,0.63002
1995,Direct migration background,1st Quintile,Earn money,0.50979,137,241,0.44655,0.57304
1995,Direct migration background,1st Quintile,Both equally,0.47477,104,241,0.41159,0.53795
1995,Direct migration background,2nd Quintile,Earn money,0.37531,48,125,0.29008,0.46053
1995,Direct migration background,2nd Quintile,Both equally,0.59575,77,125,0.50937,0.68213
1995,Direct migration background,3rd Quintile,Both equally,0.67085,33,33,0.50804,0.83367
1996,No migration background,1st Quintile,Earn money,0.50149,226,435,0.45445,0.54853
1996,No migration background,1st Quintile,Both equally,0.47302,209,435,0.42604,0.51999
1996,No migration background,2nd Quintile,Earn money,0.41005,144,319,0.35599,0.46411
1996,No migration background,2nd Quintile,Both equally,0.53376,175,319,0.47893,0.58859
1996,No migration background,3rd Quintile,Earn money,0.31056,101,266,0.25485,0.36628
1996,No migration background,3rd Quintile,Both equally,0.62259,165,266,0.56423,0.68096
1996,No migration background,4th Quintile,Earn money,0.33318,80,218,0.27046,0.39589
1996,No migration background,4th Quintile,Both equally,0.52575,138,218,0.45931,0.59219
1996,No migration background,5th Quintile,Earn money,0.25690,50,182,0.19325,0.32055
1996,No migration background,5th Quintile,Both equally,0.60390,132,182,0.53265,0.67515
1996,Direct migration background,1st Quintile,Earn money,0.49067,113,210,0.42289,0.55845
1996,Direct migration background,1st Quintile,Both equally,0.48675,97,210,0.41899,0.55451
1996,Direct migration background,2nd Quintile,Earn money,0.44186,56,107,0.34732,0.53640
1996,Direct migration background,2nd Quintile,Both equally,0.54980,51,107,0.45509,0.64451
1996,Indirect migration background,1st Quintile,Both equally,0.53633,40,40,0.37982,0.69284
1997,No migration background,1st Quintile,Earn money,0.45925,186,374,0.40868,0.50982
1997,No migration background,1st Quintile,Both equally,0.51507,188,374,0.46435,0.56579
1997,No migration background,2nd Quintile,Earn money,0.40681,162,366,0.35642,0.45721
1997,No migration background,2nd Quintile,Both equally,0.57179,204,366,0.52103,0.62256
1997,No migration background,3rd Quintile,Earn money,0.33031,108,300,0.27700,0.38362
1997,No migration background,3rd Quintile,Both equally,0.62426,192,300,0.56936,0.67916
1997,No migration background,4th Quintile,Earn money,0.32091,74,227,0.26004,0.38177
1997,No migration background,4th Quintile,Both equally,0.56234,153,227,0.49766,0.62702
