year,migback,sex,plb0111,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,male,Earn money,0.5251105043141768,259,1947,0.5244994647298408,0.5257215438985129
1994,No migration background,male,Both equally,0.4748894956858231,244,1947,0.474278456101487,0.47550053527015923
1994,No migration background,female,Earn money,0.3649530980740065,374,1947,0.3645205672766604,0.3653856288713526
1994,No migration background,female,Other reasons,0.09401490639355055,77,1947,0.09375269322849754,0.09427711955860356
1994,No migration background,female,Both equally,0.5410319955324429,560,1947,0.5405842839933998,0.541479707071486
1994,Direct migration background,male,Earn money,0.4775100275122051,72,1947,0.4759897151636045,0.47903033986080573
1994,Direct migration background,male,Both equally,0.5224899724877948,52,1947,0.5209696601391942,0.5240102848363954
1994,Direct migration background,female,Earn money,0.48240907651755466,93,1947,0.4810399684254277,0.48377818460968164
1994,Direct migration background,female,Both equally,0.5175909234824454,90,1947,0.5162218153903184,0.5189600315745724
1994,Indirect migration background,male,Earn money,0.4124159464624167,35,1947,0.41029820322940636,0.41453368969542703
1994,Indirect migration background,male,Both equally,0.5875840535375834,42,1947,0.5854663103045731,0.5897017967705936
1994,Indirect migration background,female,Both equally,1.0,49,1947,1.0,1.0
1995,No migration background,male,Earn money,0.4503620335871596,225,2077,0.44972594906581764,0.45099811810850154
1995,No migration background,male,Both equally,0.5496379664128405,260,2077,0.5490018818914986,0.5502740509341824
1995,No migration background,female,Earn money,0.3217767432858781,348,2077,0.3213525629281382,0.32220092364361796
1995,No migration background,female,Other reasons,0.09601764574314046,83,2077,0.09575013428269082,0.09628515720359011
1995,No migration background,female,Both equally,0.5822056109709814,565,2077,0.5817577879823177,0.5826534339596452
1995,Direct migration background,male,Earn money,0.4927824545441756,94,2077,0.4915572825491044,0.49400762653924674
1995,Direct migration background,male,Both equally,0.5072175454558244,83,2077,0.5059923734607532,0.5084427174508956
1995,Direct migration background,female,Earn money,0.4276093624485649,139,2077,0.4265816894792322,0.4286370354178976
1995,Direct migration background,female,Both equally,0.572390637551435,160,2077,0.5713629645821023,0.5734183105207677
1995,Indirect migration background,male,Earn money,0.544160040731241,36,2077,0.5417988292883356,0.5465212521741465
1995,Indirect migration background,male,Both equally,0.4558399592687591,36,2077,0.4534787478258536,0.45820117071166455
1995,Indirect migration background,female,Both equally,1.0,48,2077,1.0,1.0
1996,No migration background,male,Earn money,0.46960590266722146,249,2055,0.46898720128674726,0.47022460404769567
