year,bula_h,migback,plb0111,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1994,Lower Saxony,No migration background,Earn money,0.03646072068930843,36,1515,0.036317896363443125,0.03660354501517374
1994,Lower Saxony,No migration background,Both equally,0.04743535000721391,57,1515,0.04727337308903472,0.047597326925393105
1994,North Rhine-Westphalia,No migration background,Earn money,0.07530347095773218,80,1515,0.07510239416117835,0.07550454775428601
1994,North Rhine-Westphalia,No migration background,Both equally,0.13902225283600053,158,1515,0.13875862396423846,0.1392858817077626
1994,North Rhine-Westphalia,Direct migration background,Earn money,0.011452712655483002,34,1515,0.011371633773160023,0.01153379153780598
1994,North Rhine-Westphalia,Direct migration background,Both equally,0.016078101119638664,41,1515,0.0159822598545168,0.01617394238476053
1994,North Rhine-Westphalia,Indirect migration background,Both equally,0.012983066026851033,32,1515,0.012896806756258908,0.013069325297443158
1994,Hesse,No migration background,Both equally,0.036171573262841594,39,1515,0.03602929504669231,0.036313851478990876
1994,"Rhineland-Palatinate, Saarland",No migration background,Earn money,0.034822866016026535,40,1515,0.03468316787890314,0.03496256415314993
1994,Baden-Wuerttemberg,No migration background,Earn money,0.05317549390140357,59,1515,0.05300451388364951,0.05334647391915762
1994,Baden-Wuerttemberg,No migration background,Both equally,0.063239611798718,76,1515,0.06305414605590764,0.06342507754152835
1994,Baden-Wuerttemberg,Direct migration background,Earn money,0.02004073114960046,50,1515,0.019933944824751557,0.020147517474449362
1994,Baden-Wuerttemberg,Direct migration background,Both equally,0.011795328089306042,35,1515,0.011713059640105931,0.011877596538506154
1994,Bavaria,No migration background,Earn money,0.05802149098604516,65,1515,0.057843347565771155,0.05819963440631916
1994,Bavaria,No migration background,Both equally,0.07088443045966229,79,1515,0.07068887716258243,0.07107998375674215
1994,Berlin,No migration background,Both equally,0.025770439902509903,40,1515,0.02564970122513741,0.025891178579882396
1994,Brandenburg,No migration background,Earn money,0.01981930633903757,47,1515,0.019713099583025622,0.01992551309504952
1994,Brandenburg,No migration background,Both equally,0.01761627782404064,41,1515,0.017516035182840867,0.017716520465240415
1994,Mecklenburg-Western Pomerania,No migration background,Earn money,0.023336484008405958,38,1515,0.02322144502352246,0.023451522993289457
1994,Mecklenburg-Western Pomerania,No migration background,Both equally,0.02541498458960585,46,1515,0.025295059614540424,0.025534909564671273
1994,Saxony,No migration background,Earn money,0.044368601946445256,90,1515,0.04421169653428538,0.04452550735860513
1994,Saxony,No migration background,Both equally,0.04976760106041349,106,1515,0.04960189319720783,0.04993330892361915
1994,Saxony-Anhalt,No migration background,Earn money,0.029015221691009445,58,1515,0.0288873206721481,0.02914312270987079
1994,Saxony-Anhalt,No migration background,Both equally,0.025290715115999833,53,1515,0.025171076066787423,0.025410354165212243
1994,Thuringa,No migration background,Earn money,0.028837925557274026,58,1515,0.028710404263006774,0.028965446851541277
1994,Thuringa,No migration background,Both equally,0.023875242009426596,57,1515,0.023758914775345908,0.023991569243507285
1995,Lower Saxony,No migration background,Earn money,0.03176589000945876,34,1565,0.031631964116289026,0.03189981590262849
1995,Lower Saxony,No migration background,Both equally,0.05620514537533682,60,1565,0.05602926366154655,0.056381027089127095
1995,North Rhine-Westphalia,No migration background,Earn money,0.07728056541669172,100,1565,0.07707664353602374,0.0774844872973597
1995,North Rhine-Westphalia,No migration background,Both equally,0.12068870146752153,135,1565,0.12043993119471655,0.12093747174032651
1995,North Rhine-Westphalia,Direct migration background,Earn money,0.01874503445541627,48,1565,0.018641465903606165,0.018848603007226378
1995,North Rhine-Westphalia,Direct migration background,Both equally,0.03028502105418304,69,1565,0.03015415414651008,0.030415887961855997
1995,Hesse,No migration background,Both equally,0.03548575104670313,41,1565,0.03534447284019614,0.035627029253210124
1995,"Rhineland-Palatinate, Saarland",No migration background,Earn money,0.026605036706235194,35,1565,0.026482145635862625,0.026727927776607763
1995,"Rhineland-Palatinate, Saarland",No migration background,Both equally,0.029857964466835328,32,1565,0.029727994918980767,0.02998793401468989
1995,Baden-Wuerttemberg,No migration background,Earn money,0.04018042856187962,47,1565,0.04003046148331658,0.04033039564044267
1995,Baden-Wuerttemberg,No migration background,Both equally,0.07368218945949273,82,1565,0.07348268384746963,0.07388169507151583
1995,Baden-Wuerttemberg,Direct migration background,Earn money,0.01886808460709228,61,1565,0.018764183193212606,0.018971986020971953
