year,pgisced97,regtyp,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No answer / don't know,No answer / don't know,No,0.71111,54,54,0.58909,0.83314
1984,Pre-primary Level,No answer / don't know,No,0.98987,184,184,0.97536,1.00438
1984,Primary Level,No answer / don't know,Yes,0.10381,64,992,0.08482,0.12281
1984,Primary Level,No answer / don't know,No,0.89619,928,992,0.87719,0.91518
1984,Lower Secondary Level,No answer / don't know,Yes,0.12027,305,3427,0.10937,0.13116
1984,Lower Secondary Level,No answer / don't know,No,0.87973,3122,3427,0.86884,0.89063
1984,Upper Secondary Level,No answer / don't know,Yes,0.12643,596,5674,0.11778,0.13507
1984,Upper Secondary Level,No answer / don't know,No,0.87357,5078,5674,0.86493,0.88222
1984,Post-secondary Non-tertiary Level,No answer / don't know,No,0.90287,283,283,0.86830,0.93743
1984,First Stage of Tertiary Education,No answer / don't know,Yes,0.14754,87,658,0.12043,0.17466
1984,First Stage of Tertiary Education,No answer / don't know,No,0.85246,571,658,0.82534,0.87957
1984,Second Stage of Tertiary Education,No answer / don't know,Yes,0.10449,71,785,0.08308,0.12590
1984,Second Stage of Tertiary Education,No answer / don't know,No,0.89551,714,785,0.87410,0.91692
1985,No answer / don't know,Urban regions,No,0.86957,91,91,0.79999,0.93915
1985,Pre-primary Level,Urban regions,No,0.99627,146,146,0.98636,1.00619
1985,Primary Level,Urban regions,Yes,0.11137,48,722,0.08841,0.13433
1985,Primary Level,Urban regions,No,0.88863,674,722,0.86567,0.91159
1985,Primary Level,Rural regions,No,0.77463,95,95,0.69016,0.85910
1985,Lower Secondary Level,Urban regions,Yes,0.11563,192,2295,0.10255,0.12872
1985,Lower Secondary Level,Urban regions,No,0.88437,2103,2295,0.87128,0.89745
1985,Lower Secondary Level,Rural regions,Yes,0.10433,65,736,0.08223,0.12642
1985,Lower Secondary Level,Rural regions,No,0.89567,671,736,0.87358,0.91777
1985,Upper Secondary Level,Urban regions,Yes,0.13214,427,4006,0.12165,0.14262
1985,Upper Secondary Level,Urban regions,No,0.86786,3579,4006,0.85738,0.87835
1985,Upper Secondary Level,Rural regions,Yes,0.10338,99,1130,0.08562,0.12114
1985,Upper Secondary Level,Rural regions,No,0.89662,1031,1130,0.87886,0.91438
1985,Post-secondary Non-tertiary Level,Urban regions,No,0.91391,215,215,0.87632,0.95149
1985,Post-secondary Non-tertiary Level,Rural regions,No,0.87342,39,39,0.76770,0.97914
1985,First Stage of Tertiary Education,Urban regions,Yes,0.17628,76,484,0.14229,0.21026
1985,First Stage of Tertiary Education,Urban regions,No,0.82372,408,484,0.78974,0.85771
1985,First Stage of Tertiary Education,Rural regions,No,0.88568,121,121,0.82875,0.94262
1985,Second Stage of Tertiary Education,Urban regions,Yes,0.10205,54,629,0.07837,0.12572
1985,Second Stage of Tertiary Education,Urban regions,No,0.89795,575,629,0.87428,0.92163
1985,Second Stage of Tertiary Education,Rural regions,No,0.87768,109,109,0.81588,0.93947
1987,No answer / don't know,Urban regions,No,0.87911,97,97,0.81390,0.94433
1987,Pre-primary Level,Urban regions,No,0.98514,160,160,0.96634,1.00395
1987,Primary Level,Urban regions,Yes,0.12731,56,643,0.10153,0.15310
1987,Primary Level,Urban regions,No,0.87269,587,643,0.84690,0.89847
