year,age_gr,migback,ple0040,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,18-29 y.,No migration background,No,0.9795728876508821,16099,0.9773877515702336,0.9817580237315306
1984,18-29 y.,No migration background,Yes,0.02042711234911792,16099,0.018241976268469413,0.022612248429766425
1984,18-29 y.,Direct migration background,No,0.9901639344262295,16099,0.9886394574115963,0.9916884114408627
1984,18-29 y.,Direct migration background,Yes,0.009836065573770493,16099,0.008311588559137233,0.011360542588403752
1984,18-29 y.,Indirect migration background,No,0.9722222222222222,16099,0.9696836580722812,0.9747607863721632
1984,18-29 y.,Indirect migration background,Yes,0.027777777777777776,16099,0.02523921362783674,0.03031634192771881
1984,30-45 y.,No migration background,No,0.9505428226779252,16099,0.9471934989381021,0.9538921464177483
1984,30-45 y.,No migration background,Yes,0.04945717732207479,16099,0.046107853582251716,0.05280650106189786
1984,30-45 y.,Direct migration background,No,0.9695872556118754,16099,0.9669346182866042,0.9722398929371466
1984,30-45 y.,Direct migration background,Yes,0.03041274438812455,16099,0.02776010706285339,0.03306538171339571
1984,30-45 y.,Indirect migration background,No,0.9444444444444444,16099,0.9409060309979208,0.947982857890968
1984,30-45 y.,Indirect migration background,Yes,0.05555555555555555,16099,0.052017142109031904,0.0590939690020792
1984,46-65 y.,No migration background,No,0.7871517027863777,16099,0.7808287355581365,0.7934746700146189
1984,46-65 y.,No migration background,Yes,0.21284829721362228,16099,0.20652532998538106,0.2191712644418635
1984,46-65 y.,Direct migration background,No,0.8856837606837606,16099,0.8807684618509076,0.8905990595166137
1984,46-65 y.,Direct migration background,Yes,0.11431623931623931,16099,0.10940094048338632,0.1192315381490923
1984,46-65 y.,Indirect migration background,No,0.9166666666666666,16099,0.912397218771971,0.9209361145613623
1984,46-65 y.,Indirect migration background,Yes,0.08333333333333333,16099,0.07906388543863774,0.08760278122802892
1984,66 and older,No migration background,No,0.7762295081967213,16099,0.7697914766041867,0.782667539789256
1984,66 and older,No migration background,Yes,0.22377049180327868,16099,0.21733246021074404,0.23020852339581332
1984,66 and older,Direct migration background,No,0.8857142857142857,16099,0.8807995584827415,0.8906290129458299
1984,66 and older,Direct migration background,Yes,0.11428571428571428,16099,0.10937098705417009,0.11920044151725848
1984,66 and older,Indirect migration background,No,1.0,16099,1.0,1.0
1985,18-29 y.,No migration background,No,0.9757305596830114,14443,0.9732208574338311,0.9782402619321916
1985,18-29 y.,No migration background,Yes,0.02426944031698861,14443,0.021759738067808405,0.026779142566168812
1985,18-29 y.,Direct migration background,No,0.9908616187989556,14443,0.9893097017505214,0.9924135358473899
1985,18-29 y.,Direct migration background,Yes,0.009138381201044387,14443,0.007586464152610066,0.010690298249478708
1985,18-29 y.,Indirect migration background,No,0.974025974025974,14443,0.9714319005681089,0.9766200474838391
1985,18-29 y.,Indirect migration background,Yes,0.025974025974025976,14443,0.02337995251616089,0.02856809943189106
1985,30-45 y.,No migration background,No,0.9526129317980514,14443,0.9491478337954214,0.9560780298006814
1985,30-45 y.,No migration background,Yes,0.04738706820194863,14443,0.04392197019931864,0.050852166204578615
1985,30-45 y.,Direct migration background,No,0.9735945485519591,14443,0.9709795995049756,0.9762094975989427
1985,30-45 y.,Direct migration background,Yes,0.026405451448040886,14443,0.02379050240105736,0.029020400495024412
1985,30-45 y.,Indirect migration background,No,1.0,14443,1.0,1.0
1985,46-65 y.,No migration background,No,0.7935189031990029,14443,0.7869173496043594,0.8001204567936463
1985,46-65 y.,No migration background,Yes,0.2064810968009971,14443,0.19987954320635365,0.21308265039564056
1985,46-65 y.,Direct migration background,No,0.8857808857808858,14443,0.8805933642547669,0.8909684073070047
1985,46-65 y.,Direct migration background,Yes,0.11421911421911422,14443,0.10903159269299531,0.11940663574523314
1985,46-65 y.,Indirect migration background,No,0.8181818181818182,14443,0.8118915243431948,0.8244721120204417
1985,46-65 y.,Indirect migration background,Yes,0.18181818181818182,14443,0.17552788797955832,0.18810847565680533
1985,66 and older,No migration background,No,0.7814885496183206,14443,0.7747490791419804,0.7882280200946608
1985,66 and older,No migration background,Yes,0.21851145038167938,14443,0.21177197990533927,0.22525092085801948
1985,66 and older,Direct migration background,No,0.8888888888888888,14443,0.88376346427964,0.8940143134981376
1985,66 and older,Direct migration background,Yes,0.1111111111111111,14443,0.10598568650186233,0.11623653572035988
1985,66 and older,Indirect migration background,No,1.0,14443,1.0,1.0
1986,18-29 y.,No migration background,No,0.981651376146789,13742,0.9794074348668996,0.9838953174266784
1986,18-29 y.,No migration background,Yes,0.01834862385321101,13742,0.016104682573321653,0.020592565133100368
1986,18-29 y.,Direct migration background,No,1.0,13742,1.0,1.0
1986,18-29 y.,Indirect migration background,No,1.0,13742,1.0,1.0
1986,30-45 y.,No migration background,No,0.9782608695652174,13742,0.9758226123139605,0.9806991268164743
1986,30-45 y.,No migration background,Yes,0.021739130434782608,13742,0.019300873183525732,0.024177387686039484
1986,30-45 y.,Direct migration background,No,1.0,13742,1.0,1.0
1986,46-65 y.,No migration background,No,0.9090909090909091,13742,0.9042843043099705,0.9138975138718476
1986,46-65 y.,No migration background,Yes,0.09090909090909091,13742,0.08610248612815234,0.09571569569002948
1986,46-65 y.,Direct migration background,No,1.0,13742,1.0,1.0
1986,66 and older,No migration background,No,0.75,13742,0.7427601138752864,0.7572398861247136
1986,66 and older,No migration background,Yes,0.25,13742,0.24276011387528634,0.25723988612471366
1987,18-29 y.,No migration background,No,0.9791449426485923,13496,0.9767340230723996,0.981555862224785
1987,18-29 y.,No migration background,Yes,0.020855057351407715,13496,0.018444137775215065,0.023265976927600365
1987,18-29 y.,Direct migration background,No,0.9776847977684798,13496,0.975192767108657,0.9801768284283027
1987,18-29 y.,Direct migration background,Yes,0.022315202231520222,13496,0.01982317157169736,0.024807232891343085
1987,18-29 y.,Indirect migration background,No,0.9583333333333334,13496,0.9549619649253468,0.96170470174132
1987,18-29 y.,Indirect migration background,Yes,0.041666666666666664,13496,0.03829529825868012,0.04503803507465321
1987,30-45 y.,No migration background,No,0.9498327759197325,13496,0.9461498994863986,0.9535156523530663
1987,30-45 y.,No migration background,Yes,0.05016722408026756,13496,0.04648434764693368,0.05385010051360144
1987,30-45 y.,Direct migration background,No,0.9798657718120806,13496,0.9774960120368336,0.9822355315873276
1987,30-45 y.,Direct migration background,Yes,0.020134228187919462,13496,0.017764468412672468,0.022503987963166456
1987,30-45 y.,Indirect migration background,No,1.0,13496,1.0,1.0
1987,46-65 y.,No migration background,No,0.8162185985015425,13496,0.8096841707676204,0.8227530262354646
1987,46-65 y.,No migration background,Yes,0.18378140149845748,13496,0.17724697376453535,0.1903158292323796
1987,46-65 y.,Direct migration background,No,0.87,13496,0.8643260586927157,0.8756739413072843
1987,46-65 y.,Direct migration background,Yes,0.13,13496,0.12432605869271578,0.13567394130728422
1987,46-65 y.,Indirect migration background,No,0.75,13496,0.7426944288864863,0.7573055711135137
1987,46-65 y.,Indirect migration background,Yes,0.25,13496,0.2426944288864863,0.2573055711135137
1987,66 and older,No migration background,No,0.7614770459081837,13496,0.7542867455156307,0.7686673463007366
1987,66 and older,No migration background,Yes,0.23852295409181637,13496,0.23133265369926334,0.2457132544843694
1987,66 and older,Direct migration background,No,0.7857142857142857,13496,0.7787914747820618,0.7926370966465096
1987,66 and older,Direct migration background,Yes,0.21428571428571427,13496,0.2073629033534903,0.22120852521793824
1987,66 and older,Indirect migration background,No,1.0,13496,1.0,1.0
1988,18-29 y.,No migration background,No,0.9769792251544076,12817,0.9743828615521772,0.979575588756638
1988,18-29 y.,No migration background,Yes,0.023020774845592364,12817,0.020424411243362035,0.025617138447822693
1988,18-29 y.,Direct migration background,No,0.9753761969904241,12817,0.9726931608680891,0.9780592331127591
1988,18-29 y.,Direct migration background,Yes,0.024623803009575923,12817,0.021940766887240865,0.02730683913191098
1988,18-29 y.,Indirect migration background,No,0.9568345323741008,12817,0.9533160974357385,0.960352967312463
1988,18-29 y.,Indirect migration background,Yes,0.04316546762589928,12817,0.039647032687537054,0.04668390256426151
1988,30-45 y.,No migration background,No,0.9518555667001003,12817,0.9481494299006156,0.955561703499585
1988,30-45 y.,No migration background,Yes,0.048144433299899696,12817,0.04443829650041501,0.05185057009938438
1988,30-45 y.,Direct migration background,No,0.9709677419354839,12817,0.9680610052763997,0.973874478594568
1988,30-45 y.,Direct migration background,Yes,0.02903225806451613,12817,0.026125521405431975,0.03193899472360029
1988,30-45 y.,Indirect migration background,No,1.0,12817,1.0,1.0
1988,46-65 y.,No migration background,No,0.8104395604395604,12817,0.8036538230402649,0.817225297838856
1988,46-65 y.,No migration background,Yes,0.18956043956043955,12817,0.18277470216114405,0.19634617695973505
1988,46-65 y.,Direct migration background,No,0.8474387527839644,12817,0.8412137556689301,0.8536637498989987
1988,46-65 y.,Direct migration background,Yes,0.15256124721603564,12817,0.14633625010100135,0.15878624433106994
1988,46-65 y.,Indirect migration background,No,0.8181818181818182,12817,0.8115044327299602,0.8248592036336763
1988,46-65 y.,Indirect migration background,Yes,0.18181818181818182,12817,0.17514079636632376,0.18849556727003988
1988,66 and older,No migration background,No,0.7126436781609196,12817,0.7048092107985999,0.7204781455232392
1988,66 and older,No migration background,Yes,0.28735632183908044,12817,0.2795218544767608,0.2951907892014001
1988,66 and older,Direct migration background,No,0.746031746031746,12817,0.7384959133014403,0.7535675787620518
1988,66 and older,Direct migration background,Yes,0.25396825396825395,12817,0.24643242123794815,0.26150408669855973
1988,66 and older,Indirect migration background,No,1.0,12817,1.0,1.0
1989,18-29 y.,No migration background,No,0.9777397260273972,12393,0.9751422907798457,0.9803371612749487
1989,18-29 y.,No migration background,Yes,0.02226027397260274,12393,0.019662838725051247,0.02485770922015423
1989,18-29 y.,Direct migration background,No,0.9801980198019802,12393,0.9777451241812337,0.9826509154227266
1989,18-29 y.,Direct migration background,Yes,0.019801980198019802,12393,0.017349084577273355,0.02225487581876625
1989,18-29 y.,Indirect migration background,No,0.9666666666666667,12393,0.9635062409230282,0.9698270924103052
1989,18-29 y.,Indirect migration background,Yes,0.03333333333333333,12393,0.03017290758969484,0.036493759076971825
