year,age_gr,pgisced97,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Pre-primary Level,No,0.98987,184,184,0.97536,1.00438
1984,17-29 y.,Primary Level,No,0.90041,194,194,0.85817,0.94266
1984,17-29 y.,Lower Secondary Level,No,0.98776,1028,1028,0.98103,0.99448
1984,17-29 y.,Upper Secondary Level,No,0.98071,1570,1570,0.97391,0.98752
1984,17-29 y.,Post-secondary Non-tertiary Level,No,0.99156,124,124,0.97539,1.00773
1984,17-29 y.,First Stage of Tertiary Education,No,0.99319,124,124,0.97866,1.00772
1984,17-29 y.,Second Stage of Tertiary Education,No,0.96019,122,122,0.92536,0.99503
1984,30-45 y.,Primary Level,No,0.92800,384,384,0.90211,0.95388
1984,30-45 y.,Lower Secondary Level,Yes,0.06049,34,800,0.04396,0.07701
1984,30-45 y.,Lower Secondary Level,No,0.93951,766,800,0.92299,0.95604
1984,30-45 y.,Upper Secondary Level,Yes,0.05069,94,1941,0.04092,0.06045
1984,30-45 y.,Upper Secondary Level,No,0.94931,1847,1941,0.93955,0.95908
1984,30-45 y.,Post-secondary Non-tertiary Level,No,0.96236,93,93,0.92347,1.00125
1984,30-45 y.,First Stage of Tertiary Education,No,0.95565,238,238,0.92943,0.98186
1984,30-45 y.,Second Stage of Tertiary Education,No,0.98229,367,367,0.96877,0.99580
1984,46-65 y.,Primary Level,Yes,0.14348,37,375,0.10795,0.17901
1984,46-65 y.,Primary Level,No,0.85652,338,375,0.82099,0.89205
1984,46-65 y.,Lower Secondary Level,Yes,0.17138,161,1079,0.14889,0.19388
1984,46-65 y.,Lower Secondary Level,No,0.82862,918,1079,0.80612,0.85111
1984,46-65 y.,Upper Secondary Level,Yes,0.23480,338,1569,0.21382,0.25578
1984,46-65 y.,Upper Secondary Level,No,0.76520,1231,1569,0.74422,0.78618
1984,46-65 y.,Post-secondary Non-tertiary Level,No,0.76008,51,51,0.64171,0.87845
1984,46-65 y.,First Stage of Tertiary Education,Yes,0.27704,55,203,0.21532,0.33876
1984,46-65 y.,First Stage of Tertiary Education,No,0.72296,148,203,0.66124,0.78468
1984,46-65 y.,Second Stage of Tertiary Education,Yes,0.23692,48,221,0.18073,0.29310
1984,46-65 y.,Second Stage of Tertiary Education,No,0.76308,173,221,0.70690,0.81927
1984,66 and older,Lower Secondary Level,Yes,0.18718,99,509,0.15326,0.22109
1984,66 and older,Lower Secondary Level,No,0.81282,410,509,0.77891,0.84674
1984,66 and older,Upper Secondary Level,Yes,0.23715,137,567,0.20211,0.27219
1984,66 and older,Upper Secondary Level,No,0.76285,430,567,0.72781,0.79789
1984,66 and older,First Stage of Tertiary Education,No,0.75063,61,61,0.64116,0.86011
1984,66 and older,Second Stage of Tertiary Education,No,0.84093,52,52,0.74055,0.94131
1985,17-29 y.,No answer / don't know,No,0.95060,55,55,0.89281,1.00840
1985,17-29 y.,Pre-primary Level,No,0.99712,183,183,0.98934,1.00490
1985,17-29 y.,Primary Level,No,0.85868,149,149,0.80256,0.91481
1985,17-29 y.,Lower Secondary Level,No,0.98045,940,940,0.97159,0.98930
1985,17-29 y.,Upper Secondary Level,No,0.98388,1404,1404,0.97729,0.99047
1985,17-29 y.,Post-secondary Non-tertiary Level,No,0.97546,108,108,0.94615,1.00478
1985,17-29 y.,First Stage of Tertiary Education,No,0.99327,110,110,0.97792,1.00862
1985,17-29 y.,Second Stage of Tertiary Education,No,0.96282,116,116,0.92824,0.99740
1985,30-45 y.,Primary Level,No,0.89751,306,306,0.86347,0.93155
1985,30-45 y.,Lower Secondary Level,No,0.93716,641,641,0.91836,0.95596
1985,30-45 y.,Upper Secondary Level,Yes,0.04829,76,1745,0.03823,0.05835
1985,30-45 y.,Upper Secondary Level,No,0.95171,1669,1745,0.94165,0.96177
1985,30-45 y.,Post-secondary Non-tertiary Level,No,0.97785,84,84,0.94619,1.00951
1985,30-45 y.,First Stage of Tertiary Education,No,0.95215,223,223,0.92407,0.98023
1985,30-45 y.,Second Stage of Tertiary Education,No,0.98748,357,357,0.97593,0.99903
1985,46-65 y.,Primary Level,No,0.88273,305,305,0.84656,0.91889
1985,46-65 y.,Lower Secondary Level,Yes,0.17427,147,990,0.15063,0.19791
1985,46-65 y.,Lower Secondary Level,No,0.82573,843,990,0.80209,0.84937
1985,46-65 y.,Upper Secondary Level,Yes,0.23066,306,1460,0.20904,0.25227
