year,bula_h,migback,ple0040,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,No migration background,No,0.9294117647058824,16099,0.9254551217078966,0.9333684077038682
1984,Schleswig-Holstein,No migration background,Yes,0.07058823529411765,16099,0.06663159229613182,0.07454487829210348
1984,Schleswig-Holstein,Direct migration background,No,0.95,16099,0.9466333076979088,0.9533666923020911
1984,Schleswig-Holstein,Direct migration background,Yes,0.05,16099,0.04663330769790881,0.05336669230209119
1984,Schleswig-Holstein,Indirect migration background,No,1.0,16099,1.0,1.0
1984,Hamburg,No migration background,No,0.8883720930232558,16099,0.8835075677314885,0.8932366183150231
1984,Hamburg,No migration background,Yes,0.11162790697674418,16099,0.10676338168497694,0.11649243226851143
1984,Hamburg,Direct migration background,No,0.9659090909090909,16099,0.9631059557465127,0.9687122260716692
1984,Hamburg,Direct migration background,Yes,0.03409090909090909,16099,0.031287773928330855,0.03689404425348732
1984,Hamburg,Indirect migration background,No,1.0,16099,1.0,1.0
1984,Lower Saxony,No migration background,No,0.8944281524926686,16099,0.8896813254024005,0.8991749795829367
1984,Lower Saxony,No migration background,Yes,0.10557184750733138,16099,0.10082502041706326,0.1103186745975995
1984,Lower Saxony,Direct migration background,No,0.9396984924623115,16099,0.9360213117705293,0.9433756731540938
1984,Lower Saxony,Direct migration background,Yes,0.06030150753768844,16099,0.05662432684590615,0.06397868822947073
1984,Lower Saxony,Indirect migration background,No,1.0,16099,1.0,1.0
1984,Bremen,No migration background,No,0.826530612244898,16099,0.8206813981802364,0.8323798263095595
1984,Bremen,No migration background,Yes,0.17346938775510204,16099,0.1676201736904405,0.17931860181976358
1984,Bremen,Direct migration background,No,0.9411764705882353,16099,0.9375417779519971,0.9448111632244734
1984,Bremen,Direct migration background,Yes,0.058823529411764705,16099,0.05518883677552649,0.06245822204800292
1984,North Rhine-Westphalia,No migration background,No,0.8592920353982301,16099,0.853920649498269,0.8646634212981912
1984,North Rhine-Westphalia,No migration background,Yes,0.1407079646017699,16099,0.13533657870180876,0.14607935050173104
1984,North Rhine-Westphalia,Direct migration background,No,0.9498933901918977,16099,0.9465232996899278,0.9532634806938676
1984,North Rhine-Westphalia,Direct migration background,Yes,0.050106609808102345,16099,0.046736519306132436,0.053476700310072255
1984,North Rhine-Westphalia,Indirect migration background,No,0.918918918918919,16099,0.9147023909736827,0.9231354468641553
