year,migback,quintil_oecd,ple0040,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,1st Quintile,No,0.8626220362622036,16099,0.8573043166719494,0.8679397558524578
1984,No migration background,1st Quintile,Yes,0.13737796373779637,16099,0.13206024414754217,0.14269568332805058
1984,No migration background,2nd Quintile,No,0.8785399622404028,16099,0.8734938827503332,0.8835860417304723
1984,No migration background,2nd Quintile,Yes,0.12146003775959723,16099,0.11641395826952772,0.12650611724966673
1984,No migration background,3rd Quintile,No,0.8870220162224797,16099,0.882131882549647,0.8919121498953123
1984,No migration background,3rd Quintile,Yes,0.11297798377752027,16099,0.10808785010468762,0.11786811745035293
1984,No migration background,4th Quintile,No,0.8956989247311828,16099,0.8909774024830908,0.9004204469792749
1984,No migration background,4th Quintile,Yes,0.1043010752688172,16099,0.09957955302072515,0.10902259751690925
1984,No migration background,5th Quintile,No,0.8950524737631185,16099,0.8903180516877672,0.8997868958384697
1984,No migration background,5th Quintile,Yes,0.10494752623688156,16099,0.10021310416153033,0.10968194831223278
1984,Direct migration background,1st Quintile,No,0.9572564612326043,16099,0.9541317778931181,0.9603811445720906
1984,Direct migration background,1st Quintile,Yes,0.042743538767395624,16099,0.03961885542790944,0.04586822210688181
1984,Direct migration background,2nd Quintile,No,0.936,16099,0.9322191927896696,0.9397808072103305
1984,Direct migration background,2nd Quintile,Yes,0.064,16099,0.06021919278966951,0.0677808072103305
1984,Direct migration background,3rd Quintile,No,0.9486754966887417,16099,0.9452668825550904,0.9520841108223931
1984,Direct migration background,3rd Quintile,Yes,0.05132450331125828,16099,0.047915889177606974,0.05473311744490958
1984,Direct migration background,4th Quintile,No,0.9629005059021922,16099,0.959980852340128,0.9658201594642565
1984,Direct migration background,4th Quintile,Yes,0.03709949409780776,16099,0.034179840535743515,0.040019147659872
1984,Direct migration background,5th Quintile,No,0.9558441558441558,16099,0.9526706137611601,0.9590176979271515
1984,Direct migration background,5th Quintile,Yes,0.04415584415584416,16099,0.04098230207284851,0.0473293862388398
1984,Indirect migration background,1st Quintile,No,0.9629629629629629,16099,0.960045673448819,0.9658802524771068
1984,Indirect migration background,1st Quintile,Yes,0.037037037037037035,16099,0.03411974752289314,0.03995432655118093
1984,Indirect migration background,2nd Quintile,No,0.9655172413793104,16099,0.9626986141770699,0.9683358685815509
1984,Indirect migration background,2nd Quintile,Yes,0.034482758620689655,16099,0.03166413141844915,0.03730138582293016
1984,Indirect migration background,3rd Quintile,No,0.9545454545454546,16099,0.9513277690878543,0.9577631400030548
1984,Indirect migration background,3rd Quintile,Yes,0.045454545454545456,16099,0.04223685999694519,0.048672230912145724
1984,Indirect migration background,4th Quintile,No,0.9428571428571428,16099,0.9392715535455757,0.94644273216871
1984,Indirect migration background,4th Quintile,Yes,0.05714285714285714,16099,0.05355726783129003,0.060728446454424254
1984,Indirect migration background,5th Quintile,No,1.0,16099,1.0,1.0
1985,No migration background,1st Quintile,No,0.8704980842911877,14443,0.8650222616636594,0.875973906918716
1985,No migration background,1st Quintile,Yes,0.12950191570881225,14443,0.12402609308128393,0.13497773833634058
1985,No migration background,2nd Quintile,No,0.8780151619572708,14443,0.8726777429180558,0.8833525809964858
1985,No migration background,2nd Quintile,Yes,0.12198483804272915,14443,0.11664741900351408,0.12732225708194422
1985,No migration background,3rd Quintile,No,0.8806712243629583,14443,0.8753842541800342,0.8859581945458824
1985,No migration background,3rd Quintile,Yes,0.11932877563704164,14443,0.11404180545411748,0.1246157458199658
1985,No migration background,4th Quintile,No,0.9134275618374559,14443,0.9088413485727449,0.9180137751021669
1985,No migration background,4th Quintile,Yes,0.08657243816254417,14443,0.08198622489783317,0.09115865142725518
1985,No migration background,5th Quintile,No,0.8920824295010846,14443,0.8870221333042023,0.8971427256979669
1985,No migration background,5th Quintile,Yes,0.1079175704989154,14443,0.10285727430203306,0.11297786669579774
1985,Direct migration background,1st Quintile,No,0.9573033707865168,14443,0.9540061429719829,0.9606005986010507
1985,Direct migration background,1st Quintile,Yes,0.04269662921348315,14443,0.03939940139894924,0.04599385702801705
1985,Direct migration background,2nd Quintile,No,0.9409937888198758,14443,0.9371507956839106,0.9448367819558411
1985,Direct migration background,2nd Quintile,Yes,0.059006211180124224,14443,0.055163218044158926,0.06284920431608952
1985,Direct migration background,3rd Quintile,No,0.9601449275362319,14443,0.9569545831713339,0.96333527190113
1985,Direct migration background,3rd Quintile,Yes,0.03985507246376811,14443,0.036664728098870045,0.04304541682866618
1985,Direct migration background,4th Quintile,No,0.9469387755102041,14443,0.9432830216271254,0.9505945293932828
1985,Direct migration background,4th Quintile,Yes,0.053061224489795916,14443,0.04940547060671716,0.05671697837287467
1985,Direct migration background,5th Quintile,No,0.9449838187702265,14443,0.9412651733228012,0.9487024642176518
1985,Direct migration background,5th Quintile,Yes,0.05501618122977346,14443,0.05129753578234822,0.058734826677198704
1985,Indirect migration background,1st Quintile,No,0.9696969696969697,14443,0.9669012835464704,0.972492655847469
1985,Indirect migration background,1st Quintile,Yes,0.030303030303030304,14443,0.027507344152530974,0.03309871645352964
1985,Indirect migration background,2nd Quintile,No,0.9230769230769231,14443,0.9187310740357743,0.927422772118072
