year,pgisced97,quintil_oecd,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Pre-primary Level,4th Quintile,No,0.98840,42,42,0.95562,1.02118
1984,Primary Level,1st Quintile,No,0.93820,336,336,0.91242,0.96399
1984,Primary Level,2nd Quintile,No,0.86675,220,220,0.82174,0.91176
1984,Primary Level,3rd Quintile,No,0.90116,146,146,0.85258,0.94973
1984,Primary Level,4th Quintile,No,0.80324,145,145,0.73830,0.86817
1984,Primary Level,5th Quintile,No,0.98148,80,80,0.95176,1.01121
1984,Lower Secondary Level,1st Quintile,Yes,0.14847,98,932,0.12563,0.17132
1984,Lower Secondary Level,1st Quintile,No,0.85153,834,932,0.82868,0.87437
1984,Lower Secondary Level,2nd Quintile,Yes,0.12717,74,824,0.10441,0.14994
1984,Lower Secondary Level,2nd Quintile,No,0.87283,750,824,0.85006,0.89559
1984,Lower Secondary Level,3rd Quintile,Yes,0.11955,65,701,0.09551,0.14358
1984,Lower Secondary Level,3rd Quintile,No,0.88045,636,701,0.85642,0.90449
1984,Lower Secondary Level,4th Quintile,Yes,0.07720,36,580,0.05546,0.09894
1984,Lower Secondary Level,4th Quintile,No,0.92280,544,580,0.90106,0.94454
1984,Lower Secondary Level,5th Quintile,Yes,0.10110,31,384,0.07091,0.13129
1984,Lower Secondary Level,5th Quintile,No,0.89890,353,384,0.86871,0.92909
1984,Upper Secondary Level,1st Quintile,Yes,0.14933,102,906,0.12611,0.17255
1984,Upper Secondary Level,1st Quintile,No,0.85067,804,906,0.82745,0.87389
1984,Upper Secondary Level,2nd Quintile,Yes,0.13551,125,1093,0.11521,0.15582
1984,Upper Secondary Level,2nd Quintile,No,0.86449,968,1093,0.84418,0.88479
1984,Upper Secondary Level,3rd Quintile,Yes,0.12219,121,1157,0.10331,0.14107
1984,Upper Secondary Level,3rd Quintile,No,0.87781,1036,1157,0.85893,0.89669
1984,Upper Secondary Level,4th Quintile,Yes,0.12127,126,1283,0.10340,0.13913
1984,Upper Secondary Level,4th Quintile,No,0.87873,1157,1283,0.86087,0.89660
1984,Upper Secondary Level,5th Quintile,Yes,0.11057,120,1222,0.09298,0.12816
1984,Upper Secondary Level,5th Quintile,No,0.88943,1102,1222,0.87184,0.90702
1984,Post-secondary Non-tertiary Level,1st Quintile,No,0.93861,57,57,0.87573,1.00148
1984,Post-secondary Non-tertiary Level,2nd Quintile,No,0.88948,43,43,0.79466,0.98431
1984,Post-secondary Non-tertiary Level,3rd Quintile,No,0.92276,55,55,0.85155,0.99397
1984,Post-secondary Non-tertiary Level,4th Quintile,No,0.87854,54,54,0.79059,0.96648
1984,Post-secondary Non-tertiary Level,5th Quintile,No,0.89509,74,74,0.82479,0.96539
1984,First Stage of Tertiary Education,1st Quintile,No,0.83149,62,62,0.73755,0.92542
1984,First Stage of Tertiary Education,2nd Quintile,No,0.79261,66,66,0.69405,0.89118
1984,First Stage of Tertiary Education,3rd Quintile,No,0.89841,103,103,0.83978,0.95704
1984,First Stage of Tertiary Education,4th Quintile,No,0.85439,143,143,0.79638,0.91241
1984,First Stage of Tertiary Education,5th Quintile,No,0.85901,197,197,0.81028,0.90773
1984,Second Stage of Tertiary Education,1st Quintile,No,0.91509,65,65,0.84680,0.98338
1984,Second Stage of Tertiary Education,2nd Quintile,No,0.93170,44,44,0.85630,1.00710
1984,Second Stage of Tertiary Education,3rd Quintile,No,0.88092,102,102,0.81775,0.94408
1984,Second Stage of Tertiary Education,4th Quintile,No,0.90195,160,160,0.85572,0.94817
1984,Second Stage of Tertiary Education,5th Quintile,Yes,0.11064,36,379,0.07902,0.14227
1984,Second Stage of Tertiary Education,5th Quintile,No,0.88936,343,379,0.85773,0.92098
1985,No answer / don't know,1st Quintile,No,0.87084,36,36,0.75973,0.98195
1985,Pre-primary Level,4th Quintile,No,0.98535,34,34,0.94437,1.02634
1985,Primary Level,1st Quintile,No,0.90437,290,290,0.87047,0.93828
1985,Primary Level,2nd Quintile,No,0.84629,165,165,0.79109,0.90149
1985,Primary Level,3rd Quintile,No,0.83340,144,144,0.77232,0.89447
1985,Primary Level,4th Quintile,No,0.75710,108,108,0.67584,0.83835
