year,age_gr,ple0040,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Yes,0.01947901058844233,58,12093,0.01940182607198429,0.01955619510490037
1984,17-29 y.,No,0.9805209894115579,3359,12093,0.9804438048950999,0.9805981739280158
1984,30-45 y.,Yes,0.04822213174336414,166,12093,0.04810664019631655,0.04833762329041173
1984,30-45 y.,No,0.9517778682566358,3720,12093,0.9516623767095882,0.9518933598036834
1984,46-65 y.,Yes,0.21615028297093467,658,12093,0.21594428802465335,0.21635627791721598
1984,46-65 y.,No,0.7838497170290654,2874,12093,0.7836437220827841,0.7840557119753466
1984,66 and older,Yes,0.21313669808512364,277,12093,0.2128629192558997,0.21341047691434759
1984,66 and older,No,0.7868633019148763,981,12093,0.7865895230856523,0.7871370807441003
1985,17-29 y.,Yes,0.021416058654404563,61,10937,0.021336578929017695,0.021495538379791432
1985,17-29 y.,No,0.9785839413455955,3065,10937,0.9785044616202085,0.9786634210709824
1985,30-45 y.,Yes,0.04733176311710334,138,10937,0.04721596791738931,0.04744755831681737
1985,30-45 y.,No,0.9526682368828966,3310,10937,0.9525524416831825,0.9527840320826106
1985,46-65 y.,Yes,0.21563885285858428,597,10937,0.21543536521007023,0.21584234050709833
1985,46-65 y.,No,0.7843611471414157,2679,10937,0.7841576594929016,0.7845646347899298
1985,66 and older,Yes,0.2010311198650851,233,10937,0.20076437473535422,0.20129786499481597
1985,66 and older,No,0.798968880134915,854,10937,0.798702135005184,0.7992356252646459
1987,17-29 y.,Yes,0.019856614322009036,65,10386,0.019778671144105756,0.019934557499912315
1987,17-29 y.,No,0.980143385677991,2926,10386,0.9800654425000876,0.9802213288558943
1987,30-45 y.,Yes,0.047173397894830695,126,10386,0.04705754807022143,0.04728924771943996
1987,30-45 y.,No,0.9528266021051692,3028,10386,0.95271075228056,0.9529424519297784
1987,46-65 y.,Yes,0.19384269067505072,537,10386,0.1936489151311502,0.19403646621895124
1987,46-65 y.,No,0.8061573093249493,2644,10386,0.8059635337810488,0.8063510848688499
1987,66 and older,Yes,0.22659527751717554,251,10386,0.22632290196990745,0.22686765306444362
1987,66 and older,No,0.7734047224828245,809,10386,0.7731323469355564,0.7736770980300927
1988,17-29 y.,Yes,0.02295773713843572,71,9921,0.022873550254829067,0.023041924022042373
1988,17-29 y.,No,0.9770422628615643,2793,9921,0.9769580759779576,0.9771264497451709
1988,30-45 y.,Yes,0.04721882247439243,123,9921,0.047103383865087174,0.04733426108369768
1988,30-45 y.,No,0.9527811775256076,2819,9921,0.9526657389163024,0.9528966161349129
1988,46-65 y.,Yes,0.20174823964797278,553,9921,0.20155200390735065,0.20194447538859492
1988,46-65 y.,No,0.7982517603520272,2540,9921,0.798055524611405,0.7984479960926493
1988,66 and older,Yes,0.27767063131917513,291,9921,0.27737929037100556,0.2779619722673447
1988,66 and older,No,0.722329368680825,731,9921,0.7220380277326554,0.7226207096289946
1989,17-29 y.,Yes,0.021858758477926208,61,9614,0.021777235392211998,0.021940281563640418
1989,17-29 y.,No,0.9781412415220738,2760,9614,0.9780597184363596,0.978222764607788
1989,30-45 y.,Yes,0.04973299001633318,119,9614,0.049616035085685566,0.0498499449469808
1989,30-45 y.,No,0.9502670099836669,2715,9614,0.9501500550530193,0.9503839649143144
1989,46-65 y.,Yes,0.2044971135660834,535,9614,0.2042999282010378,0.20469429893112903
1989,46-65 y.,No,0.7955028864339165,2428,9614,0.7953057010688709,0.7957000717989622
1989,66 and older,Yes,0.2979925497975006,304,9614,0.29769517040375737,0.29828992919124386
1989,66 and older,No,0.7020074502024993,692,9614,0.7017100708087561,0.7023048295962425
1991,17-29 y.,Yes,0.02273744594587699,59,9354,0.022652085327309102,0.022822806564444877
1991,17-29 y.,No,0.977262554054123,2617,9354,0.9771771934355551,0.9773479146726909
1991,30-45 y.,Yes,0.054397136368105656,141,9354,0.054279735754844835,0.054514536981366477
1991,30-45 y.,No,0.9456028636318943,2669,9354,0.9454854630186335,0.9457202642451551
1991,46-65 y.,Yes,0.20173823345792422,508,9354,0.20154167080514576,0.20193479611070267
1991,46-65 y.,No,0.7982617665420758,2326,9354,0.7980652038892974,0.7984583291948543
1991,66 and older,Yes,0.3173104650912026,328,9354,0.3170104967112069,0.3176104334711983
1991,66 and older,No,0.6826895349087975,706,9354,0.6823895665288018,0.6829895032887932
1992,17-29 y.,Yes,0.019349705158276935,65,13135,0.019278574246996708,0.019420836069557162
1992,17-29 y.,No,0.9806502948417231,3482,13135,0.9805791639304429,0.9807214257530033
1992,30-45 y.,Yes,0.051048966237232346,199,13135,0.050948296282264854,0.05114963619219984
1992,30-45 y.,No,0.9489510337627678,4019,13135,0.9488503638078003,0.9490517037177353
