year,quintil_oecd,sampreg,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,West,Yes,0.14018,244,2464,0.12646,0.15389
1984,1st Quintile,West,No,0.85982,2220,2464,0.84611,0.87354
1984,2nd Quintile,West,Yes,0.13127,237,2382,0.11771,0.14483
1984,2nd Quintile,West,No,0.86873,2145,2382,0.85517,0.88229
1984,3rd Quintile,West,Yes,0.11702,226,2344,0.10401,0.13004
1984,3rd Quintile,West,No,0.88298,2118,2344,0.86996,0.89599
1984,4th Quintile,West,Yes,0.11113,220,2474,0.09874,0.12351
1984,4th Quintile,West,No,0.88887,2254,2474,0.87649,0.90126
1984,5th Quintile,West,Yes,0.11117,228,2407,0.09861,0.12373
1984,5th Quintile,West,No,0.88883,2179,2407,0.87627,0.90139
1985,1st Quintile,West,Yes,0.13275,208,2237,0.11868,0.14681
1985,1st Quintile,West,No,0.86725,2029,2237,0.85319,0.88132
1985,2nd Quintile,West,Yes,0.13706,222,2131,0.12246,0.15167
1985,2nd Quintile,West,No,0.86294,1909,2131,0.84833,0.87754
1985,3rd Quintile,West,Yes,0.12225,208,2193,0.10854,0.13597
1985,3rd Quintile,West,No,0.87775,1985,2193,0.86403,0.89146
1985,4th Quintile,West,Yes,0.09675,179,2198,0.08439,0.10911
1985,4th Quintile,West,No,0.90325,2019,2198,0.89089,0.91561
1985,5th Quintile,West,Yes,0.11563,212,2170,0.10217,0.12909
1985,5th Quintile,West,No,0.88437,1958,2170,0.87091,0.89783
1987,1st Quintile,West,Yes,0.14740,217,2013,0.13191,0.16289
1987,1st Quintile,West,No,0.85260,1796,2013,0.83711,0.86809
1987,2nd Quintile,West,Yes,0.12502,180,2049,0.11070,0.13935
1987,2nd Quintile,West,No,0.87498,1869,2049,0.86065,0.88930
1987,3rd Quintile,West,Yes,0.11959,198,2091,0.10568,0.13350
1987,3rd Quintile,West,No,0.88041,1893,2091,0.86650,0.89432
1987,4th Quintile,West,Yes,0.10855,194,2147,0.09539,0.12172
1987,4th Quintile,West,No,0.89145,1953,2147,0.87828,0.90461
1987,5th Quintile,West,Yes,0.10156,190,2083,0.08858,0.11453
1987,5th Quintile,West,No,0.89844,1893,2083,0.88547,0.91142
1988,1st Quintile,West,Yes,0.17525,243,1966,0.15844,0.19206
1988,1st Quintile,West,No,0.82475,1723,1966,0.80794,0.84156
1988,2nd Quintile,West,Yes,0.14650,201,1971,0.13089,0.16212
1988,2nd Quintile,West,No,0.85350,1770,1971,0.83788,0.86911
1988,3rd Quintile,West,Yes,0.12974,209,1993,0.11498,0.14449
1988,3rd Quintile,West,No,0.87026,1784,1993,0.85551,0.88502
1988,4th Quintile,West,Yes,0.11678,206,2057,0.10290,0.13066
1988,4th Quintile,West,No,0.88322,1851,2057,0.86934,0.89710
1988,5th Quintile,West,Yes,0.10105,179,1932,0.08761,0.11449
1988,5th Quintile,West,No,0.89895,1753,1932,0.88551,0.91239
1989,1st Quintile,West,Yes,0.17659,228,1914,0.15950,0.19368
1989,1st Quintile,West,No,0.82341,1686,1914,0.80632,0.84050
1989,2nd Quintile,West,Yes,0.14356,195,1956,0.12801,0.15910
1989,2nd Quintile,West,No,0.85644,1761,1956,0.84090,0.87199
1989,3rd Quintile,West,Yes,0.13169,202,1883,0.11642,0.14697
1989,3rd Quintile,West,No,0.86831,1681,1883,0.85303,0.88358
1989,4th Quintile,West,Yes,0.12709,213,2006,0.11251,0.14167
1989,4th Quintile,West,No,0.87291,1793,2006,0.85833,0.88749
1989,5th Quintile,West,Yes,0.10902,181,1854,0.09483,0.12321
1989,5th Quintile,West,No,0.89098,1673,1854,0.87679,0.90517
1991,1st Quintile,West,Yes,0.20106,260,1830,0.18270,0.21943
1991,1st Quintile,West,No,0.79894,1570,1830,0.78057,0.81730
1991,2nd Quintile,West,Yes,0.14736,202,1881,0.13134,0.16339
1991,2nd Quintile,West,No,0.85264,1679,1881,0.83661,0.86866
1991,3rd Quintile,West,Yes,0.13326,199,1870,0.11785,0.14867
1991,3rd Quintile,West,No,0.86674,1671,1870,0.85133,0.88215
1991,4th Quintile,West,Yes,0.12299,195,1935,0.10835,0.13763
1991,4th Quintile,West,No,0.87701,1740,1935,0.86237,0.89165
1991,5th Quintile,West,Yes,0.10643,180,1838,0.09233,0.12054
1991,5th Quintile,West,No,0.89357,1658,1838,0.87946,0.90767
1992,1st Quintile,West,Yes,0.22817,190,1161,0.20402,0.25232
1992,1st Quintile,West,No,0.77183,971,1161,0.74768,0.79598
1992,1st Quintile,East,Yes,0.11000,155,1564,0.09449,0.12551
1992,1st Quintile,East,No,0.89000,1409,1564,0.87449,0.90551
1992,2nd Quintile,West,Yes,0.15195,176,1627,0.13450,0.16940
1992,2nd Quintile,West,No,0.84805,1451,1627,0.83060,0.86550
1992,2nd Quintile,East,Yes,0.08941,88,1204,0.07329,0.10554
1992,2nd Quintile,East,No,0.91059,1116,1204,0.89446,0.92671
1992,3rd Quintile,West,Yes,0.14282,210,1925,0.12719,0.15845
1992,3rd Quintile,West,No,0.85718,1715,1925,0.84155,0.87281
1992,3rd Quintile,East,Yes,0.07072,39,706,0.05180,0.08964
1992,3rd Quintile,East,No,0.92928,667,706,0.91036,0.94820
1992,4th Quintile,West,Yes,0.13775,262,2265,0.12356,0.15195
1992,4th Quintile,West,No,0.86225,2003,2265,0.84805,0.87644
1992,4th Quintile,East,No,0.95470,296,296,0.93096,0.97843
1992,5th Quintile,West,Yes,0.10950,225,2238,0.09656,0.12244
1992,5th Quintile,West,No,0.89050,2013,2238,0.87756,0.90344
1992,5th Quintile,East,No,0.95428,129,129,0.91809,0.99046
1994,1st Quintile,West,Yes,0.19798,216,1526,0.17798,0.21798
