year,migback,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,No migration background,At least once per week,0.44171,3515,7916,0.43077,0.45265
1985,No migration background,At least once per month,0.31255,2515,7916,0.30234,0.32276
1985,No migration background,Seldom,0.20372,1591,7916,0.19485,0.21259
1985,No migration background,Never,0.04202,295,7916,0.03760,0.04644
1985,Direct migration background,At least once per week,0.50189,1611,2882,0.48363,0.52015
1985,Direct migration background,At least once per month,0.29782,768,2882,0.28112,0.31451
1985,Direct migration background,Seldom,0.16554,394,2882,0.15197,0.17911
1985,Direct migration background,Never,0.03475,109,2882,0.02807,0.04144
1985,Indirect migration background,At least once per week,0.62778,95,95,0.53006,0.72550
1986,No migration background,At least once per week,0.40153,3080,7578,0.39049,0.41257
1986,No migration background,At least once per month,0.33875,2612,7578,0.32810,0.34941
1986,No migration background,Seldom,0.21529,1590,7578,0.20604,0.22455
1986,No migration background,Never,0.04443,296,7578,0.03979,0.04906
1986,Direct migration background,At least once per week,0.47337,1555,2817,0.45493,0.49181
1986,Direct migration background,At least once per month,0.33636,814,2817,0.31891,0.35381
1986,Direct migration background,Seldom,0.15089,348,2817,0.13767,0.16411
1986,Direct migration background,Never,0.03938,100,2817,0.03220,0.04657
1986,Indirect migration background,At least once per week,0.52778,99,99,0.42894,0.62663
1988,No migration background,At least once per week,0.42259,3037,7043,0.41105,0.43412
1988,No migration background,At least once per month,0.33710,2399,7043,0.32605,0.34814
1988,No migration background,Seldom,0.19715,1346,7043,0.18786,0.20645
1988,No migration background,Never,0.04316,261,7043,0.03842,0.04791
1988,Direct migration background,At least once per week,0.48296,1573,2654,0.46394,0.50197
1988,Direct migration background,At least once per month,0.29968,685,2654,0.28225,0.31711
1988,Direct migration background,Seldom,0.17930,315,2654,0.16471,0.19390
1988,Direct migration background,Never,0.03806,81,2654,0.03078,0.04534
1988,Indirect migration background,At least once per week,0.68517,154,196,0.61999,0.75036
1988,Indirect migration background,At least once per month,0.18685,42,196,0.13214,0.24156
1990,No migration background,At least once per week,0.29122,1218,4248,0.27756,0.30489
1990,No migration background,At least once per month,0.35319,1569,4248,0.33882,0.36757
1990,No migration background,Seldom,0.30540,1280,4248,0.29155,0.31925
1990,No migration background,Never,0.05018,181,4248,0.04362,0.05675
1990,Direct migration background,At least once per week,0.22825,31,130,0.15583,0.30068
1990,Direct migration background,At least once per month,0.39212,53,130,0.30787,0.47637
1990,Direct migration background,Seldom,0.33112,46,130,0.24991,0.41233
1992,No migration background,At least once per week,0.37145,3564,10290,0.36211,0.38079
1992,No migration background,At least once per month,0.36949,3926,10290,0.36017,0.37882
1992,No migration background,Seldom,0.21759,2444,10290,0.20962,0.22557
1992,No migration background,Never,0.04146,356,10290,0.03761,0.04532
1992,Direct migration background,At least once per week,0.49415,1451,2528,0.47466,0.51365
1992,Direct migration background,At least once per month,0.31557,689,2528,0.29745,0.33369
1992,Direct migration background,Seldom,0.15414,299,2528,0.14006,0.16821
1992,Direct migration background,Never,0.03614,89,2528,0.02887,0.04342
1992,Indirect migration background,At least once per week,0.68828,289,395,0.64254,0.73402
1992,Indirect migration background,At least once per month,0.18625,74,395,0.14781,0.22469
