year,age_gr,regtyp,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Urban regions,At least once per week,0.69413,1684,2474,0.67597,0.71229
1985,17-29 y.,Urban regions,At least once per month,0.20046,511,2474,0.18469,0.21624
1985,17-29 y.,Urban regions,Seldom,0.09551,247,2474,0.08393,0.10710
1985,17-29 y.,Urban regions,Never,0.00989,32,2474,0.00599,0.01379
1985,17-29 y.,Rural regions,At least once per week,0.65917,421,629,0.62210,0.69624
1985,17-29 y.,Rural regions,At least once per month,0.20471,130,629,0.17315,0.23627
1985,17-29 y.,Rural regions,Seldom,0.12380,78,629,0.09804,0.14956
1985,30-45 y.,Urban regions,At least once per week,0.43176,1275,2741,0.41321,0.45031
1985,30-45 y.,Urban regions,At least once per month,0.36486,930,2741,0.34684,0.38289
1985,30-45 y.,Urban regions,Seldom,0.17828,449,2741,0.16395,0.19261
1985,30-45 y.,Urban regions,Never,0.02510,87,2741,0.01924,0.03095
1985,30-45 y.,Rural regions,At least once per week,0.35382,278,702,0.31842,0.38921
1985,30-45 y.,Rural regions,At least once per month,0.37887,264,702,0.34296,0.41478
1985,30-45 y.,Rural regions,Seldom,0.24967,160,702,0.21763,0.28171
1985,46-65 y.,Urban regions,At least once per week,0.33119,952,2593,0.31307,0.34931
1985,46-65 y.,Urban regions,At least once per month,0.38063,935,2593,0.36194,0.39932
1985,46-65 y.,Urban regions,Seldom,0.24156,590,2593,0.22508,0.25804
1985,46-65 y.,Urban regions,Never,0.04662,116,2593,0.03851,0.05474
1985,46-65 y.,Rural regions,At least once per week,0.31210,221,684,0.27735,0.34685
1985,46-65 y.,Rural regions,At least once per month,0.35429,241,684,0.31842,0.39016
1985,46-65 y.,Rural regions,Seldom,0.28175,188,684,0.24802,0.31549
1985,46-65 y.,Rural regions,Never,0.05186,34,684,0.03523,0.06849
1985,66 and older,Urban regions,At least once per week,0.37618,289,805,0.34269,0.40967
1985,66 and older,Urban regions,At least once per month,0.28102,226,805,0.24995,0.31209
1985,66 and older,Urban regions,Seldom,0.24440,206,805,0.21469,0.27410
1985,66 and older,Urban regions,Never,0.09840,84,805,0.07781,0.11899
1985,66 and older,Rural regions,At least once per week,0.36576,101,284,0.30964,0.42188
1985,66 and older,Rural regions,At least once per month,0.23821,70,284,0.18858,0.28784
1985,66 and older,Rural regions,Seldom,0.28947,82,284,0.23663,0.34231
1985,66 and older,Rural regions,Never,0.10656,31,284,0.07061,0.14250
1986,17-29 y.,Urban regions,At least once per week,0.68521,1649,2420,0.66671,0.70372
1986,17-29 y.,Urban regions,At least once per month,0.21923,524,2420,0.20274,0.23572
1986,17-29 y.,Urban regions,Seldom,0.08271,203,2420,0.07173,0.09369
1986,17-29 y.,Urban regions,Never,0.01284,44,2420,0.00836,0.01733
1986,17-29 y.,Rural regions,At least once per week,0.62257,393,613,0.58417,0.66098
1986,17-29 y.,Rural regions,At least once per month,0.22072,137,613,0.18786,0.25358
1986,17-29 y.,Rural regions,Seldom,0.13247,83,613,0.10561,0.15933
1986,30-45 y.,Urban regions,At least once per week,0.40247,1124,2592,0.38358,0.42135
1986,30-45 y.,Urban regions,At least once per month,0.39199,970,2592,0.37319,0.41079
1986,30-45 y.,Urban regions,Seldom,0.18244,431,2592,0.16756,0.19731
1986,30-45 y.,Urban regions,Never,0.02311,67,2592,0.01733,0.02890
1986,30-45 y.,Rural regions,At least once per week,0.34398,243,659,0.30769,0.38028
1986,30-45 y.,Rural regions,At least once per month,0.39888,269,659,0.36146,0.43629
1986,30-45 y.,Rural regions,Seldom,0.23290,147,659,0.20061,0.26520
1986,46-65 y.,Urban regions,At least once per week,0.27750,845,2546,0.26010,0.29489
1986,46-65 y.,Urban regions,At least once per month,0.41154,985,2546,0.39242,0.43065
1986,46-65 y.,Urban regions,Seldom,0.26703,605,2546,0.24984,0.28421
1986,46-65 y.,Urban regions,Never,0.04394,111,2546,0.03598,0.05190
1986,46-65 y.,Rural regions,At least once per week,0.25051,176,632,0.21670,0.28432
1986,46-65 y.,Rural regions,At least once per month,0.35121,236,632,0.31397,0.38846
1986,46-65 y.,Rural regions,Seldom,0.34724,220,632,0.31010,0.38439
1986,66 and older,Urban regions,At least once per week,0.32244,234,763,0.28925,0.35563
1986,66 and older,Urban regions,At least once per month,0.32778,251,763,0.29446,0.36111
1986,66 and older,Urban regions,Seldom,0.23818,190,763,0.20793,0.26842
1986,66 and older,Urban regions,Never,0.11160,88,763,0.08924,0.13396
1986,66 and older,Rural regions,At least once per week,0.28762,70,232,0.22924,0.34599
1986,66 and older,Rural regions,At least once per month,0.29770,81,232,0.23874,0.35667
1986,66 and older,Rural regions,Seldom,0.30478,81,232,0.24542,0.36414
1988,17-29 y.,Urban regions,At least once per week,0.69651,1608,2297,0.67771,0.71532
1988,17-29 y.,Urban regions,At least once per month,0.20230,462,2297,0.18586,0.21873
1988,17-29 y.,Urban regions,Seldom,0.08816,188,2297,0.07656,0.09976
1988,17-29 y.,Urban regions,Never,0.01303,39,2297,0.00839,0.01767
1988,17-29 y.,Rural regions,At least once per week,0.65984,376,557,0.62046,0.69922
1988,17-29 y.,Rural regions,At least once per month,0.20812,120,557,0.17438,0.24187
1988,17-29 y.,Rural regions,Seldom,0.11257,61,557,0.08629,0.13884
1988,30-45 y.,Urban regions,At least once per week,0.45086,1106,2324,0.43062,0.47109
1988,30-45 y.,Urban regions,At least once per month,0.37755,834,2324,0.35784,0.39727
1988,30-45 y.,Urban regions,Seldom,0.15960,344,2324,0.14471,0.17449
1988,30-45 y.,Urban regions,Never,0.01199,40,2324,0.00756,0.01641
1988,30-45 y.,Rural regions,At least once per week,0.39082,256,599,0.35171,0.42992
1988,30-45 y.,Rural regions,At least once per month,0.38489,228,599,0.34589,0.42389
1988,30-45 y.,Rural regions,Seldom,0.20031,115,599,0.16823,0.23239
1988,46-65 y.,Urban regions,At least once per week,0.31201,925,2468,0.29373,0.33029
1988,46-65 y.,Urban regions,At least once per month,0.39221,899,2468,0.37295,0.41148
1988,46-65 y.,Urban regions,Seldom,0.25303,551,2468,0.23588,0.27019
1988,46-65 y.,Urban regions,Never,0.04275,93,2468,0.03476,0.05073
1988,46-65 y.,Rural regions,At least once per week,0.25714,181,587,0.22176,0.29253
1988,46-65 y.,Rural regions,At least once per month,0.40488,237,587,0.36513,0.44462
1988,46-65 y.,Rural regions,Seldom,0.28457,169,587,0.24804,0.32111
1988,66 and older,Urban regions,At least once per week,0.32305,247,778,0.29017,0.35593
1988,66 and older,Urban regions,At least once per month,0.33016,266,778,0.29709,0.36322
1988,66 and older,Urban regions,Seldom,0.23260,176,778,0.20290,0.26231
1988,66 and older,Urban regions,Never,0.11419,89,778,0.09183,0.13655
1988,66 and older,Rural regions,At least once per week,0.26683,65,221,0.20838,0.32527
1988,66 and older,Rural regions,At least once per month,0.31593,80,221,0.25450,0.37736
1988,66 and older,Rural regions,Seldom,0.30641,76,221,0.24550,0.36733
1990,17-29 y.,Urban regions,At least once per week,0.47184,168,360,0.42020,0.52348
1990,17-29 y.,Urban regions,At least once per month,0.34740,132,360,0.29815,0.39666
1990,17-29 y.,Urban regions,Seldom,0.15873,60,360,0.12093,0.19653
1990,17-29 y.,Rural regions,At least once per week,0.46640,354,735,0.43031,0.50249
1990,17-29 y.,Rural regions,At least once per month,0.32117,234,735,0.28739,0.35495
1990,17-29 y.,Rural regions,Seldom,0.20316,147,735,0.17405,0.23227
1990,30-45 y.,Urban regions,At least once per week,0.30643,141,482,0.26523,0.34763
1990,30-45 y.,Urban regions,At least once per month,0.40464,210,482,0.36078,0.44850
1990,30-45 y.,Urban regions,Seldom,0.26162,131,482,0.22234,0.30090
1990,30-45 y.,Rural regions,At least once per week,0.20069,189,949,0.17520,0.22619
1990,30-45 y.,Rural regions,At least once per month,0.46167,449,949,0.42993,0.49340
1990,30-45 y.,Rural regions,Seldom,0.30780,311,949,0.27842,0.33718
1990,46-65 y.,Urban regions,At least once per week,0.22206,103,436,0.18300,0.26111
1990,46-65 y.,Urban regions,At least once per month,0.36684,168,436,0.32155,0.41213
1990,46-65 y.,Urban regions,Seldom,0.35634,165,436,0.31133,0.40134
1990,46-65 y.,Rural regions,At least once per week,0.19448,158,846,0.16779,0.22116
1990,46-65 y.,Rural regions,At least once per month,0.34835,300,846,0.31622,0.38047
1990,46-65 y.,Rural regions,Seldom,0.38419,323,846,0.35139,0.41699
1990,46-65 y.,Rural regions,Never,0.07298,65,846,0.05545,0.09052
1990,66 and older,Urban regions,At least once per week,0.32562,44,119,0.24107,0.41017
1990,66 and older,Urban regions,At least once per month,0.25550,34,119,0.17681,0.33420
1990,66 and older,Urban regions,Seldom,0.33797,41,119,0.25262,0.42332
1990,66 and older,Rural regions,At least once per week,0.22684,66,287,0.17830,0.27537
1990,66 and older,Rural regions,At least once per month,0.23370,63,287,0.18466,0.28275
1990,66 and older,Rural regions,Seldom,0.41030,124,287,0.35329,0.46731
1990,66 and older,Rural regions,Never,0.12916,34,287,0.09029,0.16803
1992,17-29 y.,Urban regions,At least once per week,0.67273,1581,2325,0.65366,0.69181
1992,17-29 y.,Urban regions,At least once per month,0.23523,548,2325,0.21798,0.25247
1992,17-29 y.,Urban regions,Seldom,0.08107,196,2325,0.06997,0.09216
1992,17-29 y.,Rural regions,At least once per week,0.54661,628,1157,0.51791,0.57531
1992,17-29 y.,Rural regions,At least once per month,0.29775,359,1157,0.27139,0.32411
1992,17-29 y.,Rural regions,Seldom,0.13406,170,1157,0.11441,0.15370
1992,30-45 y.,Urban regions,At least once per week,0.41797,1127,2711,0.39940,0.43654
1992,30-45 y.,Urban regions,At least once per month,0.39926,1077,2711,0.38082,0.41770
1992,30-45 y.,Urban regions,Seldom,0.16958,460,2711,0.15545,0.18371
1992,30-45 y.,Urban regions,Never,0.01320,47,2711,0.00890,0.01750
1992,30-45 y.,Rural regions,At least once per week,0.26699,336,1476,0.24441,0.28957
1992,30-45 y.,Rural regions,At least once per month,0.43667,640,1476,0.41136,0.46198
1992,30-45 y.,Rural regions,Seldom,0.26850,457,1476,0.24588,0.29111
1992,30-45 y.,Rural regions,Never,0.02784,43,1476,0.01945,0.03624
1992,46-65 y.,Urban regions,At least once per week,0.29439,898,2627,0.27696,0.31183
1992,46-65 y.,Urban regions,At least once per month,0.41466,1014,2627,0.39581,0.43350
1992,46-65 y.,Urban regions,Seldom,0.24896,613,2627,0.23242,0.26550
1992,46-65 y.,Urban regions,Never,0.04199,102,2627,0.03432,0.04966
1992,46-65 y.,Rural regions,At least once per week,0.20252,253,1341,0.18100,0.22404
1992,46-65 y.,Rural regions,At least once per month,0.40163,531,1341,0.37538,0.42788
1992,46-65 y.,Rural regions,Seldom,0.35474,503,1341,0.32912,0.38035
1992,46-65 y.,Rural regions,Never,0.04111,54,1341,0.03048,0.05174
1992,66 and older,Urban regions,At least once per week,0.35780,319,914,0.32670,0.38889
1992,66 and older,Urban regions,At least once per month,0.33735,312,914,0.30668,0.36801
1992,66 and older,Urban regions,Seldom,0.19599,179,914,0.17024,0.22174
1992,66 and older,Urban regions,Never,0.10887,104,914,0.08866,0.12907
1992,66 and older,Rural regions,At least once per week,0.28126,125,505,0.24201,0.32052
1992,66 and older,Rural regions,At least once per month,0.29886,159,505,0.25889,0.33882
1992,66 and older,Rural regions,Seldom,0.30548,167,505,0.26526,0.34569
1992,66 and older,Rural regions,Never,0.11440,54,505,0.08661,0.14219
1994,17-29 y.,Urban regions,At least once per week,0.67966,1485,2197,0.66015,0.69918
1994,17-29 y.,Urban regions,At least once per month,0.22155,506,2197,0.20418,0.23892
1994,17-29 y.,Urban regions,Seldom,0.08831,206,2197,0.07644,0.10018
1994,17-29 y.,Rural regions,At least once per week,0.54754,574,1090,0.51798,0.57711
1994,17-29 y.,Rural regions,At least once per month,0.31519,374,1090,0.28759,0.34278
1994,17-29 y.,Rural regions,Seldom,0.12655,142,1090,0.10680,0.14630
1994,30-45 y.,Urban regions,At least once per week,0.39986,1065,2697,0.38137,0.41835
1994,30-45 y.,Urban regions,At least once per month,0.39505,1060,2697,0.37660,0.41350
1994,30-45 y.,Urban regions,Seldom,0.19232,528,2697,0.17744,0.20720
1994,30-45 y.,Urban regions,Never,0.01277,44,2697,0.00853,0.01701
1994,30-45 y.,Rural regions,At least once per week,0.25225,319,1443,0.22983,0.27467
1994,30-45 y.,Rural regions,At least once per month,0.46639,655,1443,0.44065,0.49214
1994,30-45 y.,Rural regions,Seldom,0.25167,430,1443,0.22927,0.27407
1994,30-45 y.,Rural regions,Never,0.02969,39,1443,0.02093,0.03845
1994,46-65 y.,Urban regions,At least once per week,0.27464,785,2546,0.25730,0.29198
1994,46-65 y.,Urban regions,At least once per month,0.39629,984,2546,0.37729,0.41530
1994,46-65 y.,Urban regions,Seldom,0.29904,702,2546,0.28125,0.31683
1994,46-65 y.,Urban regions,Never,0.03003,75,2546,0.02340,0.03666
1994,46-65 y.,Rural regions,At least once per week,0.21930,260,1314,0.19691,0.24168
1994,46-65 y.,Rural regions,At least once per month,0.35252,464,1314,0.32668,0.37837
1994,46-65 y.,Rural regions,Seldom,0.37584,520,1314,0.34964,0.40204
1994,46-65 y.,Rural regions,Never,0.05234,70,1314,0.04029,0.06439
1994,66 and older,Urban regions,At least once per week,0.31848,304,968,0.28912,0.34785
1994,66 and older,Urban regions,At least once per month,0.32423,314,968,0.29473,0.35373
1994,66 and older,Urban regions,Seldom,0.27004,266,968,0.24205,0.29802
1994,66 and older,Urban regions,Never,0.08725,84,968,0.06946,0.10503
1994,66 and older,Rural regions,At least once per week,0.27090,127,508,0.23221,0.30958
1994,66 and older,Rural regions,At least once per month,0.29730,155,508,0.25751,0.33709
1994,66 and older,Rural regions,Seldom,0.32784,176,508,0.28698,0.36870
1994,66 and older,Rural regions,Never,0.10397,50,508,0.07740,0.13053
1996,17-29 y.,Urban regions,At least once per week,0.70894,1444,2040,0.68923,0.72866
1996,17-29 y.,Urban regions,At least once per month,0.21966,452,2040,0.20169,0.23763
1996,17-29 y.,Urban regions,Seldom,0.06123,144,2040,0.05083,0.07164
1996,17-29 y.,Rural regions,At least once per week,0.63400,686,1081,0.60527,0.66273
1996,17-29 y.,Rural regions,At least once per month,0.25785,286,1081,0.23176,0.28394
1996,17-29 y.,Rural regions,Seldom,0.10233,109,1081,0.08425,0.12041
1996,30-45 y.,Urban regions,At least once per week,0.45060,1305,2908,0.43252,0.46869
1996,30-45 y.,Urban regions,At least once per month,0.37541,1104,2908,0.35780,0.39301
1996,30-45 y.,Urban regions,Seldom,0.16418,468,2908,0.15071,0.17764
1996,30-45 y.,Urban regions,Never,0.00981,31,2908,0.00623,0.01340
1996,30-45 y.,Rural regions,At least once per week,0.34188,449,1498,0.31785,0.36591
1996,30-45 y.,Rural regions,At least once per month,0.41002,676,1498,0.38510,0.43493
1996,30-45 y.,Rural regions,Seldom,0.23488,373,1498,0.21341,0.25636
