year,pgisced97,regtyp,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,No answer / don't know,Urban regions,At least once per week,0.60755,55,55,0.47731,0.73779
1985,Pre-primary Level,Urban regions,At least once per week,0.78456,118,118,0.71006,0.85906
1985,Primary Level,Urban regions,At least once per week,0.48807,370,723,0.45161,0.52453
1985,Primary Level,Urban regions,At least once per month,0.21333,189,723,0.18345,0.24321
1985,Primary Level,Urban regions,Seldom,0.23836,125,723,0.20728,0.26944
1985,Primary Level,Urban regions,Never,0.06024,39,723,0.04288,0.07759
1985,Primary Level,Rural regions,At least once per week,0.39205,49,49,0.25394,0.53017
1985,Lower Secondary Level,Urban regions,At least once per week,0.44429,1106,2295,0.42396,0.46463
1985,Lower Secondary Level,Urban regions,At least once per month,0.29528,663,2295,0.27662,0.31395
1985,Lower Secondary Level,Urban regions,Seldom,0.19676,410,2295,0.18049,0.21303
1985,Lower Secondary Level,Urban regions,Never,0.06366,116,2295,0.05367,0.07365
1985,Lower Secondary Level,Rural regions,At least once per week,0.38205,310,738,0.34697,0.41713
1985,Lower Secondary Level,Rural regions,At least once per month,0.28844,205,738,0.25574,0.32115
1985,Lower Secondary Level,Rural regions,Seldom,0.27379,187,738,0.24159,0.30598
1985,Lower Secondary Level,Rural regions,Never,0.05572,36,738,0.03916,0.07228
1985,Upper Secondary Level,Urban regions,At least once per week,0.44432,1892,4015,0.42895,0.45969
1985,Upper Secondary Level,Urban regions,At least once per month,0.32745,1276,4015,0.31293,0.34197
1985,Upper Secondary Level,Urban regions,Seldom,0.19373,718,4015,0.18150,0.20595
1985,Upper Secondary Level,Urban regions,Never,0.03451,129,4015,0.02886,0.04015
1985,Upper Secondary Level,Rural regions,At least once per week,0.41688,485,1131,0.38813,0.44563
1985,Upper Secondary Level,Rural regions,At least once per month,0.32293,374,1131,0.29567,0.35020
1985,Upper Secondary Level,Rural regions,Seldom,0.22037,236,1131,0.19620,0.24453
1985,Upper Secondary Level,Rural regions,Never,0.03982,36,1131,0.02842,0.05122
