year,sex,pli0094_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,male,At least once per week,0.48873580338856826,14443,0.48058337235219806,0.49688823442493846
1985,male,At least once per month,0.29510333271271644,14443,0.28766497343148767,0.3025416919939452
1985,male,Seldom,0.1850679575498045,14443,0.17873431311426902,0.19140160198534
1985,male,Never,0.031092906348910817,14443,0.028262172142806852,0.03392364055501478
1985,female,At least once per week,0.4664869721473495,14443,0.4583508091611998,0.47462313513349924
1985,female,At least once per month,0.30943396226415093,14443,0.3018949584531023,0.31697296607519954
1985,female,Seldom,0.1807726864330638,14443,0.174496497864484,0.18704887500164358
1985,female,Never,0.04330637915543576,14443,0.03998674868892002,0.0466260096219515
1986,male,At least once per week,0.4616122840690979,13742,0.4532770586565836,0.4699475094816122
1986,male,At least once per month,0.32053742802303264,13742,0.31273457830489715,0.32834027774116814
1986,male,Seldom,0.17907869481765834,13742,0.17266801889055852,0.18548937074475816
1986,male,Never,0.03877159309021113,13742,0.0355438331981121,0.04199935298231016
1986,female,At least once per week,0.43638748360502155,13742,0.4280955167646748,0.44467945044536833
1986,female,At least once per month,0.334082818062582,13742,0.32619660911292137,0.34196902701224263
1986,female,Seldom,0.19243020423458873,13742,0.1858391064726077,0.19902130199656975
1986,female,Never,0.03709949409780776,13742,0.03393935790095943,0.04025963029465609
1988,male,At least once per week,0.4924520603835169,12817,0.4837967351190285,0.5011073856480053
1988,male,At least once per month,0.30864953080375357,12817,0.3006522044185748,0.3166468571889323
1988,male,Seldom,0.16870665034679722,12817,0.16222320082963354,0.1751900998639609
1988,male,Never,0.03019175846593227,12817,0.027229315358265536,0.03315420157359901
1988,female,At least once per week,0.46868767451136817,12817,0.46004835390639376,0.4773269951163426
1988,female,At least once per month,0.32169924212205825,12817,0.31361202600142285,0.32978645824269365
1988,female,Seldom,0.17012365376944555,12817,0.1636185845369199,0.1766287230019712
1988,female,Never,0.03948942959712804,12817,0.03611768722378803,0.04286117197046805
1990,male,At least once per month,0.3674641148325359,18165,0.3604529783446148,0.37447525132045695
1990,male,Seldom,0.3033492822966507,18165,0.29666403617728665,0.31003452841601475
1990,male,At least once per week,0.28995215311004785,18165,0.2833536512006949,0.2965506550194008
1990,male,Never,0.03923444976076555,18165,0.03641099479849182,0.04205790472303928
1990,female,At least once per month,0.37162750217580504,18165,0.36460000179413915,0.3786550025574709
1990,female,Seldom,0.30113141862489123,18165,0.2944600618981514,0.3078027753516311
1990,female,At least once per week,0.28024369016536116,18165,0.2737123991936099,0.2867749811371124
1990,female,Never,0.04699738903394256,18165,0.04391971740504771,0.05007506066283741
1992,male,At least once per week,0.40610877357020414,17350,0.3988010691541901,0.41341647798621817
1992,male,At least once per month,0.346735234533271,17350,0.33965333213390775,0.3538171369326342
1992,male,Seldom,0.21614461586411096,17350,0.2100197509368787,0.22226948079134323
1992,male,Never,0.0310113760324139,17350,0.028431931522651537,0.03359082054217626
1992,female,At least once per week,0.3967063667107778,17350,0.3894268040599637,0.4039859293615919
1992,female,At least once per month,0.36229966181443907,17350,0.3551473140991009,0.36945200952977725
1992,female,Seldom,0.20408763417144538,17350,0.19809045113957116,0.2100848172033196
1992,female,Never,0.03690633730333774,17350,0.034100961365322806,0.03971171324135268
1994,male,At least once per week,0.3905870936438622,16642,0.3831745360521943,0.39799965123553005
1994,male,At least once per month,0.3456251010836164,16642,0.33839957844101004,0.3528506237262227
1994,male,Seldom,0.2356461264758208,16642,0.22919804226630916,0.24209421068533246
1994,male,Never,0.028141678796700632,16642,0.025629041556873892,0.030654316036527372
1994,female,At least once per week,0.37824773413897284,16642,0.37087972478752135,0.3856157434904243
1994,female,At least once per month,0.35876132930513593,16642,0.35147404057038745,0.3660486180398844
1994,female,Seldom,0.2285498489425982,16642,0.22217018626709126,0.23492951161810513
1994,female,Never,0.03444108761329305,16642,0.031670441043210734,0.03721173418337537
1996,male,At least once per week,0.43077903457065475,16862,0.42330475648637594,0.43825331265493356
1996,male,At least once per month,0.3539907599171579,16862,0.34677276026492354,0.36120875956939225
1996,male,Seldom,0.19579416918910308,16862,0.18980474579210202,0.20178359258610415
1996,male,Never,0.019436036323084275,16862,0.017352297208026654,0.021519775438141896
1996,female,At least once per week,0.4364690147124387,16862,0.4289832333558461,0.4439547960690313
1996,female,At least once per month,0.3548818546589389,16862,0.3476597620228651,0.3621039472950127
1996,female,Seldom,0.18635755684351316,16862,0.18048006776800266,0.19223504591902366
1996,female,Never,0.02229157378510923,16862,0.020063258838791946,0.024519888731426513
1997,male,At least once per week,0.45332470474033326,16487,0.4457257357867239,0.4609236736939426
1997,male,At least once per month,0.3415304966833846,16487,0.33429167580938235,0.3487693175573868
1997,male,Seldom,0.18346545866364666,16487,0.17755733348403277,0.18937358384326056
1997,male,Never,0.021679339912635497,16487,0.019456291645413615,0.02390238817985738
1997,female,At least once per week,0.4478201427920401,16487,0.44022952114780817,0.455410764436272
1997,female,At least once per month,0.3499924046787179,16487,0.3427116939239502,0.3572731154334856
1997,female,Seldom,0.17894576940604587,16487,0.17309474524246352,0.18479679356962822
1997,female,Never,0.023241683123196112,16487,0.020941763815318596,0.025541602431073628
1999,male,At least once per week,0.4129972669298512,17396,0.4056804022634164,0.42031413159628606
1999,male,At least once per month,0.35803218949286364,17396,0.35090777735009204,0.36515660163563524
1999,male,Seldom,0.20877619192225932,17396,0.20273640619961258,0.21481597764490606
1999,male,Never,0.02019435165502581,17396,0.01810401469994538,0.02228468861010624
1999,female,At least once per week,0.41245910965723226,17396,0.4051436626211419,0.41977455669332264
1999,female,At least once per month,0.3612572891480586,17396,0.35411885989402886,0.36839571840208835
1999,female,Seldom,0.2040961456407339,17396,0.19810680412699458,0.2100854871544732
1999,female,Never,0.022187455553975253,17396,0.01999862105906317,0.024376290048887337
2001,male,At least once per week,0.4330310262529833,27798,0.4272061265739285,0.4388559259320381
2001,male,At least once per month,0.35140811455847254,27798,0.3457958136971411,0.357020415419804
2001,male,Seldom,0.18463007159904535,27798,0.18006888478413047,0.18919125841396023
2001,male,Never,0.030930787589498805,27798,0.028895516875782446,0.03296605830321517
2001,female,At least once per week,0.4433562731604023,27798,0.4375162524868735,0.44919629383393117
2001,female,At least once per month,0.34912652196929594,27798,0.3435226396754131,0.3547304042631788
2001,female,Seldom,0.1760190577024881,27798,0.17154205119681742,0.18049606420815878
2001,female,Never,0.031498147167813656,27798,0.029444896239194256,0.03355139809643305
2005,male,At least once per week,0.4255427064313248,25520,0.4194765139572999,0.4316088989053497
2005,male,At least once per month,0.34976668695475754,25520,0.34391555939997026,0.3556178145095448
2005,male,Seldom,0.200344897545141,25520,0.1954340524436414,0.20525574264664062
2005,male,Never,0.024345709068776627,25520,0.02245478134303534,0.026236636794517914
2005,female,At least once per week,0.44422736998790585,25520,0.43813106100441773,0.45032367897139397
2005,female,At least once per month,0.35407944925109314,25520,0.34821191480240793,0.35994698369977834
2005,female,Seldom,0.1781561075448879,25520,0.17346137603605594,0.18285083905371985
2005,female,Never,0.023537073216113126,25520,0.021677043660938252,0.025397102771288
2007,male,At least once per week,0.41509822071377145,25385,0.4090366609052026,0.4211597805223403
2007,male,At least once per month,0.3703589427131544,25385,0.3644184095449628,0.376299475881346
2007,male,Seldom,0.18523089581404917,25385,0.1804518468825398,0.19000994474555855
2007,male,Never,0.029311940759024994,25385,0.02723688573070844,0.03138699578734155
2007,female,At least once per week,0.4429988768251591,25385,0.43688809419465513,0.44910965945566306
2007,female,At least once per month,0.3654998128041932,25385,0.35957565055693574,0.37142397505145064
2007,female,Seldom,0.16660426806439535,25385,0.1620203569793247,0.171188179149466
2007,female,Never,0.02489704230625234,25385,0.02298028731428032,0.026813797298224362
2009,male,At least once per week,0.3985261434085858,21983,0.3920539814382516,0.40499830537891995
2009,male,At least once per month,0.38039536787928413,21983,0.3739775479245278,0.38681318783404045
2009,male,Seldom,0.19885366709556673,21983,0.19357729617559088,0.20413003801554258
2009,male,Never,0.02222482161656334,21983,0.020276093562174396,0.024173549670952286
2009,female,At least once per week,0.41113718796671644,21983,0.40463270117327654,0.41764167476015635
2009,female,At least once per month,0.385214422871773,21983,0.37878124297369314,0.39164760276985283
2009,female,Seldom,0.18220610198421164,21983,0.17710321461319772,0.18730898935522555
2009,female,Never,0.021442287177298913,21983,0.019527408039258193,0.02335716631533963
2011,male,At least once per week,0.41536539662710803,41903,0.410647038207733,0.42008375504648304
2011,male,At least once per month,0.363210493441599,41903,0.35860569467887493,0.3678152922043231
2011,male,Seldom,0.1900374765771393,41903,0.1862809574649424,0.1937939956893362
2011,male,Never,0.031386633354153655,41903,0.02971715378365635,0.03305611292465096
2011,female,At least once per week,0.45487457977760537,41903,0.45010667510395647,0.4596424844512543
2011,female,At least once per month,0.34943108352728214,41903,0.34486587168693145,0.35399629536763283
2011,female,Seldom,0.1669899146625291,41903,0.16341880025378414,0.17056102907127407
2011,female,Never,0.028704422032583398,41903,0.027105660751235446,0.03030318331393135
2015,male,At least once per week,0.41877697255923785,38036,0.41381880208745564,0.42373514303102006
2015,male,At least once per month,0.36332546209592054,38036,0.35849192217143,0.3681590020204111
2015,male,Seldom,0.18573406074423907,38036,0.18182576370840373,0.1896423577800744
