year,age_gr,quintil_oecd,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,At least once per week,0.15671,80,573,0.12692,0.18650
1990,17-29 y.,1st Quintile,At least once per month,0.11647,52,573,0.09018,0.14276
1990,17-29 y.,1st Quintile,Seldom,0.29708,138,573,0.25963,0.33453
1990,17-29 y.,1st Quintile,Never,0.42429,303,573,0.38379,0.46480
1990,17-29 y.,2nd Quintile,At least once per week,0.20139,93,563,0.16823,0.23455
1990,17-29 y.,2nd Quintile,At least once per month,0.13144,74,563,0.10351,0.15938
1990,17-29 y.,2nd Quintile,Seldom,0.28233,146,563,0.24512,0.31955
1990,17-29 y.,2nd Quintile,Never,0.37621,250,563,0.33616,0.41626
1990,17-29 y.,3rd Quintile,At least once per week,0.17103,95,551,0.13956,0.20250
1990,17-29 y.,3rd Quintile,At least once per month,0.17979,81,551,0.14770,0.21189
1990,17-29 y.,3rd Quintile,Seldom,0.31575,150,551,0.27690,0.35460
1990,17-29 y.,3rd Quintile,Never,0.32579,225,551,0.28662,0.36496
1990,17-29 y.,4th Quintile,At least once per week,0.15433,96,607,0.12556,0.18309
1990,17-29 y.,4th Quintile,At least once per month,0.15041,80,607,0.12195,0.17887
1990,17-29 y.,4th Quintile,Seldom,0.31677,190,607,0.27973,0.35381
1990,17-29 y.,4th Quintile,Never,0.37840,241,607,0.33979,0.41702
1990,17-29 y.,5th Quintile,At least once per week,0.21859,91,405,0.17829,0.25889
1990,17-29 y.,5th Quintile,At least once per month,0.18910,73,405,0.15091,0.22728
1990,17-29 y.,5th Quintile,Seldom,0.32057,119,405,0.27506,0.36608
1990,17-29 y.,5th Quintile,Never,0.26751,122,405,0.22434,0.31068
1990,30-45 y.,1st Quintile,At least once per month,0.08612,32,487,0.06118,0.11107
1990,30-45 y.,1st Quintile,Seldom,0.27817,112,487,0.23833,0.31801
1990,30-45 y.,1st Quintile,Never,0.55845,343,487,0.51430,0.60260
1990,30-45 y.,2nd Quintile,At least once per week,0.14013,71,613,0.11263,0.16763
1990,30-45 y.,2nd Quintile,At least once per month,0.11095,55,613,0.08607,0.13583
1990,30-45 y.,2nd Quintile,Seldom,0.37224,219,613,0.33394,0.41054
