year,age_gr,sex,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,male,Very concerned,0.49353,823,1712,0.46984,0.51722
1984,17-29 y.,male,Somewhat concerned,0.38253,643,1712,0.35950,0.40556
1984,17-29 y.,male,Not concerned at all,0.12394,246,1712,0.10833,0.13956
1984,17-29 y.,female,Very concerned,0.59442,960,1686,0.57097,0.61786
1984,17-29 y.,female,Somewhat concerned,0.34148,581,1686,0.31884,0.36412
1984,17-29 y.,female,Not concerned at all,0.06410,145,1686,0.05241,0.07580
1984,30-45 y.,male,Very concerned,0.47394,896,1913,0.45156,0.49632
1984,30-45 y.,male,Somewhat concerned,0.40716,751,1913,0.38514,0.42918
1984,30-45 y.,male,Not concerned at all,0.11890,266,1913,0.10440,0.13341
1984,30-45 y.,female,Very concerned,0.56400,1056,1943,0.54195,0.58606
1984,30-45 y.,female,Somewhat concerned,0.36234,693,1943,0.34096,0.38372
1984,30-45 y.,female,Not concerned at all,0.07366,194,1943,0.06204,0.08528
1984,46-65 y.,male,Very concerned,0.50022,867,1758,0.47684,0.52359
1984,46-65 y.,male,Somewhat concerned,0.38680,670,1758,0.36403,0.40957
1984,46-65 y.,male,Not concerned at all,0.11298,221,1758,0.09818,0.12779
1984,46-65 y.,female,Very concerned,0.58364,998,1763,0.56062,0.60665
1984,46-65 y.,female,Somewhat concerned,0.35521,625,1763,0.33287,0.37756
1984,46-65 y.,female,Not concerned at all,0.06115,140,1763,0.04996,0.07234
1984,66 and older,male,Very concerned,0.51191,264,502,0.46814,0.55568
1984,66 and older,male,Somewhat concerned,0.35167,169,502,0.30986,0.39349
1984,66 and older,male,Not concerned at all,0.13641,69,502,0.10636,0.16647
1984,66 and older,female,Very concerned,0.53385,402,755,0.49825,0.56946
1984,66 and older,female,Somewhat concerned,0.36330,277,755,0.32897,0.39763
1984,66 and older,female,Not concerned at all,0.10285,76,755,0.08117,0.12453
1985,17-29 y.,male,Very concerned,0.42416,682,1592,0.39987,0.44844
1985,17-29 y.,male,Somewhat concerned,0.43961,669,1592,0.41522,0.46400
1985,17-29 y.,male,Not concerned at all,0.13623,241,1592,0.11938,0.15309
1985,17-29 y.,female,Very concerned,0.54266,800,1510,0.51752,0.56779
1985,17-29 y.,female,Somewhat concerned,0.38203,571,1510,0.35751,0.40655
1985,17-29 y.,female,Not concerned at all,0.07531,139,1510,0.06200,0.08863
1985,30-45 y.,male,Very concerned,0.43643,777,1701,0.41285,0.46000
1985,30-45 y.,male,Somewhat concerned,0.43722,692,1701,0.41364,0.46080
1985,30-45 y.,male,Not concerned at all,0.12636,232,1701,0.11056,0.14215
1985,30-45 y.,female,Very concerned,0.53226,928,1750,0.50888,0.55565
1985,30-45 y.,female,Somewhat concerned,0.39978,657,1750,0.37683,0.42274
1985,30-45 y.,female,Not concerned at all,0.06795,165,1750,0.05616,0.07975
1985,46-65 y.,male,Very concerned,0.46235,747,1635,0.43818,0.48653
1985,46-65 y.,male,Somewhat concerned,0.41610,686,1635,0.39220,0.44000
1985,46-65 y.,male,Not concerned at all,0.12154,202,1635,0.10570,0.13739
1985,46-65 y.,female,Very concerned,0.53316,833,1621,0.50887,0.55746
1985,46-65 y.,female,Somewhat concerned,0.38757,633,1621,0.36384,0.41129
1985,46-65 y.,female,Not concerned at all,0.07927,155,1621,0.06611,0.09243
1985,66 and older,male,Very concerned,0.47533,209,439,0.42857,0.52210
1985,66 and older,male,Somewhat concerned,0.39462,171,439,0.34884,0.44039
1985,66 and older,male,Not concerned at all,0.13005,59,439,0.09855,0.16155
1985,66 and older,female,Very concerned,0.50281,318,643,0.46413,0.54148
1985,66 and older,female,Somewhat concerned,0.36882,239,643,0.33150,0.40615
1985,66 and older,female,Not concerned at all,0.12837,86,643,0.10249,0.15425
1986,17-29 y.,male,Very concerned,0.41780,670,1570,0.39339,0.44220
1986,17-29 y.,male,Somewhat concerned,0.43360,668,1570,0.40908,0.45812
1986,17-29 y.,male,Not concerned at all,0.14860,232,1570,0.13100,0.16621
1986,17-29 y.,female,Very concerned,0.51573,735,1456,0.49005,0.54141
1986,17-29 y.,female,Somewhat concerned,0.40102,574,1456,0.37584,0.42621
1986,17-29 y.,female,Not concerned at all,0.08324,147,1456,0.06905,0.09744
1986,30-45 y.,male,Very concerned,0.40795,669,1566,0.38360,0.43230
1986,30-45 y.,male,Somewhat concerned,0.44135,657,1566,0.41675,0.46595
1986,30-45 y.,male,Not concerned at all,0.15069,240,1566,0.13297,0.16842
1986,30-45 y.,female,Very concerned,0.47736,784,1671,0.45341,0.50132
1986,30-45 y.,female,Somewhat concerned,0.42497,695,1671,0.40126,0.44868
