year,regtyp,sampreg,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No answer / don't know,West,Very concerned,0.53404,6266,12032,0.52512,0.54295
1984,No answer / don't know,West,Somewhat concerned,0.37018,4409,12032,0.36155,0.37881
1984,No answer / don't know,West,Not concerned at all,0.09579,1357,12032,0.09053,0.10104
1985,Urban regions,West,Very concerned,0.49853,4236,8583,0.48795,0.50911
1985,Urban regions,West,Somewhat concerned,0.39425,3310,8583,0.38391,0.40458
1985,Urban regions,West,Not concerned at all,0.10722,1037,8583,0.10068,0.11377
1985,Rural regions,West,Very concerned,0.46316,1058,2308,0.44281,0.48351
1985,Rural regions,West,Somewhat concerned,0.43568,1008,2308,0.41544,0.45591
1985,Rural regions,West,Not concerned at all,0.10116,242,2308,0.08886,0.11347
1986,Urban regions,West,Very concerned,0.46127,3829,8279,0.45054,0.47201
1986,Urban regions,West,Somewhat concerned,0.42148,3411,8279,0.41084,0.43211
1986,Urban regions,West,Not concerned at all,0.11725,1039,8279,0.11032,0.12418
1986,Rural regions,West,Very concerned,0.42949,946,2207,0.40883,0.45015
1986,Rural regions,West,Somewhat concerned,0.43516,949,2207,0.41447,0.45585
1986,Rural regions,West,Not concerned at all,0.13535,312,2207,0.12108,0.14963
1987,Urban regions,West,Very concerned,0.47087,3655,8156,0.46004,0.48171
1987,Urban regions,West,Somewhat concerned,0.41645,3494,8156,0.40575,0.42715
1987,Urban regions,West,Not concerned at all,0.11268,1007,8156,0.10582,0.11954
1987,Rural regions,West,Very concerned,0.43365,930,2182,0.41285,0.45445
1987,Rural regions,West,Somewhat concerned,0.45298,981,2182,0.43209,0.47387
1987,Rural regions,West,Not concerned at all,0.11337,271,2182,0.10006,0.12667
1988,Urban regions,West,Very concerned,0.41100,3138,7830,0.40010,0.42190
1988,Urban regions,West,Somewhat concerned,0.46405,3692,7830,0.45301,0.47510
1988,Urban regions,West,Not concerned at all,0.12495,1000,7830,0.11762,0.13227
1988,Rural regions,West,Very concerned,0.39489,841,2046,0.37371,0.41608
1988,Rural regions,West,Somewhat concerned,0.47361,936,2046,0.45197,0.49525
1988,Rural regions,West,Not concerned at all,0.13150,269,2046,0.11685,0.14614
1989,Urban regions,West,Very concerned,0.34444,2621,7618,0.33377,0.35511
1989,Urban regions,West,Somewhat concerned,0.47373,3598,7618,0.46252,0.48494
1989,Urban regions,West,Not concerned at all,0.18183,1399,7618,0.17316,0.19049
1989,Rural regions,West,Very concerned,0.32136,650,1934,0.30054,0.34218
1989,Rural regions,West,Somewhat concerned,0.48882,928,1934,0.46654,0.51111
1989,Rural regions,West,Not concerned at all,0.18982,356,1934,0.17234,0.20730
1990,No answer / don't know,East,Somewhat concerned,0.33231,33,33,0.16910,0.49552
1990,Urban regions,West,Very concerned,0.25747,1991,7434,0.24753,0.26741
1990,Urban regions,West,Somewhat concerned,0.47821,3539,7434,0.46686,0.48957
1990,Urban regions,West,Not concerned at all,0.26432,1904,7434,0.25429,0.27434
1990,Urban regions,East,Very concerned,0.40826,586,1454,0.38299,0.43353
1990,Urban regions,East,Somewhat concerned,0.42109,608,1454,0.39570,0.44648
1990,Urban regions,East,Not concerned at all,0.17065,260,1454,0.15130,0.18999
1990,Rural regions,West,Very concerned,0.26151,536,1932,0.24191,0.28111
1990,Rural regions,West,Somewhat concerned,0.48064,920,1932,0.45836,0.50293
1990,Rural regions,West,Not concerned at all,0.25785,476,1932,0.23834,0.27736
1990,Rural regions,East,Very concerned,0.41417,1160,2866,0.39613,0.43221
1990,Rural regions,East,Somewhat concerned,0.39825,1177,2866,0.38033,0.41618
1990,Rural regions,East,Not concerned at all,0.18758,529,2866,0.17328,0.20187
1991,No answer / don't know,East,Very concerned,0.44853,34,79,0.33815,0.55890
1991,No answer / don't know,East,Somewhat concerned,0.43699,45,79,0.32691,0.54707
1991,Urban regions,West,Very concerned,0.43036,3158,7391,0.41907,0.44165
1991,Urban regions,West,Somewhat concerned,0.45673,3341,7391,0.44537,0.46808
1991,Urban regions,West,Not concerned at all,0.11292,892,7391,0.10570,0.12013
1991,Urban regions,East,Very concerned,0.48437,600,1316,0.45735,0.51138
1991,Urban regions,East,Somewhat concerned,0.41402,589,1316,0.38740,0.44064
1991,Urban regions,East,Not concerned at all,0.10161,127,1316,0.08528,0.11794
1991,Rural regions,West,Very concerned,0.40435,807,1976,0.38271,0.42600
1991,Rural regions,West,Somewhat concerned,0.47178,913,1976,0.44976,0.49379
1991,Rural regions,West,Not concerned at all,0.12387,256,1976,0.10934,0.13840
1991,Rural regions,East,Very concerned,0.47664,1238,2711,0.45784,0.49545
1991,Rural regions,East,Somewhat concerned,0.44280,1235,2711,0.42410,0.46150
1991,Rural regions,East,Not concerned at all,0.08056,238,2711,0.07031,0.09080
1992,No answer / don't know,East,Very concerned,0.40504,43,97,0.30684,0.50324
1992,No answer / don't know,East,Somewhat concerned,0.50270,54,97,0.40268,0.60272
1992,Urban regions,West,Very concerned,0.40119,3049,7303,0.38995,0.41243
1992,Urban regions,West,Somewhat concerned,0.46684,3294,7303,0.45540,0.47828
1992,Urban regions,West,Not concerned at all,0.13197,960,7303,0.12421,0.13973
1992,Urban regions,East,Very concerned,0.53074,684,1310,0.50370,0.55778
