"plh0038","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1984","(noch) kein Abschluss","kein Migrationshintergrund","114","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","428","0.436473253064616","0.40600761440894","0.466938891720291"
"Grosse Sorgen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","8","0.423380883403009","0.164563040217783","0.682198726588235"
"Grosse Sorgen","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","Hauptschule","kein Migrationshintergrund","2809","","",""
"Grosse Sorgen","1984","Hauptschule","direkter Migrationshintergrund","818","0.51066574422574","0.486917063662264","0.534414424789217"
"Grosse Sorgen","1984","Hauptschule","indirekter Migrationshintergrund","38","0.579956435654008","0.465150651242813","0.694762220065203"
"Grosse Sorgen","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","Realschule","kein Migrationshintergrund","949","0.556617685376516","0.533057872243679","0.580177498509352"
"Grosse Sorgen","1984","Realschule","direkter Migrationshintergrund","73","0.55933786972697","0.476505797820961","0.64216994163298"
"Grosse Sorgen","1984","Realschule","indirekter Migrationshintergrund","17","","",""
"Grosse Sorgen","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","kein Migrationshintergrund","367","0.616239469036693","0.576865953662561","0.655612984410825"
"Grosse Sorgen","1984","(Fach-)Abitur","direkter Migrationshintergrund","153","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","4","0.470317627906735","0.100572500642171","0.840062755171299"
"Grosse Sorgen","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","AkademikerIn","kein Migrationshintergrund","373","0.562321958468228","0.524502329666857","0.600141587269599"
"Grosse Sorgen","1984","AkademikerIn","direkter Migrationshintergrund","71","0.539844937260212","0.44991719168478","0.629772682835645"
"Grosse Sorgen","1984","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","(noch) kein Abschluss","kein Migrationshintergrund","79","0.346495062339887","0.284179424653379","0.408810700026395"
"Einige Sorgen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","349","0.319086931027456","0.290453423880384","0.347720438174528"
"Einige Sorgen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","5","0.548151922964798","0.287458086494634","0.808845759434963"
"Einige Sorgen","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","Hauptschule","kein Migrationshintergrund","2094","","",""
"Einige Sorgen","1984","Hauptschule","direkter Migrationshintergrund","612","0.352840835719566","0.330138879232576","0.375542792206557"
"Einige Sorgen","1984","Hauptschule","indirekter Migrationshintergrund","22","","",""
"Einige Sorgen","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","Realschule","kein Migrationshintergrund","621","0.360578710360306","0.337806890246579","0.383350530474033"
"Einige Sorgen","1984","Realschule","direkter Migrationshintergrund","47","0.318362381473735","0.240639982789757","0.396084780157713"
"Einige Sorgen","1984","Realschule","indirekter Migrationshintergrund","9","0.424637186266233","0.238194172081022","0.611080200451444"
"Einige Sorgen","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","(Fach-)Abitur","kein Migrationshintergrund","182","","",""
"Einige Sorgen","1984","(Fach-)Abitur","direkter Migrationshintergrund","85","0.342314770764474","0.285613366498532","0.399016175030417"
"Einige Sorgen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Einige Sorgen","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","AkademikerIn","kein Migrationshintergrund","238","","",""
"Einige Sorgen","1984","AkademikerIn","direkter Migrationshintergrund","32","0.306971988296851","0.223751194228827","0.390192782364875"
"Einige Sorgen","1984","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Einige Sorgen","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","(noch) kein Abschluss","kein Migrationshintergrund","31","0.142318968527688","0.0965660946893344","0.188071842366042"
"Keine Sorgen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","241","","",""
"Keine Sorgen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","Hauptschule","kein Migrationshintergrund","499","0.0932786480046994","0.0855233436920517","0.101033952317347"
"Keine Sorgen","1984","Hauptschule","direkter Migrationshintergrund","272","","",""
"Keine Sorgen","1984","Hauptschule","indirekter Migrationshintergrund","11","","",""
"Keine Sorgen","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","Realschule","kein Migrationshintergrund","138","","",""
"Keine Sorgen","1984","Realschule","direkter Migrationshintergrund","18","","",""
"Keine Sorgen","1984","Realschule","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","(Fach-)Abitur","kein Migrationshintergrund","37","0.0696984600495749","0.0490815894892306","0.0903153306099192"
"Keine Sorgen","1984","(Fach-)Abitur","direkter Migrationshintergrund","31","0.0913031799772453","0.0568821067672904","0.1257242531872"
"Keine Sorgen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","AkademikerIn","kein Migrationshintergrund","50","0.0825861744999196","0.0616023968175496","0.10356995218229"
"Keine Sorgen","1984","AkademikerIn","direkter Migrationshintergrund","15","","",""
"Keine Sorgen","1984","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","(noch) kein Abschluss","kein Migrationshintergrund","97","0.443429488620728","0.377932047088964","0.508926930152493"
"Grosse Sorgen","1985","(noch) kein Abschluss","direkter Migrationshintergrund","355","0.449098631621739","0.415012381174016","0.483184882069461"
"Grosse Sorgen","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Grosse Sorgen","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","Hauptschule","kein Migrationshintergrund","2282","","",""
"Grosse Sorgen","1985","Hauptschule","direkter Migrationshintergrund","712","0.493079425087245","0.467659920264783","0.518498929909707"
"Grosse Sorgen","1985","Hauptschule","indirekter Migrationshintergrund","40","0.481424621509266","0.371934939905206","0.590914303113326"
"Grosse Sorgen","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","Realschule","kein Migrationshintergrund","808","0.498226490062284","0.473961038210319","0.522491941914249"
"Grosse Sorgen","1985","Realschule","direkter Migrationshintergrund","74","0.538057528388593","0.454268541393778","0.621846515383409"
"Grosse Sorgen","1985","Realschule","indirekter Migrationshintergrund","13","","",""
"Grosse Sorgen","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","(Fach-)Abitur","kein Migrationshintergrund","319","0.571978582928627","0.530551872774731","0.613405293082524"
"Grosse Sorgen","1985","(Fach-)Abitur","direkter Migrationshintergrund","126","","",""
"Grosse Sorgen","1985","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","AkademikerIn","kein Migrationshintergrund","334","0.513580666950963","0.474766691907419","0.552394641994506"
"Grosse Sorgen","1985","AkademikerIn","direkter Migrationshintergrund","61","0.474221973459636","0.379609530825281","0.56883441609399"
"Grosse Sorgen","1985","AkademikerIn","indirekter Migrationshintergrund","3","","",""
